VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y
1267, 376,  0.22583,  0.14328, -0.11114,  0.19334, -0.21511,  0.95726,  0.50196,  0.50196,  1.00,  0.00,  0.96768,  0.56175
1268, 377,  0.22146,  0.15218, -0.1373, -0.10611, -0.06828, -0.99201,  0.50196,  0.50196,  1.00,  0.00,  0.99144,  0.56582
1269, 378,  0.19695,  0.13271, -0.10592,  0.20527, -0.15848,  0.9651,  0.50196,  0.50196,  1.00,  0.00,  0.95999,  0.58759
1270, 377,  0.22146,  0.15218, -0.1373, -0.10611, -0.06828, -0.99201,  0.50196,  0.50196,  1.00,  0.00,  0.99144,  0.56582
1271, 376,  0.22583,  0.14328, -0.11114,  0.19334, -0.21511,  0.95726,  0.50196,  0.50196,  1.00,  0.00,  0.96768,  0.56175
1272, 377,  0.22146,  0.15218, -0.1373, -0.10611, -0.06828, -0.99201,  0.50196,  0.50196,  1.00,  0.00,  0.99144,  0.56582
1273, 378,  0.19695,  0.13271, -0.10592,  0.20527, -0.15848,  0.9651,  0.50196,  0.50196,  1.00,  0.00,  0.95999,  0.58759
1274, 379,  0.19378,  0.14139, -0.13524, -0.10043, -0.12005, -0.98696,  0.50196,  0.50196,  1.00,  0.00,  0.98613,  0.59188
1275, 374,  0.29783,  0.17041, -0.13199,  0.05681,  0.14277, -0.98812,  0.50196,  0.50196,  1.00,  0.00,  0.9939,  0.49821
1276, 380,  0.32743,  0.17215, -0.11426,  0.20554, -0.94426, -0.25713,  0.50196,  0.50196,  1.00,  0.00,  0.98132,  0.4712
1277, 372,  0.29849,  0.1658, -0.11431,  0.05538, -0.31932,  0.94603,  0.50196,  0.50196,  1.00,  0.00,  0.97822,  0.49674
1278, 380,  0.32743,  0.17215, -0.11426,  0.20554, -0.94426, -0.25713,  0.50196,  0.50196,  1.00,  0.00,  0.98132,  0.4712
1279, 374,  0.29783,  0.17041, -0.13199,  0.05681,  0.14277, -0.98812,  0.50196,  0.50196,  1.00,  0.00,  0.9939,  0.49821
1280, 381,  0.32717,  0.17608, -0.12891,  0.11721,  0.28019, -0.95276,  0.50196,  0.50196,  1.00,  0.00,  0.99434,  0.47249
1281, 382,  0.3613,  0.18221, -0.12449,  0.16857,  0.47774, -0.86218,  0.50196,  0.50196,  1.00,  0.00,  0.99496,  0.44256
1282, 380,  0.32743,  0.17215, -0.11426,  0.20554, -0.94426, -0.25713,  0.50196,  0.50196,  1.00,  0.00,  0.98132,  0.4712
1283, 381,  0.32717,  0.17608, -0.12891,  0.11721,  0.28019, -0.95276,  0.50196,  0.50196,  1.00,  0.00,  0.99434,  0.47249
1284, 380,  0.32743,  0.17215, -0.11426,  0.20554, -0.94426, -0.25713,  0.50196,  0.50196,  1.00,  0.00,  0.98132,  0.4712
1285, 382,  0.3613,  0.18221, -0.12449,  0.16857,  0.47774, -0.86218,  0.50196,  0.50196,  1.00,  0.00,  0.99496,  0.44256
1286, 383,  0.36095,  0.17892, -0.11301,  0.17604, -0.94747, -0.26703,  0.50196,  0.50196,  1.00,  0.00,  0.9847,  0.44167
1287, 384,  0.39085,  0.18484, -0.11776,  0.22271,  0.62211, -0.75059,  0.50196,  0.50196,  1.00,  0.00,  0.99354,  0.41658
1288, 383,  0.36095,  0.17892, -0.11301,  0.17604, -0.94747, -0.26703,  0.50196,  0.50196,  1.00,  0.00,  0.9847,  0.44167
1289, 382,  0.3613,  0.18221, -0.12449,  0.16857,  0.47774, -0.86218,  0.50196,  0.50196,  1.00,  0.00,  0.99496,  0.44256
1290, 383,  0.36095,  0.17892, -0.11301,  0.17604, -0.94747, -0.26703,  0.50196,  0.50196,  1.00,  0.00,  0.9847,  0.44167
1291, 384,  0.39085,  0.18484, -0.11776,  0.22271,  0.62211, -0.75059,  0.50196,  0.50196,  1.00,  0.00,  0.99354,  0.41658
1292, 385,  0.39058,  0.18269, -0.11097,  0.15798, -0.94112, -0.2989,  0.50196,  0.50196,  1.00,  0.00,  0.98576,  0.41578
1293, 386,  0.41507,  0.18634, -0.10791,  0.27682,  0.81514, -0.50883,  0.50196,  0.50196,  1.00,  0.00,  0.99037,  0.39442
1294, 385,  0.39058,  0.18269, -0.11097,  0.15798, -0.94112, -0.2989,  0.50196,  0.50196,  1.00,  0.00,  0.98576,  0.41578
1295, 384,  0.39085,  0.18484, -0.11776,  0.22271,  0.62211, -0.75059,  0.50196,  0.50196,  1.00,  0.00,  0.99354,  0.41658
1296, 385,  0.39058,  0.18269, -0.11097,  0.15798, -0.94112, -0.2989,  0.50196,  0.50196,  1.00,  0.00,  0.98576,  0.41578
1297, 386,  0.41507,  0.18634, -0.10791,  0.27682,  0.81514, -0.50883,  0.50196,  0.50196,  1.00,  0.00,  0.99037,  0.39442
1298, 387,  0.41512,  0.18409, -0.10481,  0.28503, -0.7738, -0.56567,  0.50196,  0.50196,  1.00,  0.00,  0.98545,  0.39377
1299, 387,  0.41512,  0.18409, -0.10481,  0.28503, -0.7738, -0.56567,  0.50196,  0.50196,  1.00,  0.00,  0.98545,  0.39377
1300, 386,  0.41507,  0.18634, -0.10791,  0.27682,  0.81514, -0.50883,  0.50196,  0.50196,  1.00,  0.00,  0.99037,  0.39442
1301, 388,  0.43934,  0.18581, -0.09187,  0.43131,  0.873,  0.2277,  0.50196,  0.50196,  1.00,  0.00,  0.98404,  0.3702
1302, 389,  0.17044,  0.11669, -0.10284,  0.27803, -0.86918, -0.40894,  0.50196,  0.50196,  1.00,  0.00,  0.95073,  0.6128
1303, 379,  0.19378,  0.14139, -0.13524, -0.10043, -0.12005, -0.98696,  0.50196,  0.50196,  1.00,  0.00,  0.98613,  0.59188
1304, 378,  0.19695,  0.13271, -0.10592,  0.20527, -0.15848,  0.9651,  0.50196,  0.50196,  1.00,  0.00,  0.95999,  0.58759
1305, 379,  0.19378,  0.14139, -0.13524, -0.10043, -0.12005, -0.98696,  0.50196,  0.50196,  1.00,  0.00,  0.98613,  0.59188
1306, 389,  0.17044,  0.11669, -0.10284,  0.27803, -0.86918, -0.40894,  0.50196,  0.50196,  1.00,  0.00,  0.95073,  0.6128
1307, 390,  0.16787,  0.12876, -0.13294, -0.07476, -0.16094, -0.98413,  0.50196,  0.50196,  1.00,  0.00,  0.9785,  0.61656
1308, 391,  0.19262,  0.17126, -0.0976, -0.2935,  0.91621,  0.27247,  0.50196,  0.50196,  1.00,  0.00,  0.64506,  0.86602
1309, 392,  0.16173,  0.17666, -0.09866, -0.42406,  0.90025,  0.09863,  0.50196,  0.50196,  1.00,  0.00,  0.63392,  0.88686
1310, 393,  0.16344,  0.16387, -0.0954, -0.4172,  0.87618,  0.24137,  0.50196,  0.50196,  1.00,  0.00,  0.6442,  0.88929
1311, 392,  0.16173,  0.17666, -0.09866, -0.42406,  0.90025,  0.09863,  0.50196,  0.50196,  1.00,  0.00,  0.63392,  0.88686
1312, 391,  0.19262,  0.17126, -0.0976, -0.2935,  0.91621,  0.27247,  0.50196,  0.50196,  1.00,  0.00,  0.64506,  0.86602
1313, 394,  0.19064,  0.18877, -0.09984, -0.30274,  0.94538,  0.12057,  0.50196,  0.50196,  1.00,  0.00,  0.63133,  0.86366
1314, 395,  0.22187,  0.17827, -0.10192, -0.18377,  0.95078,  0.24949,  0.50196,  0.50196,  1.00,  0.00,  0.64505,  0.8426
1315, 394,  0.19064,  0.18877, -0.09984, -0.30274,  0.94538,  0.12057,  0.50196,  0.50196,  1.00,  0.00,  0.63133,  0.86366
1316, 391,  0.19262,  0.17126, -0.0976, -0.2935,  0.91621,  0.27247,  0.50196,  0.50196,  1.00,  0.00,  0.64506,  0.86602
1317, 394,  0.19064,  0.18877, -0.09984, -0.30274,  0.94538,  0.12057,  0.50196,  0.50196,  1.00,  0.00,  0.63133,  0.86366
1318, 395,  0.22187,  0.17827, -0.10192, -0.18377,  0.95078,  0.24949,  0.50196,  0.50196,  1.00,  0.00,  0.64505,  0.8426
1319, 396,  0.21984,  0.19407, -0.10375, -0.19646,  0.97453,  0.10817,  0.50196,  0.50196,  1.00,  0.00,  0.63261,  0.84123
1320, 397,  0.25796,  0.18414, -0.10575, -0.09091,  0.98253,  0.16239,  0.50196,  0.50196,  1.00,  0.00,  0.64626,  0.81363
1321, 396,  0.21984,  0.19407, -0.10375, -0.19646,  0.97453,  0.10817,  0.50196,  0.50196,  1.00,  0.00,  0.63261,  0.84123
1322, 395,  0.22187,  0.17827, -0.10192, -0.18377,  0.95078,  0.24949,  0.50196,  0.50196,  1.00,  0.00,  0.64505,  0.8426
1323, 396,  0.21984,  0.19407, -0.10375, -0.19646,  0.97453,  0.10817,  0.50196,  0.50196,  1.00,  0.00,  0.63261,  0.84123
1324, 397,  0.25796,  0.18414, -0.10575, -0.09091,  0.98253,  0.16239,  0.50196,  0.50196,  1.00,  0.00,  0.64626,  0.81363
1325, 398,  0.25733,  0.19689, -0.10821, -0.0935,  0.99438,  0.04975,  0.50196,  0.50196,  1.00,  0.00,  0.63634,  0.81265
1326, 399,  0.29808,  0.18443, -0.10673, -0.01979,  0.99102,  0.13225,  0.50196,  0.50196,  1.00,  0.00,  0.64945,  0.78052
1327, 398,  0.25733,  0.19689, -0.10821, -0.0935,  0.99438,  0.04975,  0.50196,  0.50196,  1.00,  0.00,  0.63634,  0.81265
1328, 397,  0.25796,  0.18414, -0.10575, -0.09091,  0.98253,  0.16239,  0.50196,  0.50196,  1.00,  0.00,  0.64626,  0.81363
1329, 398,  0.25733,  0.19689, -0.10821, -0.0935,  0.99438,  0.04975,  0.50196,  0.50196,  1.00,  0.00,  0.63634,  0.81265
1330, 399,  0.29808,  0.18443, -0.10673, -0.01979,  0.99102,  0.13225,  0.50196,  0.50196,  1.00,  0.00,  0.64945,  0.78052
1331, 400,  0.29753,  0.19766, -0.1084, -0.01778,  0.99903,  0.0402,  0.50196,  0.50196,  1.00,  0.00,  0.64065,  0.78294
1332, 393,  0.16344,  0.16387, -0.0954, -0.4172,  0.87618,  0.24137,  0.50196,  0.50196,  1.00,  0.00,  0.6442,  0.88929
1333, 392,  0.16173,  0.17666, -0.09866, -0.42406,  0.90025,  0.09863,  0.50196,  0.50196,  1.00,  0.00,  0.63392,  0.88686
1334, 338,  0.14698,  0.12824, -0.0824,  0.42319, -0.28138,  0.86124,  0.50196,  0.50196,  1.00,  0.00,  0.66426,  0.91415
1335, 401,  0.32437,  0.18794, -0.10392,  0.00153,  0.98163,  0.19077,  0.50196,  0.50196,  1.00,  0.00,  0.64073,  0.75941
1336, 400,  0.29753,  0.19766, -0.1084, -0.01778,  0.99903,  0.0402,  0.50196,  0.50196,  1.00,  0.00,  0.64065,  0.78294
1337, 399,  0.29808,  0.18443, -0.10673, -0.01979,  0.99102,  0.13225,  0.50196,  0.50196,  1.00,  0.00,  0.64945,  0.78052
1338, 400,  0.29753,  0.19766, -0.1084, -0.01778,  0.99903,  0.0402,  0.50196,  0.50196,  1.00,  0.00,  0.64065,  0.78294
1339, 401,  0.32437,  0.18794, -0.10392,  0.00153,  0.98163,  0.19077,  0.50196,  0.50196,  1.00,  0.00,  0.64073,  0.75941
1340, 402,  0.32486,  0.19623, -0.10476,  0.00677,  0.99375,  0.11145,  0.50196,  0.50196,  1.00,  0.00,  0.63665,  0.76343
1341, 403,  0.34632,  0.18916, -0.10089,  0.01531,  0.96791,  0.25082,  0.50196,  0.50196,  1.00,  0.00,  0.63734,  0.74188
1342, 402,  0.32486,  0.19623, -0.10476,  0.00677,  0.99375,  0.11145,  0.50196,  0.50196,  1.00,  0.00,  0.63665,  0.76343
1343, 401,  0.32437,  0.18794, -0.10392,  0.00153,  0.98163,  0.19077,  0.50196,  0.50196,  1.00,  0.00,  0.64073,  0.75941
1344, 402,  0.32486,  0.19623, -0.10476,  0.00677,  0.99375,  0.11145,  0.50196,  0.50196,  1.00,  0.00,  0.63665,  0.76343
1345, 403,  0.34632,  0.18916, -0.10089,  0.01531,  0.96791,  0.25082,  0.50196,  0.50196,  1.00,  0.00,  0.63734,  0.74188
1346, 404,  0.34632,  0.19448, -0.10028,  0.0169,  0.97351,  0.22802,  0.50196,  0.50196,  1.00,  0.00,  0.63454,  0.74451
1347, 404,  0.34632,  0.19448, -0.10028,  0.0169,  0.97351,  0.22802,  0.50196,  0.50196,  1.00,  0.00,  0.63454,  0.74451
1348, 403,  0.34632,  0.18916, -0.10089,  0.01531,  0.96791,  0.25082,  0.50196,  0.50196,  1.00,  0.00,  0.63734,  0.74188
1349, 405,  0.36569,  0.19519, -0.09396,  0.02246,  0.92129,  0.38823,  0.50196,  0.50196,  1.00,  0.00,  0.63436,  0.71752
1350, 397,  0.25796,  0.18414, -0.10575, -0.09091,  0.98253,  0.16239,  0.50196,  0.50196,  1.00,  0.00,  0.64626,  0.81363
1351, 406,  0.29849,  0.1658, -0.11431,  0.05538, -0.31932,  0.94603,  0.50196,  0.50196,  1.00,  0.00,  0.67005,  0.78653
1352, 399,  0.29808,  0.18443, -0.10673, -0.01979,  0.99102,  0.13225,  0.50196,  0.50196,  1.00,  0.00,  0.64945,  0.78052
1353, 406,  0.29849,  0.1658, -0.11431,  0.05538, -0.31932,  0.94603,  0.50196,  0.50196,  1.00,  0.00,  0.67005,  0.78653
1354, 397,  0.25796,  0.18414, -0.10575, -0.09091,  0.98253,  0.16239,  0.50196,  0.50196,  1.00,  0.00,  0.64626,  0.81363
1355, 407,  0.25889,  0.15498, -0.1137,  0.12289, -0.2515,  0.96002,  0.50196,  0.50196,  1.00,  0.00,  0.66947,  0.81729
1356, 395,  0.22187,  0.17827, -0.10192, -0.18377,  0.95078,  0.24949,  0.50196,  0.50196,  1.00,  0.00,  0.64505,  0.8426
1357, 407,  0.25889,  0.15498, -0.1137,  0.12289, -0.2515,  0.96002,  0.50196,  0.50196,  1.00,  0.00,  0.66947,  0.81729
1358, 397,  0.25796,  0.18414, -0.10575, -0.09091,  0.98253,  0.16239,  0.50196,  0.50196,  1.00,  0.00,  0.64626,  0.81363
1359, 407,  0.25889,  0.15498, -0.1137,  0.12289, -0.2515,  0.96002,  0.50196,  0.50196,  1.00,  0.00,  0.66947,  0.81729
1360, 395,  0.22187,  0.17827, -0.10192, -0.18377,  0.95078,  0.24949,  0.50196,  0.50196,  1.00,  0.00,  0.64505,  0.8426
1361, 408,  0.22583,  0.14328, -0.11114,  0.19334, -0.21511,  0.95726,  0.50196,  0.50196,  1.00,  0.00,  0.67345,  0.84488
1362, 391,  0.19262,  0.17126, -0.0976, -0.2935,  0.91621,  0.27247,  0.50196,  0.50196,  1.00,  0.00,  0.64506,  0.86602
1363, 408,  0.22583,  0.14328, -0.11114,  0.19334, -0.21511,  0.95726,  0.50196,  0.50196,  1.00,  0.00,  0.67345,  0.84488
1364, 395,  0.22187,  0.17827, -0.10192, -0.18377,  0.95078,  0.24949,  0.50196,  0.50196,  1.00,  0.00,  0.64505,  0.8426
1365, 408,  0.22583,  0.14328, -0.11114,  0.19334, -0.21511,  0.95726,  0.50196,  0.50196,  1.00,  0.00,  0.67345,  0.84488
1366, 391,  0.19262,  0.17126, -0.0976, -0.2935,  0.91621,  0.27247,  0.50196,  0.50196,  1.00,  0.00,  0.64506,  0.86602
1367, 409,  0.19695,  0.13271, -0.10592,  0.20527, -0.15848,  0.9651,  0.50196,  0.50196,  1.00,  0.00206,  0.67591,  0.86991
1368, 393,  0.16344,  0.16387, -0.0954, -0.4172,  0.87618,  0.24137,  0.50196,  0.50196,  1.00,  0.00,  0.6442,  0.88929
1369, 409,  0.19695,  0.13271, -0.10592,  0.20527, -0.15848,  0.9651,  0.50196,  0.50196,  1.00,  0.00206,  0.67591,  0.86991
1370, 391,  0.19262,  0.17126, -0.0976, -0.2935,  0.91621,  0.27247,  0.50196,  0.50196,  1.00,  0.00,  0.64506,  0.86602
1371, 409,  0.19695,  0.13271, -0.10592,  0.20527, -0.15848,  0.9651,  0.50196,  0.50196,  1.00,  0.00206,  0.67591,  0.86991
1372, 393,  0.16344,  0.16387, -0.0954, -0.4172,  0.87618,  0.24137,  0.50196,  0.50196,  1.00,  0.00,  0.6442,  0.88929
1373, 342,  0.17044,  0.11669, -0.10284,  0.27803, -0.86918, -0.40894,  0.50196,  0.50196,  1.00,  0.00,  0.68241,  0.89442
1374, 342,  0.17044,  0.11669, -0.10284,  0.27803, -0.86918, -0.40894,  0.50196,  0.50196,  1.00,  0.00,  0.68241,  0.89442
1375, 393,  0.16344,  0.16387, -0.0954, -0.4172,  0.87618,  0.24137,  0.50196,  0.50196,  1.00,  0.00,  0.6442,  0.88929
1376, 338,  0.14698,  0.12824, -0.0824,  0.42319, -0.28138,  0.86124,  0.50196,  0.50196,  1.00,  0.00,  0.66426,  0.91415
1377, 410,  0.11892,  0.08952, -0.09946,  0.25451, -0.87019, -0.4219,  0.50196,  0.50196,  1.00,  0.00,  0.6945,  0.93944
1378, 411,  0.14548,  0.1169, -0.12859, -0.08431, -0.19652, -0.97687,  0.50196,  0.50196,  1.00,  0.00,  0.71305,  0.90681
1379, 412,  0.14881,  0.10046, -0.11,  0.19045, -0.71881, -0.66861,  0.50196,  0.50196,  1.00,  0.00,  0.69472,  0.91336
1380, 411,  0.14548,  0.1169, -0.12859, -0.08431, -0.19652, -0.97687,  0.50196,  0.50196,  1.00,  0.00,  0.71305,  0.90681
1381, 410,  0.11892,  0.08952, -0.09946,  0.25451, -0.87019, -0.4219,  0.50196,  0.50196,  1.00,  0.00,  0.6945,  0.93944
1382, 413,  0.11828,  0.10205, -0.11994, -0.11254, -0.2378, -0.96477,  0.50196,  0.50196,  1.00,  0.00,  0.71182,  0.93237
1383, 414,  0.09618,  0.08226, -0.09554,  0.16991, -0.871, -0.46097,  0.50196,  0.50196,  1.00,  0.00,  0.69604,  0.95812
1384, 413,  0.11828,  0.10205, -0.11994, -0.11254, -0.2378, -0.96477,  0.50196,  0.50196,  1.00,  0.00,  0.71182,  0.93237
1385, 410,  0.11892,  0.08952, -0.09946,  0.25451, -0.87019, -0.4219,  0.50196,  0.50196,  1.00,  0.00,  0.6945,  0.93944
1386, 413,  0.11828,  0.10205, -0.11994, -0.11254, -0.2378, -0.96477,  0.50196,  0.50196,  1.00,  0.00,  0.71182,  0.93237
1387, 414,  0.09618,  0.08226, -0.09554,  0.16991, -0.871, -0.46097,  0.50196,  0.50196,  1.00,  0.00,  0.69604,  0.95812
1388, 415,  0.09464,  0.08953, -0.11127, -0.18791, -0.26795, -0.94493,  0.50196,  0.50196,  1.00,  0.00,  0.70908,  0.95478
1389, 416,  0.07603,  0.07821, -0.091, -0.38774, -0.67972, -0.60852,  0.50196,  0.50196,  1.00,  0.00,  0.69538,  0.97512
1390, 415,  0.09464,  0.08953, -0.11127, -0.18791, -0.26795, -0.94493,  0.50196,  0.50196,  1.00,  0.00,  0.70908,  0.95478
1391, 414,  0.09618,  0.08226, -0.09554,  0.16991, -0.871, -0.46097,  0.50196,  0.50196,  1.00,  0.00,  0.69604,  0.95812
1392, 415,  0.09464,  0.08953, -0.11127, -0.18791, -0.26795, -0.94493,  0.50196,  0.50196,  1.00,  0.00,  0.70908,  0.95478
1393, 416,  0.07603,  0.07821, -0.091, -0.38774, -0.67972, -0.60852,  0.50196,  0.50196,  1.00,  0.00,  0.69538,  0.97512
1394, 417,  0.07463,  0.07766, -0.09883, -0.4882, -0.36897, -0.78312,  0.50196,  0.50196,  1.00,  0.00,  0.70158,  0.97382
1395, 418,  0.06465,  0.0706, -0.08736, -0.61171, -0.77388,  0.16406,  0.50196,  0.50196,  1.00,  0.00,  0.69748,  0.98598
1396, 417,  0.07463,  0.07766, -0.09883, -0.4882, -0.36897, -0.78312,  0.50196,  0.50196,  1.00,  0.00,  0.70158,  0.97382
1397, 416,  0.07603,  0.07821, -0.091, -0.38774, -0.67972, -0.60852,  0.50196,  0.50196,  1.00,  0.00,  0.69538,  0.97512
1398, 417,  0.07463,  0.07766, -0.09883, -0.4882, -0.36897, -0.78312,  0.50196,  0.50196,  1.00,  0.00,  0.70158,  0.97382
1399, 418,  0.06465,  0.0706, -0.08736, -0.61171, -0.77388,  0.16406,  0.50196,  0.50196,  1.00,  0.00,  0.69748,  0.98598
1400, 419,  0.06291,  0.07069, -0.09339, -0.6704, -0.54763, -0.50066,  0.50196,  0.50196,  1.00,  0.00,  0.70218,  0.98529
1401, 412,  0.14881,  0.10046, -0.11,  0.19045, -0.71881, -0.66861,  0.50196,  0.50196,  1.00,  0.00,  0.69472,  0.91336
1402, 411,  0.14548,  0.1169, -0.12859, -0.08431, -0.19652, -0.97687,  0.50196,  0.50196,  1.00,  0.00,  0.71305,  0.90681
1403, 420,  0.1726,  0.11193, -0.1215,  0.09718, -0.53708, -0.83791,  0.50196,  0.50196,  1.00,  1.00,  0.69714,  0.89126
1404, 411,  0.14548,  0.1169, -0.12859, -0.08431, -0.19652, -0.97687,  0.50196,  0.50196,  1.00,  0.00,  0.71305,  0.90681
1405, 421,  0.16787,  0.12876, -0.13294, -0.07476, -0.16094, -0.98413,  0.50196,  0.50196,  1.00,  1.00,  0.71205,  0.88753
1406, 420,  0.1726,  0.11193, -0.1215,  0.09718, -0.53708, -0.83791,  0.50196,  0.50196,  1.00,  1.00,  0.69714,  0.89126
1407, 421,  0.16787,  0.12876, -0.13294, -0.07476, -0.16094, -0.98413,  0.50196,  0.50196,  1.00,  1.00,  0.71205,  0.88753
1408, 422,  0.19772,  0.12491, -0.12635,  0.02521, -0.45875, -0.88754,  0.50196,  0.50196,  1.00,  1.00,  0.69719,  0.86797
1409, 420,  0.1726,  0.11193, -0.1215,  0.09718, -0.53708, -0.83791,  0.50196,  0.50196,  1.00,  1.00,  0.69714,  0.89126
1410, 422,  0.19772,  0.12491, -0.12635,  0.02521, -0.45875, -0.88754,  0.50196,  0.50196,  1.00,  1.00,  0.69719,  0.86797
1411, 421,  0.16787,  0.12876, -0.13294, -0.07476, -0.16094, -0.98413,  0.50196,  0.50196,  1.00,  1.00,  0.71205,  0.88753
1412, 423,  0.19643,  0.14417, -0.12746, -0.1101, -0.08092, -0.9899,  0.50196,  0.50196,  1.00,  1.00,  0.71097,  0.86262
1413, 423,  0.19643,  0.14417, -0.12746, -0.1101, -0.08092, -0.9899,  0.50196,  0.50196,  1.00,  1.00,  0.71097,  0.86262
1414, 424,  0.22787,  0.13612, -0.13175, -0.01072, -0.40793, -0.91295,  0.50196,  0.50196,  1.00,  1.00,  0.69628,  0.84172
1415, 422,  0.19772,  0.12491, -0.12635,  0.02521, -0.45875, -0.88754,  0.50196,  0.50196,  1.00,  1.00,  0.69719,  0.86797
1416, 424,  0.22787,  0.13612, -0.13175, -0.01072, -0.40793, -0.91295,  0.50196,  0.50196,  1.00,  1.00,  0.69628,  0.84172
1417, 423,  0.19643,  0.14417, -0.12746, -0.1101, -0.08092, -0.9899,  0.50196,  0.50196,  1.00,  1.00,  0.71097,  0.86262
1418, 425,  0.2259,  0.15412, -0.12883, -0.10017, -0.06085, -0.99311,  0.50196,  0.50196,  1.00,  1.00,  0.71011,  0.83828
1419, 425,  0.2259,  0.15412, -0.12883, -0.10017, -0.06085, -0.99311,  0.50196,  0.50196,  1.00,  1.00,  0.71011,  0.83828
1420, 426,  0.26139,  0.14604, -0.13324,  0.02705, -0.36301, -0.93139,  0.50196,  0.50196,  1.00,  1.00,  0.6945,  0.81435
1421, 424,  0.22787,  0.13612, -0.13175, -0.01072, -0.40793, -0.91295,  0.50196,  0.50196,  1.00,  1.00,  0.69628,  0.84172
1422, 426,  0.26139,  0.14604, -0.13324,  0.02705, -0.36301, -0.93139,  0.50196,  0.50196,  1.00,  1.00,  0.6945,  0.81435
1423, 425,  0.2259,  0.15412, -0.12883, -0.10017, -0.06085, -0.99311,  0.50196,  0.50196,  1.00,  1.00,  0.71011,  0.83828
1424, 427,  0.2606,  0.16195, -0.12749, -0.03611,  0.05734, -0.9977,  0.50196,  0.50196,  1.00,  1.00,  0.70731,  0.81092
1425, 427,  0.2606,  0.16195, -0.12749, -0.03611,  0.05734, -0.9977,  0.50196,  0.50196,  1.00,  1.00,  0.70731,  0.81092
1426, 428,  0.28898,  0.15424, -0.13437,  0.06827, -0.25695, -0.96401,  0.50196,  0.50196,  1.00,  1.00,  0.6938,  0.79182
1427, 426,  0.26139,  0.14604, -0.13324,  0.02705, -0.36301, -0.93139,  0.50196,  0.50196,  1.00,  1.00,  0.6945,  0.81435
1428, 428,  0.28898,  0.15424, -0.13437,  0.06827, -0.25695, -0.96401,  0.50196,  0.50196,  1.00,  1.00,  0.6938,  0.79182
1429, 427,  0.2606,  0.16195, -0.12749, -0.03611,  0.05734, -0.9977,  0.50196,  0.50196,  1.00,  1.00,  0.70731,  0.81092
1430, 429,  0.28879,  0.16673, -0.12624,  0.03737,  0.0925, -0.99501,  0.50196,  0.50196,  1.00,  1.00,  0.70503,  0.78885
1431, 429,  0.28879,  0.16673, -0.12624,  0.03737,  0.0925, -0.99501,  0.50196,  0.50196,  1.00,  1.00,  0.70503,  0.78885
1432, 430,  0.32608,  0.16025, -0.13071,  0.14875, -0.1973, -0.96899,  0.50196,  0.50196,  1.00,  1.00,  0.69132,  0.76247
1433, 428,  0.28898,  0.15424, -0.13437,  0.06827, -0.25695, -0.96401,  0.50196,  0.50196,  1.00,  1.00,  0.6938,  0.79182
1434, 430,  0.32608,  0.16025, -0.13071,  0.14875, -0.1973, -0.96899,  0.50196,  0.50196,  1.00,  1.00,  0.69132,  0.76247
1435, 429,  0.28879,  0.16673, -0.12624,  0.03737,  0.0925, -0.99501,  0.50196,  0.50196,  1.00,  1.00,  0.70503,  0.78885
1436, 431,  0.32599,  0.16895, -0.12394,  0.13041,  0.08314, -0.98797,  0.50196,  0.50196,  1.00,  1.00,  0.69959,  0.76006
1437, 431,  0.32599,  0.16895, -0.12394,  0.13041,  0.08314, -0.98797,  0.50196,  0.50196,  1.00,  1.00,  0.69959,  0.76006
1438, 432,  0.35797,  0.16354, -0.12379,  0.21196, -0.20834, -0.95481,  0.50196,  0.50196,  1.00,  1.00,  0.68876,  0.73687
1439, 430,  0.32608,  0.16025, -0.13071,  0.14875, -0.1973, -0.96899,  0.50196,  0.50196,  1.00,  1.00,  0.69132,  0.76247
1440, 432,  0.35797,  0.16354, -0.12379,  0.21196, -0.20834, -0.95481,  0.50196,  0.50196,  1.00,  1.00,  0.68876,  0.73687
1441, 431,  0.32599,  0.16895, -0.12394,  0.13041,  0.08314, -0.98797,  0.50196,  0.50196,  1.00,  1.00,  0.69959,  0.76006
1442, 433,  0.35785,  0.17046, -0.11945,  0.19753,  0.05863, -0.97854,  0.50196,  0.50196,  1.00,  1.00,  0.695,  0.73528
1443, 433,  0.35785,  0.17046, -0.11945,  0.19753,  0.05863, -0.97854,  0.50196,  0.50196,  1.00,  1.00,  0.695,  0.73528
1444, 434,  0.39342,  0.16414, -0.11532,  0.2947, -0.33402, -0.89531,  0.50196,  0.50196,  1.00,  1.00,  0.68667,  0.71219
1445, 432,  0.35797,  0.16354, -0.12379,  0.21196, -0.20834, -0.95481,  0.50196,  0.50196,  1.00,  1.00,  0.68876,  0.73687
1446, 434,  0.39342,  0.16414, -0.11532,  0.2947, -0.33402, -0.89531,  0.50196,  0.50196,  1.00,  1.00,  0.68667,  0.71219
1447, 433,  0.35785,  0.17046, -0.11945,  0.19753,  0.05863, -0.97854,  0.50196,  0.50196,  1.00,  1.00,  0.695,  0.73528
1448, 435,  0.39338,  0.16716, -0.113,  0.29297, -0.20592, -0.93368,  0.50196,  0.50196,  1.00,  1.00,  0.68954,  0.71143
