VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
1553,329,-0.09771,0.05551,0.05685,-0.15091,0.66775,0.72892,-0.01443,-0.73877,0.6738,-1,1,0.50196,1,1,0.05831,0.16454,0.52035,0.49981,0.99959
1554,298,-0.12395,0.03936,0.0639,-0.10778,0.46522,0.87857,0.07572,-0.87733,0.47387,-1,1,0.50196,1,1,0.08535,0.20667,0.47962,0.49385,0.99955
1555,332,-0.14943,0.05979,0.04814,0.01303,0.56701,0.82355,0.10667,-0.81974,0.56272,-1,1,0.50196,1,1,0.04054,0.2416,0.50679,0.49611,0.99994
1556,292,-0.14981,0.04194,0.0605,-0.01001,0.47864,0.8779,0.12633,-0.87033,0.47598,-1,1,0.50196,1,1,0.07505,0.24607,0.52163,0.50357,0.99952
1557,333,-0.09723,0.06303,0.04714,-0.07177,0.80883,0.58364,-0.07231,-0.58783,0.80574,-1,1,0.50196,1,1,0.03863,0.16494,0.48838,0.50258,0.99986
1558,327,-0.07385,0.05452,0.0646,-0.17083,0.71332,0.67969,-0.06679,-0.69662,0.71431,-1,1,0.50196,1,1,0.06515,0.12638,0.48733,0.49737,0.99983
1559,334,-0.07259,0.06249,0.04986,-0.05654,0.88023,0.47114,-0.12374,-0.47443,0.87155,-1,1,0.50196,1,1,0.03893,0.12763,0.50003,0.50068,1
1560,313,-0.07557,0.02944,0.0788,-0.28597,0.37464,0.88197,0.02109,-0.91771,0.39667,-1,1,0.50196,1,1,0.11128,0.12862,0.49818,0.49799,0.99999
1561,296,-0.09871,0.01156,0.07709,-0.25074,0.11275,0.96147,0.09939,-0.98494,0.14142,-1,1,0.50196,1,1,0.13612,0.16947,0.50264,0.5002,0.99999
1562,308,-0.07646,0.00416,0.08497,-0.33447,0.03757,0.94165,0.10286,-0.99177,0.07611,-1,1,0.50196,1,1,0.15186,0.13255,0.51256,0.50418,0.99982
1563,332,-0.14943,0.05979,0.04814,0.01303,0.56701,0.82355,0.10667,-0.81974,0.56272,-1,1,0.50196,1,1,0.04054,0.2416,0.50679,0.49611,0.99994
1564,299,-0.1754,0.04253,0.06129,0.13245,0.43591,0.89016,0.19013,-0.89258,0.40883,-1,1,0.50196,1,1,0.06814,0.28445,0.48956,0.50352,0.99988
1565,292,-0.14981,0.04194,0.0605,-0.01001,0.47864,0.8779,0.12633,-0.87033,0.47598,-1,1,0.50196,1,1,0.07505,0.24607,0.52163,0.50357,0.99952
1566,299,-0.1754,0.04253,0.06129,0.13245,0.43591,0.89016,0.19013,-0.89258,0.40883,-1,1,0.50196,1,1,0.06814,0.28445,0.48956,0.50352,0.99988
1567,332,-0.14943,0.05979,0.04814,0.01303,0.56701,0.82355,0.10667,-0.81974,0.56272,-1,1,0.50196,1,1,0.04054,0.2416,0.50679,0.49611,0.99994
1568,335,-0.17559,0.05351,0.05541,0.1543,0.46875,0.86972,0.20373,-0.87645,0.43626,-1,1,0.50196,1,1,0.04852,0.28094,0.50094,0.49516,0.99998
1569,335,-0.17559,0.05351,0.05541,0.1543,0.46875,0.86972,0.20373,-0.87645,0.43626,-1,1,0.50196,1,1,0.04852,0.28094,0.50094,0.49516,0.99998
1570,336,-0.19826,0.04342,0.06583,0.18962,0.35027,0.91724,0.23284,-0.92355,0.30458,-1,1,0.50196,1,1,0.06052,0.3187,0.49091,0.49911,0.99992
1571,299,-0.1754,0.04253,0.06129,0.13245,0.43591,0.89016,0.19013,-0.89258,0.40883,-1,1,0.50196,1,1,0.06814,0.28445,0.48956,0.50352,0.99988
1572,336,-0.19826,0.04342,0.06583,0.18962,0.35027,0.91724,0.23284,-0.92355,0.30458,-1,1,0.50196,1,1,0.06052,0.3187,0.49091,0.49911,0.99992
1573,290,-0.17515,0.02411,0.06882,0.09334,0.13957,0.98578,0.2006,-0.97244,0.11872,-1,1,0.50196,1,1,0.09867,0.29016,0.46351,0.49096,0.99858
1574,299,-0.1754,0.04253,0.06129,0.13245,0.43591,0.89016,0.19013,-0.89258,0.40883,-1,1,0.50196,1,1,0.06814,0.28445,0.48956,0.50352,0.99988
1575,290,-0.17515,0.02411,0.06882,0.09334,0.13957,0.98578,0.2006,-0.97244,0.11872,-1,1,0.50196,1,1,0.09867,0.29016,0.46351,0.49096,0.99858
1576,336,-0.19826,0.04342,0.06583,0.18962,0.35027,0.91724,0.23284,-0.92355,0.30458,-1,1,0.50196,1,1,0.06052,0.3187,0.49091,0.49911,0.99992
1577,289,-0.19724,0.02446,0.072,0.16783,0.10776,0.97991,0.24194,-0.96807,0.06505,-1,1,0.50196,1,1,0.09041,0.325,0.51348,0.50138,0.99982
1578,337,-0.21159,0.03875,0.07055,0.19662,0.31735,0.92768,0.29336,-0.92178,0.25322,-1,1,0.50196,1,1,0.06255,0.34022,0.49923,0.5008,1
1579,289,-0.19724,0.02446,0.072,0.16783,0.10776,0.97991,0.24194,-0.96807,0.06505,-1,1,0.50196,1,1,0.09041,0.325,0.51348,0.50138,0.99982
1580,336,-0.19826,0.04342,0.06583,0.18962,0.35027,0.91724,0.23284,-0.92355,0.30458,-1,1,0.50196,1,1,0.06052,0.3187,0.49091,0.49911,0.99992
1581,289,-0.19724,0.02446,0.072,0.16783,0.10776,0.97991,0.24194,-0.96807,0.06505,-1,1,0.50196,1,1,0.09041,0.325,0.51348,0.50138,0.99982
1582,337,-0.21159,0.03875,0.07055,0.19662,0.31735,0.92768,0.29336,-0.92178,0.25322,-1,1,0.50196,1,1,0.06255,0.34022,0.49923,0.5008,1
1583,284,-0.21638,0.03026,0.07444,0.15654,0.18742,0.96972,0.28987,-0.94723,0.13634,-1,1,0.50196,1,1,0.07364,0.35201,0.48368,0.49233,0.99967
1584,338,-0.22723,0.03813,0.07352,0.17126,0.36861,0.91367,0.38365,-0.87912,0.28275,-1,1,0.50196,1,0,0.05695,0.36372,0.50181,0.50243,0.99999
1585,284,-0.21638,0.03026,0.07444,0.15654,0.18742,0.96972,0.28987,-0.94723,0.13634,-1,1,0.50196,1,1,0.07364,0.35201,0.48368,0.49233,0.99967
1586,337,-0.21159,0.03875,0.07055,0.19662,0.31735,0.92768,0.29336,-0.92178,0.25322,-1,1,0.50196,1,1,0.06255,0.34022,0.49923,0.5008,1
1587,284,-0.21638,0.03026,0.07444,0.15654,0.18742,0.96972,0.28987,-0.94723,0.13634,-1,1,0.50196,1,1,0.07364,0.35201,0.48368,0.49233,0.99967
1588,338,-0.22723,0.03813,0.07352,0.17126,0.36861,0.91367,0.38365,-0.87912,0.28275,-1,1,0.50196,1,0,0.05695,0.36372,0.50181,0.50243,0.99999
1589,282,-0.23528,0.03542,0.07614,0.35052,0.01713,0.93637,0.27788,-0.95666,-0.08651,-1,1,0.50196,1,0,0.05635,0.37763,0.47163,0.49057,0.99911
1590,282,-0.23528,0.03542,0.07614,0.35052,0.01713,0.93637,0.27788,-0.95666,-0.08651,-1,1,0.50196,1,0,0.05635,0.37763,0.47163,0.49057,0.99911
1591,338,-0.22723,0.03813,0.07352,0.17126,0.36861,0.91367,0.38365,-0.87912,0.28275,-1,1,0.50196,1,0,0.05695,0.36372,0.50181,0.50243,0.99999
1592,286,-0.22965,0.04313,0.07168,0.47529,0.15415,0.86618,0.34447,-0.93849,-0.02199,-1,1,0.50196,1,1,0.04804,0.36317,0.48309,0.50964,0.99962
1593,327,-0.07385,0.05452,0.0646,-0.17083,0.71332,0.67969,-0.06679,-0.69662,0.71431,-1,1,0.50196,1,1,0.06515,0.12638,0.48733,0.49737,0.99983
1594,322,-0.05065,0.06152,0.05406,-0.1236,0.89555,0.4241,-0.15171,-0.43907,0.88488,-1,1,0.50196,1,1,0.04022,0.0928,0.50023,0.49975,1
1595,334,-0.07259,0.06249,0.04986,-0.05654,0.88023,0.47114,-0.12374,-0.47443,0.87155,-1,1,0.50196,1,1,0.03893,0.12763,0.50003,0.50068,1
1596,339,-0.3276,0.01589,0.06267,-0.60958,0.58789,0.53156,0.03506,-0.65015,0.75869,-1,1,0.50196,1,1,0.04165,0.5374,0.48424,0.49973,0.99975
1597,340,-0.30805,0.03267,0.07023,-0.47118,0.20389,0.85813,0.16652,-0.9348,0.31359,-1,1,0.50196,1,1,0.02944,0.49783,0.44675,0.5319,0.99613
1598,341,-0.33118,0.0205,0.05383,-0.6431,0.59925,0.47673,0.02735,-0.60417,0.79638,-1,1,0.50196,1,1,0.02563,0.54324,0.47671,0.51225,0.99931
1599,341,-0.33118,0.0205,0.05383,-0.6431,0.59925,0.47673,0.02735,-0.60417,0.79638,-1,1,0.50196,1,1,0.02563,0.54324,0.47671,0.51225,0.99931
1600,342,-0.34653,0.00136,0.05716,-0.67397,0.65126,0.3484,-0.01097,-0.48065,0.87638,-1,1,0.50196,1,1,0.04603,0.57569,0.49961,0.49836,1
1601,339,-0.3276,0.01589,0.06267,-0.60958,0.58789,0.53156,0.03506,-0.65015,0.75869,-1,1,0.50196,1,1,0.04165,0.5374,0.48424,0.49973,0.99975
1602,342,-0.34653,0.00136,0.05716,-0.67397,0.65126,0.3484,-0.01097,-0.48065,0.87638,-1,1,0.50196,1,1,0.04603,0.57569,0.49961,0.49836,1
1603,341,-0.33118,0.0205,0.05383,-0.6431,0.59925,0.47673,0.02735,-0.60417,0.79638,-1,1,0.50196,1,1,0.02563,0.54324,0.47671,0.51225,0.99931
1604,343,-0.3478,0.00494,0.04864,-0.71093,0.61859,0.33439,-0.00535,-0.48035,0.87689,-1,1,0.50196,1,1,0.03123,0.57815,0.49312,0.50366,0.99994
1605,341,-0.33118,0.0205,0.05383,-0.6431,0.59925,0.47673,0.02735,-0.60417,0.79638,-1,1,0.50196,1,1,0.02563,0.54324,0.47671,0.51225,0.99931
1606,344,-0.34843,0.00723,0.04324,-0.72366,0.60618,0.32994,-0.00006,-0.47812,0.87829,-1,1,0.50196,1,1,0.02188,0.57939,0.49966,0.49754,0.99999
1607,343,-0.3478,0.00494,0.04864,-0.71093,0.61859,0.33439,-0.00535,-0.48035,0.87689,-1,1,0.50196,1,1,0.03123,0.57815,0.49312,0.50366,0.99994
1608,345,-0.36339,-0.00844,0.03611,-0.74366,0.62437,0.23823,-0.03209,-0.38947,0.92001,-1,1,0.50196,1,0,0.02139,0.61434,0.51322,0.50258,0.99982
1609,343,-0.3478,0.00494,0.04864,-0.71093,0.61859,0.33439,-0.00535,-0.48035,0.87689,-1,1,0.50196,1,1,0.03123,0.57815,0.49312,0.50366,0.99994
1610,344,-0.34843,0.00723,0.04324,-0.72366,0.60618,0.32994,-0.00006,-0.47812,0.87829,-1,1,0.50196,1,1,0.02188,0.57939,0.49966,0.49754,0.99999
1611,343,-0.3478,0.00494,0.04864,-0.71093,0.61859,0.33439,-0.00535,-0.48035,0.87689,-1,1,0.50196,1,1,0.03123,0.57815,0.49312,0.50366,0.99994
1612,345,-0.36339,-0.00844,0.03611,-0.74366,0.62437,0.23823,-0.03209,-0.38947,0.92001,-1,1,0.50196,1,0,0.02139,0.61434,0.51322,0.50258,0.99982
1613,346,-0.36647,-0.01484,0.04388,-0.83519,0.49443,0.23968,0.01958,-0.40899,0.91169,-1,1,0.50196,1,0,0.03662,0.62077,0.50341,0.4899,0.99989
1614,346,-0.36647,-0.01484,0.04388,-0.83519,0.49443,0.23968,0.01958,-0.40899,0.91169,-1,1,0.50196,1,0,0.03662,0.62077,0.50341,0.4899,0.99989
1615,342,-0.34653,0.00136,0.05716,-0.67397,0.65126,0.3484,-0.01097,-0.48065,0.87638,-1,1,0.50196,1,1,0.04603,0.57569,0.49961,0.49836,1
1616,343,-0.3478,0.00494,0.04864,-0.71093,0.61859,0.33439,-0.00535,-0.48035,0.87689,-1,1,0.50196,1,1,0.03123,0.57815,0.49312,0.50366,0.99994
1617,345,-0.36339,-0.00844,0.03611,-0.74366,0.62437,0.23823,-0.03209,-0.38947,0.92001,-1,1,0.50196,1,0,0.02139,0.61434,0.51322,0.50258,0.99982
1618,347,-0.36952,-0.0154,0.03373,-0.86748,0.42717,0.25391,0.05941,-0.41816,0.90588,-1,1,0.50196,1,0,0.02207,0.62893,0.50633,0.50258,0.99995
1619,346,-0.36647,-0.01484,0.04388,-0.83519,0.49443,0.23968,0.01958,-0.40899,0.91169,-1,1,0.50196,1,0,0.03662,0.62077,0.50341,0.4899,0.99989
1620,347,-0.36952,-0.0154,0.03373,-0.86748,0.42717,0.25391,0.05941,-0.41816,0.90588,-1,1,0.50196,1,0,0.02207,0.62893,0.50633,0.50258,0.99995
1621,348,-0.37579,-0.04015,0.04132,-0.94873,0.05324,0.30998,0.25396,-0.45236,0.8543,-1,1,0.50196,1,1,0.04796,0.66144,0.4989,0.49985,1
1622,346,-0.36647,-0.01484,0.04388,-0.83519,0.49443,0.23968,0.01958,-0.40899,0.91169,-1,1,0.50196,1,0,0.03662,0.62077,0.50341,0.4899,0.99989
1623,348,-0.37579,-0.04015,0.04132,-0.94873,0.05324,0.30998,0.25396,-0.45236,0.8543,-1,1,0.50196,1,1,0.04796,0.66144,0.4989,0.49985,1
1624,347,-0.36952,-0.0154,0.03373,-0.86748,0.42717,0.25391,0.05941,-0.41816,0.90588,-1,1,0.50196,1,0,0.02207,0.62893,0.50633,0.50258,0.99995
1625,349,-0.38013,-0.04059,0.02849,-0.92221,0.01891,0.38534,0.33258,-0.46758,0.81837,-1,1,0.50196,1,1,0.02969,0.67143,0.52287,0.49902,0.99948
1626,340,-0.30805,0.03267,0.07023,-0.47118,0.20389,0.85813,0.16652,-0.9348,0.31359,-1,1,0.50196,1,1,0.02944,0.49783,0.44675,0.5319,0.99613
1627,339,-0.3276,0.01589,0.06267,-0.60958,0.58789,0.53156,0.03506,-0.65015,0.75869,-1,1,0.50196,1,1,0.04165,0.5374,0.48424,0.49973,0.99975
1628,9,-0.32492,0.01131,0.06961,-0.42671,0.54499,0.72141,0.12164,-0.75619,0.64256,-1,1,0.50196,1,1,0.0557,0.53298,0.512,0.48909,0.99974
1629,10,-0.29945,0.00861,0.07714,-0.14353,0.12964,0.98112,0.22381,-0.96144,0.15978,-1,1,0.50196,1,0,0.0692,0.4914,0.48684,0.51159,0.99969
1630,340,-0.30805,0.03267,0.07023,-0.47118,0.20389,0.85813,0.16652,-0.9348,0.31359,-1,1,0.50196,1,1,0.02944,0.49783,0.44675,0.5319,0.99613
1631,9,-0.32492,0.01131,0.06961,-0.42671,0.54499,0.72141,0.12164,-0.75619,0.64256,-1,1,0.50196,1,1,0.0557,0.53298,0.512,0.48909,0.99974
1632,340,-0.30805,0.03267,0.07023,-0.47118,0.20389,0.85813,0.16652,-0.9348,0.31359,-1,1,0.50196,1,1,0.02944,0.49783,0.44675,0.5319,0.99613
1633,10,-0.29945,0.00861,0.07714,-0.14353,0.12964,0.98112,0.22381,-0.96144,0.15978,-1,1,0.50196,1,0,0.0692,0.4914,0.48684,0.51159,0.99969
1634,26,-0.29373,0.02542,0.07908,-0.36651,-0.05158,0.92898,0.22884,-0.97274,0.03631,-1,1,0.50196,1,1,0.04616,0.47532,0.50654,0.49664,0.99995
1635,27,-0.28578,0.04081,0.08474,-0.29564,-0.20345,0.93338,0.24611,-0.96025,-0.13134,-1,1,0.50196,1,1,0.02519,0.45564,0.49707,0.50413,0.99997
1636,340,-0.30805,0.03267,0.07023,-0.47118,0.20389,0.85813,0.16652,-0.9348,0.31359,-1,1,0.50196,1,1,0.02944,0.49783,0.44675,0.5319,0.99613
1637,26,-0.29373,0.02542,0.07908,-0.36651,-0.05158,0.92898,0.22884,-0.97274,0.03631,-1,1,0.50196,1,1,0.04616,0.47532,0.50654,0.49664,0.99995
1638,339,-0.3276,0.01589,0.06267,-0.60958,0.58789,0.53156,0.03506,-0.65015,0.75869,-1,1,0.50196,1,1,0.04165,0.5374,0.48424,0.49973,0.99975
1639,7,-0.34443,-0.00154,0.06648,-0.58084,0.71302,0.39236,0.02624,-0.46595,0.88374,-1,1,0.50196,1,1,0.06159,0.57153,0.51796,0.49086,0.99959
1640,9,-0.32492,0.01131,0.06961,-0.42671,0.54499,0.72141,0.12164,-0.75619,0.64256,-1,1,0.50196,1,1,0.0557,0.53298,0.512,0.48909,0.99974
1641,7,-0.34443,-0.00154,0.06648,-0.58084,0.71302,0.39236,0.02624,-0.46595,0.88374,-1,1,0.50196,1,1,0.06159,0.57153,0.51796,0.49086,0.99959
1642,339,-0.3276,0.01589,0.06267,-0.60958,0.58789,0.53156,0.03506,-0.65015,0.75869,-1,1,0.50196,1,1,0.04165,0.5374,0.48424,0.49973,0.99975
1643,342,-0.34653,0.00136,0.05716,-0.67397,0.65126,0.3484,-0.01097,-0.48065,0.87638,-1,1,0.50196,1,1,0.04603,0.57569,0.49961,0.49836,1
1644,350,-0.36442,-0.01537,0.0532,-0.82331,0.52089,0.22404,0.0035,-0.39073,0.91972,-1,1,0.50196,1,0,0.05047,0.61484,0.50216,0.4759,0.99941
1645,7,-0.34443,-0.00154,0.06648,-0.58084,0.71302,0.39236,0.02624,-0.46595,0.88374,-1,1,0.50196,1,1,0.06159,0.57153,0.51796,0.49086,0.99959
1646,342,-0.34653,0.00136,0.05716,-0.67397,0.65126,0.3484,-0.01097,-0.48065,0.87638,-1,1,0.50196,1,1,0.04603,0.57569,0.49961,0.49836,1
1647,342,-0.34653,0.00136,0.05716,-0.67397,0.65126,0.3484,-0.01097,-0.48065,0.87638,-1,1,0.50196,1,1,0.04603,0.57569,0.49961,0.49836,1
1648,346,-0.36647,-0.01484,0.04388,-0.83519,0.49443,0.23968,0.01958,-0.40899,0.91169,-1,1,0.50196,1,0,0.03662,0.62077,0.50341,0.4899,0.99989
1649,350,-0.36442,-0.01537,0.0532,-0.82331,0.52089,0.22404,0.0035,-0.39073,0.91972,-1,1,0.50196,1,0,0.05047,0.61484,0.50216,0.4759,0.99941
1650,7,-0.34443,-0.00154,0.06648,-0.58084,0.71302,0.39236,0.02624,-0.46595,0.88374,-1,1,0.50196,1,1,0.06159,0.57153,0.51796,0.49086,0.99959
1651,350,-0.36442,-0.01537,0.0532,-0.82331,0.52089,0.22404,0.0035,-0.39073,0.91972,-1,1,0.50196,1,0,0.05047,0.61484,0.50216,0.4759,0.99941
1652,2,-0.36191,-0.01649,0.06493,-0.7981,0.55459,0.2343,0.02584,-0.3584,0.93241,-1,1,0.50196,1,0,0.06818,0.60817,0.50554,0.49882,0.99997
1653,351,-0.37285,-0.03966,0.05082,-0.96654,0.04462,0.24992,0.20796,-0.42648,0.87951,-1,1,0.50196,1,1,0.06093,0.6539,0.47644,0.46012,0.99785
1654,2,-0.36191,-0.01649,0.06493,-0.7981,0.55459,0.2343,0.02584,-0.3584,0.93241,-1,1,0.50196,1,0,0.06818,0.60817,0.50554,0.49882,0.99997
1655,350,-0.36442,-0.01537,0.0532,-0.82331,0.52089,0.22404,0.0035,-0.39073,0.91972,-1,1,0.50196,1,0,0.05047,0.61484,0.50216,0.4759,0.99941
1656,346,-0.36647,-0.01484,0.04388,-0.83519,0.49443,0.23968,0.01958,-0.40899,0.91169,-1,1,0.50196,1,0,0.03662,0.62077,0.50341,0.4899,0.99989
1657,351,-0.37285,-0.03966,0.05082,-0.96654,0.04462,0.24992,0.20796,-0.42648,0.87951,-1,1,0.50196,1,1,0.06093,0.6539,0.47644,0.46012,0.99785
1658,350,-0.36442,-0.01537,0.0532,-0.82331,0.52089,0.22404,0.0035,-0.39073,0.91972,-1,1,0.50196,1,0,0.05047,0.61484,0.50216,0.4759,0.99941
1659,351,-0.37285,-0.03966,0.05082,-0.96654,0.04462,0.24992,0.20796,-0.42648,0.87951,-1,1,0.50196,1,1,0.06093,0.6539,0.47644,0.46012,0.99785
1660,346,-0.36647,-0.01484,0.04388,-0.83519,0.49443,0.23968,0.01958,-0.40899,0.91169,-1,1,0.50196,1,0,0.03662,0.62077,0.50341,0.4899,0.99989
1661,348,-0.37579,-0.04015,0.04132,-0.94873,0.05324,0.30998,0.25396,-0.45236,0.8543,-1,1,0.50196,1,1,0.04796,0.66144,0.4989,0.49985,1
1662,2,-0.36191,-0.01649,0.06493,-0.7981,0.55459,0.2343,0.02584,-0.3584,0.93241,-1,1,0.50196,1,0,0.06818,0.60817,0.50554,0.49882,0.99997
1663,351,-0.37285,-0.03966,0.05082,-0.96654,0.04462,0.24992,0.20796,-0.42648,0.87951,-1,1,0.50196,1,1,0.06093,0.6539,0.47644,0.46012,0.99785
1664,0,-0.36977,-0.03879,0.06504,-0.98024,0.0599,0.18476,0.15105,-0.3639,0.9183,-1,1,0.50196,1,1,0.08034,0.64338,0.50494,0.49761,0.99997
1665,352,-0.12235,-0.05962,0.15557,0.31694,-0.5663,-0.70664,-0.35196,0.4439,-0.43788,1,1,0.50196,1,1,0.32021,0.65309,0.50216,0.49814,0.99999
1666,353,-0.10184,-0.05135,0.17083,0.83968,-0.49695,-0.01727,-0.35002,-0.6461,-0.6186,1,1,0.50196,1,1,0.33068,0.67763,0.50413,0.49917,0.99998
1667,354,-0.1177,-0.06197,0.16904,0.53924,-0.67018,-0.22122,-0.24237,-0.21499,-0.67874,1,1,0.50196,1,1,0.3113,0.64847,0.49957,0.50177,1
1668,354,-0.1177,-0.06197,0.16904,0.53924,-0.67018,-0.22122,-0.24237,-0.21499,-0.67874,1,1,0.50196,1,1,0.3113,0.64847,0.49957,0.50177,1
1669,355,-0.13669,-0.05738,0.1492,0.35162,-0.48924,-0.77989,-0.29739,0.62839,-0.47608,1,1,0.50196,1,1,0.32703,0.63757,0.49758,0.50384,0.99998
1670,352,-0.12235,-0.05962,0.15557,0.31694,-0.5663,-0.70664,-0.35196,0.4439,-0.43788,1,1,0.50196,1,1,0.32021,0.65309,0.50216,0.49814,0.99999
1671,356,-0.07761,0.11015,0.03192,-0.90714,0.18207,-0.34212,0.41499,0.49646,-0.72458,-1,1,0.50196,1,1,0.03148,0.8152,0.50249,0.49424,0.99996
1672,357,-0.06981,0.12221,0.0248,-0.77122,0.58761,-0.17701,0.41954,0.25735,-0.8491,-1,1,0.50196,1,1,0.05435,0.8335,0.49945,0.47449,0.99935
1673,358,-0.07301,0.11093,0.02064,-0.9307,0.06414,-0.34363,0.36149,0.27813,-0.87268,-1,1,0.50196,1,1,0.0526,0.81239,0.49413,0.47641,0.99941
1674,357,-0.06981,0.12221,0.0248,-0.77122,0.58761,-0.17701,0.41954,0.25735,-0.8491,-1,1,0.50196,1,1,0.05435,0.8335,0.49945,0.47449,0.99935
1675,356,-0.07761,0.11015,0.03192,-0.90714,0.18207,-0.34212,0.41499,0.49646,-0.72458,-1,1,0.50196,1,1,0.03148,0.8152,0.50249,0.49424,0.99996
1676,359,-0.07484,0.11762,0.03815,-0.81468,0.54722,-0.06569,0.41347,0.46588,-0.74823,-1,1,0.50196,1,1,0.03145,0.83172,0.49234,0.57014,0.995
1677,360,-0.06722,0.12271,0.04508,-0.43732,0.81728,0.28026,0.40462,0.45436,-0.7596,-1,1,0.50196,1,1,0.03118,0.85182,0.50005,0.50025,1
1678,357,-0.06981,0.12221,0.0248,-0.77122,0.58761,-0.17701,0.41954,0.25735,-0.8491,-1,1,0.50196,1,1,0.05435,0.8335,0.49945,0.47449,0.99935
1679,359,-0.07484,0.11762,0.03815,-0.81468,0.54722,-0.06569,0.41347,0.46588,-0.74823,-1,1,0.50196,1,1,0.03145,0.83172,0.49234,0.57014,0.995
1680,357,-0.06981,0.12221,0.0248,-0.77122,0.58761,-0.17701,0.41954,0.25735,-0.8491,-1,1,0.50196,1,1,0.05435,0.8335,0.49945,0.47449,0.99935
1681,360,-0.06722,0.12271,0.04508,-0.43732,0.81728,0.28026,0.40462,0.45436,-0.7596,-1,1,0.50196,1,1,0.03118,0.85182,0.50005,0.50025,1
1682,361,-0.06041,0.12924,0.03036,-0.40406,0.88743,0.0684,0.37934,0.22907,-0.87603,-1,1,0.50196,1,1,0.05416,0.85643,0.49985,0.49569,0.99998
1683,362,-0.05818,0.12295,0.0491,0.20508,0.65404,0.6715,0.38713,0.57992,-0.67542,-1,1,0.50196,1,1,0.02929,0.86709,0.53252,0.45633,0.99703
1684,361,-0.06041,0.12924,0.03036,-0.40406,0.88743,0.0684,0.37934,0.22907,-0.87603,-1,1,0.50196,1,1,0.05416,0.85643,0.49985,0.49569,0.99998
1685,360,-0.06722,0.12271,0.04508,-0.43732,0.81728,0.28026,0.40462,0.45436,-0.7596,-1,1,0.50196,1,1,0.03118,0.85182,0.50005,0.50025,1
1686,361,-0.06041,0.12924,0.03036,-0.40406,0.88743,0.0684,0.37934,0.22907,-0.87603,-1,1,0.50196,1,1,0.05416,0.85643,0.49985,0.49569,0.99998
1687,362,-0.05818,0.12295,0.0491,0.20508,0.65404,0.6715,0.38713,0.57992,-0.67542,-1,1,0.50196,1,1,0.02929,0.86709,0.53252,0.45633,0.99703
1688,363,-0.04671,0.13117,0.03531,0.10009,0.85774,0.46787,0.32749,0.41687,-0.8319,-1,1,0.50196,1,1,0.0526,0.88258,0.48829,0.51904,0.9995
1689,364,-0.04981,0.11704,0.0484,0.37789,0.53516,0.70492,0.3603,0.62277,-0.65008,-1,1,0.50196,1,1,0.0222,0.88835,0.39746,0.64676,0.96685
1690,363,-0.04671,0.13117,0.03531,0.10009,0.85774,0.46787,0.32749,0.41687,-0.8319,-1,1,0.50196,1,1,0.0526,0.88258,0.48829,0.51904,0.9995
1691,362,-0.05818,0.12295,0.0491,0.20508,0.65404,0.6715,0.38713,0.57992,-0.67542,-1,1,0.50196,1,1,0.02929,0.86709,0.53252,0.45633,0.99703
1692,363,-0.04671,0.13117,0.03531,0.10009,0.85774,0.46787,0.32749,0.41687,-0.8319,-1,1,0.50196,1,1,0.0526,0.88258,0.48829,0.51904,0.9995
1693,364,-0.04981,0.11704,0.0484,0.37789,0.53516,0.70492,0.3603,0.62277,-0.65008,-1,1,0.50196,1,1,0.0222,0.88835,0.39746,0.64676,0.96685
1694,365,-0.04151,0.12119,0.04203,0.35145,0.60665,0.68014,0.35953,0.58703,-0.69981,-1,1,0.50196,1,1,0.03717,0.89895,0.37585,0.70497,0.93883
1695,366,-0.03367,0.12505,0.03364,0.38296,0.66918,0.62496,0.28806,0.55765,-0.77001,-1,1,0.50196,1,1,0.05485,0.90818,0.42756,0.66301,0.9671
1696,363,-0.04671,0.13117,0.03531,0.10009,0.85774,0.46787,0.32749,0.41687,-0.8319,-1,1,0.50196,1,1,0.0526,0.88258,0.48829,0.51904,0.9995
1697,365,-0.04151,0.12119,0.04203,0.35145,0.60665,0.68014,0.35953,0.58703,-0.69981,-1,1,0.50196,1,1,0.03717,0.89895,0.37585,0.70497,0.93883
1698,367,-0.07131,0.09943,0.02608,-0.79706,-0.57373,-0.10871,-0.00509,0.20206,-0.94669,-1,1,0.50196,1,1,0.03617,0.79357,0.55712,0.53996,0.99512
1699,356,-0.07761,0.11015,0.03192,-0.90714,0.18207,-0.34212,0.41499,0.49646,-0.72458,-1,1,0.50196,1,1,0.03148,0.8152,0.50249,0.49424,0.99996
1700,358,-0.07301,0.11093,0.02064,-0.9307,0.06414,-0.34363,0.36149,0.27813,-0.87268,-1,1,0.50196,1,1,0.0526,0.81239,0.49413,0.47641,0.99941
1701,356,-0.07761,0.11015,0.03192,-0.90714,0.18207,-0.34212,0.41499,0.49646,-0.72458,-1,1,0.50196,1,1,0.03148,0.8152,0.50249,0.49424,0.99996
