VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
477,206,0.41647,0.01477,0.01917,0.00055,-1.61E-07,1,0.99958,0.02891,0,1,1.7226,0.74472,0.76403,0.87579,0.69767
478,207,0.05625,-0.02763,0.01937,0.00055,-1.50E-07,1,0.99949,-0.03191,0,1,1.5877,0.71729,0.37609,0.17167,0.85615
479,208,0.41647,-0.01477,0.01917,0.00055,-1.62E-07,1,0.99936,0.0357,0,1,1.7226,0.71729,0.87498,0.23156,0.69321
480,207,0.05625,-0.02763,0.01937,0.00055,-1.50E-07,1,0.99949,-0.03191,0,1,1.5877,0.71729,0.37609,0.17167,0.85615
481,206,0.41647,0.01477,0.01917,0.00055,-1.61E-07,1,0.99958,0.02891,0,1,1.7226,0.74472,0.76403,0.87579,0.69767
482,209,0.05625,0.02763,0.01937,0.00055,-1.50E-07,1,0.99936,-0.0357,0,1,1.5877,0.74472,0.24522,0.82282,0.78438
483,210,0.41735,0.01286,0.01752,0.81915,0.00077,-0.57358,0.57358,0,0.81915,1,0.27881,0.29751,0.97787,0.5703,0.37079
484,211,0.39545,-0.00388,-0.01377,0.81848,-0.00564,-0.57451,0.57453,0.00222,0.81848,1,0.18305,0.35402,0.8372,0.4889,0.13099
485,212,0.39545,0.00388,-0.01377,0.81848,0.00563,-0.57451,0.57454,-0.00528,0.81846,1,0.18297,0.32802,0.81612,0.53319,0.11404
486,211,0.39545,-0.00388,-0.01377,0.81848,-0.00564,-0.57451,0.57453,0.00222,0.81848,1,0.18305,0.35402,0.8372,0.4889,0.13099
487,210,0.41735,0.01286,0.01752,0.81915,0.00077,-0.57358,0.57358,0,0.81915,1,0.27881,0.29751,0.97787,0.5703,0.37079
488,213,0.41735,-0.01286,0.01752,0.81915,-0.00077,-0.57358,0.57358,0,0.81915,1,0.27881,0.38444,0.91612,0.30428,0.30368
489,213,0.41735,-0.01286,0.01752,0.81915,-0.00077,-0.57358,0.57358,0,0.81915,1,0.27881,0.38444,0.91612,0.30428,0.30368
490,214,0.39584,-0.0069,-0.01314,0.81715,-0.01487,-0.57624,0.57638,0.00876,0.81713,1,0.1852,0.3639,0.78745,0.33421,0.12598
491,211,0.39545,-0.00388,-0.01377,0.81848,-0.00564,-0.57451,0.57453,0.00222,0.81848,1,0.18305,0.35402,0.8372,0.4889,0.13099
492,212,0.39545,0.00388,-0.01377,0.81848,0.00563,-0.57451,0.57454,-0.00528,0.81846,1,0.18297,0.32802,0.81612,0.53319,0.11404
493,215,0.39584,0.0069,-0.01314,0.81715,0.01488,-0.57624,0.57639,-0.00904,0.81713,1,0.1851,0.31812,0.79313,0.73388,0.16928
494,210,0.41735,0.01286,0.01752,0.81915,0.00077,-0.57358,0.57358,0,0.81915,1,0.27881,0.29751,0.97787,0.5703,0.37079
495,216,-0.08973,0.00872,-0.05139,0.07406,-2.51E-06,-0.99725,0.99721,0.00935,0.07406,1,0.50999,0.63114,0.41174,0.62759,0.02468
496,217,0.39226,-0.0041,-0.0156,0.07406,-3.23E-06,-0.99725,0.99721,-0.00912,0.07406,1,0.76654,0.65383,0.64275,0.45066,0.02336
497,218,-0.08973,-0.00872,-0.05139,0.07406,-2.51E-06,-0.99725,0.99721,0.00956,0.07406,1,0.50999,0.65383,0.32634,0.36923,0.04973
498,217,0.39226,-0.0041,-0.0156,0.07406,-3.23E-06,-0.99725,0.99721,-0.00912,0.07406,1,0.76654,0.65383,0.64275,0.45066,0.02336
499,216,-0.08973,0.00872,-0.05139,0.07406,-2.51E-06,-0.99725,0.99721,0.00935,0.07406,1,0.50999,0.63114,0.41174,0.62759,0.02468
500,219,0.39226,0.0041,-0.0156,0.07406,-3.25E-06,-0.99725,0.99721,-0.00956,0.07406,1,0.76654,0.63114,0.6688,0.54604,0.03161
501,220,-0.10426,0.01477,-0.03272,-0.78907,1.26E-06,-0.6143,0,1,0,1,0.98491,0.0185,0.04699,0.64496,0.34584
502,221,-0.08973,-0.00872,-0.05139,-0.78907,1.31E-06,-0.6143,0,1,0,1,0.94489,0.05393,0.32634,0.36923,0.04973
503,222,-0.10426,-0.01477,-0.03272,-0.78907,6.94E-07,-0.6143,0,1,0,1,0.93474,0.0185,0.02434,0.35106,0.46044
504,221,-0.08973,-0.00872,-0.05139,-0.78907,1.31E-06,-0.6143,0,1,0,1,0.94489,0.05393,0.32634,0.36923,0.04973
505,220,-0.10426,0.01477,-0.03272,-0.78907,1.26E-06,-0.6143,0,1,0,1,0.98491,0.0185,0.04699,0.64496,0.34584
506,223,-0.08973,0.00872,-0.05139,-0.78907,2.11E-06,-0.6143,0,1,0,1,0.97476,0.05393,0.41174,0.62759,0.02468
507,224,-0.10426,0.01477,-0.03272,-0.88245,0.001,0.4704,0.46347,0.17293,0.86908,1,1.49608,0.7394,0.04699,0.64496,0.34584
508,225,-0.07673,0.03256,0.01889,-0.88234,0.00018,0.47062,0.47024,-0.03978,0.88164,1,1.52528,0.74472,0.15183,0.75906,0.74833
509,226,-0.1024,0.01916,-0.02926,-0.88294,0.00445,0.46947,0.45687,0.23849,0.85697,1,1.49851,0.74472,0.19154,0.88188,0.40502
510,225,-0.07673,0.03256,0.01889,-0.88234,0.00018,0.47062,0.47024,-0.03978,0.88164,1,1.52528,0.74472,0.15183,0.75906,0.74833
511,224,-0.10426,0.01477,-0.03272,-0.88245,0.001,0.4704,0.46347,0.17293,0.86908,1,1.49608,0.7394,0.04699,0.64496,0.34584
512,227,-0.10426,-0.01477,-0.03272,-0.88245,-0.00099,0.4704,0.46975,-0.05439,0.88112,1,1.49608,0.7213,0.02434,0.35106,0.46044
513,227,-0.10426,-0.01477,-0.03272,-0.88245,-0.00099,0.4704,0.46975,-0.05439,0.88112,1,1.49608,0.7213,0.02434,0.35106,0.46044
514,228,-0.07673,-0.03256,0.01889,-0.88234,-0.00018,0.47062,0.46575,-0.14385,0.87315,1,1.52528,0.71729,0.25639,0.22513,0.83927
515,225,-0.07673,0.03256,0.01889,-0.88234,0.00018,0.47062,0.47024,-0.03978,0.88164,1,1.52528,0.74472,0.15183,0.75906,0.74833
516,228,-0.07673,-0.03256,0.01889,-0.88234,-0.00018,0.47062,0.46575,-0.14385,0.87315,1,1.52528,0.71729,0.25639,0.22513,0.83927
517,227,-0.10426,-0.01477,-0.03272,-0.88245,-0.00099,0.4704,0.46975,-0.05439,0.88112,1,1.49608,0.7213,0.02434,0.35106,0.46044
518,229,-0.1024,-0.01916,-0.02926,-0.88293,-0.0044,0.46948,0.45687,-0.23849,0.85697,1,1.49851,0.71729,0.19153,0.11813,0.40502
519,230,0.00698,0.02952,0.01918,-0.00344,5.35E-07,0.99999,0.99998,0.00584,0.00344,1,1.56107,0.74472,0.65047,0.82888,0.84525
520,231,-0.07673,-0.03256,0.01889,-0.00344,4.07E-07,0.99999,0.99996,-0.00783,0.00344,1,1.52528,0.71729,0.25639,0.22513,0.83927
521,232,0.00698,-0.02952,0.01918,-0.00344,8.22E-07,0.99999,0.99934,0.03629,0.00344,1,1.56107,0.71729,0.78138,0.18197,0.76397
522,231,-0.07673,-0.03256,0.01889,-0.00344,4.07E-07,0.99999,0.99996,-0.00783,0.00344,1,1.52528,0.71729,0.25639,0.22513,0.83927
523,230,0.00698,0.02952,0.01918,-0.00344,5.35E-07,0.99999,0.99998,0.00584,0.00344,1,1.56107,0.74472,0.65047,0.82888,0.84525
524,233,-0.07673,0.03256,0.01889,-0.00344,1.39E-07,0.99999,0.99934,-0.03629,0.00344,1,1.52528,0.74472,0.15183,0.75906,0.74833
525,234,0.01267,0.02697,0.01115,0.73734,-3.50E-07,0.67553,0.66082,-0.20756,-0.72128,1,1.5654,0.74472,0.84968,0.78996,0.70892
526,235,0.00698,-0.02952,0.01918,0.81552,-3.55E-07,0.57873,0.56844,0.18768,-0.80103,1,1.56107,0.71729,0.78138,0.18197,0.76397
527,236,0.01267,-0.02697,0.01115,0.73733,-1.03E-07,0.67553,0.66068,0.20853,-0.72113,1,1.5654,0.71729,0.82327,0.20648,0.74361
528,235,0.00698,-0.02952,0.01918,0.81552,-3.55E-07,0.57873,0.56844,0.18768,-0.80103,1,1.56107,0.71729,0.78138,0.18197,0.76397
529,234,0.01267,0.02697,0.01115,0.73734,-3.50E-07,0.67553,0.66082,-0.20756,-0.72128,1,1.5654,0.74472,0.84968,0.78996,0.70892
530,237,0.00698,0.02952,0.01918,0.81552,-4.82E-07,0.57872,0.56026,-0.25059,-0.7895,1,1.56107,0.74472,0.65047,0.82888,0.84525
531,236,0.01267,-0.02697,0.01115,0.73733,-1.03E-07,0.67553,0.66068,0.20853,-0.72113,1,1.5654,0.71729,0.82327,0.20648,0.74361
532,238,0.02106,0.02474,0.00461,0.44342,0,0.89631,0.88791,-0.13656,-0.43927,1,1.56993,0.74472,0.7404,0.80455,0.81537
533,234,0.01267,0.02697,0.01115,0.73734,-3.50E-07,0.67553,0.66082,-0.20756,-0.72128,1,1.5654,0.74472,0.84968,0.78996,0.70892
534,238,0.02106,0.02474,0.00461,0.44342,0,0.89631,0.88791,-0.13656,-0.43927,1,1.56993,0.74472,0.7404,0.80455,0.81537
535,236,0.01267,-0.02697,0.01115,0.73733,-1.03E-07,0.67553,0.66068,0.20853,-0.72113,1,1.5654,0.71729,0.82327,0.20648,0.74361
536,239,0.02106,-0.02474,0.00461,0.44342,3.53E-07,0.89631,0.88625,0.14944,-0.43844,1,1.56993,0.71729,0.67877,0.19117,0.85023
537,239,0.02106,-0.02474,0.00461,0.44342,3.53E-07,0.89631,0.88625,0.14944,-0.43844,1,1.56993,0.71729,0.67877,0.19117,0.85023
538,240,0.03079,0.02374,0.00251,-0.00716,1.61E-07,0.99997,0.99967,-0.02482,0.00716,1,1.57415,0.74472,0.54002,0.90243,0.79402
539,238,0.02106,0.02474,0.00461,0.44342,0,0.89631,0.88791,-0.13656,-0.43927,1,1.56993,0.74472,0.7404,0.80455,0.81537
540,240,0.03079,0.02374,0.00251,-0.00716,1.61E-07,0.99997,0.99967,-0.02482,0.00716,1,1.57415,0.74472,0.54002,0.90243,0.79402
541,239,0.02106,-0.02474,0.00461,0.44342,3.53E-07,0.89631,0.88625,0.14944,-0.43844,1,1.56993,0.71729,0.67877,0.19117,0.85023
542,241,0.03079,-0.02374,0.00251,-0.00716,2.43E-07,0.99997,0.99913,0.04119,0.00716,1,1.57415,0.71729,0.47757,0.09632,0.79418
543,241,0.03079,-0.02374,0.00251,-0.00716,2.43E-07,0.99997,0.99913,0.04119,0.00716,1,1.57415,0.71729,0.47757,0.09632,0.79418
544,242,0.0407,0.02405,0.0049,-0.38096,-1.33E-07,0.92459,0.9223,0.07038,0.38002,1,1.57848,0.74472,0.35365,0.80868,0.8651
545,240,0.03079,0.02374,0.00251,-0.00716,1.61E-07,0.99997,0.99967,-0.02482,0.00716,1,1.57415,0.74472,0.54002,0.90243,0.79402
546,242,0.0407,0.02405,0.0049,-0.38096,-1.33E-07,0.92459,0.9223,0.07038,0.38002,1,1.57848,0.74472,0.35365,0.80868,0.8651
547,241,0.03079,-0.02374,0.00251,-0.00716,2.43E-07,0.99997,0.99913,0.04119,0.00716,1,1.57415,0.71729,0.47757,0.09632,0.79418
548,243,0.0407,-0.02405,0.0049,-0.38096,2.34E-07,0.92459,0.92287,-0.06106,0.38025,1,1.57848,0.71729,0.31104,0.1926,0.84612
549,243,0.0407,-0.02405,0.0049,-0.38096,2.34E-07,0.92459,0.92287,-0.06106,0.38025,1,1.57848,0.71729,0.31104,0.1926,0.84612
550,244,0.04889,0.02513,0.00971,-0.67765,2.78E-07,0.73538,0.72686,0.15183,0.66979,1,1.58259,0.74472,0.22322,0.80491,0.78359
551,242,0.0407,0.02405,0.0049,-0.38096,-1.33E-07,0.92459,0.9223,0.07038,0.38002,1,1.57848,0.74472,0.35365,0.80868,0.8651
552,244,0.04889,0.02513,0.00971,-0.67765,2.78E-07,0.73538,0.72686,0.15183,0.66979,1,1.58259,0.74472,0.22322,0.80491,0.78359
553,243,0.0407,-0.02405,0.0049,-0.38096,2.34E-07,0.92459,0.92287,-0.06106,0.38025,1,1.57848,0.71729,0.31104,0.1926,0.84612
554,245,0.04889,-0.02513,0.00971,-0.67765,-6.16E-07,0.73539,0.72844,-0.13713,0.67125,1,1.58259,0.71729,0.18128,0.19872,0.74011
555,245,0.04889,-0.02513,0.00971,-0.67765,-6.16E-07,0.73539,0.72844,-0.13713,0.67125,1,1.58259,0.71729,0.18128,0.19872,0.74011
556,246,0.05625,0.02763,0.01937,-0.79535,2.25E-07,0.60615,0.60045,0.13678,0.78788,1,1.5877,0.74472,0.24522,0.82282,0.78438
557,244,0.04889,0.02513,0.00971,-0.67765,2.78E-07,0.73538,0.72686,0.15183,0.66979,1,1.58259,0.74472,0.22322,0.80491,0.78359
558,246,0.05625,0.02763,0.01937,-0.79535,2.25E-07,0.60615,0.60045,0.13678,0.78788,1,1.5877,0.74472,0.24522,0.82282,0.78438
559,245,0.04889,-0.02513,0.00971,-0.67765,-6.16E-07,0.73539,0.72844,-0.13713,0.67125,1,1.58259,0.71729,0.18128,0.19872,0.74011
560,247,0.05625,-0.02763,0.01937,-0.79535,-1.84E-06,0.60615,0.59365,-0.20206,0.77894,1,1.5877,0.71729,0.37609,0.17167,0.85615
561,248,0.46664,0.00343,0.07743,0.00056,-3.37E-06,1,-0.99965,-0.02659,0,1,0.48706,0.57049,0.61102,0.65137,0.96342
562,249,-0.01202,-0.01744,0.0777,0.00056,-1.25E-06,1,-0.99959,0.02871,0,1,0.70636,0.60243,0.5767,0.35055,0.97094
563,250,0.46664,-0.00343,0.07743,0.00056,-3.48E-06,1,-0.99957,-0.02926,0,1,0.48706,0.60243,0.64109,0.3075,0.93936
564,249,-0.01202,-0.01744,0.0777,0.00056,-1.25E-06,1,-0.99959,0.02871,0,1,0.70636,0.60243,0.5767,0.35055,0.97094
565,248,0.46664,0.00343,0.07743,0.00056,-3.37E-06,1,-0.99965,-0.02659,0,1,0.48706,0.57049,0.61102,0.65137,0.96342
566,251,-0.01202,0.01744,0.0777,0.00056,-1.23E-06,1,-0.99957,0.02926,0,1,0.70636,0.57049,0.60781,0.64933,0.96484
567,252,0.46687,0.00331,0.0752,0.77493,0.00373,-0.63204,-0.63198,0.01903,-0.77475,1,0.31932,0.3112,0.87733,0.70525,0.24409
568,253,0.46742,-0.00274,0.07584,0.77768,-0.01274,-0.62853,-0.62847,0.00924,-0.77778,1,0.31691,0.28443,0.88921,0.49163,0.18624
569,254,0.43446,0.01222,0.03456,0.78184,0.00001,-0.62348,-0.62348,0,-0.78184,1,0.48339,0.34922,0.86503,0.63441,0.18586
570,253,0.46742,-0.00274,0.07584,0.77768,-0.01274,-0.62853,-0.62847,0.00924,-0.77778,1,0.31691,0.28443,0.88921,0.49163,0.18624
571,252,0.46687,0.00331,0.0752,0.77493,0.00373,-0.63204,-0.63198,0.01903,-0.77475,1,0.31932,0.3112,0.87733,0.70525,0.24409
572,255,0.46742,0.00274,0.07584,0.75772,2.27E-06,-0.65257,-0.65181,0.04837,-0.75684,1,0.31691,0.30885,0.94912,0.5,0.71976
573,253,0.46742,-0.00274,0.07584,0.77768,-0.01274,-0.62853,-0.62847,0.00924,-0.77778,1,0.31691,0.28443,0.88921,0.49163,0.18624
574,256,0.46687,-0.00331,0.0752,0.77541,-0.03227,-0.63063,-0.6308,0.00602,-0.77592,1,0.31895,0.28188,0.87494,0.29101,0.24359
575,254,0.43446,0.01222,0.03456,0.78184,0.00001,-0.62348,-0.62348,0,-0.78184,1,0.48339,0.34922,0.86503,0.63441,0.18586
576,256,0.46687,-0.00331,0.0752,0.77541,-0.03227,-0.63063,-0.6308,0.00602,-0.77592,1,0.31895,0.28188,0.87494,0.29101,0.24359
577,257,0.43446,-0.01222,0.03456,0.78187,6.08E-07,-0.62345,-0.62345,-0.00101,-0.78187,1,0.48323,0.24363,0.8089,0.39672,0.12064
578,254,0.43446,0.01222,0.03456,0.78184,0.00001,-0.62348,-0.62348,0,-0.78184,1,0.48339,0.34922,0.86503,0.63441,0.18586
579,258,0.05634,0.02865,0.03302,-0.0001,8.88E-07,-1,0.9994,0.03476,0,1,0.5877,0.71729,0.36365,0.68018,0.05397
580,259,0.43115,-0.01419,0.03299,-0.0001,2.04E-06,-1,0.99951,-0.03125,0,1,0.7226,0.74472,0.6706,0.15159,0.18456
581,260,0.05634,-0.02865,0.03302,-0.0001,8.22E-07,-1,0.99926,0.03855,0,1,0.5877,0.74472,0.22228,0.32104,0.1247
582,259,0.43115,-0.01419,0.03299,-0.0001,2.04E-06,-1,0.99951,-0.03125,0,1,0.7226,0.74472,0.6706,0.15159,0.18456
583,258,0.05634,0.02865,0.03302,-0.0001,8.88E-07,-1,0.9994,0.03476,0,1,0.5877,0.71729,0.36365,0.68018,0.05397
584,261,0.43115,0.01419,0.03299,-0.0001,2.16E-06,-1,0.99926,-0.03855,0,1,0.7226,0.71729,0.68474,0.82791,0.17084
585,262,0.04886,0.02691,0.04222,-0.67553,3.42E-07,-0.73733,0.73361,0.10041,-0.67212,1,0.58259,0.71729,0.24191,0.88185,0.30614
586,263,0.05634,-0.02865,0.03302,-0.77596,-4.64E-07,-0.63078,0.62743,-0.10289,-0.77184,1,0.5877,0.74472,0.22228,0.32104,0.1247
587,264,0.04886,-0.02691,0.04222,-0.67553,-4.91E-07,-0.73733,0.73289,-0.10953,-0.67147,1,0.58259,0.74472,0.27084,0.11546,0.27725
588,263,0.05634,-0.02865,0.03302,-0.77596,-4.64E-07,-0.63078,0.62743,-0.10289,-0.77184,1,0.5877,0.74472,0.22228,0.32104,0.1247
589,262,0.04886,0.02691,0.04222,-0.67553,3.42E-07,-0.73733,0.73361,0.10041,-0.67212,1,0.58259,0.71729,0.24191,0.88185,0.30614
590,265,0.05634,0.02865,0.03302,-0.77595,1.45E-06,-0.63079,0.62411,0.14517,-0.76773,1,0.5877,0.71729,0.36365,0.68018,0.05397
591,264,0.04886,-0.02691,0.04222,-0.67553,-4.91E-07,-0.73733,0.73289,-0.10953,-0.67147,1,0.58259,0.74472,0.27084,0.11546,0.27725
592,266,0.04061,0.02606,0.04753,-0.40337,-3.16E-07,-0.91504,0.91429,0.04036,-0.40305,1,0.57848,0.71729,0.31447,0.74153,0.10346
593,262,0.04886,0.02691,0.04222,-0.67553,3.42E-07,-0.73733,0.73361,0.10041,-0.67212,1,0.58259,0.71729,0.24191,0.88185,0.30614
594,266,0.04061,0.02606,0.04753,-0.40337,-3.16E-07,-0.91504,0.91429,0.04036,-0.40305,1,0.57848,0.71729,0.31447,0.74153,0.10346
595,264,0.04886,-0.02691,0.04222,-0.67553,-4.91E-07,-0.73733,0.73289,-0.10953,-0.67147,1,0.58259,0.74472,0.27084,0.11546,0.27725
596,267,0.04061,-0.02606,0.04753,-0.40337,1.05E-07,-0.91504,0.91381,-0.05184,-0.40283,1,0.57848,0.74472,0.35746,0.11045,0.22084
597,268,0.03077,-0.02592,0.05003,0.00274,0,-1,0.99909,0.04245,0.00274,1,0.57415,0.74472,0.48027,0.1047,0.19447
598,266,0.04061,0.02606,0.04753,-0.40337,-3.16E-07,-0.91504,0.91429,0.04036,-0.40305,1,0.57848,0.71729,0.31447,0.74153,0.10346
599,267,0.04061,-0.02606,0.04753,-0.40337,1.05E-07,-0.91504,0.91381,-0.05184,-0.40283,1,0.57848,0.74472,0.35746,0.11045,0.22084
600,266,0.04061,0.02606,0.04753,-0.40337,-3.16E-07,-0.91504,0.91429,0.04036,-0.40305,1,0.57848,0.71729,0.31447,0.74153,0.10346
601,268,0.03077,-0.02592,0.05003,0.00274,0,-1,0.99909,0.04245,0.00274,1,0.57415,0.74472,0.48027,0.1047,0.19447
602,269,0.03077,0.02592,0.05003,0.00274,-2.26E-07,-1,0.99953,-0.03049,0.00274,1,0.57415,0.71729,0.54562,0.89386,0.19538
603,270,0.02119,-0.02682,0.04767,0.44131,2.26E-07,-0.89735,0.89231,0.10583,0.43884,1,0.56993,0.74472,0.71562,0.25968,0.11823
604,269,0.03077,0.02592,0.05003,0.00274,-2.26E-07,-1,0.99953,-0.03049,0.00274,1,0.57415,0.71729,0.54562,0.89386,0.19538
605,268,0.03077,-0.02592,0.05003,0.00274,0,-1,0.99909,0.04245,0.00274,1,0.57415,0.74472,0.48027,0.1047,0.19447
606,269,0.03077,0.02592,0.05003,0.00274,-2.26E-07,-1,0.99953,-0.03049,0.00274,1,0.57415,0.71729,0.54562,0.89386,0.19538
607,270,0.02119,-0.02682,0.04767,0.44131,2.26E-07,-0.89735,0.89231,0.10583,0.43884,1,0.56993,0.74472,0.71562,0.25968,0.11823
608,271,0.02119,0.02682,0.04767,0.44131,-4.50E-07,-0.89735,0.88905,-0.1357,0.43723,1,0.56993,0.71729,0.68046,0.88604,0.23845
609,270,0.02119,-0.02682,0.04767,0.44131,2.26E-07,-0.89735,0.89231,0.10583,0.43884,1,0.56993,0.74472,0.71562,0.25968,0.11823
610,272,0.01269,0.02864,0.04134,0.74109,3.89E-07,-0.67141,0.66048,-0.1797,0.72902,1,0.5654,0.71729,0.81637,0.79183,0.24556
611,271,0.02119,0.02682,0.04767,0.44131,-4.50E-07,-0.89735,0.88905,-0.1357,0.43723,1,0.56993,0.71729,0.68046,0.88604,0.23845
612,272,0.01269,0.02864,0.04134,0.74109,3.89E-07,-0.67141,0.66048,-0.1797,0.72902,1,0.5654,0.71729,0.81637,0.79183,0.24556
613,270,0.02119,-0.02682,0.04767,0.44131,2.26E-07,-0.89735,0.89231,0.10583,0.43884,1,0.56993,0.74472,0.71562,0.25968,0.11823
614,273,0.01269,-0.02864,0.04134,0.74109,1.60E-06,-0.6714,0.66092,0.17604,0.72952,1,0.5654,0.74472,0.84781,0.21164,0.28582
615,273,0.01269,-0.02864,0.04134,0.74109,1.60E-06,-0.6714,0.66092,0.17604,0.72952,1,0.5654,0.74472,0.84781,0.21164,0.28582
616,274,0.00689,0.03098,0.03256,0.83435,1.11E-06,-0.55124,0.54387,-0.16295,0.8232,1,0.56107,0.71729,0.78331,0.81488,0.23433
617,272,0.01269,0.02864,0.04134,0.74109,3.89E-07,-0.67141,0.66048,-0.1797,0.72902,1,0.5654,0.71729,0.81637,0.79183,0.24556
618,274,0.00689,0.03098,0.03256,0.83435,1.11E-06,-0.55124,0.54387,-0.16295,0.8232,1,0.56107,0.71729,0.78331,0.81488,0.23433
619,273,0.01269,-0.02864,0.04134,0.74109,1.60E-06,-0.6714,0.66092,0.17604,0.72952,1,0.5654,0.74472,0.84781,0.21164,0.28582
620,275,0.00689,-0.03098,0.03256,0.83435,2.26E-06,-0.55123,0.53805,0.21737,0.8144,1,0.56107,0.74472,0.65252,0.17561,0.15142
621,276,-0.07758,0.03439,0.03264,-0.00085,5.18E-07,-1,0.99997,0.00774,0,1,0.52528,0.71729,0.31181,0.85573,0.20328
622,277,0.00689,-0.03098,0.03256,-0.00085,6.67E-07,-1,0.99999,-0.00534,0,1,0.56107,0.74472,0.65252,0.17561,0.15142
623,278,-0.07758,-0.03439,0.03264,-0.00085,1.47E-07,-1,0.99919,0.04027,0,1,0.52528,0.74472,0.28606,0.09392,0.30168
624,277,0.00689,-0.03098,0.03256,-0.00085,6.67E-07,-1,0.99999,-0.00534,0,1,0.56107,0.74472,0.65252,0.17561,0.15142
625,276,-0.07758,0.03439,0.03264,-0.00085,5.18E-07,-1,0.99997,0.00774,0,1,0.52528,0.71729,0.31181,0.85573,0.20328
626,279,0.00689,0.03098,0.03256,-0.00085,1.07E-06,-1,0.99919,-0.04027,0,1,0.56107,0.71729,0.78331,0.81488,0.23433
627,280,-0.09051,0.0132,0.10733,-0.3877,-2.37E-07,0.92179,-0.92178,0.00405,-0.3877,1,0.74934,0.57049,0.44302,0.68744,0.96002
628,281,-0.12041,-0.01717,0.09475,-0.3877,-2.69E-07,0.92179,-0.92167,0.01584,-0.38765,1,0.76595,0.60243,0.00721,0.42196,0.5326
629,282,-0.09051,-0.0132,0.10733,-0.3877,1.06E-07,0.92179,-0.91496,-0.12148,-0.38483,1,0.74934,0.60243,0.5124,0.31185,0.96308
630,281,-0.12041,-0.01717,0.09475,-0.3877,-2.69E-07,0.92179,-0.92167,0.01584,-0.38765,1,0.76595,0.60243,0.00721,0.42196,0.5326
631,280,-0.09051,0.0132,0.10733,-0.3877,-2.37E-07,0.92179,-0.92178,0.00405,-0.3877,1,0.74934,0.57049,0.44302,0.68744,0.96002
632,283,-0.12041,0.01717,0.09475,-0.3877,-5.59E-07,0.92179,-0.91496,0.12148,-0.38483,1,0.76595,0.57049,0.12524,0.67573,0.78049
633,284,-0.01202,0.01744,0.0777,0.35312,-1.27E-06,0.93558,-0.93514,0.03058,0.35296,1,0.70636,0.57049,0.60781,0.64933,0.96484
634,285,-0.09051,-0.0132,0.10733,0.35312,4.30E-07,0.93558,-0.93527,-0.02554,0.353,1,0.74934,0.60243,0.5124,0.31185,0.96308
635,286,-0.01202,-0.01744,0.0777,0.35312,-1.88E-06,0.93558,-0.93439,0.05044,0.35267,1,0.70636,0.60243,0.5767,0.35055,0.97094
636,285,-0.09051,-0.0132,0.10733,0.35312,4.30E-07,0.93558,-0.93527,-0.02554,0.353,1,0.74934,0.60243,0.5124,0.31185,0.96308
637,284,-0.01202,0.01744,0.0777,0.35312,-1.27E-06,0.93558,-0.93514,0.03058,0.35296,1,0.70636,0.57049,0.60781,0.64933,0.96484
638,287,-0.09051,0.0132,0.10733,0.35312,1.19E-06,0.93558,-0.93439,-0.05044,0.35267,1,0.74934,0.57049,0.44302,0.68744,0.96002
639,288,-0.08973,0.00872,-0.05139,0.07083,0.39588,-0.91557,0.99604,-0.07749,0.04355,-1,1.04083,0.82592,0.41174,0.62759,0.02468
640,289,0.39267,0.00734,-0.01466,0.07391,0.26732,-0.96077,0.99626,-0.06311,0.05908,-1,1.93952,0.90764,0.59011,0.88367,0.1923
641,290,0.39226,0.0041,-0.0156,0.07392,0.26651,-0.96099,0.99626,-0.06302,0.05916,-1,1.93916,0.89847,0.6688,0.54604,0.03161
642,289,0.39267,0.00734,-0.01466,0.07391,0.26732,-0.96077,0.99626,-0.06311,0.05908,-1,1.93952,0.90764,0.59011,0.88367,0.1923
643,288,-0.08973,0.00872,-0.05139,0.07083,0.39588,-0.91557,0.99604,-0.07749,0.04355,-1,1.04083,0.82592,0.41174,0.62759,0.02468
644,291,-0.0862,0.01257,-0.04945,0.0708,0.39691,-0.91512,0.99604,-0.0776,0.0434,-1,1.04862,0.83523,0.46251,0.94551,0.27613
645,292,-0.10426,0.01477,-0.03272,-0.4615,0.66571,-0.58638,0.8871,0.35289,-0.29754,-1,1.00896,0.86698,0.04699,0.64496,0.34584
646,293,-0.0862,0.01257,-0.04945,-0.44514,0.68913,-0.5718,0.89527,0.3293,-0.30008,-1,1.04862,0.83523,0.46251,0.94551,0.27613
647,294,-0.08973,0.00872,-0.05139,-0.4422,0.69319,-0.56916,0.89661,0.32518,-0.30057,-1,1.04083,0.82592,0.41174,0.62759,0.02468
648,293,-0.0862,0.01257,-0.04945,-0.44514,0.68913,-0.5718,0.89527,0.3293,-0.30008,-1,1.04862,0.83523,0.46251,0.94551,0.27613
649,292,-0.10426,0.01477,-0.03272,-0.4615,0.66571,-0.58638,0.8871,0.35289,-0.29754,-1,1.00896,0.86698,0.04699,0.64496,0.34584
650,295,-0.1024,0.01916,-0.02926,-0.46388,0.66219,-0.58849,0.8858,0.35641,-0.29719,-1,1.01455,0.87916,0.19154,0.88188,0.40502
