VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
2356,956,-0.06245,-0.03773,0.12085,-0.46491,-0.46908,0.75088,-0.01251,-0.84454,-0.53534,-1,1,0.50196,1,1,0.69289,0.82318,0.04904,0.05703,0.43714,0.77221,0.91467
2357,954,-0.05368,-0.03286,0.12834,-0.33335,-0.35818,0.87212,-0.0404,-0.91875,-0.39277,-1,1,0.50196,1,1,0.6852,0.81352,0.04872,0.05662,0.51015,0.51048,0.99979
2358,942,-0.02565,0.02752,0.1312,0.06591,0.18171,0.98114,-0.2158,-0.95741,0.19181,-1,1,0.50196,1,1,0.62583,0.79387,0.04623,0.0558,0.03282,0.49858,0.67816
2359,941,-0.02891,0.01214,0.13427,0.09005,0.10311,0.99059,-0.19547,-0.97345,0.1191,-1,1,0.50196,1,1,0.64012,0.79369,0.04683,0.05579,0.49323,0.51352,0.99977
2360,957,-0.02125,0.01922,0.13166,0.21148,0.12874,0.96887,-0.22951,-0.95703,0.17727,-1,1,0.50196,1,1,0.63099,0.78861,0.04645,0.05558,0.25345,0.12408,0.71886
2361,957,-0.02125,0.01922,0.13166,0.21148,0.12874,0.96887,-0.22951,-0.95703,0.17727,-1,1,0.50196,1,1,0.63099,0.78861,0.04645,0.05558,0.25345,0.12408,0.71886
2362,941,-0.02891,0.01214,0.13427,0.09005,0.10311,0.99059,-0.19547,-0.97345,0.1191,-1,1,0.50196,1,1,0.64012,0.79369,0.04683,0.05579,0.49323,0.51352,0.99977
2363,951,-0.01983,-0.00007,0.13285,0.15725,-0.01118,0.9875,-0.23931,-0.97056,0.02712,-1,1,0.50196,1,1,0.64881,0.78277,0.04719,0.05534,0.48299,0.14917,0.85585
2364,954,-0.05368,-0.03286,0.12834,-0.33335,-0.35818,0.87212,-0.0404,-0.91875,-0.39277,-1,1,0.50196,1,1,0.6852,0.81352,0.04872,0.05662,0.51015,0.51048,0.99979
2365,958,-0.05509,-0.04296,0.12167,-0.41082,-0.51085,0.75516,0.01277,-0.83142,-0.55549,-1,1,0.50196,1,1,0.69696,0.81506,0.04921,0.05669,0.65038,0.24626,0.90374
2366,953,-0.04894,-0.03518,0.12809,-0.14826,-0.43509,0.8881,-0.01007,-0.89731,-0.44128,-1,1,0.50196,1,1,0.68754,0.80868,0.04881,0.05642,0.69531,0.15193,0.80117
2367,954,-0.05368,-0.03286,0.12834,-0.33335,-0.35818,0.87212,-0.0404,-0.91875,-0.39277,-1,1,0.50196,1,1,0.6852,0.81352,0.04872,0.05662,0.51015,0.51048,0.99979
2368,956,-0.06245,-0.03773,0.12085,-0.46491,-0.46908,0.75088,-0.01251,-0.84454,-0.53534,-1,1,0.50196,1,1,0.69289,0.82318,0.04904,0.05703,0.43714,0.77221,0.91467
2369,958,-0.05509,-0.04296,0.12167,-0.41082,-0.51085,0.75516,0.01277,-0.83142,-0.55549,-1,1,0.50196,1,1,0.69696,0.81506,0.04921,0.05669,0.65038,0.24626,0.90374
2370,956,-0.06245,-0.03773,0.12085,-0.46491,-0.46908,0.75088,-0.01251,-0.84454,-0.53534,-1,1,0.50196,1,1,0.69289,0.82318,0.04904,0.05703,0.43714,0.77221,0.91467
2371,959,-0.05894,-0.04708,0.11587,-0.47956,-0.54633,0.68669,0.01403,-0.78722,-0.61651,-1,1,0.50196,1,1,0.70271,0.81956,0.04945,0.05688,0.83581,0.37553,0.84891
2372,958,-0.05509,-0.04296,0.12167,-0.41082,-0.51085,0.75516,0.01277,-0.83142,-0.55549,-1,1,0.50196,1,1,0.69696,0.81506,0.04921,0.05669,0.65038,0.24626,0.90374
2373,959,-0.05894,-0.04708,0.11587,-0.47956,-0.54633,0.68669,0.01403,-0.78722,-0.61651,-1,1,0.50196,1,1,0.70271,0.81956,0.04945,0.05688,0.83581,0.37553,0.84891
2374,956,-0.06245,-0.03773,0.12085,-0.46491,-0.46908,0.75088,-0.01251,-0.84454,-0.53534,-1,1,0.50196,1,1,0.69289,0.82318,0.04904,0.05703,0.43714,0.77221,0.91467
2375,960,-0.06401,-0.04339,0.11513,-0.49573,-0.54627,0.67516,-0.00093,-0.77709,-0.62938,-1,1,0.50196,1,1,0.70063,0.82476,0.04936,0.05709,0.63001,0.79253,0.88409
2376,961,-0.06245,-0.03773,0.12085,-0.92474,0.35806,-0.12904,-0.26971,-0.85571,-0.44161,-1,1,0.50196,1,1,0.69289,0.82318,0.04904,0.05703,0.57177,0.1443,0.84399
2377,962,-0.06288,-0.04243,0.10988,-0.91877,0.37462,-0.12461,-0.23046,-0.76518,-0.60116,-1,1,0.50196,1,1,0.70431,0.82813,0.04951,0.05723,0.8262,0.53821,0.87701
2378,963,-0.06401,-0.04339,0.11513,-0.91604,0.38039,-0.12719,-0.28852,-0.84523,-0.44983,-1,1,0.50196,1,1,0.70063,0.82476,0.04936,0.05709,0.78448,0.23636,0.81554
2379,962,-0.06288,-0.04243,0.10988,-0.91877,0.37462,-0.12461,-0.23046,-0.76518,-0.60116,-1,1,0.50196,1,1,0.70431,0.82813,0.04951,0.05723,0.8262,0.53821,0.87701
2380,961,-0.06245,-0.03773,0.12085,-0.92474,0.35806,-0.12904,-0.26971,-0.85571,-0.44161,-1,1,0.50196,1,1,0.69289,0.82318,0.04904,0.05703,0.57177,0.1443,0.84399
2381,964,-0.06028,-0.03503,0.1127,-0.9246,0.35898,-0.12744,-0.24086,-0.81013,-0.53448,-1,1,0.50196,1,1,0.69398,0.83196,0.04908,0.05739,0.56254,0.88856,0.8084
2382,965,-0.06,-0.02931,0.12567,-0.93423,0.32986,-0.13566,-0.29594,-0.9292,-0.22135,-1,1,0.50196,1,1,0.68312,0.82126,0.04863,0.05695,0.55205,0.19951,0.89623
2383,964,-0.06028,-0.03503,0.1127,-0.9246,0.35898,-0.12744,-0.24086,-0.81013,-0.53448,-1,1,0.50196,1,1,0.69398,0.83196,0.04908,0.05739,0.56254,0.88856,0.8084
2384,961,-0.06245,-0.03773,0.12085,-0.92474,0.35806,-0.12904,-0.26971,-0.85571,-0.44161,-1,1,0.50196,1,1,0.69289,0.82318,0.04904,0.05703,0.57177,0.1443,0.84399
2385,964,-0.06028,-0.03503,0.1127,-0.9246,0.35898,-0.12744,-0.24086,-0.81013,-0.53448,-1,1,0.50196,1,1,0.69398,0.83196,0.04908,0.05739,0.56254,0.88856,0.8084
2386,965,-0.06,-0.02931,0.12567,-0.93423,0.32986,-0.13566,-0.29594,-0.9292,-0.22135,-1,1,0.50196,1,1,0.68312,0.82126,0.04863,0.05695,0.55205,0.19951,0.89623
2387,966,-0.05823,-0.02816,0.11634,-0.93274,0.33449,-0.13459,-0.28967,-0.91747,-0.27264,-1,1,0.50196,1,1,0.68381,0.83112,0.04866,0.05736,0.45095,0.85141,0.85229
2388,967,-0.05648,-0.01679,0.13058,-0.94699,0.29068,-0.13677,-0.29026,-0.95666,-0.02347,-1,1,0.50196,1,1,0.66934,0.81811,0.04805,0.05681,0.54767,0.19263,0.89147
2389,966,-0.05823,-0.02816,0.11634,-0.93274,0.33449,-0.13459,-0.28967,-0.91747,-0.27264,-1,1,0.50196,1,1,0.68381,0.83112,0.04866,0.05736,0.45095,0.85141,0.85229
2390,965,-0.06,-0.02931,0.12567,-0.93423,0.32986,-0.13566,-0.29594,-0.9292,-0.22135,-1,1,0.50196,1,1,0.68312,0.82126,0.04863,0.05695,0.55205,0.19951,0.89623
2391,966,-0.05823,-0.02816,0.11634,-0.93274,0.33449,-0.13459,-0.28967,-0.91747,-0.27264,-1,1,0.50196,1,1,0.68381,0.83112,0.04866,0.05736,0.45095,0.85141,0.85229
2392,967,-0.05648,-0.01679,0.13058,-0.94699,0.29068,-0.13677,-0.29026,-0.95666,-0.02347,-1,1,0.50196,1,1,0.66934,0.81811,0.04805,0.05681,0.54767,0.19263,0.89147
2393,968,-0.0552,-0.01729,0.12063,-0.94344,0.30017,-0.14076,-0.29421,-0.95373,-0.0619,-1,1,0.50196,1,1,0.66978,0.82847,0.04807,0.05725,0.4555,0.77655,0.91417
2394,969,-0.05244,-0.00185,0.13218,-0.93948,0.30268,-0.1605,-0.32778,-0.93041,0.16403,-1,1,0.50196,1,1,0.65387,0.81539,0.04741,0.0567,0.56623,0.17346,0.87281
2395,968,-0.0552,-0.01729,0.12063,-0.94344,0.30017,-0.14076,-0.29421,-0.95373,-0.0619,-1,1,0.50196,1,1,0.66978,0.82847,0.04807,0.05725,0.4555,0.77655,0.91417
2396,967,-0.05648,-0.01679,0.13058,-0.94699,0.29068,-0.13677,-0.29026,-0.95666,-0.02347,-1,1,0.50196,1,1,0.66934,0.81811,0.04805,0.05681,0.54767,0.19263,0.89147
2397,968,-0.0552,-0.01729,0.12063,-0.94344,0.30017,-0.14076,-0.29421,-0.95373,-0.0619,-1,1,0.50196,1,1,0.66978,0.82847,0.04807,0.05725,0.4555,0.77655,0.91417
2398,969,-0.05244,-0.00185,0.13218,-0.93948,0.30268,-0.1605,-0.32778,-0.93041,0.16403,-1,1,0.50196,1,1,0.65387,0.81539,0.04741,0.0567,0.56623,0.17346,0.87281
2399,970,-0.05134,-0.00394,0.12206,-0.93878,0.30231,-0.16521,-0.32718,-0.93254,0.15271,-1,1,0.50196,1,1,0.65333,0.82619,0.04738,0.05715,0.41754,0.88188,0.81204
2400,971,-0.04701,0.01422,0.13241,-0.8269,0.50983,-0.2373,-0.55698,-0.6843,0.47064,-1,1,0.50196,1,1,0.63805,0.8108,0.04675,0.05651,0.69798,0.18384,0.83294
2401,970,-0.05134,-0.00394,0.12206,-0.93878,0.30231,-0.16521,-0.32718,-0.93254,0.15271,-1,1,0.50196,1,1,0.65333,0.82619,0.04738,0.05715,0.41754,0.88188,0.81204
2402,969,-0.05244,-0.00185,0.13218,-0.93948,0.30268,-0.1605,-0.32778,-0.93041,0.16403,-1,1,0.50196,1,1,0.65387,0.81539,0.04741,0.0567,0.56623,0.17346,0.87281
2403,970,-0.05134,-0.00394,0.12206,-0.93878,0.30231,-0.16521,-0.32718,-0.93254,0.15271,-1,1,0.50196,1,1,0.65333,0.82619,0.04738,0.05715,0.41754,0.88188,0.81204
2404,971,-0.04701,0.01422,0.13241,-0.8269,0.50983,-0.2373,-0.55698,-0.6843,0.47064,-1,1,0.50196,1,1,0.63805,0.8108,0.04675,0.05651,0.69798,0.18384,0.83294
2405,972,-0.04645,0.01034,0.12216,-0.86063,0.45516,-0.22836,-0.50241,-0.6858,0.52655,-1,1,0.50196,1,1,0.6351,0.82106,0.04662,0.05694,0.28031,0.7598,0.86638
2406,973,-0.03799,0.02434,0.13169,-0.44813,0.78789,-0.42238,-0.63008,0.0568,0.77445,-1,1,0.50196,1,1,0.62883,0.80344,0.04636,0.0562,0.80456,0.37039,0.87476
2407,972,-0.04645,0.01034,0.12216,-0.86063,0.45516,-0.22836,-0.50241,-0.6858,0.52655,-1,1,0.50196,1,1,0.6351,0.82106,0.04662,0.05694,0.28031,0.7598,0.86638
2408,971,-0.04701,0.01422,0.13241,-0.8269,0.50983,-0.2373,-0.55698,-0.6843,0.47064,-1,1,0.50196,1,1,0.63805,0.8108,0.04675,0.05651,0.69798,0.18384,0.83294
2409,972,-0.04645,0.01034,0.12216,-0.86063,0.45516,-0.22836,-0.50241,-0.6858,0.52655,-1,1,0.50196,1,1,0.6351,0.82106,0.04662,0.05694,0.28031,0.7598,0.86638
2410,973,-0.03799,0.02434,0.13169,-0.44813,0.78789,-0.42238,-0.63008,0.0568,0.77445,-1,1,0.50196,1,1,0.62883,0.80344,0.04636,0.0562,0.80456,0.37039,0.87476
2411,974,-0.03838,0.01939,0.12309,-0.51485,0.74583,-0.4227,-0.41592,0.21384,0.8839,-1,1,0.50196,1,1,0.62248,0.80946,0.04609,0.05645,0.19805,0.50082,0.89853
2412,975,-0.02565,0.02752,0.1312,-0.19531,0.82864,-0.5246,-0.17654,0.49646,0.84992,-1,1,0.50196,1,1,0.62583,0.79387,0.04623,0.0558,0.79023,0.26192,0.83027
2413,974,-0.03838,0.01939,0.12309,-0.51485,0.74583,-0.4227,-0.41592,0.21384,0.8839,-1,1,0.50196,1,1,0.62248,0.80946,0.04609,0.05645,0.19805,0.50082,0.89853
2414,973,-0.03799,0.02434,0.13169,-0.44813,0.78789,-0.42238,-0.63008,0.0568,0.77445,-1,1,0.50196,1,1,0.62883,0.80344,0.04636,0.0562,0.80456,0.37039,0.87476
2415,974,-0.03838,0.01939,0.12309,-0.51485,0.74583,-0.4227,-0.41592,0.21384,0.8839,-1,1,0.50196,1,1,0.62248,0.80946,0.04609,0.05645,0.19805,0.50082,0.89853
2416,975,-0.02565,0.02752,0.1312,-0.19531,0.82864,-0.5246,-0.17654,0.49646,0.84992,-1,1,0.50196,1,1,0.62583,0.79387,0.04623,0.0558,0.79023,0.26192,0.83027
2417,976,-0.02736,0.02223,0.12412,-0.15579,0.80893,-0.56688,0.28107,0.58647,0.75964,-1,1,0.50196,1,1,0.62044,0.79241,0.04601,0.05574,0.41901,0.1776,0.87349
2418,977,-0.01983,-0.00007,0.13285,0.95412,0.06368,-0.29257,0.17799,-0.90636,0.38319,-1,1,0.50196,1,1,0.64881,0.78277,0.04719,0.05534,0.74925,0.82509,0.78668
2419,978,-0.02343,0.01481,0.12433,0.90628,0.19023,-0.37745,0.40097,-0.66944,0.62536,-1,1,0.50196,1,1,0.62877,0.78098,0.04636,0.05526,0.36636,0.34317,0.95557
2420,979,-0.02125,0.01922,0.13166,0.86437,0.27049,-0.42391,0.49346,-0.29408,0.81854,-1,1,0.50196,1,1,0.63099,0.78861,0.04645,0.05558,0.76266,0.64815,0.89882
2421,978,-0.02343,0.01481,0.12433,0.90628,0.19023,-0.37745,0.40097,-0.66944,0.62536,-1,1,0.50196,1,1,0.62877,0.78098,0.04636,0.05526,0.36636,0.34317,0.95557
2422,977,-0.01983,-0.00007,0.13285,0.95412,0.06368,-0.29257,0.17799,-0.90636,0.38319,-1,1,0.50196,1,1,0.64881,0.78277,0.04719,0.05534,0.74925,0.82509,0.78668
2423,980,-0.02216,-0.00249,0.12446,0.95603,0.06836,-0.28519,0.17875,-0.90678,0.38184,-1,1,0.50196,1,1,0.65086,0.77528,0.04728,0.05502,0.54808,0.18031,0.88143
2424,981,-0.02736,0.02223,0.12412,0.78495,0.3948,-0.47747,0.45448,0.15685,0.87684,-1,1,0.50196,1,1,0.62044,0.79241,0.04601,0.05574,0.31013,0.60291,0.95095
2425,979,-0.02125,0.01922,0.13166,0.86437,0.27049,-0.42391,0.49346,-0.29408,0.81854,-1,1,0.50196,1,1,0.63099,0.78861,0.04645,0.05558,0.76266,0.64815,0.89882
2426,978,-0.02343,0.01481,0.12433,0.90628,0.19023,-0.37745,0.40097,-0.66944,0.62536,-1,1,0.50196,1,1,0.62877,0.78098,0.04636,0.05526,0.36636,0.34317,0.95557
2427,979,-0.02125,0.01922,0.13166,0.86437,0.27049,-0.42391,0.49346,-0.29408,0.81854,-1,1,0.50196,1,1,0.63099,0.78861,0.04645,0.05558,0.76266,0.64815,0.89882
2428,981,-0.02736,0.02223,0.12412,0.78495,0.3948,-0.47747,0.45448,0.15685,0.87684,-1,1,0.50196,1,1,0.62044,0.79241,0.04601,0.05574,0.31013,0.60291,0.95095
2429,982,-0.02565,0.02752,0.1312,0.78593,0.38911,-0.48054,0.35139,0.3584,0.86491,-1,1,0.50196,1,1,0.62583,0.79387,0.04623,0.0558,0.78548,0.83646,0.73514
2430,983,-0.028,-0.0087,0.13335,0.72449,-0.68891,-0.02256,-0.61974,-0.63671,-0.45883,-1,1,0.50196,1,1,0.65914,0.78821,0.04763,0.05556,0.33488,0.78988,0.87244
2431,984,-0.02216,-0.00249,0.12446,0.71948,-0.6944,-0.01233,-0.63905,-0.65496,-0.4033,-1,1,0.50196,1,1,0.65086,0.77528,0.04728,0.05502,0.55737,0.12367,0.82417
2432,985,-0.01983,-0.00007,0.13285,0.72606,-0.68762,-0.00327,-0.64133,-0.67545,-0.36394,-1,1,0.50196,1,1,0.64881,0.78277,0.04719,0.05534,0.18658,0.697,0.83609
2433,984,-0.02216,-0.00249,0.12446,0.71948,-0.6944,-0.01233,-0.63905,-0.65496,-0.4033,-1,1,0.50196,1,1,0.65086,0.77528,0.04728,0.05502,0.55737,0.12367,0.82417
2434,983,-0.028,-0.0087,0.13335,0.72449,-0.68891,-0.02256,-0.61974,-0.63671,-0.45883,-1,1,0.50196,1,1,0.65914,0.78821,0.04763,0.05556,0.33488,0.78988,0.87244
2435,986,-0.02956,-0.00995,0.12406,0.6811,-0.72753,-0.08247,-0.65352,-0.55326,-0.51654,-1,1,0.50196,1,1,0.6647,0.78014,0.04786,0.05523,0.6606,0.2144,0.87768
2436,987,-0.03554,-0.01685,0.13369,0.71521,-0.66862,-0.20354,-0.63416,-0.49838,-0.59115,-1,1,0.50196,1,1,0.66828,0.7951,0.04801,0.05585,0.29996,0.80717,0.84004
2437,986,-0.02956,-0.00995,0.12406,0.6811,-0.72753,-0.08247,-0.65352,-0.55326,-0.51654,-1,1,0.50196,1,1,0.6647,0.78014,0.04786,0.05523,0.6606,0.2144,0.87768
2438,983,-0.028,-0.0087,0.13335,0.72449,-0.68891,-0.02256,-0.61974,-0.63671,-0.45883,-1,1,0.50196,1,1,0.65914,0.78821,0.04763,0.05556,0.33488,0.78988,0.87244
2439,986,-0.02956,-0.00995,0.12406,0.6811,-0.72753,-0.08247,-0.65352,-0.55326,-0.51654,-1,1,0.50196,1,1,0.6647,0.78014,0.04786,0.05523,0.6606,0.2144,0.87768
2440,987,-0.03554,-0.01685,0.13369,0.71521,-0.66862,-0.20354,-0.63416,-0.49838,-0.59115,-1,1,0.50196,1,1,0.66828,0.7951,0.04801,0.05585,0.29996,0.80717,0.84004
2441,988,-0.03891,-0.0164,0.12352,0.73093,-0.6389,-0.23989,-0.60046,-0.43503,-0.67097,-1,1,0.50196,1,1,0.67643,0.78745,0.04835,0.05553,0.6365,0.30924,0.94156
2442,989,-0.04142,-0.02477,0.13237,0.82518,-0.51437,-0.23346,-0.49993,-0.4726,-0.72576,-1,1,0.50196,1,1,0.67654,0.80093,0.04835,0.0561,0.33718,0.73224,0.91177
2443,988,-0.03891,-0.0164,0.12352,0.73093,-0.6389,-0.23989,-0.60046,-0.43503,-0.67097,-1,1,0.50196,1,1,0.67643,0.78745,0.04835,0.05553,0.6365,0.30924,0.94156
2444,987,-0.03554,-0.01685,0.13369,0.71521,-0.66862,-0.20354,-0.63416,-0.49838,-0.59115,-1,1,0.50196,1,1,0.66828,0.7951,0.04801,0.05585,0.29996,0.80717,0.84004
2445,988,-0.03891,-0.0164,0.12352,0.73093,-0.6389,-0.23989,-0.60046,-0.43503,-0.67097,-1,1,0.50196,1,1,0.67643,0.78745,0.04835,0.05553,0.6365,0.30924,0.94156
2446,989,-0.04142,-0.02477,0.13237,0.82518,-0.51437,-0.23346,-0.49993,-0.4726,-0.72576,-1,1,0.50196,1,1,0.67654,0.80093,0.04835,0.0561,0.33718,0.73224,0.91177
2447,990,-0.04305,-0.02339,0.12242,0.85509,-0.48849,-0.17379,-0.40705,-0.42487,-0.80857,-1,1,0.50196,1,1,0.68433,0.79386,0.04868,0.0558,0.71328,0.23214,0.86437
2448,991,-0.04894,-0.03518,0.12809,0.84768,-0.5203,-0.10356,-0.30785,-0.32347,-0.89476,-1,1,0.50196,1,1,0.68754,0.80868,0.04881,0.05642,0.31357,0.73215,0.90168
2449,990,-0.04305,-0.02339,0.12242,0.85509,-0.48849,-0.17379,-0.40705,-0.42487,-0.80857,-1,1,0.50196,1,1,0.68433,0.79386,0.04868,0.0558,0.71328,0.23214,0.86437
2450,989,-0.04142,-0.02477,0.13237,0.82518,-0.51437,-0.23346,-0.49993,-0.4726,-0.72576,-1,1,0.50196,1,1,0.67654,0.80093,0.04835,0.0561,0.33718,0.73224,0.91177
2451,990,-0.04305,-0.02339,0.12242,0.85509,-0.48849,-0.17379,-0.40705,-0.42487,-0.80857,-1,1,0.50196,1,1,0.68433,0.79386,0.04868,0.0558,0.71328,0.23214,0.86437
2452,991,-0.04894,-0.03518,0.12809,0.84768,-0.5203,-0.10356,-0.30785,-0.32347,-0.89476,-1,1,0.50196,1,1,0.68754,0.80868,0.04881,0.05642,0.31357,0.73215,0.90168
2453,992,-0.04864,-0.03294,0.11711,0.86264,-0.49971,-0.07836,-0.24751,-0.28191,-0.92697,-1,1,0.50196,1,1,0.69657,0.80169,0.04919,0.05613,0.75853,0.2006,0.80581
2454,991,-0.04894,-0.03518,0.12809,0.84768,-0.5203,-0.10356,-0.30785,-0.32347,-0.89476,-1,1,0.50196,1,1,0.68754,0.80868,0.04881,0.05642,0.31357,0.73215,0.90168
2455,993,-0.05341,-0.04005,0.1125,0.79718,-0.60046,-0.06284,-0.11158,-0.04424,-0.99277,-1,1,0.50196,1,1,0.7054,0.81024,0.04956,0.05649,0.69086,0.38773,0.94829
2456,992,-0.04864,-0.03294,0.11711,0.86264,-0.49971,-0.07836,-0.24751,-0.28191,-0.92697,-1,1,0.50196,1,1,0.69657,0.80169,0.04919,0.05613,0.75853,0.2006,0.80581
2457,993,-0.05341,-0.04005,0.1125,0.79718,-0.60046,-0.06284,-0.11158,-0.04424,-0.99277,-1,1,0.50196,1,1,0.7054,0.81024,0.04956,0.05649,0.69086,0.38773,0.94829
2458,991,-0.04894,-0.03518,0.12809,0.84768,-0.5203,-0.10356,-0.30785,-0.32347,-0.89476,-1,1,0.50196,1,1,0.68754,0.80868,0.04881,0.05642,0.31357,0.73215,0.90168
2459,994,-0.05509,-0.04296,0.12167,0.78929,-0.61201,-0.04969,-0.18564,-0.16072,-0.96938,-1,1,0.50196,1,1,0.69696,0.81506,0.04921,0.05669,0.24946,0.8345,0.77447
2460,995,-0.05894,-0.04708,0.11587,0.76942,-0.63558,-0.06345,-0.00044,0.09778,-0.99521,-1,1,0.50196,1,1,0.70271,0.81956,0.04945,0.05688,0.37193,0.90378,0.76563
2461,993,-0.05341,-0.04005,0.1125,0.79718,-0.60046,-0.06284,-0.11158,-0.04424,-0.99277,-1,1,0.50196,1,1,0.7054,0.81024,0.04956,0.05649,0.69086,0.38773,0.94829
2462,994,-0.05509,-0.04296,0.12167,0.78929,-0.61201,-0.04969,-0.18564,-0.16072,-0.96938,-1,1,0.50196,1,1,0.69696,0.81506,0.04921,0.05669,0.24946,0.8345,0.77447
2463,993,-0.05341,-0.04005,0.1125,0.79718,-0.60046,-0.06284,-0.11158,-0.04424,-0.99277,-1,1,0.50196,1,1,0.7054,0.81024,0.04956,0.05649,0.69086,0.38773,0.94829
2464,995,-0.05894,-0.04708,0.11587,0.76942,-0.63558,-0.06345,-0.00044,0.09778,-0.99521,-1,1,0.50196,1,1,0.70271,0.81956,0.04945,0.05688,0.37193,0.90378,0.76563
2465,996,-0.05796,-0.04527,0.10996,0.76827,-0.63657,-0.06741,0.20238,0.34144,-0.91785,-1,1,0.50196,1,1,0.70828,0.8202,0.04968,0.0569,0.88107,0.71475,0.74222
2466,997,-0.04305,-0.02339,0.12242,0.21741,0.17983,-0.95937,0.01184,0.98232,0.18681,-1,1,0.50196,1,1,0.73755,0.8174,0.0509,0.05678,0.36818,0.27503,0.92663
2467,998,-0.05134,-0.00394,0.12206,0.11495,0.00237,-0.99337,0.04949,0.99874,0.00811,-1,1,0.50196,1,1,0.75721,0.82694,0.05173,0.05718,0.58106,0.77782,0.90773
2468,999,-0.03891,-0.0164,0.12352,0.12668,0.01036,-0.99189,0.04793,0.99871,0.01655,-1,1,0.50196,1,1,0.74501,0.81336,0.05122,0.05662,0.28884,0.23095,0.86472
2469,998,-0.05134,-0.00394,0.12206,0.11495,0.00237,-0.99337,0.04949,0.99874,0.00811,-1,1,0.50196,1,1,0.75721,0.82694,0.05173,0.05718,0.58106,0.77782,0.90773
2470,997,-0.04305,-0.02339,0.12242,0.21741,0.17983,-0.95937,0.01184,0.98232,0.18681,-1,1,0.50196,1,1,0.73755,0.8174,0.0509,0.05678,0.36818,0.27503,0.92663
2471,1000,-0.0552,-0.01729,0.12063,0.22277,0.16075,-0.96153,0.01699,0.98552,0.1687,-1,1,0.50196,1,1,0.74318,0.83039,0.05114,0.05733,0.60781,0.90745,0.76901
2472,997,-0.04305,-0.02339,0.12242,0.21741,0.17983,-0.95937,0.01184,0.98232,0.18681,-1,1,0.50196,1,1,0.73755,0.8174,0.0509,0.05678,0.36818,0.27503,0.92663
2473,1001,-0.05823,-0.02816,0.11634,0.26482,0.35045,-0.89836,-0.03125,0.93425,0.35525,-1,1,0.50196,1,1,0.73118,0.83383,0.05064,0.05747,0.59926,0.84132,0.85163
2474,1000,-0.0552,-0.01729,0.12063,0.22277,0.16075,-0.96153,0.01699,0.98552,0.1687,-1,1,0.50196,1,1,0.74318,0.83039,0.05114,0.05733,0.60781,0.90745,0.76901
2475,1001,-0.05823,-0.02816,0.11634,0.26482,0.35045,-0.89836,-0.03125,0.93425,0.35525,-1,1,0.50196,1,1,0.73118,0.83383,0.05064,0.05747,0.59926,0.84132,0.85163
2476,997,-0.04305,-0.02339,0.12242,0.21741,0.17983,-0.95937,0.01184,0.98232,0.18681,-1,1,0.50196,1,1,0.73755,0.8174,0.0509,0.05678,0.36818,0.27503,0.92663
2477,1002,-0.04864,-0.03294,0.11711,0.25578,0.37227,-0.89219,-0.03721,0.92599,0.3757,-1,1,0.50196,1,1,0.72655,0.82374,0.05044,0.05705,0.36542,0.27424,0.92535
2478,998,-0.05134,-0.00394,0.12206,0.11495,0.00237,-0.99337,0.04949,0.99874,0.00811,-1,1,0.50196,1,1,0.75721,0.82694,0.05173,0.05718,0.58106,0.77782,0.90773
2479,1003,-0.02956,-0.00995,0.12406,0.08165,-0.02838,-0.99626,0.05379,0.99826,-0.02403,-1,1,0.50196,1,1,0.75219,0.80404,0.05152,0.05623,0.27453,0.2715,0.88334
2480,999,-0.03891,-0.0164,0.12352,0.12668,0.01036,-0.99189,0.04793,0.99871,0.01655,-1,1,0.50196,1,1,0.74501,0.81336,0.05122,0.05662,0.28884,0.23095,0.86472
2481,1003,-0.02956,-0.00995,0.12406,0.08165,-0.02838,-0.99626,0.05379,0.99826,-0.02403,-1,1,0.50196,1,1,0.75219,0.80404,0.05152,0.05623,0.27453,0.2715,0.88334
2482,998,-0.05134,-0.00394,0.12206,0.11495,0.00237,-0.99337,0.04949,0.99874,0.00811,-1,1,0.50196,1,1,0.75721,0.82694,0.05173,0.05718,0.58106,0.77782,0.90773
2483,1004,-0.04645,0.01034,0.12216,0.09212,-0.00609,-0.99573,0.05167,0.99866,-0.00133,-1,1,0.50196,1,1,0.77222,0.82267,0.05235,0.057,0.65851,0.77201,0.88844
2484,1004,-0.04645,0.01034,0.12216,0.09212,-0.00609,-0.99573,0.05167,0.99866,-0.00133,-1,1,0.50196,1,1,0.77222,0.82267,0.05235,0.057,0.65851,0.77201,0.88844
2485,1005,-0.02216,-0.00249,0.12446,0.08489,-0.01262,-0.99631,0.05235,0.99859,-0.00819,-1,1,0.50196,1,1,0.76029,0.7968,0.05185,0.05592,0.36838,0.22656,0.89737
2486,1003,-0.02956,-0.00995,0.12406,0.08165,-0.02838,-0.99626,0.05379,0.99826,-0.02403,-1,1,0.50196,1,1,0.75219,0.80404,0.05152,0.05623,0.27453,0.2715,0.88334
