VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
667,183,0.02891,-0.09232,0.02382,0.74098,-0.64938,0.17104,1,0.50196,1,0,0.76827,0.6034,-0.89505,-0.44307,-0.05076,-1,0.75688,0.34011,0.10194
668,181,0.01872,-0.09527,0.02353,0.66445,-0.72581,0.17805,1,0.50196,1,0,0.77317,0.60315,-0.96885,-0.23383,-0.08151,-1,0.2461,0.20373,0.81266
669,183,0.02891,-0.09232,0.02382,0.74098,-0.64938,0.17104,1,0.50196,1,0,0.76827,0.6034,-0.89505,-0.44307,-0.05076,-1,0.75688,0.34011,0.10194
670,182,0.01989,-0.09354,0.03731,0.66475,-0.69586,0.27183,1,0.50196,1,0,0.77199,0.59688,-0.97107,-0.22265,-0.08636,-1,0.79063,0.63892,0.11759
671,184,0.02913,-0.09065,0.03439,0.7385,-0.6298,0.24078,1,0.50196,1,0,0.76762,0.59854,-0.90697,-0.41789,-0.05263,-1,0.40225,0.98228,0.5886
672,171,-0.00471,-0.07967,0.06048,0.48281,-0.69936,0.52705,1,0.50196,1,0,0.78219,0.58309,-0.99156,0.03742,-0.12406,-1,0.82493,0.4959,0.12
673,185,-0.02211,-0.09144,0.03749,0.26169,-0.89908,0.35097,1,0.50196,1,0,0.79071,0.59426,-0.90063,0.31953,-0.29457,-1,0.83591,0.47507,0.13049
674,170,-0.02199,-0.07492,0.05927,0.27457,-0.75787,0.59181,1,0.50196,1,0,0.79029,0.58179,-0.88878,0.34499,-0.30176,-1,0.83907,0.49825,0.13254
675,185,-0.02211,-0.09144,0.03749,0.26169,-0.89908,0.35097,1,0.50196,1,0,0.79071,0.59426,-0.90063,0.31953,-0.29457,-1,0.83591,0.47507,0.13049
676,171,-0.00471,-0.07967,0.06048,0.48281,-0.69936,0.52705,1,0.50196,1,0,0.78219,0.58309,-0.99156,0.03742,-0.12406,-1,0.82493,0.4959,0.12
677,175,-0.00582,-0.09347,0.03872,0.44397,-0.83374,0.32825,1,0.50196,1,0,0.78348,0.59489,-0.99067,0.0415,-0.12974,-1,0.81627,0.47551,0.11351
678,175,-0.00582,-0.09347,0.03872,0.44397,-0.83374,0.32825,1,0.50196,1,0,0.78348,0.59489,-0.99067,0.0415,-0.12974,-1,0.81627,0.47551,0.11351
679,186,-0.02358,-0.09846,0.01785,0.23441,-0.95751,0.16799,1,0.50196,1,0,0.7929,0.60348,-0.85754,0.39967,-0.32387,-1,0.12742,0.38033,0.81123
680,185,-0.02211,-0.09144,0.03749,0.26169,-0.89908,0.35097,1,0.50196,1,0,0.79071,0.59426,-0.90063,0.31953,-0.29457,-1,0.83591,0.47507,0.13049
681,186,-0.02358,-0.09846,0.01785,0.23441,-0.95751,0.16799,1,0.50196,1,0,0.7929,0.60348,-0.85754,0.39967,-0.32387,-1,0.12742,0.38033,0.81123
682,175,-0.00582,-0.09347,0.03872,0.44397,-0.83374,0.32825,1,0.50196,1,0,0.78348,0.59489,-0.99067,0.0415,-0.12974,-1,0.81627,0.47551,0.11351
683,179,-0.00928,-0.09928,0.02073,0.3979,-0.90004,0.17772,1,0.50196,1,0,0.78615,0.60331,-0.9885,0.02644,-0.14878,-1,0.62187,0.03457,0.3639
684,185,-0.02211,-0.09144,0.03749,0.26169,-0.89908,0.35097,1,0.50196,1,0,0.79071,0.59426,-0.90063,0.31953,-0.29457,-1,0.83591,0.47507,0.13049
685,186,-0.02358,-0.09846,0.01785,0.23441,-0.95751,0.16799,1,0.50196,1,0,0.7929,0.60348,-0.85754,0.39967,-0.32387,-1,0.12742,0.38033,0.81123
686,187,-0.05038,-0.06165,0.0406,-0.12825,-0.81748,0.5615,1,0.50196,1,0,0.80691,0.58436,-0.64077,0.62063,-0.45192,-1,0.83992,0.49882,0.13332
687,170,-0.02199,-0.07492,0.05927,0.27457,-0.75787,0.59181,1,0.50196,1,0,0.79029,0.58179,-0.88878,0.34499,-0.30176,-1,0.83907,0.49825,0.13254
688,185,-0.02211,-0.09144,0.03749,0.26169,-0.89908,0.35097,1,0.50196,1,0,0.79071,0.59426,-0.90063,0.31953,-0.29457,-1,0.83591,0.47507,0.13049
689,187,-0.05038,-0.06165,0.0406,-0.12825,-0.81748,0.5615,1,0.50196,1,0,0.80691,0.58436,-0.64077,0.62063,-0.45192,-1,0.83992,0.49882,0.13332
690,184,0.02913,-0.09065,0.03439,0.7385,-0.6298,0.24078,1,0.50196,1,0,0.76762,0.59854,-0.90697,-0.41789,-0.05263,-1,0.40225,0.98228,0.5886
691,188,0.03713,-0.08668,0.02292,0.80773,-0.56741,0.16005,1,0.50196,1,0,0.76368,0.60392,-0.85903,-0.51125,-0.0263,-1,0.13062,0.17216,0.57797
692,183,0.02891,-0.09232,0.02382,0.74098,-0.64938,0.17104,1,0.50196,1,0,0.76827,0.6034,-0.89505,-0.44307,-0.05076,-1,0.75688,0.34011,0.10194
693,184,0.02913,-0.09065,0.03439,0.7385,-0.6298,0.24078,1,0.50196,1,0,0.76762,0.59854,-0.90697,-0.41789,-0.05263,-1,0.40225,0.98228,0.5886
694,189,0.03687,-0.087,0.03091,0.79653,-0.56697,0.20997,1,0.50196,1,0,0.76373,0.60025,-0.90785,-0.41825,-0.02951,-1,0.08784,0.73136,0.66309
695,188,0.03713,-0.08668,0.02292,0.80773,-0.56741,0.16005,1,0.50196,1,0,0.76368,0.60392,-0.85903,-0.51125,-0.0263,-1,0.13062,0.17216,0.57797
696,190,0.02987,-0.08017,0.05042,0.7663,-0.53715,0.35249,1,0.50196,1,0,0.7661,0.58904,-0.92723,-0.37449,-0.00297,-1,0.14927,0.85567,0.52209
697,178,0.0198,-0.09127,0.0383,0.67468,-0.68244,0.2812,1,0.50196,1,0,0.77208,0.59551,-0.9325,-0.3535,0.0741,-1,0.45275,0.00228,0.49373
698,177,0.01979,-0.08131,0.05481,0.69379,-0.59477,0.4061,1,0.50196,1,0,0.77097,0.58676,-0.95677,-0.28987,0.02378,-1,0.18954,0.89193,0.49851
699,178,0.0198,-0.09127,0.0383,0.67468,-0.68244,0.2812,1,0.50196,1,0,0.77208,0.59551,-0.9325,-0.3535,0.0741,-1,0.45275,0.00228,0.49373
700,190,0.02987,-0.08017,0.05042,0.7663,-0.53715,0.35249,1,0.50196,1,0,0.7661,0.58904,-0.92723,-0.37449,-0.00297,-1,0.14927,0.85567,0.52209
701,191,0.02924,-0.0875,0.0369,0.75214,-0.60581,0.25936,1,0.50196,1,0,0.76766,0.5959,-0.90985,-0.41442,0.02069,-1,0.49302,0.00026,0.48541
702,192,0.03976,-0.07874,0.04567,0.82127,-0.48415,0.30184,1,0.50196,1,0,0.76162,0.59169,-0.90913,-0.41563,-0.02699,-1,0.03284,0.63791,0.61287
703,191,0.02924,-0.0875,0.0369,0.75214,-0.60581,0.25936,1,0.50196,1,0,0.76766,0.5959,-0.90985,-0.41442,0.02069,-1,0.49302,0.00026,0.48541
704,190,0.02987,-0.08017,0.05042,0.7663,-0.53715,0.35249,1,0.50196,1,0,0.7661,0.58904,-0.92723,-0.37449,-0.00297,-1,0.14927,0.85567,0.52209
705,191,0.02924,-0.0875,0.0369,0.75214,-0.60581,0.25936,1,0.50196,1,0,0.76766,0.5959,-0.90985,-0.41442,0.02069,-1,0.49302,0.00026,0.48541
706,192,0.03976,-0.07874,0.04567,0.82127,-0.48415,0.30184,1,0.50196,1,0,0.76162,0.59169,-0.90913,-0.41563,-0.02699,-1,0.03284,0.63791,0.61287
707,193,0.04038,-0.08312,0.03375,0.8239,-0.51995,0.2255,1,0.50196,1,0,0.76236,0.59747,-0.89165,-0.45267,-0.00624,-1,0.16839,0.22853,0.75757
708,170,-0.02199,-0.07492,0.05927,0.27457,-0.75787,0.59181,1,0.50196,1,0,0.79029,0.58179,-0.88878,0.34499,-0.30176,-1,0.83907,0.49825,0.13254
709,187,-0.05038,-0.06165,0.0406,-0.12825,-0.81748,0.5615,1,0.50196,1,0,0.80691,0.58436,-0.64077,0.62063,-0.45192,-1,0.83992,0.49882,0.13332
710,194,-0.0477,-0.04583,0.06556,-0.09963,-0.52371,0.84605,1,0.50196,1,0,0.80569,0.57108,-0.66317,0.58905,-0.46176,-1,0.83649,0.52857,0.13127
711,187,-0.05038,-0.06165,0.0406,-0.12825,-0.81748,0.5615,1,0.50196,1,0,0.80691,0.58436,-0.64077,0.62063,-0.45192,-1,0.83992,0.49882,0.13332
712,195,-0.06217,-0.02124,0.0503,-0.36183,-0.25883,0.89559,1,0.50196,1,0,0.82126,0.56939,0.0501,0.85122,-0.52241,-1,0.76324,0.79726,0.19612
713,194,-0.0477,-0.04583,0.06556,-0.09963,-0.52371,0.84605,1,0.50196,1,0,0.80569,0.57108,-0.66317,0.58905,-0.46176,-1,0.83649,0.52857,0.13127
714,195,-0.06217,-0.02124,0.0503,-0.36183,-0.25883,0.89559,1,0.50196,1,0,0.82126,0.56939,0.0501,0.85122,-0.52241,-1,0.76324,0.79726,0.19612
715,187,-0.05038,-0.06165,0.0406,-0.12825,-0.81748,0.5615,1,0.50196,1,0,0.80691,0.58436,-0.64077,0.62063,-0.45192,-1,0.83992,0.49882,0.13332
716,196,-0.06401,-0.03153,0.03402,-0.43605,-0.52291,0.73241,1,0.50196,1,0,0.82122,0.57894,0.27161,0.82166,-0.5011,-1,0.14548,0.51275,0.85236
717,187,-0.05038,-0.06165,0.0406,-0.12825,-0.81748,0.5615,1,0.50196,1,0,0.80691,0.58436,-0.64077,0.62063,-0.45192,-1,0.83992,0.49882,0.13332
718,197,-0.0663,-0.04096,0.01848,-0.44671,-0.76522,0.46356,1,0.50196,1,0,0.82124,0.58747,0.22544,0.80522,-0.54845,-1,0.85335,0.49952,0.14624
719,196,-0.06401,-0.03153,0.03402,-0.43605,-0.52291,0.73241,1,0.50196,1,0,0.82122,0.57894,0.27161,0.82166,-0.5011,-1,0.14548,0.51275,0.85236
720,197,-0.0663,-0.04096,0.01848,-0.44671,-0.76522,0.46356,1,0.50196,1,0,0.82124,0.58747,0.22544,0.80522,-0.54845,-1,0.85335,0.49952,0.14624
721,187,-0.05038,-0.06165,0.0406,-0.12825,-0.81748,0.5615,1,0.50196,1,0,0.80691,0.58436,-0.64077,0.62063,-0.45192,-1,0.83992,0.49882,0.13332
722,198,-0.05122,-0.07269,0.01536,-0.10353,-0.96995,0.22016,1,0.50196,1,0,0.80861,0.59666,-0.61142,0.64724,-0.45523,-1,0.83921,0.47362,0.13362
723,186,-0.02358,-0.09846,0.01785,0.23441,-0.95751,0.16799,1,0.50196,1,0,0.7929,0.60348,-0.85754,0.39967,-0.32387,-1,0.12742,0.38033,0.81123
724,198,-0.05122,-0.07269,0.01536,-0.10353,-0.96995,0.22016,1,0.50196,1,0,0.80861,0.59666,-0.61142,0.64724,-0.45523,-1,0.83921,0.47362,0.13362
725,187,-0.05038,-0.06165,0.0406,-0.12825,-0.81748,0.5615,1,0.50196,1,0,0.80691,0.58436,-0.64077,0.62063,-0.45192,-1,0.83992,0.49882,0.13332
726,195,-0.06217,-0.02124,0.0503,-0.36183,-0.25883,0.89559,1,0.50196,1,0,0.82126,0.56939,0.0501,0.85122,-0.52241,-1,0.76324,0.79726,0.19612
727,199,-0.04104,-0.02313,0.08303,0.0646,-0.12004,0.99067,1,0.50196,1,0,0.80535,0.55791,-0.76816,0.51002,-0.38705,-1,0.8048,0.60208,0.11702
728,194,-0.0477,-0.04583,0.06556,-0.09963,-0.52371,0.84605,1,0.50196,1,0,0.80569,0.57108,-0.66317,0.58905,-0.46176,-1,0.83649,0.52857,0.13127
729,199,-0.04104,-0.02313,0.08303,0.0646,-0.12004,0.99067,1,0.50196,1,0,0.80535,0.55791,-0.76816,0.51002,-0.38705,-1,0.8048,0.60208,0.11702
730,195,-0.06217,-0.02124,0.0503,-0.36183,-0.25883,0.89559,1,0.50196,1,0,0.82126,0.56939,0.0501,0.85122,-0.52241,-1,0.76324,0.79726,0.19612
731,200,-0.07484,0.00177,0.06517,-0.36083,0.13036,0.92348,1,0.50196,1,0,0.82574,0.55602,-0.51686,0.68593,-0.51222,-1,0.48506,0.97929,0.35837
732,201,-0.07958,0.01129,0.06951,-0.35443,0.2556,0.89947,1,0.50196,1,0,0.82906,0.55233,-0.7923,0.46326,-0.39705,-1,0.53505,0.9623,0.31278
733,199,-0.04104,-0.02313,0.08303,0.0646,-0.12004,0.99067,1,0.50196,1,0,0.80535,0.55791,-0.76816,0.51002,-0.38705,-1,0.8048,0.60208,0.11702
734,200,-0.07484,0.00177,0.06517,-0.36083,0.13036,0.92348,1,0.50196,1,0,0.82574,0.55602,-0.51686,0.68593,-0.51222,-1,0.48506,0.97929,0.35837
735,199,-0.04104,-0.02313,0.08303,0.0646,-0.12004,0.99067,1,0.50196,1,0,0.80535,0.55791,-0.76816,0.51002,-0.38705,-1,0.8048,0.60208,0.11702
736,201,-0.07958,0.01129,0.06951,-0.35443,0.2556,0.89947,1,0.50196,1,0,0.82906,0.55233,-0.7923,0.46326,-0.39705,-1,0.53505,0.9623,0.31278
737,164,-0.03499,0.00294,0.08545,0.27126,0.29553,0.91601,1,0.50196,1,0,0.80806,0.54591,-0.83127,0.4573,-0.31602,-1,0.56638,0.99529,0.51689
738,195,-0.06217,-0.02124,0.0503,-0.36183,-0.25883,0.89559,1,0.50196,1,0,0.82126,0.56939,0.0501,0.85122,-0.52241,-1,0.76324,0.79726,0.19612
739,202,-0.04058,0.00858,0.04592,0.51931,0.59743,0.61106,1,0.50196,1,0,0.83852,0.56708,0.66913,0.70511,-0.23471,-1,0.82845,0.5901,0.86607
740,200,-0.07484,0.00177,0.06517,-0.36083,0.13036,0.92348,1,0.50196,1,0,0.82574,0.55602,-0.51686,0.68593,-0.51222,-1,0.48506,0.97929,0.35837
741,195,-0.06217,-0.02124,0.0503,-0.36183,-0.25883,0.89559,1,0.50196,1,0,0.82126,0.56939,0.0501,0.85122,-0.52241,-1,0.76324,0.79726,0.19612
742,203,-0.03714,0.00242,0.0391,0.6605,0.56531,0.49413,1,0.50196,1,0,0.83832,0.57016,0.66937,0.69315,-0.26738,-1,0.84081,0.55012,0.8624
743,202,-0.04058,0.00858,0.04592,0.51931,0.59743,0.61106,1,0.50196,1,0,0.83852,0.56708,0.66913,0.70511,-0.23471,-1,0.82845,0.5901,0.86607
744,204,-0.02779,-0.01923,0.01561,0.95336,0.24803,0.17203,1,0.50196,1,0,0.8405,0.58373,0.86816,0.43992,-0.22971,-1,0.85248,0.50466,0.85459
745,196,-0.06401,-0.03153,0.03402,-0.43605,-0.52291,0.73241,1,0.50196,1,0,0.82122,0.57894,0.27161,0.82166,-0.5011,-1,0.14548,0.51275,0.85236
746,197,-0.0663,-0.04096,0.01848,-0.44671,-0.76522,0.46356,1,0.50196,1,0,0.82124,0.58747,0.22544,0.80522,-0.54845,-1,0.85335,0.49952,0.14624
747,196,-0.06401,-0.03153,0.03402,-0.43605,-0.52291,0.73241,1,0.50196,1,0,0.82122,0.57894,0.27161,0.82166,-0.5011,-1,0.14548,0.51275,0.85236
748,204,-0.02779,-0.01923,0.01561,0.95336,0.24803,0.17203,1,0.50196,1,0,0.8405,0.58373,0.86816,0.43992,-0.22971,-1,0.85248,0.50466,0.85459
749,205,-0.03209,-0.00871,0.02886,0.835,0.44,0.33043,1,0.50196,1,0,0.839,0.57622,0.78545,0.56322,-0.25662,-1,0.84972,0.51967,0.8568
750,195,-0.06217,-0.02124,0.0503,-0.36183,-0.25883,0.89559,1,0.50196,1,0,0.82126,0.56939,0.0501,0.85122,-0.52241,-1,0.76324,0.79726,0.19612
751,205,-0.03209,-0.00871,0.02886,0.835,0.44,0.33043,1,0.50196,1,0,0.839,0.57622,0.78545,0.56322,-0.25662,-1,0.84972,0.51967,0.8568
752,203,-0.03714,0.00242,0.0391,0.6605,0.56531,0.49413,1,0.50196,1,0,0.83832,0.57016,0.66937,0.69315,-0.26738,-1,0.84081,0.55012,0.8624
753,205,-0.03209,-0.00871,0.02886,0.835,0.44,0.33043,1,0.50196,1,0,0.839,0.57622,0.78545,0.56322,-0.25662,-1,0.84972,0.51967,0.8568
754,195,-0.06217,-0.02124,0.0503,-0.36183,-0.25883,0.89559,1,0.50196,1,0,0.82126,0.56939,0.0501,0.85122,-0.52241,-1,0.76324,0.79726,0.19612
755,196,-0.06401,-0.03153,0.03402,-0.43605,-0.52291,0.73241,1,0.50196,1,0,0.82122,0.57894,0.27161,0.82166,-0.5011,-1,0.14548,0.51275,0.85236
756,164,-0.03499,0.00294,0.08545,0.27126,0.29553,0.91601,1,0.50196,1,0,0.80806,0.54591,-0.83127,0.4573,-0.31602,-1,0.56638,0.99529,0.51689
757,160,-0.00522,-0.03603,0.09523,0.49702,-0.1291,0.85808,1,0.50196,1,0,0.78842,0.55145,-0.86957,0.46548,-0.16483,-1,0.83339,0.53534,0.12906
758,199,-0.04104,-0.02313,0.08303,0.0646,-0.12004,0.99067,1,0.50196,1,0,0.80535,0.55791,-0.76816,0.51002,-0.38705,-1,0.8048,0.60208,0.11702
759,199,-0.04104,-0.02313,0.08303,0.0646,-0.12004,0.99067,1,0.50196,1,0,0.80535,0.55791,-0.76816,0.51002,-0.38705,-1,0.8048,0.60208,0.11702
760,160,-0.00522,-0.03603,0.09523,0.49702,-0.1291,0.85808,1,0.50196,1,0,0.78842,0.55145,-0.86957,0.46548,-0.16483,-1,0.83339,0.53534,0.12906
761,165,-0.01137,-0.04683,0.08929,0.43373,-0.29417,0.84978,1,0.50196,1,0,0.78921,0.55743,-0.86662,0.47697,-0.11717,-1,0.83444,0.54682,0.13128
762,199,-0.04104,-0.02313,0.08303,0.0646,-0.12004,0.99067,1,0.50196,1,0,0.80535,0.55791,-0.76816,0.51002,-0.38705,-1,0.8048,0.60208,0.11702
763,169,-0.02313,-0.06425,0.07432,0.28947,-0.59981,0.7446,1,0.50196,1,0,0.79059,0.56867,-0.77653,0.56955,-0.24499,-1,0.84627,0.51232,0.13952
764,194,-0.0477,-0.04583,0.06556,-0.09963,-0.52371,0.84605,1,0.50196,1,0,0.80569,0.57108,-0.66317,0.58905,-0.46176,-1,0.83649,0.52857,0.13127
765,169,-0.02313,-0.06425,0.07432,0.28947,-0.59981,0.7446,1,0.50196,1,0,0.79059,0.56867,-0.77653,0.56955,-0.24499,-1,0.84627,0.51232,0.13952
766,199,-0.04104,-0.02313,0.08303,0.0646,-0.12004,0.99067,1,0.50196,1,0,0.80535,0.55791,-0.76816,0.51002,-0.38705,-1,0.8048,0.60208,0.11702
767,165,-0.01137,-0.04683,0.08929,0.43373,-0.29417,0.84978,1,0.50196,1,0,0.78921,0.55743,-0.86662,0.47697,-0.11717,-1,0.83444,0.54682,0.13128
768,169,-0.02313,-0.06425,0.07432,0.28947,-0.59981,0.7446,1,0.50196,1,0,0.79059,0.56867,-0.77653,0.56955,-0.24499,-1,0.84627,0.51232,0.13952
769,170,-0.02199,-0.07492,0.05927,0.27457,-0.75787,0.59181,1,0.50196,1,0,0.79029,0.58179,-0.88878,0.34499,-0.30176,-1,0.83907,0.49825,0.13254
770,194,-0.0477,-0.04583,0.06556,-0.09963,-0.52371,0.84605,1,0.50196,1,0,0.80569,0.57108,-0.66317,0.58905,-0.46176,-1,0.83649,0.52857,0.13127
771,206,0.04112,-0.04936,0.09176,0.7776,-0.1833,0.60145,1,0.50196,1,0,0.76703,0.54837,-0.88473,0.34784,0.31026,-1,0.33611,0.81687,0.85033
772,207,0.04136,-0.0582,0.08472,0.78501,-0.25793,0.56324,1,0.50196,1,0,0.76451,0.55309,-0.88322,0.35755,0.30344,-1,0.13735,0.48405,0.84385
773,208,0.02572,-0.04643,0.09392,0.70737,-0.18407,0.68246,1,0.50196,1,0,0.77396,0.55029,-0.89344,0.42243,0.15273,-1,0.83121,0.55477,0.12946
774,208,0.02572,-0.04643,0.09392,0.70737,-0.18407,0.68246,1,0.50196,1,0,0.77396,0.55029,-0.89344,0.42243,0.15273,-1,0.83121,0.55477,0.12946
775,207,0.04136,-0.0582,0.08472,0.78501,-0.25793,0.56324,1,0.50196,1,0,0.76451,0.55309,-0.88322,0.35755,0.30344,-1,0.13735,0.48405,0.84385
776,209,0.02441,-0.05806,0.08707,0.70294,-0.30034,0.64473,1,0.50196,1,0,0.77196,0.55619,-0.91903,0.3029,0.25227,-1,0.16861,0.46442,0.87271
777,166,0.0078,-0.05344,0.08954,0.59346,-0.30251,0.74583,1,0.50196,1,0,0.77993,0.55692,-0.92537,0.35846,0.12293,-1,0.82438,0.57148,0.12628
778,208,0.02572,-0.04643,0.09392,0.70737,-0.18407,0.68246,1,0.50196,1,0,0.77396,0.55029,-0.89344,0.42243,0.15273,-1,0.83121,0.55477,0.12946
779,209,0.02441,-0.05806,0.08707,0.70294,-0.30034,0.64473,1,0.50196,1,0,0.77196,0.55619,-0.91903,0.3029,0.25227,-1,0.16861,0.46442,0.87271
780,210,0.02348,-0.06737,0.077,0.7069,-0.40088,0.58274,1,0.50196,1,0,0.77019,0.56226,-0.93428,0.22912,0.27318,-1,0.77932,0.42056,0.09298
781,166,0.0078,-0.05344,0.08954,0.59346,-0.30251,0.74583,1,0.50196,1,0,0.77993,0.55692,-0.92537,0.35846,0.12293,-1,0.82438,0.57148,0.12628
782,209,0.02441,-0.05806,0.08707,0.70294,-0.30034,0.64473,1,0.50196,1,0,0.77196,0.55619,-0.91903,0.3029,0.25227,-1,0.16861,0.46442,0.87271
783,211,0.04095,-0.06099,0.08307,0.78217,-0.28581,0.55364,1,0.50196,1,0,0.76406,0.5557,-0.92897,0.11025,0.35336,-1,0.30524,0.77119,0.87219
784,210,0.02348,-0.06737,0.077,0.7069,-0.40088,0.58274,1,0.50196,1,0,0.77019,0.56226,-0.93428,0.22912,0.27318,-1,0.77932,0.42056,0.09298
785,209,0.02441,-0.05806,0.08707,0.70294,-0.30034,0.64473,1,0.50196,1,0,0.77196,0.55619,-0.91903,0.3029,0.25227,-1,0.16861,0.46442,0.87271
786,210,0.02348,-0.06737,0.077,0.7069,-0.40088,0.58274,1,0.50196,1,0,0.77019,0.56226,-0.93428,0.22912,0.27318,-1,0.77932,0.42056,0.09298
787,211,0.04095,-0.06099,0.08307,0.78217,-0.28581,0.55364,1,0.50196,1,0,0.76406,0.5557,-0.92897,0.11025,0.35336,-1,0.30524,0.77119,0.87219
788,212,0.04265,-0.06504,0.07503,0.8039,-0.31882,0.5021,1,0.50196,1,0,0.76185,0.55921,-0.9167,0.05213,0.39617,-1,0.0559,0.36587,0.6865
789,166,0.0078,-0.05344,0.08954,0.59346,-0.30251,0.74583,1,0.50196,1,0,0.77993,0.55692,-0.92537,0.35846,0.12293,-1,0.82438,0.57148,0.12628
790,210,0.02348,-0.06737,0.077,0.7069,-0.40088,0.58274,1,0.50196,1,0,0.77019,0.56226,-0.93428,0.22912,0.27318,-1,0.77932,0.42056,0.09298
791,167,0.00424,-0.06767,0.0773,0.56711,-0.47947,0.66965,1,0.50196,1,0,0.77844,0.5655,-0.93319,0.31034,0.18093,-1,0.26468,0.06059,0.53928
792,208,0.02572,-0.04643,0.09392,0.70737,-0.18407,0.68246,1,0.50196,1,0,0.77396,0.55029,-0.89344,0.42243,0.15273,-1,0.83121,0.55477,0.12946
793,166,0.0078,-0.05344,0.08954,0.59346,-0.30251,0.74583,1,0.50196,1,0,0.77993,0.55692,-0.92537,0.35846,0.12293,-1,0.82438,0.57148,0.12628
794,162,0.01014,-0.04226,0.09585,0.61112,-0.17154,0.77271,1,0.50196,1,0,0.78116,0.55109,-0.91795,0.39153,0.06314,-1,0.82607,0.54518,0.12365
795,162,0.01014,-0.04226,0.09585,0.61112,-0.17154,0.77271,1,0.50196,1,0,0.78116,0.55109,-0.91795,0.39153,0.06314,-1,0.82607,0.54518,0.12365
796,213,0.02699,-0.03522,0.0946,0.72942,-0.0713,0.68034,1,0.50196,1,0,0.77519,0.54528,-0.9352,0.33886,0.10281,-1,0.35577,0.8766,0.79558
797,208,0.02572,-0.04643,0.09392,0.70737,-0.18407,0.68246,1,0.50196,1,0,0.77396,0.55029,-0.89344,0.42243,0.15273,-1,0.83121,0.55477,0.12946
798,214,0.04251,-0.0393,0.09325,0.79171,-0.09155,0.60399,1,0.50196,1,0,0.76764,0.54487,-0.95282,0.27991,0.11738,-1,0.14572,0.6113,0.83481
799,208,0.02572,-0.04643,0.09392,0.70737,-0.18407,0.68246,1,0.50196,1,0,0.77396,0.55029,-0.89344,0.42243,0.15273,-1,0.83121,0.55477,0.12946
800,213,0.02699,-0.03522,0.0946,0.72942,-0.0713,0.68034,1,0.50196,1,0,0.77519,0.54528,-0.9352,0.33886,0.10281,-1,0.35577,0.8766,0.79558
801,215,0.04165,-0.04592,0.09237,0.78365,-0.14875,0.60313,1,0.50196,1,0,0.76699,0.54803,-0.93623,0.33625,0.10205,-1,0.08178,0.3545,0.73221
802,208,0.02572,-0.04643,0.09392,0.70737,-0.18407,0.68246,1,0.50196,1,0,0.77396,0.55029,-0.89344,0.42243,0.15273,-1,0.83121,0.55477,0.12946
803,214,0.04251,-0.0393,0.09325,0.79171,-0.09155,0.60399,1,0.50196,1,0,0.76764,0.54487,-0.95282,0.27991,0.11738,-1,0.14572,0.6113,0.83481
804,216,0.0271,-0.04881,0.09675,0.6964,-0.20245,0.68851,1,0.50196,1,0,0.7736,0.55021,-0.34596,0.58379,-0.73451,-1,0.14626,0.49969,0.85336
805,208,0.02572,-0.04643,0.09392,0.70737,-0.18407,0.68246,1,0.50196,1,0,0.77396,0.55029,-0.89344,0.42243,0.15273,-1,0.83121,0.55477,0.12946
806,215,0.04165,-0.04592,0.09237,0.78365,-0.14875,0.60313,1,0.50196,1,0,0.76699,0.54803,-0.93623,0.33625,0.10205,-1,0.08178,0.3545,0.73221
807,213,0.02699,-0.03522,0.0946,0.72942,-0.0713,0.68034,1,0.50196,1,0,0.77519,0.54528,-0.9352,0.33886,0.10281,-1,0.35577,0.8766,0.79558
808,162,0.01014,-0.04226,0.09585,0.61112,-0.17154,0.77271,1,0.50196,1,0,0.78116,0.55109,-0.91795,0.39153,0.06314,-1,0.82607,0.54518,0.12365
809,161,0.01296,-0.03108,0.09613,0.64872,-0.04938,0.75941,1,0.50196,1,0,0.78207,0.54589,-0.91209,0.40959,0.01551,-1,0.49723,0.99985,0.51175
810,174,0.01644,-0.06889,0.07547,0.6657,-0.44409,0.59965,1,0.50196,1,0,0.77155,0.57103,-0.98446,-0.17196,-0.03461,-1,0.17718,0.72869,0.80576
811,217,0.02788,-0.06861,0.07354,0.73814,-0.4,0.54328,1,0.50196,1,0,0.76604,0.57245,-0.95997,-0.27324,-0.06164,-1,0.1485,0.61829,0.83534
812,218,0.02548,-0.07577,0.06294,0.73232,-0.48474,0.47826,1,0.50196,1,0,0.76818,0.57797,-0.97146,-0.23641,-0.01957,-1,0.13418,0.40529,0.82742
813,174,0.01644,-0.06889,0.07547,0.6657,-0.44409,0.59965,1,0.50196,1,0,0.77155,0.57103,-0.98446,-0.17196,-0.03461,-1,0.17718,0.72869,0.80576
814,218,0.02548,-0.07577,0.06294,0.73232,-0.48474,0.47826,1,0.50196,1,0,0.76818,0.57797,-0.97146,-0.23641,-0.01957,-1,0.13418,0.40529,0.82742
815,173,0.01013,-0.08103,0.05812,0.62123,-0.63487,0.45933,1,0.50196,1,0,0.77553,0.58496,-0.9894,-0.14347,-0.0214,-1,0.13896,0.48674,0.84565
