VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
740,180,-0.06891,0.05169,0.05399,0.19666,0.23501,0.95189,0.50196,0.50196,1,0,0.83645,0.64624,-0.48311,-0.82159,0.30265,-1,0.5,0.5,1
741,193,-0.0585,0.03469,0.0527,0.30796,0.0247,0.95108,0.50196,0.50196,1,0,0.90008,0.54548,-0.39621,-0.90552,0.15181,-1,0.5,0.5,1
742,192,-0.0665,0.03829,0.0554,0.24285,0.0635,0.96798,0.50196,0.50196,1,0,0.89838,0.59235,-0.48009,-0.85921,0.17682,-1,0.5,0.5,1
743,191,-0.07277,0.02414,0.05672,0.22381,0.01527,0.97451,0.50196,0.50196,1,0,0.97477,0.58681,-0.55103,-0.82275,0.13944,-1,0.5,0.5,1
744,191,-0.07277,0.02414,0.05672,0.22381,0.01527,0.97451,0.50196,0.50196,1,0,0.97477,0.58681,-0.55103,-0.82275,0.13944,-1,0.5,0.5,1
745,194,-0.06172,0.0202,0.05382,0.27889,0.01473,0.96021,0.50196,0.50196,1,0,0.97423,0.527,-0.38292,-0.91525,0.12526,-1,0.5,0.5,1
746,193,-0.0585,0.03469,0.0527,0.30796,0.0247,0.95108,0.50196,0.50196,1,0,0.90008,0.54548,-0.39621,-0.90552,0.15181,-1,0.5,0.5,1
747,195,-0.05658,0.04532,0.05146,0.34474,0.1213,0.93083,0.50196,0.50196,0.98824,1,0.84881,0.56199,-0.383,-0.88715,0.25745,-1,0.5,0.5,1
748,189,-0.06304,0.04781,0.05351,0.28768,0.17508,0.94159,0.50196,0.50196,1,1,0.85006,0.59891,-0.44134,-0.8483,0.29257,-1,0.5,0.5,1
749,192,-0.0665,0.03829,0.0554,0.24285,0.0635,0.96798,0.50196,0.50196,1,0,0.89838,0.59235,-0.48009,-0.85921,0.17682,-1,0.5,0.5,1
750,192,-0.0665,0.03829,0.0554,0.24285,0.0635,0.96798,0.50196,0.50196,1,0,0.89838,0.59235,-0.48009,-0.85921,0.17682,-1,0.5,0.5,1
751,193,-0.0585,0.03469,0.0527,0.30796,0.0247,0.95108,0.50196,0.50196,1,0,0.90008,0.54548,-0.39621,-0.90552,0.15181,-1,0.5,0.5,1
752,195,-0.05658,0.04532,0.05146,0.34474,0.1213,0.93083,0.50196,0.50196,0.98824,1,0.84881,0.56199,-0.383,-0.88715,0.25745,-1,0.5,0.5,1
753,196,-0.05183,0.04467,0.04978,0.30022,0.11335,0.94711,0.50196,0.50196,0.91774,1,0.84306,0.52108,-0.35573,-0.90798,0.22143,-1,0.5,0.5,1
754,195,-0.05658,0.04532,0.05146,0.34474,0.1213,0.93083,0.50196,0.50196,0.98824,1,0.84881,0.56199,-0.383,-0.88715,0.25745,-1,0.5,0.5,1
755,193,-0.0585,0.03469,0.0527,0.30796,0.0247,0.95108,0.50196,0.50196,1,0,0.90008,0.54548,-0.39621,-0.90552,0.15181,-1,0.5,0.5,1
756,193,-0.0585,0.03469,0.0527,0.30796,0.0247,0.95108,0.50196,0.50196,1,0,0.90008,0.54548,-0.39621,-0.90552,0.15181,-1,0.5,0.5,1
757,197,-0.05243,0.03302,0.05084,0.29443,0.03784,0.95492,0.50196,0.50196,0.99216,0,0.89663,0.4991,-0.3247,-0.93581,0.1372,-1,0.5,0.5,1
758,196,-0.05183,0.04467,0.04978,0.30022,0.11335,0.94711,0.50196,0.50196,0.91774,1,0.84306,0.52108,-0.35573,-0.90798,0.22143,-1,0.5,0.5,1
759,197,-0.05243,0.03302,0.05084,0.29443,0.03784,0.95492,0.50196,0.50196,0.99216,0,0.89663,0.4991,-0.3247,-0.93581,0.1372,-1,0.5,0.5,1
760,193,-0.0585,0.03469,0.0527,0.30796,0.0247,0.95108,0.50196,0.50196,1,0,0.90008,0.54548,-0.39621,-0.90552,0.15181,-1,0.5,0.5,1
761,194,-0.06172,0.0202,0.05382,0.27889,0.01473,0.96021,0.50196,0.50196,1,0,0.97423,0.527,-0.38292,-0.91525,0.12526,-1,0.5,0.5,1
762,195,-0.05658,0.04532,0.05146,0.34474,0.1213,0.93083,0.50196,0.50196,0.98824,1,0.84881,0.56199,-0.383,-0.88715,0.25745,-1,0.5,0.5,1
763,196,-0.05183,0.04467,0.04978,0.30022,0.11335,0.94711,0.50196,0.50196,0.91774,1,0.84306,0.52108,-0.35573,-0.90798,0.22143,-1,0.5,0.5,1
764,198,-0.05224,0.05407,0.04804,0.24135,0.27195,0.93155,0.50196,0.50196,0.89396,1,0.7836,0.55131,-0.27236,-0.90237,0.33399,-1,0.5,0.5,1
765,195,-0.05658,0.04532,0.05146,0.34474,0.1213,0.93083,0.50196,0.50196,0.98824,1,0.84881,0.56199,-0.383,-0.88715,0.25745,-1,0.5,0.5,1
766,198,-0.05224,0.05407,0.04804,0.24135,0.27195,0.93155,0.50196,0.50196,0.89396,1,0.7836,0.55131,-0.27236,-0.90237,0.33399,-1,0.5,0.5,1
767,199,-0.05676,0.05326,0.0499,0.33547,0.3173,0.887,0.50196,0.50196,0.98431,1,0.80118,0.58339,-0.29018,-0.86098,0.41774,-1,0.5,0.5,1
768,189,-0.06304,0.04781,0.05351,0.28768,0.17508,0.94159,0.50196,0.50196,1,1,0.85006,0.59891,-0.44134,-0.8483,0.29257,-1,0.5,0.5,1
769,199,-0.05676,0.05326,0.0499,0.33547,0.3173,0.887,0.50196,0.50196,0.98431,1,0.80118,0.58339,-0.29018,-0.86098,0.41774,-1,0.5,0.5,1
770,188,-0.0612,0.05425,0.05126,0.3129,0.32906,0.89096,0.50196,0.50196,0.99608,1,0.80366,0.60972,-0.29897,-0.85625,0.42124,-1,0.5,0.5,1
771,199,-0.05676,0.05326,0.0499,0.33547,0.3173,0.887,0.50196,0.50196,0.98431,1,0.80118,0.58339,-0.29018,-0.86098,0.41774,-1,0.5,0.5,1
772,189,-0.06304,0.04781,0.05351,0.28768,0.17508,0.94159,0.50196,0.50196,1,1,0.85006,0.59891,-0.44134,-0.8483,0.29257,-1,0.5,0.5,1
773,195,-0.05658,0.04532,0.05146,0.34474,0.1213,0.93083,0.50196,0.50196,0.98824,1,0.84881,0.56199,-0.383,-0.88715,0.25745,-1,0.5,0.5,1
774,188,-0.0612,0.05425,0.05126,0.3129,0.32906,0.89096,0.50196,0.50196,0.99608,1,0.80366,0.60972,-0.29897,-0.85625,0.42124,-1,0.5,0.5,1
775,199,-0.05676,0.05326,0.0499,0.33547,0.3173,0.887,0.50196,0.50196,0.98431,1,0.80118,0.58339,-0.29018,-0.86098,0.41774,-1,0.5,0.5,1
776,200,-0.05768,0.05809,0.04792,0.32282,0.56219,0.7614,0.50196,0.50196,0.99216,1,0.77898,0.59572,-0.06456,-0.78952,0.61032,-1,0.5,0.5,1
777,201,-0.06115,0.05871,0.04906,0.34598,0.56137,0.75177,0.50196,0.50196,0.99608,1,0.78066,0.61291,0.13992,-0.82317,0.55029,-1,0.52792,0.51395,0.99902
778,188,-0.0612,0.05425,0.05126,0.3129,0.32906,0.89096,0.50196,0.50196,0.99608,1,0.80366,0.60972,-0.29897,-0.85625,0.42124,-1,0.5,0.5,1
779,200,-0.05768,0.05809,0.04792,0.32282,0.56219,0.7614,0.50196,0.50196,0.99216,1,0.77898,0.59572,-0.06456,-0.78952,0.61032,-1,0.5,0.5,1
780,187,-0.06551,0.05687,0.05172,0.26493,0.40599,0.87463,0.50196,0.50196,1,0.00349,0.79613,0.6339,-0.15761,-0.87661,0.45465,-1,0.5,0.5,1
781,188,-0.0612,0.05425,0.05126,0.3129,0.32906,0.89096,0.50196,0.50196,0.99608,1,0.80366,0.60972,-0.29897,-0.85625,0.42124,-1,0.5,0.5,1
782,201,-0.06115,0.05871,0.04906,0.34598,0.56137,0.75177,0.50196,0.50196,0.99608,1,0.78066,0.61291,0.13992,-0.82317,0.55029,-1,0.52792,0.51395,0.99902
783,200,-0.05768,0.05809,0.04792,0.32282,0.56219,0.7614,0.50196,0.50196,0.99216,1,0.77898,0.59572,-0.06456,-0.78952,0.61032,-1,0.5,0.5,1
784,202,-0.05987,0.06128,0.04559,0.35249,0.67579,0.64735,0.50196,0.50196,0.35833,0,0.7559,0.60379,0.26793,-0.73567,0.6221,-1,0.49054,0.51997,0.99951
785,201,-0.06115,0.05871,0.04906,0.34598,0.56137,0.75177,0.50196,0.50196,0.99608,1,0.78066,0.61291,0.13992,-0.82317,0.55029,-1,0.52792,0.51395,0.99902
786,201,-0.06115,0.05871,0.04906,0.34598,0.56137,0.75177,0.50196,0.50196,0.99608,1,0.78066,0.61291,0.13992,-0.82317,0.55029,-1,0.52792,0.51395,0.99902
787,202,-0.05987,0.06128,0.04559,0.35249,0.67579,0.64735,0.50196,0.50196,0.35833,0,0.7559,0.60379,0.26793,-0.73567,0.6221,-1,0.49054,0.51997,0.99951
788,203,-0.06204,0.06093,0.04743,0.40708,0.58618,0.70048,0.50196,0.50196,0.32134,0,0.75572,0.60878,0.59254,-0.75311,0.28588,-1,0.5,0.5,0.5
789,204,-0.0556,0.06251,0.04249,0.11912,0.79612,0.59329,0.50196,0.50196,0.06536,0.00204,0.73883,0.58558,-0.11116,-0.5831,0.80476,-1,0.55839,0.43741,0.99262
790,202,-0.05987,0.06128,0.04559,0.35249,0.67579,0.64735,0.50196,0.50196,0.35833,0,0.7559,0.60379,0.26793,-0.73567,0.6221,-1,0.49054,0.51997,0.99951
791,200,-0.05768,0.05809,0.04792,0.32282,0.56219,0.7614,0.50196,0.50196,0.99216,1,0.77898,0.59572,-0.06456,-0.78952,0.61032,-1,0.5,0.5,1
792,200,-0.05768,0.05809,0.04792,0.32282,0.56219,0.7614,0.50196,0.50196,0.99216,1,0.77898,0.59572,-0.06456,-0.78952,0.61032,-1,0.5,0.5,1
793,205,-0.05336,0.05844,0.04599,0.17643,0.59591,0.78343,0.50196,0.50196,0.93088,1,0.76448,0.56384,-0.14994,-0.77035,0.61974,-1,0.5,0.5,1
794,204,-0.0556,0.06251,0.04249,0.11912,0.79612,0.59329,0.50196,0.50196,0.06536,0.00204,0.73883,0.58558,-0.11116,-0.5831,0.80476,-1,0.55839,0.43741,0.99262
795,199,-0.05676,0.05326,0.0499,0.33547,0.3173,0.887,0.50196,0.50196,0.98431,1,0.80118,0.58339,-0.29018,-0.86098,0.41774,-1,0.5,0.5,1
796,198,-0.05224,0.05407,0.04804,0.24135,0.27195,0.93155,0.50196,0.50196,0.89396,1,0.7836,0.55131,-0.27236,-0.90237,0.33399,-1,0.5,0.5,1
797,205,-0.05336,0.05844,0.04599,0.17643,0.59591,0.78343,0.50196,0.50196,0.93088,1,0.76448,0.56384,-0.14994,-0.77035,0.61974,-1,0.5,0.5,1
798,205,-0.05336,0.05844,0.04599,0.17643,0.59591,0.78343,0.50196,0.50196,0.93088,1,0.76448,0.56384,-0.14994,-0.77035,0.61974,-1,0.5,0.5,1
799,200,-0.05768,0.05809,0.04792,0.32282,0.56219,0.7614,0.50196,0.50196,0.99216,1,0.77898,0.59572,-0.06456,-0.78952,0.61032,-1,0.5,0.5,1
800,199,-0.05676,0.05326,0.0499,0.33547,0.3173,0.887,0.50196,0.50196,0.98431,1,0.80118,0.58339,-0.29018,-0.86098,0.41774,-1,0.5,0.5,1
801,194,-0.06172,0.0202,0.05382,0.27889,0.01473,0.96021,0.50196,0.50196,1,0,0.97423,0.527,-0.38292,-0.91525,0.12526,-1,0.5,0.5,1
802,206,-0.05314,0.01761,0.05136,0.2727,0.28292,0.91956,0.50196,0.50196,1,0,0.9672,0.47505,-0.23677,-0.90666,0.34916,-1,0.5,0.5,1
803,197,-0.05243,0.03302,0.05084,0.29443,0.03784,0.95492,0.50196,0.50196,0.99216,0,0.89663,0.4991,-0.3247,-0.93581,0.1372,-1,0.5,0.5,1
804,207,-0.04638,0.03154,0.04888,0.27569,0.03173,0.96072,0.50196,0.50196,0.97703,0,0.88895,0.45882,-0.33142,-0.93503,0.12598,-1,0.5,0.5,1
805,197,-0.05243,0.03302,0.05084,0.29443,0.03784,0.95492,0.50196,0.50196,0.99216,0,0.89663,0.4991,-0.3247,-0.93581,0.1372,-1,0.5,0.5,1
806,206,-0.05314,0.01761,0.05136,0.2727,0.28292,0.91956,0.50196,0.50196,1,0,0.9672,0.47505,-0.23677,-0.90666,0.34916,-1,0.5,0.5,1
807,206,-0.05314,0.01761,0.05136,0.2727,0.28292,0.91956,0.50196,0.50196,1,0,0.9672,0.47505,-0.23677,-0.90666,0.34916,-1,0.5,0.5,1
808,208,-0.04676,0.01681,0.04949,0.28651,0.30325,0.90882,0.50196,0.50196,1,0,0.95999,0.43374,-0.23985,-0.89568,0.37448,-1,0.5,0.5,1
809,207,-0.04638,0.03154,0.04888,0.27569,0.03173,0.96072,0.50196,0.50196,0.97703,0,0.88895,0.45882,-0.33142,-0.93503,0.12598,-1,0.5,0.5,1
810,208,-0.04676,0.01681,0.04949,0.28651,0.30325,0.90882,0.50196,0.50196,1,0,0.95999,0.43374,-0.23985,-0.89568,0.37448,-1,0.5,0.5,1
811,209,-0.04056,0.03069,0.04752,0.27185,0.01676,0.96219,0.50196,0.50196,0.96462,0,0.8783,0.42522,-0.35339,-0.92825,0.11601,-1,0.5,0.5,1
812,207,-0.04638,0.03154,0.04888,0.27569,0.03173,0.96072,0.50196,0.50196,0.97703,0,0.88895,0.45882,-0.33142,-0.93503,0.12598,-1,0.5,0.5,1
813,208,-0.04676,0.01681,0.04949,0.28651,0.30325,0.90882,0.50196,0.50196,1,0,0.95999,0.43374,-0.23985,-0.89568,0.37448,-1,0.5,0.5,1
814,210,-0.04188,0.01639,0.04805,0.29922,0.36882,0.88002,0.50196,0.50196,1,0,0.94979,0.39839,-0.27546,-0.84962,0.44974,-1,0.5,0.5,1
815,209,-0.04056,0.03069,0.04752,0.27185,0.01676,0.96219,0.50196,0.50196,0.96462,0,0.8783,0.42522,-0.35339,-0.92825,0.11601,-1,0.5,0.5,1
816,211,-0.04604,0.0448,0.04827,0.22569,0.09479,0.96958,0.50196,0.50196,0.79243,1,0.83531,0.48712,-0.38223,-0.90684,0.17763,-1,0.5,0.5,1
817,207,-0.04638,0.03154,0.04888,0.27569,0.03173,0.96072,0.50196,0.50196,0.97703,0,0.88895,0.45882,-0.33142,-0.93503,0.12598,-1,0.5,0.5,1
818,209,-0.04056,0.03069,0.04752,0.27185,0.01676,0.96219,0.50196,0.50196,0.96462,0,0.8783,0.42522,-0.35339,-0.92825,0.11601,-1,0.5,0.5,1
819,211,-0.04604,0.0448,0.04827,0.22569,0.09479,0.96958,0.50196,0.50196,0.79243,1,0.83531,0.48712,-0.38223,-0.90684,0.17763,-1,0.5,0.5,1
820,196,-0.05183,0.04467,0.04978,0.30022,0.11335,0.94711,0.50196,0.50196,0.91774,1,0.84306,0.52108,-0.35573,-0.90798,0.22143,-1,0.5,0.5,1
821,197,-0.05243,0.03302,0.05084,0.29443,0.03784,0.95492,0.50196,0.50196,0.99216,0,0.89663,0.4991,-0.3247,-0.93581,0.1372,-1,0.5,0.5,1
822,197,-0.05243,0.03302,0.05084,0.29443,0.03784,0.95492,0.50196,0.50196,0.99216,0,0.89663,0.4991,-0.3247,-0.93581,0.1372,-1,0.5,0.5,1
823,207,-0.04638,0.03154,0.04888,0.27569,0.03173,0.96072,0.50196,0.50196,0.97703,0,0.88895,0.45882,-0.33142,-0.93503,0.12598,-1,0.5,0.5,1
824,211,-0.04604,0.0448,0.04827,0.22569,0.09479,0.96958,0.50196,0.50196,0.79243,1,0.83531,0.48712,-0.38223,-0.90684,0.17763,-1,0.5,0.5,1
825,198,-0.05224,0.05407,0.04804,0.24135,0.27195,0.93155,0.50196,0.50196,0.89396,1,0.7836,0.55131,-0.27236,-0.90237,0.33399,-1,0.5,0.5,1
826,196,-0.05183,0.04467,0.04978,0.30022,0.11335,0.94711,0.50196,0.50196,0.91774,1,0.84306,0.52108,-0.35573,-0.90798,0.22143,-1,0.5,0.5,1
827,211,-0.04604,0.0448,0.04827,0.22569,0.09479,0.96958,0.50196,0.50196,0.79243,1,0.83531,0.48712,-0.38223,-0.90684,0.17763,-1,0.5,0.5,1
828,209,-0.04056,0.03069,0.04752,0.27185,0.01676,0.96219,0.50196,0.50196,0.96462,0,0.8783,0.42522,-0.35339,-0.92825,0.11601,-1,0.5,0.5,1
829,212,-0.04016,0.04553,0.0472,0.2264,0.08891,0.96997,0.50196,0.50196,0.68405,1,0.82311,0.4554,-0.37579,-0.91076,0.1712,-1,0.5,0.5,1
830,211,-0.04604,0.0448,0.04827,0.22569,0.09479,0.96958,0.50196,0.50196,0.79243,1,0.83531,0.48712,-0.38223,-0.90684,0.17763,-1,0.5,0.5,1
831,209,-0.04056,0.03069,0.04752,0.27185,0.01676,0.96219,0.50196,0.50196,0.96462,0,0.8783,0.42522,-0.35339,-0.92825,0.11601,-1,0.5,0.5,1
832,210,-0.04188,0.01639,0.04805,0.29922,0.36882,0.88002,0.50196,0.50196,1,0,0.94979,0.39839,-0.27546,-0.84962,0.44974,-1,0.5,0.5,1
833,213,-0.03682,0.01642,0.04626,0.27232,0.44335,0.85398,0.50196,0.50196,1,0,0.93585,0.36986,-0.35203,-0.78008,0.51725,-1,0.5,0.5,1
834,213,-0.03682,0.01642,0.04626,0.27232,0.44335,0.85398,0.50196,0.50196,1,0,0.93585,0.36986,-0.35203,-0.78008,0.51725,-1,0.5,0.5,1
835,214,-0.03572,0.03061,0.04588,0.31054,-0.0142,0.95045,0.50196,0.50196,0.96264,0,0.86614,0.39645,-0.37446,-0.92086,0.10858,-1,0.5,0.5,1
836,209,-0.04056,0.03069,0.04752,0.27185,0.01676,0.96219,0.50196,0.50196,0.96462,0,0.8783,0.42522,-0.35339,-0.92825,0.11601,-1,0.5,0.5,1
837,212,-0.04016,0.04553,0.0472,0.2264,0.08891,0.96997,0.50196,0.50196,0.68405,1,0.82311,0.4554,-0.37579,-0.91076,0.1712,-1,0.5,0.5,1
838,209,-0.04056,0.03069,0.04752,0.27185,0.01676,0.96219,0.50196,0.50196,0.96462,0,0.8783,0.42522,-0.35339,-0.92825,0.11601,-1,0.5,0.5,1
839,214,-0.03572,0.03061,0.04588,0.31054,-0.0142,0.95045,0.50196,0.50196,0.96264,0,0.86614,0.39645,-0.37446,-0.92086,0.10858,-1,0.5,0.5,1
840,214,-0.03572,0.03061,0.04588,0.31054,-0.0142,0.95045,0.50196,0.50196,0.96264,0,0.86614,0.39645,-0.37446,-0.92086,0.10858,-1,0.5,0.5,1
841,213,-0.03682,0.01642,0.04626,0.27232,0.44335,0.85398,0.50196,0.50196,1,0,0.93585,0.36986,-0.35203,-0.78008,0.51725,-1,0.5,0.5,1
842,215,-0.02604,0.01742,0.04185,0.50684,0.28054,0.81511,0.50196,0.50196,1,0,0.9124,0.33084,-0.17343,-0.89305,0.4152,-1,0.5,0.5,1
843,215,-0.02604,0.01742,0.04185,0.50684,0.28054,0.81511,0.50196,0.50196,1,0,0.9124,0.33084,-0.17343,-0.89305,0.4152,-1,0.5,0.5,1
844,216,-0.02903,0.03103,0.04387,0.33213,-0.03366,0.94263,0.50196,0.50196,0.97504,0,0.851,0.36545,-0.3557,-0.93005,0.09211,-1,0.5,0.5,1
845,214,-0.03572,0.03061,0.04588,0.31054,-0.0142,0.95045,0.50196,0.50196,0.96264,0,0.86614,0.39645,-0.37446,-0.92086,0.10858,-1,0.5,0.5,1
846,217,-0.03543,0.04606,0.04593,0.24828,0.0916,0.96435,0.50196,0.50196,0.67341,1,0.81122,0.42756,-0.37529,-0.90868,0.18294,-1,0.5,0.5,1
847,214,-0.03572,0.03061,0.04588,0.31054,-0.0142,0.95045,0.50196,0.50196,0.96264,0,0.86614,0.39645,-0.37446,-0.92086,0.10858,-1,0.5,0.5,1
848,216,-0.02903,0.03103,0.04387,0.33213,-0.03366,0.94263,0.50196,0.50196,0.97504,0,0.851,0.36545,-0.3557,-0.93005,0.09211,-1,0.5,0.5,1
849,214,-0.03572,0.03061,0.04588,0.31054,-0.0142,0.95045,0.50196,0.50196,0.96264,0,0.86614,0.39645,-0.37446,-0.92086,0.10858,-1,0.5,0.5,1
850,217,-0.03543,0.04606,0.04593,0.24828,0.0916,0.96435,0.50196,0.50196,0.67341,1,0.81122,0.42756,-0.37529,-0.90868,0.18294,-1,0.5,0.5,1
851,212,-0.04016,0.04553,0.0472,0.2264,0.08891,0.96997,0.50196,0.50196,0.68405,1,0.82311,0.4554,-0.37579,-0.91076,0.1712,-1,0.5,0.5,1
852,212,-0.04016,0.04553,0.0472,0.2264,0.08891,0.96997,0.50196,0.50196,0.68405,1,0.82311,0.4554,-0.37579,-0.91076,0.1712,-1,0.5,0.5,1
853,217,-0.03543,0.04606,0.04593,0.24828,0.0916,0.96435,0.50196,0.50196,0.67341,1,0.81122,0.42756,-0.37529,-0.90868,0.18294,-1,0.5,0.5,1
854,218,-0.04207,0.05923,0.04508,0.0781,0.50987,0.8567,0.50196,0.50196,0.62939,1,0.74843,0.50504,-0.24797,-0.82238,0.51205,-1,0.5,0.5,1
855,94,-0.03664,0.06058,0.04365,0.13353,0.53629,0.8334,0.50196,0.50196,0.59208,1,0.7404,0.47416,-0.19468,-0.81036,0.55265,-1,0.5,0.5,1
856,218,-0.04207,0.05923,0.04508,0.0781,0.50987,0.8567,0.50196,0.50196,0.62939,1,0.74843,0.50504,-0.24797,-0.82238,0.51205,-1,0.5,0.5,1
857,217,-0.03543,0.04606,0.04593,0.24828,0.0916,0.96435,0.50196,0.50196,0.67341,1,0.81122,0.42756,-0.37529,-0.90868,0.18294,-1,0.5,0.5,1
858,216,-0.02903,0.03103,0.04387,0.33213,-0.03366,0.94263,0.50196,0.50196,0.97504,0,0.851,0.36545,-0.3557,-0.93005,0.09211,-1,0.5,0.5,1
859,89,-0.0292,0.04641,0.04422,0.30125,0.05802,0.95178,0.50196,0.50196,0.70365,1,0.79745,0.40063,-0.37442,-0.91078,0.17403,-1,0.5,0.5,1
860,217,-0.03543,0.04606,0.04593,0.24828,0.0916,0.96435,0.50196,0.50196,0.67341,1,0.81122,0.42756,-0.37529,-0.90868,0.18294,-1,0.5,0.5,1
861,219,-0.04723,0.05689,0.04657,0.10522,0.38875,0.91531,0.50196,0.50196,0.73028,1,0.76462,0.52607,-0.29289,-0.86748,0.40211,-1,0.5,0.5,1
862,211,-0.04604,0.0448,0.04827,0.22569,0.09479,0.96958,0.50196,0.50196,0.79243,1,0.83531,0.48712,-0.38223,-0.90684,0.17763,-1,0.5,0.5,1
863,212,-0.04016,0.04553,0.0472,0.2264,0.08891,0.96997,0.50196,0.50196,0.68405,1,0.82311,0.4554,-0.37579,-0.91076,0.1712,-1,0.5,0.5,1
864,212,-0.04016,0.04553,0.0472,0.2264,0.08891,0.96997,0.50196,0.50196,0.68405,1,0.82311,0.4554,-0.37579,-0.91076,0.1712,-1,0.5,0.5,1
865,218,-0.04207,0.05923,0.04508,0.0781,0.50987,0.8567,0.50196,0.50196,0.62939,1,0.74843,0.50504,-0.24797,-0.82238,0.51205,-1,0.5,0.5,1
866,219,-0.04723,0.05689,0.04657,0.10522,0.38875,0.91531,0.50196,0.50196,0.73028,1,0.76462,0.52607,-0.29289,-0.86748,0.40211,-1,0.5,0.5,1
867,89,-0.0292,0.04641,0.04422,0.30125,0.05802,0.95178,0.50196,0.50196,0.70365,1,0.79745,0.40063,-0.37442,-0.91078,0.17403,-1,0.5,0.5,1
868,216,-0.02903,0.03103,0.04387,0.33213,-0.03366,0.94263,0.50196,0.50196,0.97504,0,0.851,0.36545,-0.3557,-0.93005,0.09211,-1,0.5,0.5,1
869,82,-0.02253,0.03163,0.04099,0.47433,-0.08714,0.87602,0.50196,0.50196,0.99159,0,0.83345,0.33502,-0.38382,-0.916,0.1167,-1,0.5,0.5,1
870,82,-0.02253,0.03163,0.04099,0.47433,-0.08714,0.87602,0.50196,0.50196,0.99159,0,0.83345,0.33502,-0.38382,-0.916,0.1167,-1,0.5,0.5,1
871,216,-0.02903,0.03103,0.04387,0.33213,-0.03366,0.94263,0.50196,0.50196,0.97504,0,0.851,0.36545,-0.3557,-0.93005,0.09211,-1,0.5,0.5,1
872,215,-0.02604,0.01742,0.04185,0.50684,0.28054,0.81511,0.50196,0.50196,1,0,0.9124,0.33084,-0.17343,-0.89305,0.4152,-1,0.5,0.5,1
873,91,-0.02997,0.06105,0.04204,0.22677,0.46869,0.85376,0.50196,0.50196,0.63524,1,0.72947,0.42877,-0.21511,-0.83085,0.51324,-1,0.5,0.5,1
874,94,-0.03664,0.06058,0.04365,0.13353,0.53629,0.8334,0.50196,0.50196,0.59208,1,0.7404,0.47416,-0.19468,-0.81036,0.55265,-1,0.5,0.5,1
875,217,-0.03543,0.04606,0.04593,0.24828,0.0916,0.96435,0.50196,0.50196,0.67341,1,0.81122,0.42756,-0.37529,-0.90868,0.18294,-1,0.5,0.5,1
876,217,-0.03543,0.04606,0.04593,0.24828,0.0916,0.96435,0.50196,0.50196,0.67341,1,0.81122,0.42756,-0.37529,-0.90868,0.18294,-1,0.5,0.5,1
877,89,-0.0292,0.04641,0.04422,0.30125,0.05802,0.95178,0.50196,0.50196,0.70365,1,0.79745,0.40063,-0.37442,-0.91078,0.17403,-1,0.5,0.5,1
878,91,-0.02997,0.06105,0.04204,0.22677,0.46869,0.85376,0.50196,0.50196,0.63524,1,0.72947,0.42877,-0.21511,-0.83085,0.51324,-1,0.5,0.5,1
879,215,-0.02604,0.01742,0.04185,0.50684,0.28054,0.81511,0.50196,0.50196,1,0,0.9124,0.33084,-0.17343,-0.89305,0.4152,-1,0.5,0.5,1
880,84,-0.02377,0.01741,0.04006,0.7961,-0.08168,0.59962,0.50196,0.50196,1,0,0.88985,0.30006,-0.23235,-0.95616,0.17824,-1,0.5,0.5,1
881,82,-0.02253,0.03163,0.04099,0.47433,-0.08714,0.87602,0.50196,0.50196,0.99159,0,0.83345,0.33502,-0.38382,-0.916,0.1167,-1,0.5,0.5,1
882,218,-0.04207,0.05923,0.04508,0.0781,0.50987,0.8567,0.50196,0.50196,0.62939,1,0.74843,0.50504,-0.24797,-0.82238,0.51205,-1,0.5,0.5,1
883,94,-0.03664,0.06058,0.04365,0.13353,0.53629,0.8334,0.50196,0.50196,0.59208,1,0.7404,0.47416,-0.19468,-0.81036,0.55265,-1,0.5,0.5,1
884,95,-0.03815,0.06681,0.03696,0.00779,0.79091,0.61188,0.50196,0.50196,0.72015,1,0.69949,0.48519,0.05897,-0.6112,0.78928,-1,0.5,0.5,1
885,95,-0.03815,0.06681,0.03696,0.00779,0.79091,0.61188,0.50196,0.50196,0.72015,1,0.69949,0.48519,0.05897,-0.6112,0.78928,-1,0.5,0.5,1
886,102,-0.04475,0.06607,0.03753,-0.07814,0.80111,0.59339,0.50196,0.50196,0.83751,1,0.7025,0.52013,0.0006,-0.59517,0.8036,-1,0.5,0.5,1
887,218,-0.04207,0.05923,0.04508,0.0781,0.50987,0.8567,0.50196,0.50196,0.62939,1,0.74843,0.50504,-0.24797,-0.82238,0.51205,-1,0.5,0.5,1
888,211,-0.04604,0.0448,0.04827,0.22569,0.09479,0.96958,0.50196,0.50196,0.79243,1,0.83531,0.48712,-0.38223,-0.90684,0.17763,-1,0.5,0.5,1
889,219,-0.04723,0.05689,0.04657,0.10522,0.38875,0.91531,0.50196,0.50196,0.73028,1,0.76462,0.52607,-0.29289,-0.86748,0.40211,-1,0.5,0.5,1
