VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
180,73,-0.03693,-0.00412,-0.0515,-0.97335,-5.77E-06,0.22931,0,-1,0,1,0.45625,0.56208,0.21622,0.12655,0.67321
181,74,-0.03468,0.00414,-0.04195,-0.97335,-7.18E-06,0.22931,0,-1,0,1,0.43123,0.59061,0.06468,0.72371,0.60225
182,75,-0.03693,0.00412,-0.0515,-0.97335,0,0.22931,0,-1,0,1,0.43123,0.56208,0.29555,0.87357,0.76201
183,74,-0.03468,0.00414,-0.04195,-0.97335,-7.18E-06,0.22931,0,-1,0,1,0.43123,0.59061,0.06468,0.72371,0.60225
184,73,-0.03693,-0.00412,-0.0515,-0.97335,-5.77E-06,0.22931,0,-1,0,1,0.45625,0.56208,0.21622,0.12655,0.67321
185,76,-0.03468,-0.00414,-0.04195,-0.97335,-0.00001,0.22932,0,-1,0,1,0.45625,0.59061,0.15596,0.14624,0.58057
186,77,0.35975,-0.00992,0.01286,0.90508,-0.00029,-0.42525,0,1,0,-1,0.01793,0.05565,0.82561,0.15232,0.34803
187,78,0.37577,0.00912,0.04694,0.90506,-0.00018,-0.42529,0,1,0,-1,0.04379,0.01214,0.90835,0.72071,0.31416
188,79,0.37577,-0.00912,0.04695,0.90504,-0.00011,-0.42533,0,1,0,-1,0.01793,0.01214,0.82743,0.15135,0.35429
189,78,0.37577,0.00912,0.04694,0.90506,-0.00018,-0.42529,0,1,0,-1,0.04379,0.01214,0.90835,0.72071,0.31416
190,77,0.35975,-0.00992,0.01286,0.90508,-0.00029,-0.42525,0,1,0,-1,0.01793,0.05565,0.82561,0.15232,0.34803
191,80,0.35976,0.01005,0.01286,0.90509,-0.00036,-0.42521,0,1,0,-1,0.04379,0.05565,0.71427,0.94001,0.39763
192,81,-0.09445,-0.01597,0.08098,-0.32488,0,0.94576,0,1,0,-1,0.47109,0.71759,0.34849,0.30478,0.93467
193,82,-0.13556,0.0155,0.06686,-0.63875,-5.09E-06,0.76941,0,1,0,-1,0.49089,0.69033,0.23416,0.78409,0.81404
194,83,-0.13556,-0.0155,0.06686,-0.63865,-1.18E-07,0.7695,0,1,0,-1,0.47109,0.69033,0.29016,0.11419,0.739
195,82,-0.13556,0.0155,0.06686,-0.63875,-5.09E-06,0.76941,0,1,0,-1,0.49089,0.69033,0.23416,0.78409,0.81404
196,81,-0.09445,-0.01597,0.08098,-0.32488,0,0.94576,0,1,0,-1,0.47109,0.71759,0.34849,0.30478,0.93467
197,84,-0.09445,0.01597,0.08098,-0.32488,2.47E-07,0.94576,0,1,0,-1,0.49089,0.71759,0.369,0.80827,0.87123
198,82,-0.13556,0.0155,0.06686,-0.63875,-5.09E-06,0.76941,0,1,0,-1,0.49089,0.69033,0.23416,0.78409,0.81404
199,85,-0.17554,-0.01464,-0.00444,-0.87223,-0.00003,0.4891,0,1,0,-1,0.47109,0.63907,0.21728,0.10035,0.60174
200,83,-0.13556,-0.0155,0.06686,-0.63865,-1.18E-07,0.7695,0,1,0,-1,0.47109,0.69033,0.29016,0.11419,0.739
201,85,-0.17554,-0.01464,-0.00444,-0.87223,-0.00003,0.4891,0,1,0,-1,0.47109,0.63907,0.21728,0.10035,0.60174
202,82,-0.13556,0.0155,0.06686,-0.63875,-5.09E-06,0.76941,0,1,0,-1,0.49089,0.69033,0.23416,0.78409,0.81404
203,86,-0.17555,0.01473,-0.00446,-0.87222,-0.00004,0.48911,0,1,0,-1,0.49089,0.63907,0.30954,0.96059,0.53975
204,87,-0.11015,-0.01149,-0.04315,0.87673,-0.00004,-0.48099,0.48099,0.00135,0.87673,-1,0.85403,0.66229,0.78614,0.33531,0.1245
205,88,-0.07975,0.02774,0.01228,0.87675,-0.00012,-0.48094,0.48094,0,0.87675,-1,0.91586,0.70142,0.60869,0.97326,0.3808
206,89,-0.07976,-0.02768,0.01227,0.87677,-0.00017,-0.48092,0.48092,-0.00166,0.87677,-1,0.91585,0.64629,0.53704,0.00943,0.41073
207,88,-0.07975,0.02774,0.01228,0.87675,-0.00012,-0.48094,0.48094,0,0.87675,-1,0.91586,0.70142,0.60869,0.97326,0.3808
208,87,-0.11015,-0.01149,-0.04315,0.87673,-0.00004,-0.48099,0.48099,0.00135,0.87673,-1,0.85403,0.66229,0.78614,0.33531,0.1245
209,90,-0.11017,0.01157,-0.04316,0.8767,0.00006,-0.48104,0.48104,0.00373,0.87669,-1,0.85401,0.68543,0.63302,0.66124,0.04579
210,91,-0.13915,-0.00946,-0.04305,-0.00376,-0.00017,-0.99999,0.99999,0,-0.00376,-1,0.82567,0.66432,0.39064,0.2489,0.08168
211,92,-0.11017,0.01157,-0.04316,-0.0036,-0.00039,-0.99999,0.99999,0,-0.0036,-1,0.85401,0.68543,0.63302,0.66124,0.04579
212,93,-0.11015,-0.01149,-0.04315,-0.00331,-0.00079,-0.99999,0.99999,0,-0.00331,-1,0.85403,0.66229,0.78614,0.33531,0.1245
213,92,-0.11017,0.01157,-0.04316,-0.0036,-0.00039,-0.99999,0.99999,0,-0.0036,-1,0.85401,0.68543,0.63302,0.66124,0.04579
214,91,-0.13915,-0.00946,-0.04305,-0.00376,-0.00017,-0.99999,0.99999,0,-0.00376,-1,0.82567,0.66432,0.39064,0.2489,0.08168
215,94,-0.13914,0.00945,-0.04305,-0.00409,0.00029,-0.99999,0.99999,0,-0.00409,-1,0.82567,0.68328,0.29402,0.7527,0.1209
216,95,-0.15274,-0.01333,-0.02844,-0.732,0.00008,-0.6813,0.6813,0,-0.732,-1,0.80616,0.66051,0.33372,0.16578,0.16736
217,96,-0.13914,0.00945,-0.04305,-0.73197,0.00004,-0.68133,0.68133,0,-0.73197,-1,0.82567,0.68328,0.29402,0.7527,0.1209
218,97,-0.13915,-0.00946,-0.04305,-0.7322,0.00034,-0.68109,0.68108,0.00358,-0.7322,-1,0.82567,0.66432,0.39064,0.2489,0.08168
219,96,-0.13914,0.00945,-0.04305,-0.73197,0.00004,-0.68133,0.68133,0,-0.73197,-1,0.82567,0.68328,0.29402,0.7527,0.1209
220,95,-0.15274,-0.01333,-0.02844,-0.732,0.00008,-0.6813,0.6813,0,-0.732,-1,0.80616,0.66051,0.33372,0.16578,0.16736
221,98,-0.15274,0.01335,-0.02845,-0.73182,-0.00016,-0.6815,0.6815,-0.00292,-0.73181,-1,0.80616,0.68711,0.44403,0.83438,0.1325
222,99,-0.16571,-0.01166,-0.03162,0.2377,0.00004,-0.97134,0.97134,0,0.2377,-1,0.79309,0.66216,0.58189,0.28917,0.05408
223,100,-0.15274,0.01335,-0.02845,0.23736,0.00023,-0.97142,0.97142,0,0.23736,-1,0.80616,0.68711,0.44403,0.83438,0.1325
224,101,-0.15274,-0.01333,-0.02844,0.23797,-0.00011,-0.97127,0.97127,-0.00105,0.23797,-1,0.80616,0.66051,0.33372,0.16578,0.16736
225,100,-0.15274,0.01335,-0.02845,0.23736,0.00023,-0.97142,0.97142,0,0.23736,-1,0.80616,0.68711,0.44403,0.83438,0.1325
226,99,-0.16571,-0.01166,-0.03162,0.2377,0.00004,-0.97134,0.97134,0,0.2377,-1,0.79309,0.66216,0.58189,0.28917,0.05408
227,102,-0.16571,0.0116,-0.03161,0.23705,0.0004,-0.9715,0.9715,0.00108,0.23705,-1,0.7931,0.68538,0.54692,0.82867,0.12613
228,103,0.03161,-0.01873,-0.00314,0.05216,-0.99814,-0.03155,0.99165,0.0555,-0.11643,-1,0.09376,0.2401,0.53028,0.00119,0.4835
229,104,-0.0649,-0.02787,0.04696,-0.02993,-0.99879,0.03912,0.99194,-0.0345,-0.12189,-1,0.04013,0.22043,0.4874,0.00112,0.53103
230,105,-0.07976,-0.02768,0.01227,-0.068,-0.99738,-0.02469,0.98938,-0.06423,-0.13039,-1,0.0347,0.23943,0.53704,0.00943,0.41073
231,104,-0.0649,-0.02787,0.04696,-0.02993,-0.99879,0.03912,0.99194,-0.0345,-0.12189,-1,0.04013,0.22043,0.4874,0.00112,0.53103
232,103,0.03161,-0.01873,-0.00314,0.05216,-0.99814,-0.03155,0.99165,0.0555,-0.11643,-1,0.09376,0.2401,0.53028,0.00119,0.4835
233,106,0.03142,-0.02063,0.05807,0.05298,-0.99816,-0.02941,0.9916,0.05607,-0.11654,-1,0.08954,0.20828,0.52341,0.00063,0.49102
234,107,0.35975,-0.00992,0.01286,0.03317,-0.99944,0.00415,0.99362,0.03253,-0.10795,-1,0.23701,0.21328,0.82561,0.15232,0.34803
235,106,0.03142,-0.02063,0.05807,0.05298,-0.99816,-0.02941,0.9916,0.05607,-0.11654,-1,0.08954,0.20828,0.52341,0.00063,0.49102
236,103,0.03161,-0.01873,-0.00314,0.05216,-0.99814,-0.03155,0.99165,0.0555,-0.11643,-1,0.09376,0.2401,0.53028,0.00119,0.4835
237,106,0.03142,-0.02063,0.05807,0.05298,-0.99816,-0.02941,0.9916,0.05607,-0.11654,-1,0.08954,0.20828,0.52341,0.00063,0.49102
238,107,0.35975,-0.00992,0.01286,0.03317,-0.99944,0.00415,0.99362,0.03253,-0.10795,-1,0.23701,0.21328,0.82561,0.15232,0.34803
239,108,0.37577,-0.00912,0.04695,0.03365,-0.9994,0.00762,0.99362,0.03263,-0.10797,-1,0.24308,0.1945,0.82743,0.15135,0.35429
240,109,-0.0649,-0.02787,0.04696,-0.02993,-0.99879,0.03912,-0.88023,0.04488,0.47242,-1,0.17128,0.58072,0.4874,0.00112,0.53103
241,110,-0.13556,-0.0155,0.06686,-0.13628,-0.98392,0.11544,-0.8688,0.17469,0.46333,-1,0.28564,0.55625,0.29016,0.11419,0.739
242,111,-0.07976,-0.02768,0.01227,-0.068,-0.99738,-0.02469,-0.88615,0.04901,0.4608,-1,0.16761,0.52229,0.53704,0.00943,0.41073
243,110,-0.13556,-0.0155,0.06686,-0.13628,-0.98392,0.11544,-0.8688,0.17469,0.46333,-1,0.28564,0.55625,0.29016,0.11419,0.739
244,109,-0.0649,-0.02787,0.04696,-0.02993,-0.99879,0.03912,-0.88023,0.04488,0.47242,-1,0.17128,0.58072,0.4874,0.00112,0.53103
245,112,-0.09445,-0.01597,0.08098,-0.09747,-0.96276,0.25217,-0.86418,0.20755,0.45838,-1,0.23877,0.60627,0.34849,0.30478,0.93467
246,111,-0.07976,-0.02768,0.01227,-0.068,-0.99738,-0.02469,-0.88615,0.04901,0.4608,-1,0.16761,0.52229,0.53704,0.00943,0.41073
247,110,-0.13556,-0.0155,0.06686,-0.13628,-0.98392,0.11544,-0.8688,0.17469,0.46333,-1,0.28564,0.55625,0.29016,0.11419,0.739
248,113,-0.17554,-0.01464,-0.00444,-0.12029,-0.99056,-0.0657,-0.88351,0.07664,0.4621,-1,0.28564,0.42921,0.21728,0.10035,0.60174
249,113,-0.17554,-0.01464,-0.00444,-0.12029,-0.99056,-0.0657,-0.88351,0.07664,0.4621,-1,0.28564,0.42921,0.21728,0.10035,0.60174
250,114,-0.15274,-0.01333,-0.02844,-0.07882,-0.97798,-0.19323,-0.89277,-0.01699,0.45019,-1,0.23853,0.41202,0.33372,0.16578,0.16736
251,111,-0.07976,-0.02768,0.01227,-0.068,-0.99738,-0.02469,-0.88615,0.04901,0.4608,-1,0.16761,0.52229,0.53704,0.00943,0.41073
252,115,-0.13915,-0.00946,-0.04305,-0.04333,-0.96184,-0.27018,-0.89657,-0.08187,0.43527,-1,0.20921,0.40025,0.39064,0.2489,0.08168
253,111,-0.07976,-0.02768,0.01227,-0.068,-0.99738,-0.02469,-0.88615,0.04901,0.4608,-1,0.16761,0.52229,0.53704,0.00943,0.41073
254,114,-0.15274,-0.01333,-0.02844,-0.07882,-0.97798,-0.19323,-0.89277,-0.01699,0.45019,-1,0.23853,0.41202,0.33372,0.16578,0.16736
255,111,-0.07976,-0.02768,0.01227,-0.068,-0.99738,-0.02469,-0.88615,0.04901,0.4608,-1,0.16761,0.52229,0.53704,0.00943,0.41073
256,115,-0.13915,-0.00946,-0.04305,-0.04333,-0.96184,-0.27018,-0.89657,-0.08187,0.43527,-1,0.20921,0.40025,0.39064,0.2489,0.08168
257,116,-0.11015,-0.01149,-0.04315,-0.06827,-0.96708,-0.24514,-0.89461,-0.04942,0.4441,-1,0.16761,0.42083,0.78614,0.33531,0.1245
258,114,-0.15274,-0.01333,-0.02844,-0.07882,-0.97798,-0.19323,-0.89277,-0.01699,0.45019,-1,0.23853,0.41202,0.33372,0.16578,0.16736
259,113,-0.17554,-0.01464,-0.00444,-0.12029,-0.99056,-0.0657,-0.88351,0.07664,0.4621,-1,0.28564,0.42921,0.21728,0.10035,0.60174
260,117,-0.16571,-0.01166,-0.03162,-0.0923,-0.98564,-0.14138,-0.88896,0.0176,0.45766,-1,0.25424,0.39819,0.58189,0.28917,0.05408
261,118,0.0316,0.01902,-0.00313,0.04334,0.99814,-0.04298,0.99203,-0.0481,-0.11648,1,1.09376,0.2401,0.52662,0.99904,0.48419
262,119,-0.0649,0.02646,0.04695,-0.0213,0.9981,0.05781,0.99231,0.02815,-0.1205,1,1.04013,0.22043,0.48924,0.99873,0.53388
263,120,0.03142,0.02204,0.05808,0.04061,0.99807,-0.04693,0.99212,-0.04585,-0.1166,1,1.08954,0.20828,0.51984,0.99939,0.48527
264,119,-0.0649,0.02646,0.04695,-0.0213,0.9981,0.05781,0.99231,0.02815,-0.1205,1,1.04013,0.22043,0.48924,0.99873,0.53388
265,118,0.0316,0.01902,-0.00313,0.04334,0.99814,-0.04298,0.99203,-0.0481,-0.11648,1,1.09376,0.2401,0.52662,0.99904,0.48419
266,121,-0.07975,0.02774,0.01228,-0.05918,0.99824,-0.0039,0.99016,0.05821,-0.12729,1,1.0347,0.23943,0.60869,0.97326,0.3808
267,120,0.03142,0.02204,0.05808,0.04061,0.99807,-0.04693,0.99212,-0.04585,-0.1166,1,1.08954,0.20828,0.51984,0.99939,0.48527
268,122,0.35976,0.01005,0.01286,0.03707,0.9993,0.0043,0.99349,-0.03639,-0.10795,1,1.23701,0.21328,0.71427,0.94001,0.39763
269,118,0.0316,0.01902,-0.00313,0.04334,0.99814,-0.04298,0.99203,-0.0481,-0.11648,1,1.09376,0.2401,0.52662,0.99904,0.48419
270,122,0.35976,0.01005,0.01286,0.03707,0.9993,0.0043,0.99349,-0.03639,-0.10795,1,1.23701,0.21328,0.71427,0.94001,0.39763
271,120,0.03142,0.02204,0.05808,0.04061,0.99807,-0.04693,0.99212,-0.04585,-0.1166,1,1.08954,0.20828,0.51984,0.99939,0.48527
272,123,0.37577,0.00912,0.04694,0.03779,0.99924,0.00958,0.99348,-0.03654,-0.10797,1,1.24308,0.1945,0.90835,0.72071,0.31416
273,124,-0.15274,0.01335,-0.02845,-0.07931,0.97728,-0.19655,-0.89292,0.01801,0.44985,1,1.23853,0.41202,0.44403,0.83438,0.1325
274,125,-0.17555,0.01473,-0.00446,-0.12062,0.9904,-0.06757,-0.88369,-0.07611,0.46185,1,1.28564,0.42921,0.30954,0.96059,0.53975
275,126,-0.07975,0.02774,0.01228,-0.05918,0.99824,-0.0039,-0.88542,-0.05069,0.46201,1,1.16761,0.52229,0.60869,0.97326,0.3808
276,125,-0.17555,0.01473,-0.00446,-0.12062,0.9904,-0.06757,-0.88369,-0.07611,0.46185,1,1.28564,0.42921,0.30954,0.96059,0.53975
277,124,-0.15274,0.01335,-0.02845,-0.07931,0.97728,-0.19655,-0.89292,0.01801,0.44985,1,1.23853,0.41202,0.44403,0.83438,0.1325
278,127,-0.16571,0.0116,-0.03161,-0.09649,0.98419,-0.1485,-0.8889,-0.01808,0.45775,1,1.25424,0.39819,0.54692,0.82867,0.12613
279,126,-0.07975,0.02774,0.01228,-0.05918,0.99824,-0.0039,-0.88542,-0.05069,0.46201,1,1.16761,0.52229,0.60869,0.97326,0.3808
280,128,-0.13914,0.00945,-0.04305,-0.04407,0.96169,-0.27057,-0.89656,0.0814,0.43538,1,1.20921,0.40025,0.29402,0.7527,0.1209
281,124,-0.15274,0.01335,-0.02845,-0.07931,0.97728,-0.19655,-0.89292,0.01801,0.44985,1,1.23853,0.41202,0.44403,0.83438,0.1325
282,128,-0.13914,0.00945,-0.04305,-0.04407,0.96169,-0.27057,-0.89656,0.0814,0.43538,1,1.20921,0.40025,0.29402,0.7527,0.1209
283,126,-0.07975,0.02774,0.01228,-0.05918,0.99824,-0.0039,-0.88542,-0.05069,0.46201,1,1.16761,0.52229,0.60869,0.97326,0.3808
284,129,-0.11017,0.01157,-0.04316,-0.07158,0.9674,-0.24292,-0.89416,0.04568,0.4454,1,1.16761,0.42083,0.63302,0.66124,0.04579
285,126,-0.07975,0.02774,0.01228,-0.05918,0.99824,-0.0039,-0.88542,-0.05069,0.46201,1,1.16761,0.52229,0.60869,0.97326,0.3808
286,125,-0.17555,0.01473,-0.00446,-0.12062,0.9904,-0.06757,-0.88369,-0.07611,0.46185,1,1.28564,0.42921,0.30954,0.96059,0.53975
287,130,-0.13556,0.0155,0.06686,-0.12789,0.98516,0.11444,-0.87007,-0.16683,0.46384,1,1.28564,0.55625,0.23416,0.78409,0.81404
288,130,-0.13556,0.0155,0.06686,-0.12789,0.98516,0.11444,-0.87007,-0.16683,0.46384,1,1.28564,0.55625,0.23416,0.78409,0.81404
289,131,-0.0649,0.02646,0.04695,-0.0213,0.9981,0.05781,-0.8792,-0.04623,0.47421,1,1.17128,0.58072,0.48924,0.99873,0.53388
290,126,-0.07975,0.02774,0.01228,-0.05918,0.99824,-0.0039,-0.88542,-0.05069,0.46201,1,1.16761,0.52229,0.60869,0.97326,0.3808
291,131,-0.0649,0.02646,0.04695,-0.0213,0.9981,0.05781,-0.8792,-0.04623,0.47421,1,1.17128,0.58072,0.48924,0.99873,0.53388
292,130,-0.13556,0.0155,0.06686,-0.12789,0.98516,0.11444,-0.87007,-0.16683,0.46384,1,1.28564,0.55625,0.23416,0.78409,0.81404
293,132,-0.09445,0.01597,0.08098,-0.08765,0.9708,0.22331,-0.86828,-0.18434,0.46056,1,1.23877,0.60627,0.369,0.80827,0.87123
294,133,-0.3104,0.01912,0.0227,-0.12089,0.98915,0.08349,-0.89318,-0.14509,0.42566,1,0.56703,0.44394,0.14971,0.83628,0.38077
295,134,-0.28466,0.0212,0.03514,-0.12028,0.98905,0.08553,-0.89328,-0.14541,0.42533,1,0.50189,0.52478,0.43979,0.99454,0.54253
296,135,-0.29327,0.02163,0.01776,-0.12106,0.98921,0.08255,-0.89296,-0.14485,0.4262,1,0.50189,0.45453,0.43936,0.99462,0.54095
297,134,-0.28466,0.0212,0.03514,-0.12028,0.98905,0.08553,-0.89328,-0.14541,0.42533,1,0.50189,0.52478,0.43979,0.99454,0.54253
298,133,-0.3104,0.01912,0.0227,-0.12089,0.98915,0.08349,-0.89318,-0.14509,0.42566,1,0.56703,0.44394,0.14971,0.83628,0.38077
299,136,-0.32785,0.01456,0.05121,-0.1202,0.98921,0.08378,-0.89287,-0.14461,0.42647,1,0.6705,0.51009,0.24012,0.8959,0.33961
300,136,-0.32785,0.01456,0.05121,-0.1202,0.98921,0.08378,-0.89287,-0.14461,0.42647,1,0.6705,0.51009,0.24012,0.8959,0.33961
301,137,-0.27791,0.0216,0.03994,-0.12023,0.98906,0.08552,-0.89327,-0.14537,0.42536,1,0.48677,0.55101,0.60837,0.84514,0.84516
302,134,-0.28466,0.0212,0.03514,-0.12028,0.98905,0.08553,-0.89328,-0.14541,0.42533,1,0.50189,0.52478,0.43979,0.99454,0.54253
303,136,-0.32785,0.01456,0.05121,-0.1202,0.98921,0.08378,-0.89287,-0.14461,0.42647,1,0.6705,0.51009,0.24012,0.8959,0.33961
304,138,-0.34302,0.01105,0.07099,-0.11745,0.98939,0.08553,-0.8919,-0.14296,0.42905,1,0.75479,0.55091,0.28377,0.82747,0.80985
305,137,-0.27791,0.0216,0.03994,-0.12023,0.98906,0.08552,-0.89327,-0.14537,0.42536,1,0.48677,0.55101,0.60837,0.84514,0.84516
306,138,-0.34302,0.01105,0.07099,-0.11745,0.98939,0.08553,-0.8919,-0.14296,0.42905,1,0.75479,0.55091,0.28377,0.82747,0.80985
307,136,-0.32785,0.01456,0.05121,-0.1202,0.98921,0.08378,-0.89287,-0.14461,0.42647,1,0.6705,0.51009,0.24012,0.8959,0.33961
308,139,-0.34903,0.01118,0.06142,-0.11614,0.98946,0.08654,-0.89148,-0.14226,0.43014,1,0.75479,0.51009,0.12822,0.73074,0.25806
309,135,-0.29327,0.02163,0.01776,-0.12106,0.98921,0.08255,-0.89296,-0.14485,0.4262,1,0.50189,0.45453,0.43936,0.99462,0.54095
310,140,-0.30294,0.02153,0.00447,-0.12166,0.98929,0.08066,-0.893,-0.14457,0.42622,1,0.51314,0.39597,0.37977,0.82833,0.14258
311,133,-0.3104,0.01912,0.0227,-0.12089,0.98915,0.08349,-0.89318,-0.14509,0.42566,1,0.56703,0.44394,0.14971,0.83628,0.38077
312,140,-0.30294,0.02153,0.00447,-0.12166,0.98929,0.08066,-0.893,-0.14457,0.42622,1,0.51314,0.39597,0.37977,0.82833,0.14258
313,135,-0.29327,0.02163,0.01776,-0.12106,0.98921,0.08255,-0.89296,-0.14485,0.4262,1,0.50189,0.45453,0.43936,0.99462,0.54095
314,141,-0.29583,0.02227,0.0061,-0.12172,0.98928,0.08071,-0.89299,-0.14465,0.4262,1,0.49214,0.41237,0.53673,0.87281,0.16884
315,142,-0.27791,0.0216,0.03994,0.42979,0.00105,0.90293,0.01255,-0.99991,-0.00481,1,0.33239,0.56408,0.60837,0.84514,0.84516
316,143,-0.3438,0.00504,0.07132,0.43089,-0.00434,0.90239,-0.10673,-0.99321,0.04619,1,0.34732,0.47198,0.50462,0.52903,0.99914
317,144,-0.27758,0.00541,0.03981,0.42972,0.00142,0.90296,0.02062,-0.99975,-0.00824,1,0.34732,0.56408,0.71486,0.50071,0.95148
318,143,-0.3438,0.00504,0.07132,0.43089,-0.00434,0.90239,-0.10673,-0.99321,0.04619,1,0.34732,0.47198,0.50462,0.52903,0.99914
319,142,-0.27791,0.0216,0.03994,0.42979,0.00105,0.90293,0.01255,-0.99991,-0.00481,1,0.33239,0.56408,0.60837,0.84514,0.84516
320,145,-0.34302,0.01105,0.07099,0.4311,-0.00538,0.90229,-0.12952,-0.98999,0.05598,1,0.33239,0.47198,0.28377,0.82747,0.80985
321,146,-0.30294,0.02153,0.00447,0.21987,0.01711,-0.97538,0.02626,-0.99959,-0.01162,1,0.33239,0.35845,0.37977,0.82833,0.14258
322,147,-0.29538,0.00549,0.0059,0.21798,0.01618,-0.97582,0.02476,-0.99963,-0.01105,1,0.34732,0.34905,0.60945,0.50832,0.0122
323,148,-0.30256,0.00548,0.0043,0.21688,0.01564,-0.97607,0.02388,-0.99966,-0.01071,1,0.34732,0.35845,0.1588,0.49829,0.13452
324,147,-0.29538,0.00549,0.0059,0.21798,0.01618,-0.97582,0.02476,-0.99963,-0.01105,1,0.34732,0.34905,0.60945,0.50832,0.0122
325,146,-0.30294,0.02153,0.00447,0.21987,0.01711,-0.97538,0.02626,-0.99959,-0.01162,1,0.33239,0.35845,0.37977,0.82833,0.14258
326,149,-0.29583,0.02227,0.0061,0.22091,0.01762,-0.97513,0.02708,-0.99956,-0.01193,1,0.33239,0.34905,0.53673,0.87281,0.16884
327,150,-0.3104,0.01912,0.0227,-0.89307,-0.00815,-0.44984,0.01171,-0.99992,-0.00515,1,0.33239,0.38387,0.14971,0.83628,0.38077
328,151,-0.30256,0.00548,0.0043,-0.92339,-0.01328,-0.38364,0.01768,-0.99981,-0.00796,1,0.34732,0.35845,0.1588,0.49829,0.13452
329,152,-0.31029,0.00542,0.02265,-0.88928,-0.00258,-0.45736,0.00371,-0.99999,-0.00157,1,0.34732,0.38387,0.06181,0.50266,0.25921
330,151,-0.30256,0.00548,0.0043,-0.92339,-0.01328,-0.38364,0.01768,-0.99981,-0.00796,1,0.34732,0.35845,0.1588,0.49829,0.13452
331,150,-0.3104,0.01912,0.0227,-0.89307,-0.00815,-0.44984,0.01171,-0.99992,-0.00515,1,0.33239,0.38387,0.14971,0.83628,0.38077
332,153,-0.30294,0.02153,0.00447,-0.92455,-0.01801,-0.38063,0.02388,-0.99966,-0.01071,1,0.33239,0.35845,0.37977,0.82833,0.14258
333,152,-0.31029,0.00542,0.02265,-0.88928,-0.00258,-0.45736,0.00371,-0.99999,-0.00157,1,0.34732,0.38387,0.06181,0.50266,0.25921
334,154,-0.32785,0.01456,0.05121,-0.69298,0.01213,-0.72085,-0.0348,-0.99926,0.01665,1,0.33239,0.42703,0.24012,0.8959,0.33961
335,150,-0.3104,0.01912,0.0227,-0.89307,-0.00815,-0.44984,0.01171,-0.99992,-0.00515,1,0.33239,0.38387,0.14971,0.83628,0.38077
336,154,-0.32785,0.01456,0.05121,-0.69298,0.01213,-0.72085,-0.0348,-0.99926,0.01665,1,0.33239,0.42703,0.24012,0.8959,0.33961
337,152,-0.31029,0.00542,0.02265,-0.88928,-0.00258,-0.45736,0.00371,-0.99999,-0.00157,1,0.34732,0.38387,0.06181,0.50266,0.25921
338,155,-0.32824,0.00524,0.05138,-0.66095,0.0148,-0.75028,-0.04828,-0.99857,0.02282,1,0.34732,0.42703,0.20356,0.506,0.0974
339,155,-0.32824,0.00524,0.05138,-0.66095,0.0148,-0.75028,-0.04828,-0.99857,0.02282,1,0.34732,0.42703,0.20356,0.506,0.0974
340,156,-0.34903,0.01118,0.06142,-0.43405,0.00533,-0.90087,-0.10719,-0.99318,0.04577,1,0.33239,0.45741,0.12822,0.73074,0.25806
341,154,-0.32785,0.01456,0.05121,-0.69298,0.01213,-0.72085,-0.0348,-0.99926,0.01665,1,0.33239,0.42703,0.24012,0.8959,0.33961
342,156,-0.34903,0.01118,0.06142,-0.43405,0.00533,-0.90087,-0.10719,-0.99318,0.04577,1,0.33239,0.45741,0.12822,0.73074,0.25806
343,155,-0.32824,0.00524,0.05138,-0.66095,0.0148,-0.75028,-0.04828,-0.99857,0.02282,1,0.34732,0.42703,0.20356,0.506,0.0974
344,157,-0.34979,0.00511,0.06175,-0.43384,0.00623,-0.90097,-0.1246,-0.99078,0.05315,1,0.34732,0.45741,0.0056,0.56545,0.53584
345,158,-0.34302,0.01105,0.07099,-0.83897,0.1377,0.52647,-0.12796,-0.99025,0.05508,1,0.33239,0.47198,0.28377,0.82747,0.80985
346,159,-0.34979,0.00511,0.06175,-0.83862,0.13558,0.52757,-0.12615,-0.99054,0.05404,1,0.34732,0.45741,0.0056,0.56545,0.53584
347,160,-0.3438,0.00504,0.07132,-0.83927,0.13952,0.52552,-0.12952,-0.98999,0.05598,1,0.34732,0.47198,0.50462,0.52903,0.99914
348,159,-0.34979,0.00511,0.06175,-0.83862,0.13558,0.52757,-0.12615,-0.99054,0.05404,1,0.34732,0.45741,0.0056,0.56545,0.53584
349,158,-0.34302,0.01105,0.07099,-0.83897,0.1377,0.52647,-0.12796,-0.99025,0.05508,1,0.33239,0.47198,0.28377,0.82747,0.80985
350,161,-0.34903,0.01118,0.06142,-0.83832,0.13377,0.52851,-0.1246,-0.99078,0.05315,1,0.33239,0.45741,0.12822,0.73074,0.25806
351,162,-0.3104,-0.01912,0.0227,-0.12089,-0.98915,0.08349,-0.89318,0.14509,0.42566,-1,1.56703,0.44394,0.14972,0.16372,0.38077
352,163,-0.28466,-0.0212,0.03514,-0.12028,-0.98905,0.08553,-0.89328,0.14541,0.42533,-1,1.50189,0.52478,0.43979,0.00546,0.54253
