VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
1129, 264, -0.33243, -0.10383, -0.17254,  0.03761, -0.93116,  0.36268,  0.06179,  0.01047,  0.02084,  0.02188
1130, 259, -0.29594, -0.08301, -0.15194,  0.84447, -0.2415, -0.47807,  0.06034,  0.00926,  0.02083,  0.02188
1131, 264, -0.33243, -0.10383, -0.17254,  0.03761, -0.93116,  0.36268,  0.06179,  0.01047,  0.02084,  0.02188
1132, 260, -0.2789, -0.10453, -0.15598,  0.43785,  0.34934, -0.8284,  0.05958,  0.01028,  0.02083,  0.02188
1133, 265, -0.32067, -0.11578, -0.1864,  0.18077,  0.81544, -0.54989,  0.06137,  0.01136,  0.02083,  0.02188
1134, 255, -0.23029, -0.05277, -0.04889,  0.9829,  0.00526, -0.18405,  0.05553,  0.00671,  0.02081,  0.02187
1135, 266, -0.22904, -0.14781, -0.0354,  0.99736, -0.01698, -0.07066,  0.05388,  0.01038,  0.0208,  0.02188
1136, 262, -0.23437, -0.13584, -0.0779,  0.97947,  0.02182, -0.20039,  0.05551,  0.01025,  0.02081,  0.02188
1137, 266, -0.22904, -0.14781, -0.0354,  0.99736, -0.01698, -0.07066,  0.05388,  0.01038,  0.0208,  0.02188
1138, 255, -0.23029, -0.05277, -0.04889,  0.9829,  0.00526, -0.18405,  0.05553,  0.00671,  0.02081,  0.02187
1139, 267, -0.2263, -0.05323, -0.01877,  0.9967, -0.01413, -0.07993,  0.05434,  0.00642,  0.02081,  0.02187
1140, 256, -0.2294, -0.00819, -0.04116,  0.98317,  0.04421, -0.17727,  0.05569,  0.00489,  0.02081,  0.02186
1141, 267, -0.2263, -0.05323, -0.01877,  0.9967, -0.01413, -0.07993,  0.05434,  0.00642,  0.02081,  0.02187
1142, 255, -0.23029, -0.05277, -0.04889,  0.9829,  0.00526, -0.18405,  0.05553,  0.00671,  0.02081,  0.02187
1143, 268, -0.2257, -0.05386,  0.00511,  0.99756, -0.03087,  0.06267,  0.0534,  0.0062,  0.0208,  0.02186
1144, 266, -0.22904, -0.14781, -0.0354,  0.99736, -0.01698, -0.07066,  0.05388,  0.01038,  0.0208,  0.02188
1145, 267, -0.2263, -0.05323, -0.01877,  0.9967, -0.01413, -0.07993,  0.05434,  0.00642,  0.02081,  0.02187
1146, 266, -0.22904, -0.14781, -0.0354,  0.99736, -0.01698, -0.07066,  0.05388,  0.01038,  0.0208,  0.02188
1147, 268, -0.2257, -0.05386,  0.00511,  0.99756, -0.03087,  0.06267,  0.0534,  0.0062,  0.0208,  0.02186
1148, 269, -0.22865, -0.15347,  0.00135,  0.99753, -0.03191,  0.06263,  0.05254,  0.01027,  0.0208,  0.02188
1149, 270, -0.22504, -0.00593, -0.01403,  0.99302,  0.03706, -0.112,  0.05464,  0.00451,  0.02081,  0.02186
1150, 268, -0.2257, -0.05386,  0.00511,  0.99756, -0.03087,  0.06267,  0.0534,  0.0062,  0.0208,  0.02186
1151, 267, -0.2263, -0.05323, -0.01877,  0.9967, -0.01413, -0.07993,  0.05434,  0.00642,  0.02081,  0.02187
1152, 267, -0.2263, -0.05323, -0.01877,  0.9967, -0.01413, -0.07993,  0.05434,  0.00642,  0.02081,  0.02187
1153, 256, -0.2294, -0.00819, -0.04116,  0.98317,  0.04421, -0.17727,  0.05569,  0.00489,  0.02081,  0.02186
1154, 270, -0.22504, -0.00593, -0.01403,  0.99302,  0.03706, -0.112,  0.05464,  0.00451,  0.02081,  0.02186
1155, 268, -0.2257, -0.05386,  0.00511,  0.99756, -0.03087,  0.06267,  0.0534,  0.0062,  0.0208,  0.02186
1156, 270, -0.22504, -0.00593, -0.01403,  0.99302,  0.03706, -0.112,  0.05464,  0.00451,  0.02081,  0.02186
1157, 271, -0.22341, -0.00465,  0.00702,  0.99732,  0.03361,  0.06496,  0.05382,  0.00425,  0.0208,  0.02186
1158, 143, -0.31752,  0.08185, -0.02472, -0.12241,  0.91804, -0.37711,  0.14572,  0.10447,  0.43208,  0.44455
1159, 89, -0.35122,  0.07945,  0.00186, -0.28927,  0.95712,  0.0158,  0.16709,  0.12675,  0.5005,  0.51588
1160, 90, -0.32365,  0.09413,  0.00415, -0.21487,  0.97641,  0.02125,  0.16709,  0.1064,  0.5005,  0.45074
1161, 143, -0.31752,  0.08185, -0.02472, -0.12241,  0.91804, -0.37711,  0.14572,  0.10447,  0.43208,  0.44455
1162, 90, -0.32365,  0.09413,  0.00415, -0.21487,  0.97641,  0.02125,  0.16709,  0.1064,  0.5005,  0.45074
1163, 79, -0.30965,  0.09311,  0.00501,  0.12712,  0.99093,  0.04363,  0.16709,  0.09696,  0.5005,  0.42053
1164, 272, -0.04102, -0.00255,  0.08235, -0.39915,  0.17132,  0.89278,  0.37948,  0.77714,  0.02207,  0.02485
1165, 273,  0.00159, -0.03609,  0.09095, -0.12069, -0.59404,  0.79345,  0.39188,  0.79454,  0.02211,  0.02492
1166, 274, -0.00627,  0.00463,  0.09848, -0.4506,  0.15404,  0.87005,  0.39496,  0.77868,  0.02213,  0.02486
1167, 273,  0.00159, -0.03609,  0.09095, -0.12069, -0.59404,  0.79345,  0.39188,  0.79454,  0.02211,  0.02492
1168, 272, -0.04102, -0.00255,  0.08235, -0.39915,  0.17132,  0.89278,  0.37948,  0.77714,  0.02207,  0.02485
1169, 275, -0.03406, -0.04189,  0.07506, -0.16795, -0.62074,  0.7625,  0.37598,  0.7923,  0.02205,  0.02491
1170, 276, -0.00297,  0.05223,  0.05736, -0.19038,  0.87772,  0.42264,  0.39603,  0.75629,  0.02213,  0.02477
1171, 272, -0.04102, -0.00255,  0.08235, -0.39915,  0.17132,  0.89278,  0.37948,  0.77714,  0.02207,  0.02485
1172, 274, -0.00627,  0.00463,  0.09848, -0.4506,  0.15404,  0.87005,  0.39496,  0.77868,  0.02213,  0.02486
1173, 272, -0.04102, -0.00255,  0.08235, -0.39915,  0.17132,  0.89278,  0.37948,  0.77714,  0.02207,  0.02485
1174, 276, -0.00297,  0.05223,  0.05736, -0.19038,  0.87772,  0.42264,  0.39603,  0.75629,  0.02213,  0.02477
1175, 277, -0.0487,  0.05022,  0.0498, -0.1478,  0.86223,  0.48046,  0.38165,  0.75392,  0.02207,  0.02476
1176, 278,  0.01212,  0.04981,  0.00389,  0.28909,  0.94407,  0.07865,  0.39709,  0.73322,  0.02213,  0.02468
1177, 277, -0.0487,  0.05022,  0.0498, -0.1478,  0.86223,  0.48046,  0.38165,  0.75392,  0.02207,  0.02476
1178, 276, -0.00297,  0.05223,  0.05736, -0.19038,  0.87772,  0.42264,  0.39603,  0.75629,  0.02213,  0.02477
1179, 277, -0.0487,  0.05022,  0.0498, -0.1478,  0.86223,  0.48046,  0.38165,  0.75392,  0.02207,  0.02476
1180, 278,  0.01212,  0.04981,  0.00389,  0.28909,  0.94407,  0.07865,  0.39709,  0.73322,  0.02213,  0.02468
1181, 279, -0.04925,  0.05983,  0.0009,  0.02014,  0.99606,  0.01306,  0.38038,  0.73442,  0.02207,  0.02468
1182, 280,  0.03231,  0.03837,  0.02486,  0.61826,  0.72811,  0.25842,  0.40707,  0.74036,  0.02217,  0.02471
1183, 278,  0.01212,  0.04981,  0.00389,  0.28909,  0.94407,  0.07865,  0.39709,  0.73322,  0.02213,  0.02468
1184, 276, -0.00297,  0.05223,  0.05736, -0.19038,  0.87772,  0.42264,  0.39603,  0.75629,  0.02213,  0.02477
1185, 278,  0.01212,  0.04981,  0.00389,  0.28909,  0.94407,  0.07865,  0.39709,  0.73322,  0.02213,  0.02468
1186, 280,  0.03231,  0.03837,  0.02486,  0.61826,  0.72811,  0.25842,  0.40707,  0.74036,  0.02217,  0.02471
1187, 281,  0.03442,  0.03423,  0.00644,  0.78552,  0.58933,  0.13186,  0.40735,  0.73297,  0.02217,  0.02468
1188, 282,  0.04482,  0.00111,  0.01662,  0.92596,  0.17376,  0.29348,  0.42125,  0.73775,  0.02223,  0.0247
1189, 281,  0.03442,  0.03423,  0.00644,  0.78552,  0.58933,  0.13186,  0.40735,  0.73297,  0.02217,  0.02468
1190, 280,  0.03231,  0.03837,  0.02486,  0.61826,  0.72811,  0.25842,  0.40707,  0.74036,  0.02217,  0.02471
1191, 281,  0.03442,  0.03423,  0.00644,  0.78552,  0.58933,  0.13186,  0.40735,  0.73297,  0.02217,  0.02468
1192, 282,  0.04482,  0.00111,  0.01662,  0.92596,  0.17376,  0.29348,  0.42125,  0.73775,  0.02223,  0.0247
1193, 283,  0.04605, -0.0016,  0.00598,  0.97081,  0.12503,  0.13661,  0.42205,  0.73402,  0.02223,  0.02468
1194, 282,  0.04482,  0.00111,  0.01662,  0.92596,  0.17376,  0.29348,  0.42125,  0.73775,  0.02223,  0.0247
1195, 284,  0.04549, -0.02563,  0.00425,  0.95713, -0.20941,  0.11099,  0.43136,  0.73522,  0.02227,  0.02469
1196, 283,  0.04605, -0.0016,  0.00598,  0.97081,  0.12503,  0.13661,  0.42205,  0.73402,  0.02223,  0.02468
1197, 284,  0.04549, -0.02563,  0.00425,  0.95713, -0.20941,  0.11099,  0.43136,  0.73522,  0.02227,  0.02469
1198, 282,  0.04482,  0.00111,  0.01662,  0.92596,  0.17376,  0.29348,  0.42125,  0.73775,  0.02223,  0.0247
1199, 285,  0.04629, -0.02448,  0.02059,  0.9656, -0.18173,  0.0842,  0.43115,  0.74066,  0.02227,  0.02471
1200, 285,  0.04629, -0.02448,  0.02059,  0.9656, -0.18173,  0.0842,  0.43115,  0.74066,  0.02227,  0.02471
1201, 286,  0.03802, -0.03917,  0.00233,  0.83, -0.52606,  0.07025,  0.43729,  0.73595,  0.02229,  0.02469
1202, 284,  0.04549, -0.02563,  0.00425,  0.95713, -0.20941,  0.11099,  0.43136,  0.73522,  0.02227,  0.02469
1203, 286,  0.03802, -0.03917,  0.00233,  0.83, -0.52606,  0.07025,  0.43729,  0.73595,  0.02229,  0.02469
1204, 285,  0.04629, -0.02448,  0.02059,  0.9656, -0.18173,  0.0842,  0.43115,  0.74066,  0.02227,  0.02471
1205, 287,  0.04581, -0.03802,  0.03708,  0.77649, -0.61224,  0.05133,  0.43738,  0.74699,  0.02229,  0.02473
1206, 287,  0.04581, -0.03802,  0.03708,  0.77649, -0.61224,  0.05133,  0.43738,  0.74699,  0.02229,  0.02473
1207, 288,  0.01274, -0.06076, -0.00157,  0.39515, -0.90726, -0.01476,  0.45009,  0.73652,  0.02234,  0.02469
1208, 286,  0.03802, -0.03917,  0.00233,  0.83, -0.52606,  0.07025,  0.43729,  0.73595,  0.02229,  0.02469
1209, 288,  0.01274, -0.06076, -0.00157,  0.39515, -0.90726, -0.01476,  0.45009,  0.73652,  0.02234,  0.02469
1210, 287,  0.04581, -0.03802,  0.03708,  0.77649, -0.61224,  0.05133,  0.43738,  0.74699,  0.02229,  0.02473
1211, 289,  0.01256, -0.06136,  0.04762,  0.28904, -0.92698,  0.22084,  0.45148,  0.75404,  0.02234,  0.02476
1212, 287,  0.04581, -0.03802,  0.03708,  0.77649, -0.61224,  0.05133,  0.43738,  0.74699,  0.02229,  0.02473
1213, 290,  0.02984, -0.04502,  0.06757,  0.40091, -0.8098,  0.41662,  0.44265,  0.76076,  0.02231,  0.02479
1214, 289,  0.01256, -0.06136,  0.04762,  0.28904, -0.92698,  0.22084,  0.45148,  0.75404,  0.02234,  0.02476
1215, 290,  0.02984, -0.04502,  0.06757,  0.40091, -0.8098,  0.41662,  0.44265,  0.76076,  0.02231,  0.02479
1216, 291,  0.00159, -0.03609,  0.09095, -0.12069, -0.59404,  0.79345,  0.45035,  0.77303,  0.02234,  0.02483
1217, 289,  0.01256, -0.06136,  0.04762,  0.28904, -0.92698,  0.22084,  0.45148,  0.75404,  0.02234,  0.02476
1218, 291,  0.00159, -0.03609,  0.09095, -0.12069, -0.59404,  0.79345,  0.45035,  0.77303,  0.02234,  0.02483
1219, 290,  0.02984, -0.04502,  0.06757,  0.40091, -0.8098,  0.41662,  0.44265,  0.76076,  0.02231,  0.02479
1220, 292,  0.0113, -0.03036,  0.09491, -0.03247, -0.53796,  0.83999,  0.44577,  0.77408,  0.02232,  0.02484
1221, 293, -0.03406, -0.04189,  0.07506, -0.16795, -0.62074,  0.7625,  0.4665,  0.77025,  0.0224,  0.02482
1222, 289,  0.01256, -0.06136,  0.04762,  0.28904, -0.92698,  0.22084,  0.45148,  0.75404,  0.02234,  0.02476
1223, 291,  0.00159, -0.03609,  0.09095, -0.12069, -0.59404,  0.79345,  0.45035,  0.77303,  0.02234,  0.02483
1224, 289,  0.01256, -0.06136,  0.04762,  0.28904, -0.92698,  0.22084,  0.45148,  0.75404,  0.02234,  0.02476
1225, 293, -0.03406, -0.04189,  0.07506, -0.16795, -0.62074,  0.7625,  0.4665,  0.77025,  0.0224,  0.02482
1226, 294, -0.02781, -0.06523,  0.03929,  0.10452, -0.96654,  0.23188,  0.46754,  0.75316,  0.02241,  0.02476
1227, 294, -0.02781, -0.06523,  0.03929,  0.10452, -0.96654,  0.23188,  0.46754,  0.75316,  0.02241,  0.02476
1228, 288,  0.01274, -0.06076, -0.00157,  0.39515, -0.90726, -0.01476,  0.45009,  0.73652,  0.02234,  0.02469
1229, 289,  0.01256, -0.06136,  0.04762,  0.28904, -0.92698,  0.22084,  0.45148,  0.75404,  0.02234,  0.02476
1230, 288,  0.01274, -0.06076, -0.00157,  0.39515, -0.90726, -0.01476,  0.45009,  0.73652,  0.02234,  0.02469
1231, 294, -0.02781, -0.06523,  0.03929,  0.10452, -0.96654,  0.23188,  0.46754,  0.75316,  0.02241,  0.02476
1232, 295, -0.03258, -0.06275, -0.00216,  0.19289, -0.97866, -0.03513,  0.46768,  0.73714,  0.02241,  0.02469
1233, 296,  0.04689, -0.03308,  0.07041,  0.48312, -0.8216,  0.29212,  0.90585,  0.12121,  0.0241,  0.02231
1234, 297,  0.04581, -0.03802,  0.03708,  0.61216, -0.76486, -0.14428,  0.94083,  0.14995,  0.02424,  0.02242
1235, 298,  0.06002, -0.02652,  0.03916,  0.61282, -0.66773, -0.40308,  0.92347,  0.16705,  0.02417,  0.02249
1236, 297,  0.04581, -0.03802,  0.03708,  0.61216, -0.76486, -0.14428,  0.94083,  0.14995,  0.02424,  0.02242
1237, 296,  0.04689, -0.03308,  0.07041,  0.48312, -0.8216,  0.29212,  0.90585,  0.12121,  0.0241,  0.02231
1238, 299,  0.02984, -0.04502,  0.06757,  0.47107, -0.79216,  0.37219,  0.92511,  0.09817,  0.02418,  0.02222
1239, 298,  0.06002, -0.02652,  0.03916,  0.61282, -0.66773, -0.40308,  0.92347,  0.16705,  0.02417,  0.02249
1240, 297,  0.04581, -0.03802,  0.03708,  0.61216, -0.76486, -0.14428,  0.94083,  0.14995,  0.02424,  0.02242
1241, 300,  0.04629, -0.02448,  0.02059,  0.60643, -0.31165, -0.71356,  0.94414,  0.18098,  0.02425,  0.02254
1242, 300,  0.04629, -0.02448,  0.02059,  0.60643, -0.31165, -0.71356,  0.94414,  0.18098,  0.02425,  0.02254
1243, 301,  0.06161,  0.01084,  0.02522,  0.39365,  0.1405, -0.90403,  0.93089,  0.22069,  0.0242,  0.02269
1244, 298,  0.06002, -0.02652,  0.03916,  0.61282, -0.66773, -0.40308,  0.92347,  0.16705,  0.02417,  0.02249
1245, 301,  0.06161,  0.01084,  0.02522,  0.39365,  0.1405, -0.90403,  0.93089,  0.22069,  0.0242,  0.02269
1246, 300,  0.04629, -0.02448,  0.02059,  0.60643, -0.31165, -0.71356,  0.94414,  0.18098,  0.02425,  0.02254
1247, 302,  0.04482,  0.00111,  0.01662,  0.36453,  0.21657, -0.89816,  0.94825,  0.21579,  0.02427,  0.02268
1248, 302,  0.04482,  0.00111,  0.01662,  0.36453,  0.21657, -0.89816,  0.94825,  0.21579,  0.02427,  0.02268
1249, 303,  0.0465,  0.04325,  0.03924,  0.18533,  0.8548, -0.48361,  0.9445,  0.26602,  0.02425,  0.02287
1250, 301,  0.06161,  0.01084,  0.02522,  0.39365,  0.1405, -0.90403,  0.93089,  0.22069,  0.0242,  0.02269
1251, 303,  0.0465,  0.04325,  0.03924,  0.18533,  0.8548, -0.48361,  0.9445,  0.26602,  0.02425,  0.02287
1252, 302,  0.04482,  0.00111,  0.01662,  0.36453,  0.21657, -0.89816,  0.94825,  0.21579,  0.02427,  0.02268
1253, 304,  0.03231,  0.03837,  0.02486,  0.35569,  0.82387, -0.43552,  0.96681,  0.25788,  0.02434,  0.02284
1254, 304,  0.03231,  0.03837,  0.02486,  0.35569,  0.82387, -0.43552,  0.96681,  0.25788,  0.02434,  0.02284
1255, 305,  0.02611,  0.04868,  0.07562, -0.20396,  0.90169,  0.36636,  0.95025,  0.31632,  0.02428,  0.02306
1256, 303,  0.0465,  0.04325,  0.03924,  0.18533,  0.8548, -0.48361,  0.9445,  0.26602,  0.02425,  0.02287
1257, 305,  0.02611,  0.04868,  0.07562, -0.20396,  0.90169,  0.36636,  0.95025,  0.31632,  0.02428,  0.02306
1258, 304,  0.03231,  0.03837,  0.02486,  0.35569,  0.82387, -0.43552,  0.96681,  0.25788,  0.02434,  0.02284
1259, 306, -0.00297,  0.05223,  0.05736, -0.13555,  0.92105,  0.3465,  0.99189,  0.31244,  0.02444,  0.02305
1260, 307, -0.00627,  0.00463,  0.09848, -0.29636,  0.25387,  0.91135,  0.97964,  0.38208,  0.02439,  0.02332
1261, 305,  0.02611,  0.04868,  0.07562, -0.20396,  0.90169,  0.36636,  0.95025,  0.31632,  0.02428,  0.02306
1262, 306, -0.00297,  0.05223,  0.05736, -0.13555,  0.92105,  0.3465,  0.99189,  0.31244,  0.02444,  0.02305
1263, 305,  0.02611,  0.04868,  0.07562, -0.20396,  0.90169,  0.36636,  0.95025,  0.31632,  0.02428,  0.02306
1264, 307, -0.00627,  0.00463,  0.09848, -0.29636,  0.25387,  0.91135,  0.97964,  0.38208,  0.02439,  0.02332
1265, 308,  0.01869,  0.01057,  0.10591, -0.22354,  0.21718,  0.94203,  0.94717,  0.37174,  0.02426,  0.02328
1266, 309,  0.0113, -0.03036,  0.09491, -0.01715, -0.51997,  0.85148,  0.95163,  0.42262,  0.02428,  0.02348
1267, 308,  0.01869,  0.01057,  0.10591, -0.22354,  0.21718,  0.94203,  0.94717,  0.37174,  0.02426,  0.02328
1268, 307, -0.00627,  0.00463,  0.09848, -0.29636,  0.25387,  0.91135,  0.97964,  0.38208,  0.02439,  0.02332
1269, 308,  0.01869,  0.01057,  0.10591, -0.22354,  0.21718,  0.94203,  0.94717,  0.37174,  0.02426,  0.02328
1270, 309,  0.0113, -0.03036,  0.09491, -0.01715, -0.51997,  0.85148,  0.95163,  0.42262,  0.02428,  0.02348
1271, 310,  0.0273, -0.02321,  0.09944,  0.08471, -0.54339,  0.83342,  0.93052,  0.41043,  0.0242,  0.02343
1272, 311,  0.02984, -0.04502,  0.06757,  0.47107, -0.79216,  0.37219,  0.92087,  0.45579,  0.02416,  0.0236
1273, 310,  0.0273, -0.02321,  0.09944,  0.08471, -0.54339,  0.83342,  0.93052,  0.41043,  0.0242,  0.02343
1274, 309,  0.0113, -0.03036,  0.09491, -0.01715, -0.51997,  0.85148,  0.95163,  0.42262,  0.02428,  0.02348
1275, 310,  0.0273, -0.02321,  0.09944,  0.08471, -0.54339,  0.83342,  0.93052,  0.41043,  0.0242,  0.02343
1276, 311,  0.02984, -0.04502,  0.06757,  0.47107, -0.79216,  0.37219,  0.92087,  0.45579,  0.02416,  0.0236
1277, 312,  0.04689, -0.03308,  0.07041,  0.48312, -0.8216,  0.29212,  0.89846,  0.4424,  0.02407,  0.02355
1278, 313,  0.08684,  0.03862,  0.11481, -0.2621,  0.41144,  0.87087,  0.86552,  0.33105,  0.02395,  0.02312
1279, 305,  0.02611,  0.04868,  0.07562, -0.20396,  0.90169,  0.36636,  0.95025,  0.31632,  0.02428,  0.02306
1280, 308,  0.01869,  0.01057,  0.10591, -0.22354,  0.21718,  0.94203,  0.94717,  0.37174,  0.02426,  0.02328
1281, 305,  0.02611,  0.04868,  0.07562, -0.20396,  0.90169,  0.36636,  0.95025,  0.31632,  0.02428,  0.02306
1282, 313,  0.08684,  0.03862,  0.11481, -0.2621,  0.41144,  0.87087,  0.86552,  0.33105,  0.02395,  0.02312
1283, 314,  0.08574,  0.05943,  0.09279, -0.08978,  0.94139,  0.29326,  0.88543,  0.30511,  0.02402,  0.02302
1284, 314,  0.08574,  0.05943,  0.09279, -0.08978,  0.94139,  0.29326,  0.88543,  0.30511,  0.02402,  0.02302
1285, 303,  0.0465,  0.04325,  0.03924,  0.18533,  0.8548, -0.48361,  0.9445,  0.26602,  0.02425,  0.02287
1286, 305,  0.02611,  0.04868,  0.07562, -0.20396,  0.90169,  0.36636,  0.95025,  0.31632,  0.02428,  0.02306
1287, 303,  0.0465,  0.04325,  0.03924,  0.18533,  0.8548, -0.48361,  0.9445,  0.26602,  0.02425,  0.02287
1288, 314,  0.08574,  0.05943,  0.09279, -0.08978,  0.94139,  0.29326,  0.88543,  0.30511,  0.02402,  0.02302
1289, 315,  0.09643,  0.04985,  0.06048,  0.15368,  0.82107, -0.53475,  0.88369,  0.26853,  0.02402,  0.02288
1290, 315,  0.09643,  0.04985,  0.06048,  0.15368,  0.82107, -0.53475,  0.88369,  0.26853,  0.02402,  0.02288
1291, 301,  0.06161,  0.01084,  0.02522,  0.39365,  0.1405, -0.90403,  0.93089,  0.22069,  0.0242,  0.02269
1292, 303,  0.0465,  0.04325,  0.03924,  0.18533,  0.8548, -0.48361,  0.9445,  0.26602,  0.02425,  0.02287
1293, 301,  0.06161,  0.01084,  0.02522,  0.39365,  0.1405, -0.90403,  0.93089,  0.22069,  0.0242,  0.02269
1294, 315,  0.09643,  0.04985,  0.06048,  0.15368,  0.82107, -0.53475,  0.88369,  0.26853,  0.02402,  0.02288
1295, 316,  0.10509,  0.03735,  0.04787,  0.26944,  0.38373, -0.88084,  0.87265,  0.24865,  0.02397,  0.0228
1296, 317,  0.10707,  0.00417,  0.05807,  0.3239, -0.70344, -0.62331,  0.85969,  0.20593,  0.02392,  0.02264
1297, 301,  0.06161,  0.01084,  0.02522,  0.39365,  0.1405, -0.90403,  0.93089,  0.22069,  0.0242,  0.02269
1298, 316,  0.10509,  0.03735,  0.04787,  0.26944,  0.38373, -0.88084,  0.87265,  0.24865,  0.02397,  0.0228
1299, 318,  0.11574,  0.04265,  0.05352,  0.13154,  0.67691, -0.71455,  0.85857,  0.25278,  0.02392,  0.02282
1300, 317,  0.10707,  0.00417,  0.05807,  0.3239, -0.70344, -0.62331,  0.85969,  0.20593,  0.02392,  0.02264
1301, 316,  0.10509,  0.03735,  0.04787,  0.26944,  0.38373, -0.88084,  0.87265,  0.24865,  0.02397,  0.0228
1302, 313,  0.08684,  0.03862,  0.11481, -0.2621,  0.41144,  0.87087,  0.86552,  0.33105,  0.02395,  0.02312
1303, 318,  0.11574,  0.04265,  0.05352,  0.13154,  0.67691, -0.71455,  0.85857,  0.25278,  0.02392,  0.02282
1304, 316,  0.10509,  0.03735,  0.04787,  0.26944,  0.38373, -0.88084,  0.87265,  0.24865,  0.02397,  0.0228
1305, 317,  0.10707,  0.00417,  0.05807,  0.3239, -0.70344, -0.62331,  0.85969,  0.20593,  0.02392,  0.02264
1306, 318,  0.11574,  0.04265,  0.05352,  0.13154,  0.67691, -0.71455,  0.85857,  0.25278,  0.02392,  0.02282
1307, 319,  0.11817,  0.00104,  0.06117,  0.09644, -0.76134, -0.6289,  0.84553,  0.20527,  0.02387,  0.02263
1308, 301,  0.06161,  0.01084,  0.02522,  0.39365,  0.1405, -0.90403,  0.93089,  0.22069,  0.0242,  0.02269
1309, 317,  0.10707,  0.00417,  0.05807,  0.3239, -0.70344, -0.62331,  0.85969,  0.20593,  0.02392,  0.02264
1310, 298,  0.06002, -0.02652,  0.03916,  0.61282, -0.66773, -0.40308,  0.92347,  0.16705,  0.02417,  0.02249
1311, 320,  0.07481, -0.01446,  0.0805,  0.40432, -0.8852,  0.2079,  0.86874,  0.14831,  0.02396,  0.02241
1312, 298,  0.06002, -0.02652,  0.03916,  0.61282, -0.66773, -0.40308,  0.92347,  0.16705,  0.02417,  0.02249
1313, 317,  0.10707,  0.00417,  0.05807,  0.3239, -0.70344, -0.62331,  0.85969,  0.20593,  0.02392,  0.02264
1314, 298,  0.06002, -0.02652,  0.03916,  0.61282, -0.66773, -0.40308,  0.92347,  0.16705,  0.02417,  0.02249
1315, 320,  0.07481, -0.01446,  0.0805,  0.40432, -0.8852,  0.2079,  0.86874,  0.14831,  0.02396,  0.02241
1316, 296,  0.04689, -0.03308,  0.07041,  0.48312, -0.8216,  0.29212,  0.90585,  0.12121,  0.0241,  0.02231
1317, 321,  0.07481, -0.01446,  0.0805,  0.40432, -0.8852,  0.2079,  0.86683,  0.41682,  0.02395,  0.02345
1318, 310,  0.0273, -0.02321,  0.09944,  0.08471, -0.54339,  0.83342,  0.93052,  0.41043,  0.0242,  0.02343
1319, 312,  0.04689, -0.03308,  0.07041,  0.48312, -0.8216,  0.29212,  0.89846,  0.4424,  0.02407,  0.02355
1320, 310,  0.0273, -0.02321,  0.09944,  0.08471, -0.54339,  0.83342,  0.93052,  0.41043,  0.0242,  0.02343
1321, 321,  0.07481, -0.01446,  0.0805,  0.40432, -0.8852,  0.2079,  0.86683,  0.41682,  0.02395,  0.02345
1322, 322,  0.09194,  0.00451,  0.11054, -0.0779, -0.66275,  0.73635,  0.85017,  0.37281,  0.02389,  0.02328
1323, 322,  0.09194,  0.00451,  0.11054, -0.0779, -0.66275,  0.73635,  0.85017,  0.37281,  0.02389,  0.02328
1324, 323,  0.09818,  0.04339,  0.11692, -0.28182,  0.69305,  0.65383,  0.85266,  0.32562,  0.0239,  0.0231
1325, 313,  0.08684,  0.03862,  0.11481, -0.2621,  0.41144,  0.87087,  0.86552,  0.33105,  0.02395,  0.02312
1326, 318,  0.11574,  0.04265,  0.05352,  0.13154,  0.67691, -0.71455,  0.85857,  0.25278,  0.02392,  0.02282
1327, 313,  0.08684,  0.03862,  0.11481, -0.2621,  0.41144,  0.87087,  0.86552,  0.33105,  0.02395,  0.02312
1328, 323,  0.09818,  0.04339,  0.11692, -0.28182,  0.69305,  0.65383,  0.85266,  0.32562,  0.0239,  0.0231
1329, 323,  0.09818,  0.04339,  0.11692, -0.28182,  0.69305,  0.65383,  0.85266,  0.32562,  0.0239,  0.0231
1330, 322,  0.09194,  0.00451,  0.11054, -0.0779, -0.66275,  0.73635,  0.85017,  0.37281,  0.02389,  0.02328
1331, 324,  0.10367,  0.00135,  0.11311, -0.24496, -0.75424,  0.59465,  0.83447,  0.36967,  0.02383,  0.02327
1332, 308,  0.01869,  0.01057,  0.10591, -0.22354,  0.21718,  0.94203,  0.94717,  0.37174,  0.02426,  0.02328
1333, 322,  0.09194,  0.00451,  0.11054, -0.0779, -0.66275,  0.73635,  0.85017,  0.37281,  0.02389,  0.02328
1334, 313,  0.08684,  0.03862,  0.11481, -0.2621,  0.41144,  0.87087,  0.86552,  0.33105,  0.02395,  0.02312
1335, 322,  0.09194,  0.00451,  0.11054, -0.0779, -0.66275,  0.73635,  0.85017,  0.37281,  0.02389,  0.02328
1336, 308,  0.01869,  0.01057,  0.10591, -0.22354,  0.21718,  0.94203,  0.94717,  0.37174,  0.02426,  0.02328
1337, 310,  0.0273, -0.02321,  0.09944,  0.08471, -0.54339,  0.83342,  0.93052,  0.41043,  0.0242,  0.02343
1338, 322,  0.09194,  0.00451,  0.11054, -0.0779, -0.66275,  0.73635,  0.85017,  0.37281,  0.02389,  0.02328
