VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
4065, 1116, -0.19362, -0.08183,  0.06054, -0.55242, -0.77006,  0.28519,  0.84396,  0.93212,  0.00581,  0.06116
4066, 1114, -0.20486, -0.06398,  0.05683, -0.87986, -0.23696,  0.40937,  0.84057,  0.95432,  0.00581,  0.0612
4067, 1101, -0.19553, -0.08354,  0.05339, -0.5422, -0.76881,  0.30602,  0.83367,  0.93545,  0.00579,  0.06117
4068, 1114, -0.20486, -0.06398,  0.05683, -0.87986, -0.23696,  0.40937,  0.84057,  0.95432,  0.00581,  0.0612
4069, 1116, -0.19362, -0.08183,  0.06054, -0.55242, -0.77006,  0.28519,  0.84396,  0.93212,  0.00581,  0.06116
4070, 1117, -0.19989, -0.06533,  0.06874, -0.80661, -0.23567,  0.54202,  0.85084,  0.95044,  0.00582,  0.06119
4071, 1099, -0.17625, -0.08733,  0.04926,  0.1001, -0.951,  0.18231,  0.83189,  0.9141,  0.00579,  0.06113
4072, 1116, -0.19362, -0.08183,  0.06054, -0.55242, -0.77006,  0.28519,  0.84396,  0.93212,  0.00581,  0.06116
4073, 1101, -0.19553, -0.08354,  0.05339, -0.5422, -0.76881,  0.30602,  0.83367,  0.93545,  0.00579,  0.06117
4074, 1116, -0.19362, -0.08183,  0.06054, -0.55242, -0.77006,  0.28519,  0.84396,  0.93212,  0.00581,  0.06116
4075, 1099, -0.17625, -0.08733,  0.04926,  0.1001, -0.951,  0.18231,  0.83189,  0.9141,  0.00579,  0.06113
4076, 1118, -0.17218, -0.08582,  0.05439,  0.10298, -0.96132,  0.02301,  0.84047,  0.91157,  0.00581,  0.06113
4077, 1096, -0.16178, -0.0774,  0.05302,  0.34372, -0.85645,  0.2805,  0.83824,  0.89473,  0.0058,  0.0611
4078, 1118, -0.17218, -0.08582,  0.05439,  0.10298, -0.96132,  0.02301,  0.84047,  0.91157,  0.00581,  0.06113
4079, 1099, -0.17625, -0.08733,  0.04926,  0.1001, -0.951,  0.18231,  0.83189,  0.9141,  0.00579,  0.06113
4080, 1118, -0.17218, -0.08582,  0.05439,  0.10298, -0.96132,  0.02301,  0.84047,  0.91157,  0.00581,  0.06113
4081, 1096, -0.16178, -0.0774,  0.05302,  0.34372, -0.85645,  0.2805,  0.83824,  0.89473,  0.0058,  0.0611
4082, 1097, -0.15661, -0.07583,  0.05486,  0.45621, -0.82816, -0.08919,  0.84481,  0.89377,  0.00581,  0.0611
4083, 1119, -0.11672, -0.09113,  0.00762,  0.16361, -0.98136,  0.10082,  0.77762,  0.85588,  0.0057,  0.06104
4084, 1094, -0.14002, -0.08942,  0.02781,  0.145, -0.91365,  0.37976,  0.80081,  0.87721,  0.00574,  0.06107
4085, 1113, -0.1378, -0.09453,  0.00681,  0.16903, -0.98042,  0.10102,  0.77762,  0.87644,  0.0057,  0.06107
4086, 1094, -0.14002, -0.08942,  0.02781,  0.145, -0.91365,  0.37976,  0.80081,  0.87721,  0.00574,  0.06107
4087, 1119, -0.11672, -0.09113,  0.00762,  0.16361, -0.98136,  0.10082,  0.77762,  0.85588,  0.0057,  0.06104
4088, 1091, -0.12024, -0.08463,  0.03157,  0.15302, -0.9038,  0.39967,  0.80336,  0.85732,  0.00575,  0.06104
4089, 1119, -0.11672, -0.09113,  0.00762,  0.16361, -0.98136,  0.10082,  0.77762,  0.85588,  0.0057,  0.06104
4090, 1089, -0.10282, -0.08044,  0.03411,  0.14272, -0.89889,  0.41093,  0.80488,  0.83844,  0.00575,  0.06101
4091, 1091, -0.12024, -0.08463,  0.03157,  0.15302, -0.9038,  0.39967,  0.80336,  0.85732,  0.00575,  0.06104
4092, 1089, -0.10282, -0.08044,  0.03411,  0.14272, -0.89889,  0.41093,  0.80488,  0.83844,  0.00575,  0.06101
4093, 1119, -0.11672, -0.09113,  0.00762,  0.16361, -0.98136,  0.10082,  0.77762,  0.85588,  0.0057,  0.06104
4094, 1090, -0.09879, -0.08868,  0.00746,  0.15714, -0.98188,  0.08867,  0.77762,  0.83714,  0.0057,  0.06101
4095, 1093, -0.14229, -0.07848,  0.04724,  0.163, -0.819,  0.55016,  0.82463,  0.87639,  0.00578,  0.06107
4096, 1112, -0.1604, -0.09395,  0.02497,  0.18216, -0.92873,  0.32292,  0.79847,  0.89743,  0.00574,  0.0611
4097, 1094, -0.14002, -0.08942,  0.02781,  0.145, -0.91365,  0.37976,  0.80081,  0.87721,  0.00574,  0.06107
4098, 1112, -0.1604, -0.09395,  0.02497,  0.18216, -0.92873,  0.32292,  0.79847,  0.89743,  0.00574,  0.0611
4099, 1093, -0.14229, -0.07848,  0.04724,  0.163, -0.819,  0.55016,  0.82463,  0.87639,  0.00578,  0.06107
4100, 1098, -0.16178, -0.08548,  0.04407,  0.2744, -0.85941,  0.43142,  0.81962,  0.89657,  0.00577,  0.0611
4101, 1120, -0.14767, -0.03865,  0.06723,  0.77343,  0.3238,  0.4963,  0.87972,  0.8843,  0.00587,  0.06108
4102, 1097, -0.15661, -0.07583,  0.05486,  0.45621, -0.82816, -0.08919,  0.84481,  0.89377,  0.00581,  0.0611
4103, 1095, -0.14353, -0.06331,  0.06491,  0.06793, -0.48878,  0.86976,  0.85041,  0.87315,  0.00582,  0.06106
4104, 1121, -0.13169, -0.05739,  0.06926, -0.09033, -0.47755,  0.87395,  0.85258,  0.85888,  0.00583,  0.06104
4105, 1120, -0.14767, -0.03865,  0.06723,  0.77343,  0.3238,  0.4963,  0.87972,  0.8843,  0.00587,  0.06108
4106, 1095, -0.14353, -0.06331,  0.06491,  0.06793, -0.48878,  0.86976,  0.85041,  0.87315,  0.00582,  0.06106
4107, 1095, -0.14353, -0.06331,  0.06491,  0.06793, -0.48878,  0.86976,  0.85041,  0.87315,  0.00582,  0.06106
4108, 1092, -0.1254, -0.07271,  0.05266,  0.09713, -0.79397,  0.60014,  0.82835,  0.85824,  0.00579,  0.06104
4109, 1121, -0.13169, -0.05739,  0.06926, -0.09033, -0.47755,  0.87395,  0.85258,  0.85888,  0.00583,  0.06104
4110, 1092, -0.1254, -0.07271,  0.05266,  0.09713, -0.79397,  0.60014,  0.82835,  0.85824,  0.00579,  0.06104
4111, 1070, -0.11504, -0.05115,  0.07441, -0.09125, -0.49092,  0.86582,  0.85349,  0.83878,  0.00583,  0.06101
4112, 1121, -0.13169, -0.05739,  0.06926, -0.09033, -0.47755,  0.87395,  0.85258,  0.85888,  0.00583,  0.06104
4113, 1070, -0.11504, -0.05115,  0.07441, -0.09125, -0.49092,  0.86582,  0.85349,  0.83878,  0.00583,  0.06101
4114, 1092, -0.1254, -0.07271,  0.05266,  0.09713, -0.79397,  0.60014,  0.82835,  0.85824,  0.00579,  0.06104
4115, 1072, -0.1084, -0.06709,  0.05758,  0.09239, -0.78164,  0.61509,  0.83076,  0.83863,  0.00579,  0.06101
4116, 1067, -0.12465, -0.02434,  0.07798, -0.29986, -0.044,  0.95262,  0.87913,  0.83947,  0.00587,  0.06101
4117, 1121, -0.13169, -0.05739,  0.06926, -0.09033, -0.47755,  0.87395,  0.85258,  0.85888,  0.00583,  0.06104
4118, 1070, -0.11504, -0.05115,  0.07441, -0.09125, -0.49092,  0.86582,  0.85349,  0.83878,  0.00583,  0.06101
4119, 1121, -0.13169, -0.05739,  0.06926, -0.09033, -0.47755,  0.87395,  0.85258,  0.85888,  0.00583,  0.06104
4120, 1067, -0.12465, -0.02434,  0.07798, -0.29986, -0.044,  0.95262,  0.87913,  0.83947,  0.00587,  0.06101
4121, 1062, -0.14155, -0.03062,  0.07189, -0.31611, -0.03458,  0.94809,  0.87981,  0.85999,  0.00587,  0.06104
4122, 1120, -0.14767, -0.03865,  0.06723,  0.77343,  0.3238,  0.4963,  0.87972,  0.8843,  0.00587,  0.06108
4123, 1121, -0.13169, -0.05739,  0.06926, -0.09033, -0.47755,  0.87395,  0.85258,  0.85888,  0.00583,  0.06104
4124, 1062, -0.14155, -0.03062,  0.07189, -0.31611, -0.03458,  0.94809,  0.87981,  0.85999,  0.00587,  0.06104
4125, 780, -0.2352, -0.09959, -0.01316,  0.15388, -0.77632, -0.60599,  0.78761,  0.97349,  0.00572,  0.06123
4126, 1122, -0.24363, -0.08057, -0.02369,  0.03693, -0.09425, -0.99486,  0.807,  0.98383,  0.00575,  0.06124
4127, 782, -0.23751, -0.07976, -0.02627,  0.07412, -0.14529, -0.98476,  0.807,  0.98383,  0.00575,  0.06124
4128, 1122, -0.24363, -0.08057, -0.02369,  0.03693, -0.09425, -0.99486,  0.807,  0.98383,  0.00575,  0.06124
4129, 780, -0.2352, -0.09959, -0.01316,  0.15388, -0.77632, -0.60599,  0.78761,  0.97349,  0.00572,  0.06123
4130, 1123, -0.24346, -0.10193, -0.01281,  0.11414, -0.74291, -0.65959,  0.78761,  0.97349,  0.00572,  0.06123
4131, 779, -0.23457, -0.1036,  0.00188,  0.15765, -0.98249,  0.03993,  0.77762,  0.96815,  0.0057,  0.06122
4132, 1123, -0.24346, -0.10193, -0.01281,  0.11414, -0.74291, -0.65959,  0.78761,  0.97349,  0.00572,  0.06123
4133, 780, -0.2352, -0.09959, -0.01316,  0.15388, -0.77632, -0.60599,  0.78761,  0.97349,  0.00572,  0.06123
4134, 1123, -0.24346, -0.10193, -0.01281,  0.11414, -0.74291, -0.65959,  0.78761,  0.97349,  0.00572,  0.06123
4135, 779, -0.23457, -0.1036,  0.00188,  0.15765, -0.98249,  0.03993,  0.77762,  0.96815,  0.0057,  0.06122
4136, 1124, -0.24314, -0.10761,  0.00172,  0.13196, -0.98898, -0.06716,  0.77762,  0.96815,  0.0057,  0.06122
4137, 779, -0.23457, -0.1036,  0.00188,  0.15765, -0.98249,  0.03993,  0.77762,  0.96815,  0.0057,  0.06122
4138, 1125, -0.24392, -0.10401,  0.01689,  0.09544, -0.82774,  0.55293,  0.78761,  0.97349,  0.00572,  0.06123
4139, 1124, -0.24314, -0.10761,  0.00172,  0.13196, -0.98898, -0.06716,  0.77762,  0.96815,  0.0057,  0.06122
4140, 1125, -0.24392, -0.10401,  0.01689,  0.09544, -0.82774,  0.55293,  0.78761,  0.97349,  0.00572,  0.06123
4141, 779, -0.23457, -0.1036,  0.00188,  0.15765, -0.98249,  0.03993,  0.77762,  0.96815,  0.0057,  0.06122
4142, 1126, -0.23609, -0.09853,  0.01653,  0.11564, -0.73076,  0.66797,  0.78761,  0.97349,  0.00572,  0.06123
4143, 1107, -0.23609, -0.09853,  0.01653,  0.11564, -0.73076,  0.66797,  0.78761,  0.97349,  0.00572,  0.06123
4144, 1127, -0.24446, -0.08437,  0.03062,  0.0066, -0.23191,  0.97271,  0.807,  0.98383,  0.00575,  0.06124
4145, 1125, -0.24392, -0.10401,  0.01689,  0.09544, -0.82774,  0.55293,  0.78761,  0.97349,  0.00572,  0.06123
4146, 1127, -0.24446, -0.08437,  0.03062,  0.0066, -0.23191,  0.97271,  0.807,  0.98383,  0.00575,  0.06124
4147, 1107, -0.23609, -0.09853,  0.01653,  0.11564, -0.73076,  0.66797,  0.78761,  0.97349,  0.00572,  0.06123
4148, 1109, -0.23914, -0.07782,  0.02802,  0.01468, -0.07449,  0.99509,  0.807,  0.98383,  0.00575,  0.06124
4149, 1128,  0.00335, -0.03919,  0.11287, -0.225, -0.56231,  0.79569,  0.63076,  0.05562,  0.00546,  0.05974
4150, 1129, -0.03752, -0.01001,  0.11429, -0.45979, -0.16808,  0.86964,  0.6624,  0.09124,  0.00552,  0.05979
4151, 1130, -0.02606, -0.04232,  0.10179, -0.28325, -0.58053,  0.76188,  0.63266,  0.09041,  0.00547,  0.05979
4152, 1129, -0.03752, -0.01001,  0.11429, -0.45979, -0.16808,  0.86964,  0.6624,  0.09124,  0.00552,  0.05979
4153, 1128,  0.00335, -0.03919,  0.11287, -0.225, -0.56231,  0.79569,  0.63076,  0.05562,  0.00546,  0.05974
4154, 1131, -0.00839, -0.0033,  0.12908, -0.37201, -0.15548,  0.91345,  0.6624,  0.05548,  0.00552,  0.05974
4155, 1132, -0.0119, -0.0699,  0.07029, -0.20523, -0.83297,  0.51288,  0.5966,  0.09033,  0.00541,  0.05979
4156, 1128,  0.00335, -0.03919,  0.11287, -0.225, -0.56231,  0.79569,  0.63076,  0.05562,  0.00546,  0.05974
4157, 1130, -0.02606, -0.04232,  0.10179, -0.28325, -0.58053,  0.76188,  0.63266,  0.09041,  0.00547,  0.05979
4158, 1128,  0.00335, -0.03919,  0.11287, -0.225, -0.56231,  0.79569,  0.63076,  0.05562,  0.00546,  0.05974
4159, 1132, -0.0119, -0.0699,  0.07029, -0.20523, -0.83297,  0.51288,  0.5966,  0.09033,  0.00541,  0.05979
4160, 1133,  0.0183, -0.0708,  0.08054, -0.16811, -0.82467,  0.53938,  0.59229,  0.05618,  0.0054,  0.05974
4161, 1134,  0.00007, -0.08826,  0.03444, -0.15879, -0.93806,  0.306,  0.55979,  0.09117,  0.00535,  0.05979
4162, 1133,  0.0183, -0.0708,  0.08054, -0.16811, -0.82467,  0.53938,  0.59229,  0.05618,  0.0054,  0.05974
4163, 1132, -0.0119, -0.0699,  0.07029, -0.20523, -0.83297,  0.51288,  0.5966,  0.09033,  0.00541,  0.05979
4164, 1133,  0.0183, -0.0708,  0.08054, -0.16811, -0.82467,  0.53938,  0.59229,  0.05618,  0.0054,  0.05974
4165, 1134,  0.00007, -0.08826,  0.03444, -0.15879, -0.93806,  0.306,  0.55979,  0.09117,  0.00535,  0.05979
4166, 1135,  0.03198, -0.09055,  0.04012, -0.09987, -0.94386,  0.31347,  0.55185,  0.05545,  0.00534,  0.05973
4167, 1136,  0.00679, -0.09901, -0.00273, -0.15577, -0.98621, -0.01766,  0.52711,  0.09769,  0.0053,  0.0598
4168, 1135,  0.03198, -0.09055,  0.04012, -0.09987, -0.94386,  0.31347,  0.55185,  0.05545,  0.00534,  0.05973
4169, 1134,  0.00007, -0.08826,  0.03444, -0.15879, -0.93806,  0.306,  0.55979,  0.09117,  0.00535,  0.05979
4170, 1135,  0.03198, -0.09055,  0.04012, -0.09987, -0.94386,  0.31347,  0.55185,  0.05545,  0.00534,  0.05973
4171, 1136,  0.00679, -0.09901, -0.00273, -0.15577, -0.98621, -0.01766,  0.52711,  0.09769,  0.0053,  0.0598
4172, 1137,  0.04096, -0.10157, -0.00298, -0.04321, -0.99873, -0.02376,  0.51377,  0.05884,  0.00527,  0.05974
4173, 1138,  0.05545, -0.06832,  0.09148, -0.11368, -0.81912,  0.56224,  0.58796,  0.01691,  0.0054,  0.05967
4174, 1128,  0.00335, -0.03919,  0.11287, -0.225, -0.56231,  0.79569,  0.63076,  0.05562,  0.00546,  0.05974
4175, 1133,  0.0183, -0.0708,  0.08054, -0.16811, -0.82467,  0.53938,  0.59229,  0.05618,  0.0054,  0.05974
4176, 1128,  0.00335, -0.03919,  0.11287, -0.225, -0.56231,  0.79569,  0.63076,  0.05562,  0.00546,  0.05974
4177, 1138,  0.05545, -0.06832,  0.09148, -0.11368, -0.81912,  0.56224,  0.58796,  0.01691,  0.0054,  0.05967
4178, 1139,  0.03904, -0.03439,  0.12428, -0.18866, -0.5448,  0.81704,  0.62868,  0.01691,  0.00546,  0.05967
4179, 1139,  0.03904, -0.03439,  0.12428, -0.18866, -0.5448,  0.81704,  0.62868,  0.01691,  0.00546,  0.05967
4180, 1131, -0.00839, -0.0033,  0.12908, -0.37201, -0.15548,  0.91345,  0.6624,  0.05548,  0.00552,  0.05974
4181, 1128,  0.00335, -0.03919,  0.11287, -0.225, -0.56231,  0.79569,  0.63076,  0.05562,  0.00546,  0.05974
4182, 1131, -0.00839, -0.0033,  0.12908, -0.37201, -0.15548,  0.91345,  0.6624,  0.05548,  0.00552,  0.05974
4183, 1139,  0.03904, -0.03439,  0.12428, -0.18866, -0.5448,  0.81704,  0.62868,  0.01691,  0.00546,  0.05967
4184, 1140,  0.02707,  0.0034,  0.14038, -0.2989, -0.13587,  0.94456,  0.6624,  0.01691,  0.00552,  0.05967
4185, 1137,  0.04096, -0.10157, -0.00298, -0.04321, -0.99873, -0.02376,  0.51377,  0.05884,  0.00527,  0.05974
4186, 1141,  0.06687, -0.09025,  0.04599, -0.05255, -0.94773,  0.31473,  0.54586,  0.01691,  0.00533,  0.05967
4187, 1135,  0.03198, -0.09055,  0.04012, -0.09987, -0.94386,  0.31347,  0.55185,  0.05545,  0.00534,  0.05973
4188, 1133,  0.0183, -0.0708,  0.08054, -0.16811, -0.82467,  0.53938,  0.59229,  0.05618,  0.0054,  0.05974
4189, 1141,  0.06687, -0.09025,  0.04599, -0.05255, -0.94773,  0.31473,  0.54586,  0.01691,  0.00533,  0.05967
4190, 1138,  0.05545, -0.06832,  0.09148, -0.11368, -0.81912,  0.56224,  0.58796,  0.01691,  0.0054,  0.05967
4191, 1141,  0.06687, -0.09025,  0.04599, -0.05255, -0.94773,  0.31473,  0.54586,  0.01691,  0.00533,  0.05967
4192, 1133,  0.0183, -0.0708,  0.08054, -0.16811, -0.82467,  0.53938,  0.59229,  0.05618,  0.0054,  0.05974
4193, 1135,  0.03198, -0.09055,  0.04012, -0.09987, -0.94386,  0.31347,  0.55185,  0.05545,  0.00534,  0.05973
4194, 1141,  0.06687, -0.09025,  0.04599, -0.05255, -0.94773,  0.31473,  0.54586,  0.01691,  0.00533,  0.05967
4195, 1137,  0.04096, -0.10157, -0.00298, -0.04321, -0.99873, -0.02376,  0.51377,  0.05884,  0.00527,  0.05974
4196, 1142,  0.07425, -0.10148, -0.00315,  0.0026, -0.99966, -0.02403,  0.50643,  0.01691,  0.00526,  0.05967
4197, 1129, -0.03752, -0.01001,  0.11429, -0.45979, -0.16808,  0.86964,  0.6624,  0.09124,  0.00552,  0.05979
4198, 1143, -0.05347, -0.04257,  0.08827, -0.40891, -0.56131,  0.71671,  0.63368,  0.12108,  0.00547,  0.05984
4199, 1130, -0.02606, -0.04232,  0.10179, -0.28325, -0.58053,  0.76188,  0.63266,  0.09041,  0.00547,  0.05979
4200, 1143, -0.05347, -0.04257,  0.08827, -0.40891, -0.56131,  0.71671,  0.63368,  0.12108,  0.00547,  0.05984
4201, 1132, -0.0119, -0.0699,  0.07029, -0.20523, -0.83297,  0.51288,  0.5966,  0.09033,  0.00541,  0.05979
4202, 1130, -0.02606, -0.04232,  0.10179, -0.28325, -0.58053,  0.76188,  0.63266,  0.09041,  0.00547,  0.05979
4203, 1143, -0.05347, -0.04257,  0.08827, -0.40891, -0.56131,  0.71671,  0.63368,  0.12108,  0.00547,  0.05984
4204, 1129, -0.03752, -0.01001,  0.11429, -0.45979, -0.16808,  0.86964,  0.6624,  0.09124,  0.00552,  0.05979
4205, 1144, -0.06117, -0.01437,  0.0966, -0.57496, -0.15005,  0.80096,  0.6624,  0.12184,  0.00552,  0.05984
4206, 1144, -0.06117, -0.01437,  0.0966, -0.57496, -0.15005,  0.80096,  0.6624,  0.12184,  0.00552,  0.05984
4207, 1145, -0.07827, -0.04232,  0.07156, -0.44772, -0.55014,  0.7012,  0.63306,  0.1515,  0.00547,  0.05989
4208, 1143, -0.05347, -0.04257,  0.08827, -0.40891, -0.56131,  0.71671,  0.63368,  0.12108,  0.00547,  0.05984
4209, 1145, -0.07827, -0.04232,  0.07156, -0.44772, -0.55014,  0.7012,  0.63306,  0.1515,  0.00547,  0.05989
4210, 1144, -0.06117, -0.01437,  0.0966, -0.57496, -0.15005,  0.80096,  0.6624,  0.12184,  0.00552,  0.05984
4211, 1146, -0.08238, -0.01812,  0.07816, -0.58366, -0.14387,  0.79543,  0.6624,  0.15114,  0.00552,  0.05989
4212, 1147, -0.07329, -0.06096,  0.05182, -0.29611, -0.82553,  0.47474,  0.60629,  0.15482,  0.00542,  0.0599
4213, 1143, -0.05347, -0.04257,  0.08827, -0.40891, -0.56131,  0.71671,  0.63368,  0.12108,  0.00547,  0.05984
4214, 1145, -0.07827, -0.04232,  0.07156, -0.44772, -0.55014,  0.7012,  0.63306,  0.1515,  0.00547,  0.05989
4215, 1143, -0.05347, -0.04257,  0.08827, -0.40891, -0.56131,  0.71671,  0.63368,  0.12108,  0.00547,  0.05984
4216, 1147, -0.07329, -0.06096,  0.05182, -0.29611, -0.82553,  0.47474,  0.60629,  0.15482,  0.00542,  0.0599
4217, 1148, -0.04419, -0.06513,  0.06151, -0.28232, -0.82191,  0.49068,  0.60203,  0.12227,  0.00542,  0.05984
4218, 1132, -0.0119, -0.0699,  0.07029, -0.20523, -0.83297,  0.51288,  0.5966,  0.09033,  0.00541,  0.05979
4219, 1143, -0.05347, -0.04257,  0.08827, -0.40891, -0.56131,  0.71671,  0.63368,  0.12108,  0.00547,  0.05984
4220, 1148, -0.04419, -0.06513,  0.06151, -0.28232, -0.82191,  0.49068,  0.60203,  0.12227,  0.00542,  0.05984
4221, 1132, -0.0119, -0.0699,  0.07029, -0.20523, -0.83297,  0.51288,  0.5966,  0.09033,  0.00541,  0.05979
4222, 1149, -0.03646, -0.0817,  0.03128, -0.27491, -0.9124,  0.29562,  0.57063,  0.12477,  0.00537,  0.05985
4223, 1134,  0.00007, -0.08826,  0.03444, -0.15879, -0.93806,  0.306,  0.55979,  0.09117,  0.00535,  0.05979
4224, 1149, -0.03646, -0.0817,  0.03128, -0.27491, -0.9124,  0.29562,  0.57063,  0.12477,  0.00537,  0.05985
4225, 1132, -0.0119, -0.0699,  0.07029, -0.20523, -0.83297,  0.51288,  0.5966,  0.09033,  0.00541,  0.05979
4226, 1148, -0.04419, -0.06513,  0.06151, -0.28232, -0.82191,  0.49068,  0.60203,  0.12227,  0.00542,  0.05984
4227, 1149, -0.03646, -0.0817,  0.03128, -0.27491, -0.9124,  0.29562,  0.57063,  0.12477,  0.00537,  0.05985
4228, 1136,  0.00679, -0.09901, -0.00273, -0.15577, -0.98621, -0.01766,  0.52711,  0.09769,  0.0053,  0.0598
4229, 1134,  0.00007, -0.08826,  0.03444, -0.15879, -0.93806,  0.306,  0.55979,  0.09117,  0.00535,  0.05979
4230, 1147, -0.07329, -0.06096,  0.05182, -0.29611, -0.82553,  0.47474,  0.60629,  0.15482,  0.00542,  0.0599
4231, 1149, -0.03646, -0.0817,  0.03128, -0.27491, -0.9124,  0.29562,  0.57063,  0.12477,  0.00537,  0.05985
4232, 1148, -0.04419, -0.06513,  0.06151, -0.28232, -0.82191,  0.49068,  0.60203,  0.12227,  0.00542,  0.05984
4233, 1136,  0.00679, -0.09901, -0.00273, -0.15577, -0.98621, -0.01766,  0.52711,  0.09769,  0.0053,  0.0598
4234, 1149, -0.03646, -0.0817,  0.03128, -0.27491, -0.9124,  0.29562,  0.57063,  0.12477,  0.00537,  0.05985
4235, 1150, -0.0328, -0.09008, -0.00148, -0.29849, -0.95226, -0.00797,  0.54226,  0.13377,  0.00532,  0.05986
4236, 1149, -0.03646, -0.0817,  0.03128, -0.27491, -0.9124,  0.29562,  0.57063,  0.12477,  0.00537,  0.05985
4237, 1151, -0.0682, -0.07757, -0.00083, -0.31993, -0.94354, -0.01191,  0.55754,  0.16908,  0.00535,  0.05992
4238, 1150, -0.0328, -0.09008, -0.00148, -0.29849, -0.95226, -0.00797,  0.54226,  0.13377,  0.00532,  0.05986
4239, 1151, -0.0682, -0.07757, -0.00083, -0.31993, -0.94354, -0.01191,  0.55754,  0.16908,  0.00535,  0.05992
4240, 1149, -0.03646, -0.0817,  0.03128, -0.27491, -0.9124,  0.29562,  0.57063,  0.12477,  0.00537,  0.05985
4241, 1152, -0.06977, -0.07096,  0.02751, -0.30599, -0.91009,  0.2681,  0.58211,  0.16005,  0.00539,  0.05991
4242, 1149, -0.03646, -0.0817,  0.03128, -0.27491, -0.9124,  0.29562,  0.57063,  0.12477,  0.00537,  0.05985
4243, 1147, -0.07329, -0.06096,  0.05182, -0.29611, -0.82553,  0.47474,  0.60629,  0.15482,  0.00542,  0.0599
4244, 1152, -0.06977, -0.07096,  0.02751, -0.30599, -0.91009,  0.2681,  0.58211,  0.16005,  0.00539,  0.05991
4245, 1153, -0.02049, -0.03509,  0.18645,  0.86436, -0.12568,  0.48691,  0.84623,  0.50207,  0.00582,  0.06046
4246, 1154, -0.02943, -0.05136,  0.20409,  0.93773, -0.01366,  0.34711,  0.8482,  0.49113,  0.00582,  0.06044
4247, 1155, -0.0182, -0.07169,  0.17295,  0.82717,  0.07455,  0.55699,  0.86212,  0.49917,  0.00584,  0.06046
4248, 1156, -0.02699, -0.0853,  0.20475,  0.93061,  0.16393,  0.32724,  0.86105,  0.48438,  0.00584,  0.06043
4249, 1155, -0.0182, -0.07169,  0.17295,  0.82717,  0.07455,  0.55699,  0.86212,  0.49917,  0.00584,  0.06046
4250, 1154, -0.02943, -0.05136,  0.20409,  0.93773, -0.01366,  0.34711,  0.8482,  0.49113,  0.00582,  0.06044
4251, 1156, -0.02699, -0.0853,  0.20475,  0.93061,  0.16393,  0.32724,  0.86105,  0.48438,  0.00584,  0.06043
4252, 1157, -0.01311, -0.1117,  0.18745,  0.83054,  0.28017,  0.48137,  0.87543,  0.48742,  0.00586,  0.06044
4253, 1155, -0.0182, -0.07169,  0.17295,  0.82717,  0.07455,  0.55699,  0.86212,  0.49917,  0.00584,  0.06046
4254, 1157, -0.01311, -0.1117,  0.18745,  0.83054,  0.28017,  0.48137,  0.87543,  0.48742,  0.00586,  0.06044
4255, 1158,  0.00217, -0.10462,  0.16384,  0.72011,  0.26844,  0.63982,  0.87861,  0.49962,  0.00587,  0.06046
4256, 1155, -0.0182, -0.07169,  0.17295,  0.82717,  0.07455,  0.55699,  0.86212,  0.49917,  0.00584,  0.06046
4257, 1159,  0.01085, -0.08198,  0.1482,  0.66693,  0.11079,  0.73684,  0.87372,  0.51111,  0.00586,  0.06048
4258, 1155, -0.0182, -0.07169,  0.17295,  0.82717,  0.07455,  0.55699,  0.86212,  0.49917,  0.00584,  0.06046
4259, 1158,  0.00217, -0.10462,  0.16384,  0.72011,  0.26844,  0.63982,  0.87861,  0.49962,  0.00587,  0.06046
4260, 1155, -0.0182, -0.07169,  0.17295,  0.82717,  0.07455,  0.55699,  0.86212,  0.49917,  0.00584,  0.06046
4261, 1160, -0.00628, -0.03113,  0.16736,  0.75226, -0.13217,  0.64548,  0.84963,  0.51186,  0.00582,  0.06048
4262, 1153, -0.02049, -0.03509,  0.18645,  0.86436, -0.12568,  0.48691,  0.84623,  0.50207,  0.00582,  0.06046
4263, 1160, -0.00628, -0.03113,  0.16736,  0.75226, -0.13217,  0.64548,  0.84963,  0.51186,  0.00582,  0.06048
4264, 1155, -0.0182, -0.07169,  0.17295,  0.82717,  0.07455,  0.55699,  0.86212,  0.49917,  0.00584,  0.06046
4265, 1161,  0.00547, -0.05023,  0.15352,  0.66712, -0.06422,  0.74218,  0.86034,  0.51491,  0.00584,  0.06048
4266, 1159,  0.01085, -0.08198,  0.1482,  0.66693,  0.11079,  0.73684,  0.87372,  0.51111,  0.00586,  0.06048
4267, 1161,  0.00547, -0.05023,  0.15352,  0.66712, -0.06422,  0.74218,  0.86034,  0.51491,  0.00584,  0.06048
4268, 1155, -0.0182, -0.07169,  0.17295,  0.82717,  0.07455,  0.55699,  0.86212,  0.49917,  0.00584,  0.06046
4269, 1043, -0.18112,  0.01791, -0.00606, -0.64088,  0.76033, -0.10567,  0.98942,  0.88387,  0.00605,  0.06108
4270, 1056, -0.16265,  0.02829,  0.01917, -0.59826,  0.7563,  0.26475,  0.96445,  0.86051,  0.00601,  0.06104
4271, 1162, -0.16336,  0.03139, -0.00637, -0.58492,  0.80404, -0.10677,  0.98942,  0.86357,  0.00605,  0.06105
