VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
3977, 1264,  0.23961, -0.05025, -0.08651, -0.31654,  0.91476,  0.25102,  0.66641,  0.35978,  0.0111,  0.06541
3978, 1261,  0.23527, -0.05178, -0.0864, -0.30668,  0.918,  0.25145,  0.66641,  0.35763,  0.0111,  0.06541
3979, 1265,  0.23256, -0.05623, -0.07173, -0.23986,  0.94045,  0.24086,  0.65835,  0.35814,  0.0111,  0.06541
3980, 1264,  0.23961, -0.05025, -0.08651, -0.31654,  0.91476,  0.25102,  0.66641,  0.35978,  0.0111,  0.06541
3981, 1265,  0.23256, -0.05623, -0.07173, -0.23986,  0.94045,  0.24086,  0.65835,  0.35814,  0.0111,  0.06541
3982, 1261,  0.23527, -0.05178, -0.0864, -0.30668,  0.918,  0.25145,  0.66641,  0.35763,  0.0111,  0.06541
3983, 1266,  0.23005, -0.05608, -0.07452, -0.21766,  0.94447,  0.24619,  0.65968,  0.35748,  0.0111,  0.06541
3984, 1267,  0.23087, -0.06243, -0.09962, -0.92564, -0.23478, -0.29676,  0.67264,  0.35122,  0.0111,  0.06541
3985, 1268,  0.22816, -0.04959, -0.10132, -0.82898, -0.24197, -0.50423,  0.67501,  0.35774,  0.0111,  0.06541
3986, 1269,  0.23155, -0.0611, -0.1038, -0.94636, -0.22989, -0.22706,  0.67492,  0.35156,  0.0111,  0.06541
3987, 1268,  0.22816, -0.04959, -0.10132, -0.82898, -0.24197, -0.50423,  0.67501,  0.35774,  0.0111,  0.06541
3988, 1267,  0.23087, -0.06243, -0.09962, -0.92564, -0.23478, -0.29676,  0.67264,  0.35122,  0.0111,  0.06541
3989, 1270,  0.22636, -0.05078, -0.09835, -0.78377, -0.24146, -0.5722,  0.67373,  0.3571,  0.0111,  0.06541
3990, 1271,  0.23256, -0.05623, -0.07173, -0.72188, -0.41739,  0.55197,  0.65835,  0.35814,  0.0111,  0.06541
3991, 1272,  0.23454, -0.06771, -0.0778, -0.8558, -0.34998,  0.38095,  0.65973,  0.35141,  0.0111,  0.06541
3992, 1273,  0.23587, -0.06809, -0.07462, -0.88506, -0.32813,  0.33014,  0.65793,  0.35171,  0.0111,  0.06541
3993, 1272,  0.23454, -0.06771, -0.0778, -0.8558, -0.34998,  0.38095,  0.65973,  0.35141,  0.0111,  0.06541
3994, 1271,  0.23256, -0.05623, -0.07173, -0.72188, -0.41739,  0.55197,  0.65835,  0.35814,  0.0111,  0.06541
3995, 1274,  0.23005, -0.05608, -0.07452, -0.68268, -0.43084,  0.59019,  0.65968,  0.35748,  0.0111,  0.06541
3996, 1275,  0.22885, -0.07119, -0.11075, -0.94887, -0.3089, -0.06498,  0.67761,  0.3449,  0.0111,  0.06541
3997, 1276,  0.22718, -0.06845, -0.09936, -0.94758, -0.3131, -0.06378,  0.67281,  0.34779,  0.0111,  0.06541
3998, 1277,  0.22706, -0.06614, -0.10738, -0.95408, -0.29126, -0.06998,  0.67665,  0.3482,  0.0111,  0.06541
3999, 1276,  0.22718, -0.06845, -0.09936, -0.94758, -0.3131, -0.06378,  0.67281,  0.34779,  0.0111,  0.06541
4000, 1275,  0.22885, -0.07119, -0.11075, -0.94887, -0.3089, -0.06498,  0.67761,  0.3449,  0.0111,  0.06541
4001, 1278,  0.22926, -0.07365, -0.10352, -0.9419, -0.33073, -0.05871,  0.67394,  0.34506,  0.0111,  0.06541
4002, 1279,  0.23155, -0.0611, -0.1038, -0.82189,  0.55802,  0.11451,  0.67492,  0.35156,  0.0111,  0.06541
4003, 1280,  0.22718, -0.06845, -0.09936, -0.75137,  0.51243,  0.41576,  0.67281,  0.34779,  0.0111,  0.06541
4004, 1281,  0.23087, -0.06243, -0.09962, -0.78281,  0.49613,  0.37559,  0.67264,  0.35122,  0.0111,  0.06541
4005, 1280,  0.22718, -0.06845, -0.09936, -0.75137,  0.51243,  0.41576,  0.67281,  0.34779,  0.0111,  0.06541
4006, 1279,  0.23155, -0.0611, -0.1038, -0.82189,  0.55802,  0.11451,  0.67492,  0.35156,  0.0111,  0.06541
4007, 1282,  0.22706, -0.06614, -0.10738, -0.79413,  0.58065,  0.17945,  0.67665,  0.3482,  0.0111,  0.06541
4008, 1280,  0.22718, -0.06845, -0.09936, -0.75137,  0.51243,  0.41576,  0.67281,  0.34779,  0.0111,  0.06541
4009, 1283,  0.23938, -0.06639, -0.09088, -0.57035,  0.38049,  0.72796,  0.66643,  0.35006,  0.0111,  0.06541
4010, 1281,  0.23087, -0.06243, -0.09962, -0.78281,  0.49613,  0.37559,  0.67264,  0.35122,  0.0111,  0.06541
4011, 1284,  0.23087, -0.06243, -0.09962, -0.75317, -0.36658,  0.54622,  0.67264,  0.35122,  0.0111,  0.06541
4012, 1285,  0.23527, -0.05178, -0.0864, -0.75349, -0.36621,  0.54603,  0.66641,  0.35763,  0.0111,  0.06541
4013, 1286,  0.22636, -0.05078, -0.09835, -0.76381, -0.35406,  0.53967,  0.67373,  0.3571,  0.0111,  0.06541
4014, 1285,  0.23527, -0.05178, -0.0864, -0.75349, -0.36621,  0.54603,  0.66641,  0.35763,  0.0111,  0.06541
4015, 1284,  0.23087, -0.06243, -0.09962, -0.75317, -0.36658,  0.54622,  0.67264,  0.35122,  0.0111,  0.06541
4016, 1287,  0.23938, -0.06639, -0.09088, -0.74299, -0.37821,  0.5522,  0.66643,  0.35006,  0.0111,  0.06541
4017, 1288,  0.21869, -0.08511, -0.11632, -0.15201,  0.08612, -0.98462,  0.59819,  0.9724,  0.0111,  0.06539
4018, 1289,  0.20881, -0.09178, -0.11538, -0.15202,  0.08616, -0.98461,  0.60591,  0.98382,  0.0111,  0.06539
4019, 1290,  0.20352, -0.08822, -0.11425, -0.15202,  0.08612, -0.98462,  0.61322,  0.98233,  0.0111,  0.06539
4020, 1289,  0.20881, -0.09178, -0.11538, -0.15202,  0.08616, -0.98461,  0.60591,  0.98382,  0.0111,  0.06539
4021, 1288,  0.21869, -0.08511, -0.11632, -0.15201,  0.08612, -0.98462,  0.59819,  0.9724,  0.0111,  0.06539
4022, 1291,  0.21509, -0.09049, -0.11624, -0.15201,  0.08614, -0.98462,  0.59968,  0.97971,  0.0111,  0.06539
4023, 1290,  0.20352, -0.08822, -0.11425, -0.15202,  0.08612, -0.98462,  0.61322,  0.98233,  0.0111,  0.06539
4024, 1292,  0.2175, -0.0788, -0.11559, -0.15201,  0.08612, -0.98462,  0.6023,  0.96617,  0.0111,  0.06539
4025, 1288,  0.21869, -0.08511, -0.11632, -0.15201,  0.08612, -0.98462,  0.59819,  0.9724,  0.0111,  0.06539
4026, 1292,  0.2175, -0.0788, -0.11559, -0.15201,  0.08612, -0.98462,  0.6023,  0.96617,  0.0111,  0.06539
4027, 1290,  0.20352, -0.08822, -0.11425, -0.15202,  0.08612, -0.98462,  0.61322,  0.98233,  0.0111,  0.06539
4028, 1293,  0.20233, -0.0819, -0.11352, -0.15202,  0.08612, -0.98462,  0.61734,  0.9761,  0.0111,  0.06539
4029, 1294,  0.20593, -0.07653, -0.1136, -0.15202,  0.08616, -0.98462,  0.61584,  0.96879,  0.0111,  0.06539
4030, 1292,  0.2175, -0.0788, -0.11559, -0.15201,  0.08612, -0.98462,  0.6023,  0.96617,  0.0111,  0.06539
4031, 1293,  0.20233, -0.0819, -0.11352, -0.15202,  0.08612, -0.98462,  0.61734,  0.9761,  0.0111,  0.06539
4032, 1292,  0.2175, -0.0788, -0.11559, -0.15201,  0.08612, -0.98462,  0.6023,  0.96617,  0.0111,  0.06539
4033, 1294,  0.20593, -0.07653, -0.1136, -0.15202,  0.08616, -0.98462,  0.61584,  0.96879,  0.0111,  0.06539
4034, 1295,  0.21221, -0.07524, -0.11446, -0.15202,  0.08618, -0.98461,  0.60962,  0.96468,  0.0111,  0.06539
4035, 1296,  0.20593, -0.07653, -0.1136, -0.55517,  0.831, -0.03493,  0.67398,  0.96993,  0.0111,  0.06539
4036, 1297,  0.21326, -0.07473, -0.10888,  0.17033,  0.97777, -0.12227,  0.68264,  0.98015,  0.0111,  0.06539
4037, 1298,  0.21221, -0.07524, -0.11446,  0.1713,  0.97758, -0.12243,  0.68265,  0.96993,  0.0111,  0.06539
4038, 1297,  0.21326, -0.07473, -0.10888,  0.17033,  0.97777, -0.12227,  0.68264,  0.98015,  0.0111,  0.06539
4039, 1296,  0.20593, -0.07653, -0.1136, -0.55517,  0.831, -0.03493,  0.67398,  0.96993,  0.0111,  0.06539
4040, 1299,  0.20606, -0.0762, -0.1079, -0.5661,  0.82362, -0.03426,  0.67396,  0.98015,  0.0111,  0.06539
4041, 1300,  0.20233, -0.0819, -0.11352, -0.97575,  0.21314, -0.04979,  0.6653,  0.96993,  0.0111,  0.06539
4042, 1299,  0.20606, -0.0762, -0.1079, -0.5661,  0.82362, -0.03426,  0.67396,  0.98015,  0.0111,  0.06539
4043, 1296,  0.20593, -0.07653, -0.1136, -0.55517,  0.831, -0.03493,  0.67398,  0.96993,  0.0111,  0.06539
4044, 1299,  0.20606, -0.0762, -0.1079, -0.5661,  0.82362, -0.03426,  0.67396,  0.98015,  0.0111,  0.06539
4045, 1300,  0.20233, -0.0819, -0.11352, -0.97575,  0.21314, -0.04979,  0.6653,  0.96993,  0.0111,  0.06539
4046, 1301,  0.20194, -0.08236, -0.1078, -0.97925,  0.19604, -0.05139,  0.66525,  0.98015,  0.0111,  0.06539
4047, 1302,  0.20352, -0.08822, -0.11425, -0.84224, -0.51525, -0.15861,  0.65661,  0.96993,  0.0111,  0.06539
4048, 1301,  0.20194, -0.08236, -0.1078, -0.97925,  0.19604, -0.05139,  0.66525,  0.98015,  0.0111,  0.06539
4049, 1300,  0.20233, -0.0819, -0.11352, -0.97575,  0.21314, -0.04979,  0.6653,  0.96993,  0.0111,  0.06539
4050, 1301,  0.20194, -0.08236, -0.1078, -0.97925,  0.19604, -0.05139,  0.66525,  0.98015,  0.0111,  0.06539
4051, 1302,  0.20352, -0.08822, -0.11425, -0.84224, -0.51525, -0.15861,  0.65661,  0.96993,  0.0111,  0.06539
4052, 1303,  0.20331, -0.08959, -0.10865, -0.83596, -0.52474, -0.16069,  0.65653,  0.98015,  0.0111,  0.06539
4053, 1304,  0.20881, -0.09178, -0.11538, -0.23214, -0.92601, -0.29767,  0.6479,  0.96993,  0.0111,  0.06539
4054, 1303,  0.20331, -0.08959, -0.10865, -0.83596, -0.52474, -0.16069,  0.65653,  0.98015,  0.0111,  0.06539
4055, 1302,  0.20352, -0.08822, -0.11425, -0.84224, -0.51525, -0.15861,  0.65661,  0.96993,  0.0111,  0.06539
4056, 1303,  0.20331, -0.08959, -0.10865, -0.83596, -0.52474, -0.16069,  0.65653,  0.98015,  0.0111,  0.06539
4057, 1304,  0.20881, -0.09178, -0.11538, -0.23214, -0.92601, -0.29767,  0.6479,  0.96993,  0.0111,  0.06539
4058, 1305,  0.20936, -0.09366, -0.10994, -0.23309, -0.92583, -0.29751,  0.64778,  0.98015,  0.0111,  0.06539
4059, 1304,  0.20881, -0.09178, -0.11538, -0.23214, -0.92601, -0.29767,  0.6479,  0.96993,  0.0111,  0.06539
4060, 1306,  0.21656, -0.09219, -0.11092,  0.48551, -0.78504, -0.38471,  0.63912,  0.98015,  0.0111,  0.06539
4061, 1305,  0.20936, -0.09366, -0.10994, -0.23309, -0.92583, -0.29751,  0.64778,  0.98015,  0.0111,  0.06539
4062, 1306,  0.21656, -0.09219, -0.11092,  0.48551, -0.78504, -0.38471,  0.63912,  0.98015,  0.0111,  0.06539
4063, 1304,  0.20881, -0.09178, -0.11538, -0.23214, -0.92601, -0.29767,  0.6479,  0.96993,  0.0111,  0.06539
4064, 1307,  0.21509, -0.09049, -0.11624,  0.49632, -0.7779, -0.3854,  0.63912,  0.96993,  0.0111,  0.06539
4065, 1308,  0.21931, -0.0788, -0.11017,  0.78621,  0.55907, -0.26328,  0.69132,  0.98015,  0.0111,  0.06539
4066, 1298,  0.21221, -0.07524, -0.11446,  0.1713,  0.97758, -0.12243,  0.68265,  0.96993,  0.0111,  0.06539
4067, 1297,  0.21326, -0.07473, -0.10888,  0.17033,  0.97777, -0.12227,  0.68264,  0.98015,  0.0111,  0.06539
4068, 1298,  0.21221, -0.07524, -0.11446,  0.1713,  0.97758, -0.12243,  0.68265,  0.96993,  0.0111,  0.06539
4069, 1308,  0.21931, -0.0788, -0.11017,  0.78621,  0.55907, -0.26328,  0.69132,  0.98015,  0.0111,  0.06539
4070, 1309,  0.2175, -0.0788, -0.11559,  0.77989,  0.56883, -0.26116,  0.69131,  0.96993,  0.0111,  0.06539
4071, 1308,  0.21931, -0.0788, -0.11017,  0.78621,  0.55907, -0.26328,  0.69132,  0.98015,  0.0111,  0.06539
4072, 1310,  0.21869, -0.08511, -0.11632,  0.91541, -0.15802, -0.37022,  0.69999,  0.96993,  0.0111,  0.06539
4073, 1309,  0.2175, -0.0788, -0.11559,  0.77989,  0.56883, -0.26116,  0.69131,  0.96993,  0.0111,  0.06539
4074, 1310,  0.21869, -0.08511, -0.11632,  0.91541, -0.15802, -0.37022,  0.69999,  0.96993,  0.0111,  0.06539
4075, 1308,  0.21931, -0.0788, -0.11017,  0.78621,  0.55907, -0.26328,  0.69132,  0.98015,  0.0111,  0.06539
4076, 1311,  0.22068, -0.08603, -0.11102,  0.91166, -0.1751, -0.37178,  0.70003,  0.98015,  0.0111,  0.06539
4077, 1311,  0.22068, -0.08603, -0.11102,  0.91166, -0.1751, -0.37178,  0.70003,  0.98015,  0.0111,  0.06539
4078, 1312,  0.21509, -0.09049, -0.11624,  0.49632, -0.7779, -0.3854,  0.70872,  0.96993,  0.0111,  0.06539
4079, 1310,  0.21869, -0.08511, -0.11632,  0.91541, -0.15802, -0.37022,  0.69999,  0.96993,  0.0111,  0.06539
4080, 1312,  0.21509, -0.09049, -0.11624,  0.49632, -0.7779, -0.3854,  0.70872,  0.96993,  0.0111,  0.06539
4081, 1311,  0.22068, -0.08603, -0.11102,  0.91166, -0.1751, -0.37178,  0.70003,  0.98015,  0.0111,  0.06539
4082, 1313,  0.21656, -0.09219, -0.11092,  0.48551, -0.78504, -0.38471,  0.70872,  0.98015,  0.0111,  0.06539
4083, 1314,  0.22576, -0.09391, -0.06843,  0.23726, -0.17452,  0.95564,  0.59819,  0.9724,  0.0111,  0.06539
4084, 1315,  0.21672, -0.10012, -0.06732,  0.23725, -0.17449,  0.95565,  0.60591,  0.98382,  0.0111,  0.06539
4085, 1316,  0.22243, -0.09886, -0.06851,  0.23729, -0.17455,  0.95563,  0.59968,  0.97971,  0.0111,  0.06539
4086, 1315,  0.21672, -0.10012, -0.06732,  0.23725, -0.17449,  0.95565,  0.60591,  0.98382,  0.0111,  0.06539
4087, 1314,  0.22576, -0.09391, -0.06843,  0.23726, -0.17452,  0.95564,  0.59819,  0.9724,  0.0111,  0.06539
4088, 1317,  0.21197, -0.09696, -0.06556,  0.23725, -0.17451,  0.95565,  0.61322,  0.98233,  0.0111,  0.06539
4089, 1318,  0.22476, -0.08817, -0.06713,  0.23725, -0.17451,  0.95565,  0.6023,  0.96617,  0.0111,  0.06539
4090, 1317,  0.21197, -0.09696, -0.06556,  0.23725, -0.17451,  0.95565,  0.61322,  0.98233,  0.0111,  0.06539
4091, 1314,  0.22576, -0.09391, -0.06843,  0.23726, -0.17452,  0.95564,  0.59819,  0.9724,  0.0111,  0.06539
4092, 1317,  0.21197, -0.09696, -0.06556,  0.23725, -0.17451,  0.95565,  0.61322,  0.98233,  0.0111,  0.06539
4093, 1318,  0.22476, -0.08817, -0.06713,  0.23725, -0.17451,  0.95565,  0.6023,  0.96617,  0.0111,  0.06539
4094, 1319,  0.21097, -0.09121, -0.06427,  0.23725, -0.17452,  0.95564,  0.61734,  0.9761,  0.0111,  0.06539
4095, 1318,  0.22476, -0.08817, -0.06713,  0.23725, -0.17451,  0.95565,  0.6023,  0.96617,  0.0111,  0.06539
4096, 1320,  0.21431, -0.08626, -0.06419,  0.23726, -0.17451,  0.95564,  0.61584,  0.96879,  0.0111,  0.06539
4097, 1319,  0.21097, -0.09121, -0.06427,  0.23725, -0.17452,  0.95564,  0.61734,  0.9761,  0.0111,  0.06539
4098, 1320,  0.21431, -0.08626, -0.06419,  0.23726, -0.17451,  0.95564,  0.61584,  0.96879,  0.0111,  0.06539
4099, 1318,  0.22476, -0.08817, -0.06713,  0.23725, -0.17451,  0.95565,  0.6023,  0.96617,  0.0111,  0.06539
4100, 1321,  0.22002, -0.085, -0.06538,  0.23727, -0.17443,  0.95565,  0.60962,  0.96468,  0.0111,  0.06539
4101, 1322,  0.21431, -0.08626, -0.06419, -0.46077,  0.75164,  0.47195,  0.67398,  0.96993,  0.0111,  0.06539
4102, 1323,  0.21908, -0.083, -0.07016,  0.25966,  0.90823,  0.32816,  0.68264,  0.98015,  0.0111,  0.06539
4103, 1324,  0.21254, -0.08445, -0.0688, -0.45799,  0.75353,  0.47163,  0.67396,  0.98015,  0.0111,  0.06539
4104, 1323,  0.21908, -0.083, -0.07016,  0.25966,  0.90823,  0.32816,  0.68264,  0.98015,  0.0111,  0.06539
4105, 1322,  0.21431, -0.08626, -0.06419, -0.46077,  0.75164,  0.47195,  0.67398,  0.96993,  0.0111,  0.06539
4106, 1325,  0.22002, -0.085, -0.06538,  0.2558,  0.90895,  0.32922,  0.68265,  0.96993,  0.0111,  0.06539
4107, 1324,  0.21254, -0.08445, -0.0688, -0.45799,  0.75353,  0.47163,  0.67396,  0.98015,  0.0111,  0.06539
4108, 1326,  0.21097, -0.09121, -0.06427, -0.8785,  0.13228,  0.45906,  0.6653,  0.96993,  0.0111,  0.06539
4109, 1322,  0.21431, -0.08626, -0.06419, -0.46077,  0.75164,  0.47195,  0.67398,  0.96993,  0.0111,  0.06539
4110, 1326,  0.21097, -0.09121, -0.06427, -0.8785,  0.13228,  0.45906,  0.6653,  0.96993,  0.0111,  0.06539
4111, 1324,  0.21254, -0.08445, -0.0688, -0.45799,  0.75353,  0.47163,  0.67396,  0.98015,  0.0111,  0.06539
4112, 1327,  0.20872, -0.09012, -0.06889, -0.87835,  0.13295,  0.45916,  0.66525,  0.98015,  0.0111,  0.06539
4113, 1327,  0.20872, -0.09012, -0.06889, -0.87835,  0.13295,  0.45916,  0.66525,  0.98015,  0.0111,  0.06539
4114, 1328,  0.21197, -0.09696, -0.06556, -0.75312, -0.58644,  0.29816,  0.65661,  0.96993,  0.0111,  0.06539
4115, 1326,  0.21097, -0.09121, -0.06427, -0.8785,  0.13228,  0.45906,  0.6653,  0.96993,  0.0111,  0.06539
4116, 1328,  0.21197, -0.09696, -0.06556, -0.75312, -0.58644,  0.29816,  0.65661,  0.96993,  0.0111,  0.06539
4117, 1327,  0.20872, -0.09012, -0.06889, -0.87835,  0.13295,  0.45916,  0.66525,  0.98015,  0.0111,  0.06539
4118, 1329,  0.20987, -0.0967, -0.07037, -0.75187, -0.58837,  0.29751,  0.65653,  0.98015,  0.0111,  0.06539
4119, 1329,  0.20987, -0.0967, -0.07037, -0.75187, -0.58837,  0.29751,  0.65653,  0.98015,  0.0111,  0.06539
4120, 1330,  0.21672, -0.10012, -0.06732, -0.15791, -0.98393,  0.08338,  0.6479,  0.96993,  0.0111,  0.06539
4121, 1328,  0.21197, -0.09696, -0.06556, -0.75312, -0.58644,  0.29816,  0.65661,  0.96993,  0.0111,  0.06539
4122, 1330,  0.21672, -0.10012, -0.06732, -0.15791, -0.98393,  0.08338,  0.6479,  0.96993,  0.0111,  0.06539
4123, 1329,  0.20987, -0.0967, -0.07037, -0.75187, -0.58837,  0.29751,  0.65653,  0.98015,  0.0111,  0.06539
4124, 1331,  0.2153, -0.10032, -0.07239, -0.15403, -0.98463,  0.08233,  0.64778,  0.98015,  0.0111,  0.06539
4125, 1332,  0.22185, -0.09888, -0.07375,  0.56162, -0.82523, -0.05983,  0.63912,  0.98015,  0.0111,  0.06539
4126, 1330,  0.21672, -0.10012, -0.06732, -0.15791, -0.98393,  0.08338,  0.6479,  0.96993,  0.0111,  0.06539
4127, 1331,  0.2153, -0.10032, -0.07239, -0.15403, -0.98463,  0.08233,  0.64778,  0.98015,  0.0111,  0.06539
4128, 1330,  0.21672, -0.10012, -0.06732, -0.15791, -0.98393,  0.08338,  0.6479,  0.96993,  0.0111,  0.06539
4129, 1332,  0.22185, -0.09888, -0.07375,  0.56162, -0.82523, -0.05983,  0.63912,  0.98015,  0.0111,  0.06539
4130, 1333,  0.22243, -0.09886, -0.06851,  0.55886, -0.82712, -0.05952,  0.63912,  0.96993,  0.0111,  0.06539
4131, 1325,  0.22002, -0.085, -0.06538,  0.2558,  0.90895,  0.32922,  0.68265,  0.96993,  0.0111,  0.06539
4132, 1334,  0.22452, -0.08663, -0.07217,  0.85276,  0.50978,  0.11371,  0.69132,  0.98015,  0.0111,  0.06539
4133, 1323,  0.21908, -0.083, -0.07016,  0.25966,  0.90823,  0.32816,  0.68264,  0.98015,  0.0111,  0.06539
4134, 1334,  0.22452, -0.08663, -0.07217,  0.85276,  0.50978,  0.11371,  0.69132,  0.98015,  0.0111,  0.06539
4135, 1325,  0.22002, -0.085, -0.06538,  0.2558,  0.90895,  0.32922,  0.68265,  0.96993,  0.0111,  0.06539
4136, 1335,  0.22476, -0.08817, -0.06713,  0.85151,  0.51171,  0.11437,  0.69131,  0.96993,  0.0111,  0.06539
4137, 1336,  0.22576, -0.09391, -0.06843,  0.97711, -0.20755, -0.04671,  0.69999,  0.96993,  0.0111,  0.06539
4138, 1334,  0.22452, -0.08663, -0.07217,  0.85276,  0.50978,  0.11371,  0.69132,  0.98015,  0.0111,  0.06539
4139, 1335,  0.22476, -0.08817, -0.06713,  0.85151,  0.51171,  0.11437,  0.69131,  0.96993,  0.0111,  0.06539
4140, 1334,  0.22452, -0.08663, -0.07217,  0.85276,  0.50978,  0.11371,  0.69132,  0.98015,  0.0111,  0.06539
4141, 1336,  0.22576, -0.09391, -0.06843,  0.97711, -0.20755, -0.04671,  0.69999,  0.96993,  0.0111,  0.06539
4142, 1337,  0.22566, -0.0932, -0.07366,  0.97726, -0.20687, -0.04663,  0.70003,  0.98015,  0.0111,  0.06539
4143, 1338,  0.22243, -0.09886, -0.06851,  0.55886, -0.82712, -0.05952,  0.70872,  0.96993,  0.0111,  0.06539
4144, 1337,  0.22566, -0.0932, -0.07366,  0.97726, -0.20687, -0.04663,  0.70003,  0.98015,  0.0111,  0.06539
4145, 1336,  0.22576, -0.09391, -0.06843,  0.97711, -0.20755, -0.04671,  0.69999,  0.96993,  0.0111,  0.06539
4146, 1337,  0.22566, -0.0932, -0.07366,  0.97726, -0.20687, -0.04663,  0.70003,  0.98015,  0.0111,  0.06539
4147, 1338,  0.22243, -0.09886, -0.06851,  0.55886, -0.82712, -0.05952,  0.70872,  0.96993,  0.0111,  0.06539
4148, 1339,  0.22185, -0.09888, -0.07375,  0.56162, -0.82523, -0.05983,  0.70872,  0.98015,  0.0111,  0.06539
4149, 1340,  0.19808, -0.11013, -0.09514, -0.78875, -0.61052, -0.07175,  0.53992,  0.45604,  0.0111,  0.0654
4150, 1341,  0.19368, -0.08474, -0.10655, -0.57579, -0.0939, -0.81219,  0.57342,  0.46989,  0.0111,  0.0654
4151, 1342,  0.20459, -0.10097, -0.1108, -0.54686, -0.12124, -0.8284,  0.56318,  0.44629,  0.0111,  0.0654
4152, 1341,  0.19368, -0.08474, -0.10655, -0.57579, -0.0939, -0.81219,  0.57342,  0.46989,  0.0111,  0.0654
4153, 1340,  0.19808, -0.11013, -0.09514, -0.78875, -0.61052, -0.07175,  0.53992,  0.45604,  0.0111,  0.0654
4154, 1343,  0.18608, -0.09571, -0.08988, -0.84595, -0.52971, -0.06149,  0.54796,  0.4802,  0.0111,  0.0654
4155, 1344,  0.17952, -0.08098, -0.08516, -0.80122, -0.56464, -0.08777,  0.56058,  0.50448,  0.0111,  0.0654
4156, 1341,  0.19368, -0.08474, -0.10655, -0.57579, -0.0939, -0.81219,  0.57342,  0.46989,  0.0111,  0.0654
4157, 1343,  0.18608, -0.09571, -0.08988, -0.84595, -0.52971, -0.06149,  0.54796,  0.4802,  0.0111,  0.0654
4158, 1341,  0.19368, -0.08474, -0.10655, -0.57579, -0.0939, -0.81219,  0.57342,  0.46989,  0.0111,  0.0654
4159, 1344,  0.17952, -0.08098, -0.08516, -0.80122, -0.56464, -0.08777,  0.56058,  0.50448,  0.0111,  0.0654
4160, 1345,  0.18583, -0.07009, -0.10103, -0.52433, -0.12309, -0.83154,  0.58488,  0.49383,  0.0111,  0.0654
4161, 1345,  0.18583, -0.07009, -0.10103, -0.52433, -0.12309, -0.83154,  0.58488,  0.49383,  0.0111,  0.0654
4162, 1346,  0.20974, -0.07296, -0.10938, -0.11279,  0.24102, -0.96395,  0.5974,  0.46038,  0.0111,  0.0654
4163, 1341,  0.19368, -0.08474, -0.10655, -0.57579, -0.0939, -0.81219,  0.57342,  0.46989,  0.0111,  0.0654
4164, 1346,  0.20974, -0.07296, -0.10938, -0.11279,  0.24102, -0.96395,  0.5974,  0.46038,  0.0111,  0.0654
4165, 1342,  0.20459, -0.10097, -0.1108, -0.54686, -0.12124, -0.8284,  0.56318,  0.44629,  0.0111,  0.0654
4166, 1341,  0.19368, -0.08474, -0.10655, -0.57579, -0.0939, -0.81219,  0.57342,  0.46989,  0.0111,  0.0654
4167, 1346,  0.20974, -0.07296, -0.10938, -0.11279,  0.24102, -0.96395,  0.5974,  0.46038,  0.0111,  0.0654
4168, 1345,  0.18583, -0.07009, -0.10103, -0.52433, -0.12309, -0.83154,  0.58488,  0.49383,  0.0111,  0.0654
4169, 1347,  0.20069, -0.05567, -0.10287, -0.00842,  0.46725, -0.88358,  0.61026,  0.48307,  0.0111,  0.0654
4170, 1342,  0.20459, -0.10097, -0.1108, -0.54686, -0.12124, -0.8284,  0.56318,  0.44629,  0.0111,  0.0654
4171, 1346,  0.20974, -0.07296, -0.10938, -0.11279,  0.24102, -0.96395,  0.5974,  0.46038,  0.0111,  0.0654
4172, 1348,  0.21883, -0.09717, -0.11534, -0.11232,  0.21938, -0.96915,  0.57794,  0.43247,  0.0111,  0.06541
4173, 1349,  0.21891, -0.06729, -0.10695,  0.21514,  0.54182, -0.8125,  0.61071,  0.45539,  0.0111,  0.0654
4174, 1348,  0.21883, -0.09717, -0.11534, -0.11232,  0.21938, -0.96915,  0.57794,  0.43247,  0.0111,  0.06541
4175, 1346,  0.20974, -0.07296, -0.10938, -0.11279,  0.24102, -0.96395,  0.5974,  0.46038,  0.0111,  0.0654
4176, 1347,  0.20069, -0.05567, -0.10287, -0.00842,  0.46725, -0.88358,  0.61026,  0.48307,  0.0111,  0.0654
4177, 1349,  0.21891, -0.06729, -0.10695,  0.21514,  0.54182, -0.8125,  0.61071,  0.45539,  0.0111,  0.0654
4178, 1346,  0.20974, -0.07296, -0.10938, -0.11279,  0.24102, -0.96395,  0.5974,  0.46038,  0.0111,  0.0654
4179, 1348,  0.21883, -0.09717, -0.11534, -0.11232,  0.21938, -0.96915,  0.57794,  0.43247,  0.0111,  0.06541
4180, 1349,  0.21891, -0.06729, -0.10695,  0.21514,  0.54182, -0.8125,  0.61071,  0.45539,  0.0111,  0.0654
4181, 1350,  0.24116, -0.08077, -0.10963,  0.18122,  0.53087, -0.82785,  0.61336,  0.42158,  0.0111,  0.06541
4182, 1351,  0.23734, -0.06336, -0.09005,  0.58982,  0.80731,  0.01908,  0.64172,  0.44356,  0.0111,  0.0654
4183, 1350,  0.24116, -0.08077, -0.10963,  0.18122,  0.53087, -0.82785,  0.61336,  0.42158,  0.0111,  0.06541
