VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD0.x, in_TEXCOORD0.y
193, 115, -1.95295,  0.01, -1.19251,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00, -1.00,  0.78899,  0.40121
194, 116, -1.85965,  0.01, -1.11655,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00, -1.00,  0.74479,  0.39852
195, 117,  1.38792,  0.01, -4.10705,  0.00,  1.00,  0.00, -0.00004,  0.00, -1.00, -1.00,  0.74479,  0.49149
196, 118,  1.5088,  0.01, -4.23198,  0.00,  1.00,  0.00, -0.00004,  0.00, -1.00, -1.00,  0.78899,  0.49578
197, 119, -1.95309,  0.01, -4.23198,  0.00,  1.00,  0.00, -0.00005,  0.00, -1.00, -1.00,  0.78899,  0.37312
198, 117,  1.38792,  0.01, -4.10705,  0.00,  1.00,  0.00, -0.00004,  0.00, -1.00, -1.00,  0.74479,  0.49149
199, 119, -1.95309,  0.01, -4.23198,  0.00,  1.00,  0.00, -0.00005,  0.00, -1.00, -1.00,  0.78899,  0.37312
200, 120, -1.85965,  0.01, -4.10705,  0.00,  1.00,  0.00, -0.00005,  0.00, -1.00, -1.00,  0.74479,  0.37643
201, 121,  1.38792,  0.01,  0.64694,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00, -1.00,  0.78899,  0.33604
202, 122,  1.5088,  0.01,  0.53796,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00, -1.00,  0.74479,  0.3399
203, 123,  1.5088,  0.01, -3.57656,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00001, -1.00,  0.74479,  0.48568
204, 121,  1.38792,  0.01,  0.64694,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00, -1.00,  0.78899,  0.33604
205, 123,  1.5088,  0.01, -3.57656,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00001, -1.00,  0.74479,  0.48568
206, 124,  1.38792,  0.01, -3.57652,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00001, -1.00,  0.78899,  0.48568
207, 124,  1.38792,  0.01, -3.57652,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00001, -1.00,  0.78899,  0.48568
208, 123,  1.5088,  0.01, -3.57656,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00001, -1.00,  0.74479,  0.48568
209, 125,  1.5088,  0.01, -4.23198,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00, -1.00,  0.74479,  0.5089
210, 124,  1.38792,  0.01, -3.57652,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00001, -1.00,  0.78899,  0.48568
211, 125,  1.5088,  0.01, -4.23198,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00, -1.00,  0.74479,  0.5089
212, 126,  1.38792,  0.01, -4.10705,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00, -1.00,  0.78899,  0.50447
213, 127,  1.39514,  0.01,  4.01723,  0.00,  1.00,  0.00, -1.00,  0.00, -0.00001, -1.00,  0.78899,  0.42008
214, 128,  1.50877,  0.01,  4.11944,  0.00,  1.00,  0.00, -1.00,  0.00, -0.00001, -1.00,  0.74479,  0.41646
215, 129,  1.5088,  0.01,  2.94961,  0.00,  1.00,  0.00, -1.00,  0.00, -0.00001, -1.00,  0.74479,  0.4579
216, 127,  1.39514,  0.01,  4.01723,  0.00,  1.00,  0.00, -1.00,  0.00, -0.00001, -1.00,  0.78899,  0.42008
217, 129,  1.5088,  0.01,  2.94961,  0.00,  1.00,  0.00, -1.00,  0.00, -0.00001, -1.00,  0.74479,  0.4579
218, 130,  1.39514,  0.01,  2.86195,  0.00,  1.00,  0.00, -1.00,  0.00, -0.00001, -1.00,  0.78899,  0.46101
219, 131,  2.13112,  0.01,  2.86195,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00, -1.00,  0.78899,  0.40092
220, 132,  2.2485,  0.01,  2.94969,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00, -1.00,  0.74479,  0.39781
221, 133,  2.2485,  0.01,  0.53784,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00005, -1.00,  0.74479,  0.48327
222, 131,  2.13112,  0.01,  2.86195,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00, -1.00,  0.78899,  0.40092
223, 133,  2.2485,  0.01,  0.53784,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00005, -1.00,  0.74479,  0.48327
224, 134,  2.13112,  0.01,  0.64694,  0.00,  1.00,  0.00, -1.00,  0.00,  0.00005, -1.00,  0.78899,  0.4794
225, 135,  1.39514,  0.01,  2.86195,  0.00,  1.00,  0.00, -0.00003,  0.00, -1.00, -1.00,  0.78899,  0.40815
226, 136,  1.5088,  0.01,  2.94961,  0.00,  1.00,  0.00, -0.00003,  0.00, -1.00, -1.00,  0.74479,  0.41218
227, 137,  2.2485,  0.01,  2.94969,  0.00,  1.00,  0.00, -0.00003,  0.00, -1.00, -1.00,  0.74479,  0.43839
228, 135,  1.39514,  0.01,  2.86195,  0.00,  1.00,  0.00, -0.00003,  0.00, -1.00, -1.00,  0.78899,  0.40815
229, 137,  2.2485,  0.01,  2.94969,  0.00,  1.00,  0.00, -0.00003,  0.00, -1.00, -1.00,  0.74479,  0.43839
230, 138,  2.13112,  0.01,  2.86195,  0.00,  1.00,  0.00, -0.00003,  0.00, -1.00, -1.00,  0.78899,  0.43423
231, 139,  2.13112,  0.01,  0.64694,  0.00,  1.00,  0.00,  0.02124,  0.00, -0.99977, -1.00,  0.74479,  0.43476
232, 140,  2.2485,  0.01,  0.53784,  0.00,  1.00,  0.00,  0.0212,  0.00, -0.99978, -1.00,  0.78899,  0.43892
233, 141,  1.5088,  0.01,  0.53796,  0.00,  1.00,  0.00,  0.02169,  0.00, -0.99976, -1.00,  0.78899,  0.41218
234, 139,  2.13112,  0.01,  0.64694,  0.00,  1.00,  0.00,  0.02124,  0.00, -0.99977, -1.00,  0.74479,  0.43476
235, 141,  1.5088,  0.01,  0.53796,  0.00,  1.00,  0.00,  0.02169,  0.00, -0.99976, -1.00,  0.78899,  0.41218
236, 142,  1.38792,  0.01,  0.64694,  0.00,  1.00,  0.00,  0.02173,  0.00, -0.99976, -1.00,  0.74479,  0.4079
237, 143, -0.77762,  0.01999, -0.87701,  0.00, -1.00,  0.00, -0.98472,  0.00,  0.17415,  1.00,  0.78446,  0.02829
238, 144, -0.77762,  0.01999,  0.93817,  0.00, -1.00,  0.00, -0.99804,  0.00, -0.06265,  1.00,  0.79067,  0.10961
239, 145, -0.69961,  0.01999,  0.76483,  0.00, -1.00,  0.00, -0.99209,  0.00, -0.12556,  1.00,  0.78306,  0.10027
240, 143, -0.77762,  0.01999, -0.87701,  0.00, -1.00,  0.00, -0.98472,  0.00,  0.17415,  1.00,  0.78446,  0.02829
241, 145, -0.69961,  0.01999,  0.76483,  0.00, -1.00,  0.00, -0.99209,  0.00, -0.12556,  1.00,  0.78306,  0.10027
242, 146, -0.69961,  0.01999, -0.70369,  0.00, -1.00,  0.00, -0.97969,  0.00,  0.20053,  1.00,  0.77843,  0.03651
243, 146, -0.69961,  0.01999, -0.70369,  0.00, -1.00,  0.00, -0.97969,  0.00,  0.20053,  1.00,  0.77843,  0.03651
244, 147, -0.42379,  0.01999, -0.67053,  0.00, -1.00,  0.00, -0.97966,  0.00,  0.20067,  1.00,  0.75528,  0.0404
245, 143, -0.77762,  0.01999, -0.87701,  0.00, -1.00,  0.00, -0.98472,  0.00,  0.17415,  1.00,  0.78446,  0.02829
246, 146, -0.69961,  0.01999, -0.70369,  0.00, -1.00,  0.00, -0.97969,  0.00,  0.20053,  1.00,  0.77843,  0.03651
247, 148, -0.42405,  0.01999, -0.54397,  0.00, -1.00,  0.00, -0.97966,  0.00,  0.20067,  1.00,  0.7557,  0.04589
248, 147, -0.42379,  0.01999, -0.67053,  0.00, -1.00,  0.00, -0.97966,  0.00,  0.20067,  1.00,  0.75528,  0.0404
249, 149, -0.42379,  0.01999,  0.73168,  0.00, -1.00,  0.00, -0.98049,  0.00,  0.19656,  1.00,  0.7597,  0.10128
250, 145, -0.69961,  0.01999,  0.76483,  0.00, -1.00,  0.00, -0.99209,  0.00, -0.12556,  1.00,  0.78306,  0.10027
251, 144, -0.77762,  0.01999,  0.93817,  0.00, -1.00,  0.00, -0.99804,  0.00, -0.06265,  1.00,  0.79067,  0.10961
252, 149, -0.42379,  0.01999,  0.73168,  0.00, -1.00,  0.00, -0.98049,  0.00,  0.19656,  1.00,  0.7597,  0.10128
253, 150, -0.42405,  0.01999,  0.60512,  0.00, -1.00,  0.00, -0.97967,  0.00,  0.20062,  1.00,  0.75932,  0.09578
254, 145, -0.69961,  0.01999,  0.76483,  0.00, -1.00,  0.00, -0.99209,  0.00, -0.12556,  1.00,  0.78306,  0.10027
255, 151,  0.77762,  0.01999,  0.03058,  0.00, -1.00,  0.00, -0.99903,  0.00,  0.04414,  1.00,  0.75129,  0.06618
256, 152,  0.11553,  0.01999, -0.398,  0.00, -1.00,  0.00, -0.99484,  0.00, -0.10145,  1.00,  0.78533,  0.01849
257, 153,  0.11555,  0.01999, -0.27211,  0.00, -1.00,  0.00, -0.99602,  0.00, -0.08908,  1.00,  0.78615,  0.03511
258, 151,  0.77762,  0.01999,  0.03058,  0.00, -1.00,  0.00, -0.99903,  0.00,  0.04414,  1.00,  0.75129,  0.06618
259, 153,  0.11555,  0.01999, -0.27211,  0.00, -1.00,  0.00, -0.99602,  0.00, -0.08908,  1.00,  0.78615,  0.03511
260, 154,  0.56729,  0.01999,  0.03057,  0.00, -1.00,  0.00, -0.99787,  0.00,  0.06517,  1.00,  0.76299,  0.06495
261, 154,  0.56729,  0.01999,  0.03057,  0.00, -1.00,  0.00, -0.99787,  0.00,  0.06517,  1.00,  0.76299,  0.06495
262, 155,  0.11553,  0.01999,  0.46,  0.00, -1.00,  0.00, -0.99788,  0.00,  0.06515,  1.00,  0.79067,  0.10086
263, 151,  0.77762,  0.01999,  0.03058,  0.00, -1.00,  0.00, -0.99903,  0.00,  0.04414,  1.00,  0.75129,  0.06618
264, 154,  0.56729,  0.01999,  0.03057,  0.00, -1.00,  0.00, -0.99787,  0.00,  0.06517,  1.00,  0.76299,  0.06495
265, 156,  0.11555,  0.01999,  0.33416,  0.00, -1.00,  0.00, -0.99788,  0.00,  0.06514,  1.00,  0.79067,  0.08956
266, 155,  0.11553,  0.01999,  0.46,  0.00, -1.00,  0.00, -0.99788,  0.00,  0.06515,  1.00,  0.79067,  0.10086
267, 157, -0.03602,  0.02001,  0.11281,  0.00, -1.00,  0.00,  0.00,  0.00,  1.00,  1.00,  0.77167,  0.10961
268, 158, -0.03602,  0.02001,  0.03941,  0.00, -1.00,  0.00, -0.0519,  0.00,  0.99865,  1.00,  0.75665,  0.10961
269, 159, -0.34247,  0.02001,  0.03941,  0.00, -1.00,  0.00, -0.16722,  0.00,  0.98592,  1.00,  0.74896,  0.01849
270, 157, -0.03602,  0.02001,  0.11281,  0.00, -1.00,  0.00,  0.00,  0.00,  1.00,  1.00,  0.77167,  0.10961
271, 159, -0.34247,  0.02001,  0.03941,  0.00, -1.00,  0.00, -0.16722,  0.00,  0.98592,  1.00,  0.74896,  0.01849
272, 160, -0.28986,  0.02001,  0.11281,  0.00, -1.00,  0.00, -0.0563,  0.00,  0.99841,  1.00,  0.76666,  0.04069
273, 160, -0.28986,  0.02001,  0.11281,  0.00, -1.00,  0.00, -0.0563,  0.00,  0.99841,  1.00,  0.76666,  0.04069
274, 159, -0.34247,  0.02001,  0.03941,  0.00, -1.00,  0.00, -0.16722,  0.00,  0.98592,  1.00,  0.74896,  0.01849
275, 161, -0.34247,  0.02001,  0.15887,  0.00, -1.00,  0.00, -0.16733,  0.00,  0.9859,  1.00,  0.78894,  0.01735
276, 160, -0.28986,  0.02001,  0.11281,  0.00, -1.00,  0.00, -0.0563,  0.00,  0.99841,  1.00,  0.76666,  0.04069
277, 161, -0.34247,  0.02001,  0.15887,  0.00, -1.00,  0.00, -0.16733,  0.00,  0.9859,  1.00,  0.78894,  0.01735
278, 162, -0.28986,  0.02001,  0.12574,  0.00, -1.00,  0.00,  0.17294,  0.00,  0.98493,  1.00,  0.78316,  0.03928
279, 162, -0.28986,  0.02001,  0.12574,  0.00, -1.00,  0.00,  0.17294,  0.00,  0.98493,  1.00,  0.78316,  0.03928
280, 161, -0.34247,  0.02001,  0.15887,  0.00, -1.00,  0.00, -0.16733,  0.00,  0.9859,  1.00,  0.78894,  0.01735
281, 163, -0.33087,  0.02001,  0.18247,  0.00, -1.00,  0.00, -0.07482,  0.00,  0.9972,  1.00,  0.79399,  0.02729
282, 162, -0.28986,  0.02001,  0.12574,  0.00, -1.00,  0.00,  0.17294,  0.00,  0.98493,  1.00,  0.78316,  0.03928
283, 163, -0.33087,  0.02001,  0.18247,  0.00, -1.00,  0.00, -0.07482,  0.00,  0.9972,  1.00,  0.79399,  0.02729
284, 164, -0.28632,  0.02001,  0.13288,  0.00, -1.00,  0.00,  0.38637,  0.00,  0.92234,  1.00,  0.78469,  0.04005
285, 164, -0.28632,  0.02001,  0.13288,  0.00, -1.00,  0.00,  0.38637,  0.00,  0.92234,  1.00,  0.78469,  0.04005
286, 163, -0.33087,  0.02001,  0.18247,  0.00, -1.00,  0.00, -0.07482,  0.00,  0.9972,  1.00,  0.79399,  0.02729
287, 165, -0.31156,  0.02001,  0.19712,  0.00, -1.00,  0.00,  0.07424,  0.00,  0.99724,  1.00,  0.79736,  0.03204
288, 164, -0.28632,  0.02001,  0.13288,  0.00, -1.00,  0.00,  0.38637,  0.00,  0.92234,  1.00,  0.78469,  0.04005
289, 165, -0.31156,  0.02001,  0.19712,  0.00, -1.00,  0.00,  0.07424,  0.00,  0.99724,  1.00,  0.79736,  0.03204
290, 166, -0.27985,  0.02001,  0.13574,  0.00, -1.00,  0.00,  0.47897,  0.00,  0.87783,  1.00,  0.77154,  0.04282
291, 166, -0.27985,  0.02001,  0.13574,  0.00, -1.00,  0.00,  0.47897,  0.00,  0.87783,  1.00,  0.77154,  0.04282
292, 165, -0.31156,  0.02001,  0.19712,  0.00, -1.00,  0.00,  0.07424,  0.00,  0.99724,  1.00,  0.79736,  0.03204
293, 167, -0.28711,  0.02001,  0.20331,  0.00, -1.00,  0.00,  0.06829,  0.00,  0.99767,  1.00,  0.78523,  0.03946
294, 168, -0.23171,  0.02001,  0.13579,  0.00, -1.00,  0.00,  0.08202,  0.00,  0.99663,  1.00,  0.77247,  0.05545
295, 166, -0.27985,  0.02001,  0.13574,  0.00, -1.00,  0.00,  0.47897,  0.00,  0.87783,  1.00,  0.77154,  0.04282
296, 167, -0.28711,  0.02001,  0.20331,  0.00, -1.00,  0.00,  0.06829,  0.00,  0.99767,  1.00,  0.78523,  0.03946
297, 168, -0.23171,  0.02001,  0.13579,  0.00, -1.00,  0.00,  0.08202,  0.00,  0.99663,  1.00,  0.77247,  0.05545
298, 167, -0.28711,  0.02001,  0.20331,  0.00, -1.00,  0.00,  0.06829,  0.00,  0.99767,  1.00,  0.78523,  0.03946
299, 169, -0.22601,  0.02001,  0.20314,  0.00, -1.00,  0.00,  0.08196,  0.00,  0.99664,  1.00,  0.78636,  0.05549
300, 170, -0.20953,  0.02001,  0.19712,  0.00, -1.00,  0.00,  0.08196,  0.00,  0.99664,  1.00,  0.78545,  0.05995
301, 168, -0.23171,  0.02001,  0.13579,  0.00, -1.00,  0.00,  0.08202,  0.00,  0.99663,  1.00,  0.77247,  0.05545
302, 169, -0.22601,  0.02001,  0.20314,  0.00, -1.00,  0.00,  0.08196,  0.00,  0.99664,  1.00,  0.78636,  0.05549
303, 170, -0.20953,  0.02001,  0.19712,  0.00, -1.00,  0.00,  0.08196,  0.00,  0.99664,  1.00,  0.78545,  0.05995
304, 171, -0.22596,  0.02001,  0.13188,  0.00, -1.00,  0.00,  0.08193,  0.00,  0.99664,  1.00,  0.77178,  0.05705
305, 168, -0.23171,  0.02001,  0.13579,  0.00, -1.00,  0.00,  0.08202,  0.00,  0.99663,  1.00,  0.77247,  0.05545
306, 172, -0.19612,  0.02001,  0.16953,  0.00, -1.00,  0.00,  0.08195,  0.00,  0.99664,  1.00,  0.78006,  0.06406
307, 171, -0.22596,  0.02001,  0.13188,  0.00, -1.00,  0.00,  0.08193,  0.00,  0.99664,  1.00,  0.77178,  0.05705
308, 170, -0.20953,  0.02001,  0.19712,  0.00, -1.00,  0.00,  0.08196,  0.00,  0.99664,  1.00,  0.78545,  0.05995
309, 172, -0.19612,  0.02001,  0.16953,  0.00, -1.00,  0.00,  0.08195,  0.00,  0.99664,  1.00,  0.78006,  0.06406
310, 173, -0.1701,  0.02001,  0.13191,  0.00, -1.00,  0.00,  0.08189,  0.00,  0.99664,  1.00,  0.77285,  0.0717
311, 171, -0.22596,  0.02001,  0.13188,  0.00, -1.00,  0.00,  0.08193,  0.00,  0.99664,  1.00,  0.77178,  0.05705
312, 173, -0.1701,  0.02001,  0.13191,  0.00, -1.00,  0.00,  0.08189,  0.00,  0.99664,  1.00,  0.77285,  0.0717
313, 172, -0.19612,  0.02001,  0.16953,  0.00, -1.00,  0.00,  0.08195,  0.00,  0.99664,  1.00,  0.78006,  0.06406
314, 174, -0.19237,  0.02001,  0.18259,  0.00, -1.00,  0.00,  0.08196,  0.00,  0.99664,  1.00,  0.7828,  0.06477
315, 173, -0.1701,  0.02001,  0.13191,  0.00, -1.00,  0.00,  0.08189,  0.00,  0.99664,  1.00,  0.77285,  0.0717
316, 174, -0.19237,  0.02001,  0.18259,  0.00, -1.00,  0.00,  0.08196,  0.00,  0.99664,  1.00,  0.7828,  0.06477
317, 175, -0.16436,  0.02001,  0.13519,  0.00, -1.00,  0.00,  0.0802,  0.00,  0.99678,  1.00,  0.77363,  0.07314
318, 175, -0.16436,  0.02001,  0.13519,  0.00, -1.00,  0.00,  0.0802,  0.00,  0.99678,  1.00,  0.77363,  0.07314
319, 174, -0.19237,  0.02001,  0.18259,  0.00, -1.00,  0.00,  0.08196,  0.00,  0.99664,  1.00,  0.7828,  0.06477
320, 176, -0.17967,  0.02001,  0.19621,  0.00, -1.00,  0.00,  0.08198,  0.00,  0.99663,  1.00,  0.78583,  0.0678
321, 175, -0.16436,  0.02001,  0.13519,  0.00, -1.00,  0.00,  0.0802,  0.00,  0.99678,  1.00,  0.77363,  0.07314
322, 176, -0.17967,  0.02001,  0.19621,  0.00, -1.00,  0.00,  0.08198,  0.00,  0.99663,  1.00,  0.78583,  0.0678
323, 177, -0.16267,  0.02001,  0.20512,  0.00, -1.00,  0.00,  0.06485,  0.00,  0.9979,  1.00,  0.78797,  0.07207
324, 178, -0.17339,  0.02001,  0.12665,  0.00, -1.00,  0.00,  0.08169,  0.00,  0.99666,  1.00,  0.77171,  0.07095
325, 171, -0.22596,  0.02001,  0.13188,  0.00, -1.00,  0.00,  0.08193,  0.00,  0.99664,  1.00,  0.77178,  0.05705
326, 173, -0.1701,  0.02001,  0.13191,  0.00, -1.00,  0.00,  0.08189,  0.00,  0.99664,  1.00,  0.77285,  0.0717
327, 178, -0.17339,  0.02001,  0.12665,  0.00, -1.00,  0.00,  0.08169,  0.00,  0.99666,  1.00,  0.77171,  0.07095
328, 179, -0.22324,  0.02001,  0.12242,  0.00, -1.00,  0.00,  0.08182,  0.00,  0.99665,  1.00,  0.76989,  0.05796
329, 171, -0.22596,  0.02001,  0.13188,  0.00, -1.00,  0.00,  0.08193,  0.00,  0.99664,  1.00,  0.77178,  0.05705
330, 179, -0.22324,  0.02001,  0.12242,  0.00, -1.00,  0.00,  0.08182,  0.00,  0.99665,  1.00,  0.76989,  0.05796
331, 178, -0.17339,  0.02001,  0.12665,  0.00, -1.00,  0.00,  0.08169,  0.00,  0.99666,  1.00,  0.77171,  0.07095
332, 180, -0.17409,  0.02001,  0.11953,  0.00, -1.00,  0.00,  0.08198,  0.00,  0.99663,  1.00,  0.77024,  0.07092
333, 179, -0.22324,  0.02001,  0.12242,  0.00, -1.00,  0.00,  0.08182,  0.00,  0.99665,  1.00,  0.76989,  0.05796
334, 180, -0.17409,  0.02001,  0.11953,  0.00, -1.00,  0.00,  0.08198,  0.00,  0.99663,  1.00,  0.77024,  0.07092
335, 181, -0.17208,  0.02001,  0.11309,  0.00, -1.00,  0.00,  0.08194,  0.00,  0.99664,  1.00,  0.76896,  0.07159
336, 179, -0.22324,  0.02001,  0.12242,  0.00, -1.00,  0.00,  0.08182,  0.00,  0.99665,  1.00,  0.76989,  0.05796
337, 181, -0.17208,  0.02001,  0.11309,  0.00, -1.00,  0.00,  0.08194,  0.00,  0.99664,  1.00,  0.76896,  0.07159
338, 182, -0.22483,  0.02001,  0.11307,  0.00, -1.00,  0.00,  0.08189,  0.00,  0.99664,  1.00,  0.76795,  0.05775
339, 183, -0.03574,  0.02001,  0.13519,  0.00, -1.00,  0.00,  0.02541,  0.00,  0.99968,  1.00,  0.77625,  0.10961
340, 175, -0.16436,  0.02001,  0.13519,  0.00, -1.00,  0.00,  0.0802,  0.00,  0.99678,  1.00,  0.77363,  0.07314
341, 177, -0.16267,  0.02001,  0.20512,  0.00, -1.00,  0.00,  0.06485,  0.00,  0.9979,  1.00,  0.78797,  0.07207
342, 183, -0.03574,  0.02001,  0.13519,  0.00, -1.00,  0.00,  0.02541,  0.00,  0.99968,  1.00,  0.77625,  0.10961
343, 177, -0.16267,  0.02001,  0.20512,  0.00, -1.00,  0.00,  0.06485,  0.00,  0.9979,  1.00,  0.78797,  0.07207
344, 184, -0.03569,  0.02001,  0.2052,  0.00, -1.00,  0.00,  0.00073,  0.00,  1.00,  1.00,  0.79067,  0.10961
345, 172, -0.19612,  0.02001,  0.16953,  0.00, -1.00,  0.00,  0.08195,  0.00,  0.99664,  1.00,  0.78006,  0.06406
346, 170, -0.20953,  0.02001,  0.19712,  0.00, -1.00,  0.00,  0.08196,  0.00,  0.99664,  1.00,  0.78545,  0.05995
347, 185, -0.19956,  0.02001,  0.18436,  0.00, -1.00,  0.00,  0.08173,  0.00,  0.99665,  1.00,  0.78302,  0.06284
348, 186, -0.34346,  0.02001,  0.26888,  0.00, -1.00,  0.00, -0.12551,  0.00,  0.99209,  1.00,  0.74896,  0.01849
349, 187, -0.26233,  0.02001,  0.3242,  0.00, -1.00,  0.00,  0.00309,  0.00,  1.00,  1.00,  0.7635,  0.04856
350, 188, -0.147,  0.02001,  0.315,  0.00, -1.00,  0.00, -0.05232,  0.00,  0.99863,  1.00,  0.76381,  0.07903
351, 186, -0.34346,  0.02001,  0.26888,  0.00, -1.00,  0.00, -0.12551,  0.00,  0.99209,  1.00,  0.74896,  0.01849
352, 188, -0.147,  0.02001,  0.315,  0.00, -1.00,  0.00, -0.05232,  0.00,  0.99863,  1.00,  0.76381,  0.07903
353, 189, -0.03465,  0.02001,  0.22935,  0.00, -1.00,  0.00, -0.03154,  0.00,  0.9995,  1.00,  0.74896,  0.10961
354, 187, -0.26233,  0.02001,  0.3242,  0.00, -1.00,  0.00,  0.00309,  0.00,  1.00,  1.00,  0.7635,  0.04856
355, 186, -0.34346,  0.02001,  0.26888,  0.00, -1.00,  0.00, -0.12551,  0.00,  0.99209,  1.00,  0.74896,  0.01849
356, 190, -0.34346,  0.02001,  0.37878,  0.00, -1.00,  0.00,  0.12561,  0.00,  0.99208,  1.00,  0.77313,  0.01849
357, 187, -0.26233,  0.02001,  0.3242,  0.00, -1.00,  0.00,  0.00309,  0.00,  1.00,  1.00,  0.7635,  0.04856
358, 190, -0.34346,  0.02001,  0.37878,  0.00, -1.00,  0.00,  0.12561,  0.00,  0.99208,  1.00,  0.77313,  0.01849
359, 191, -0.03465,  0.02001,  0.4183,  0.00, -1.00,  0.00,  0.0174,  0.00,  0.99985,  1.00,  0.78723,  0.10961
360, 187, -0.26233,  0.02001,  0.3242,  0.00, -1.00,  0.00,  0.00309,  0.00,  1.00,  1.00,  0.7635,  0.04856
361, 191, -0.03465,  0.02001,  0.4183,  0.00, -1.00,  0.00,  0.0174,  0.00,  0.99985,  1.00,  0.78723,  0.10961
362, 192, -0.14728,  0.02001,  0.33557,  0.00, -1.00,  0.00,  0.09804,  0.00,  0.99518,  1.00,  0.76802,  0.07851
363, 192, -0.14728,  0.02001,  0.33557,  0.00, -1.00,  0.00,  0.09804,  0.00,  0.99518,  1.00,  0.76802,  0.07851
364, 193, -0.08773,  0.02001,  0.31391,  0.00, -1.00,  0.00,  0.05033,  0.00,  0.99873,  1.00,  0.76472,  0.0946
365, 188, -0.147,  0.02001,  0.315,  0.00, -1.00,  0.00, -0.05232,  0.00,  0.99863,  1.00,  0.76381,  0.07903
366, 188, -0.147,  0.02001,  0.315,  0.00, -1.00,  0.00, -0.05232,  0.00,  0.99863,  1.00,  0.76381,  0.07903
367, 193, -0.08773,  0.02001,  0.31391,  0.00, -1.00,  0.00,  0.05033,  0.00,  0.99873,  1.00,  0.76472,  0.0946
368, 189, -0.03465,  0.02001,  0.22935,  0.00, -1.00,  0.00, -0.03154,  0.00,  0.9995,  1.00,  0.74896,  0.10961
369, 192, -0.14728,  0.02001,  0.33557,  0.00, -1.00,  0.00,  0.09804,  0.00,  0.99518,  1.00,  0.76802,  0.07851
370, 194, -0.08773,  0.02001,  0.33719,  0.00, -1.00,  0.00, -0.00895,  0.00,  0.99996,  1.00,  0.76949,  0.0941
371, 193, -0.08773,  0.02001,  0.31391,  0.00, -1.00,  0.00,  0.05033,  0.00,  0.99873,  1.00,  0.76472,  0.0946
372, 192, -0.14728,  0.02001,  0.33557,  0.00, -1.00,  0.00,  0.09804,  0.00,  0.99518,  1.00,  0.76802,  0.07851
373, 191, -0.03465,  0.02001,  0.4183,  0.00, -1.00,  0.00,  0.0174,  0.00,  0.99985,  1.00,  0.78723,  0.10961
374, 194, -0.08773,  0.02001,  0.33719,  0.00, -1.00,  0.00, -0.00895,  0.00,  0.99996,  1.00,  0.76949,  0.0941
375, 189, -0.03465,  0.02001,  0.22935,  0.00, -1.00,  0.00, -0.03154,  0.00,  0.9995,  1.00,  0.74896,  0.10961
376, 193, -0.08773,  0.02001,  0.31391,  0.00, -1.00,  0.00,  0.05033,  0.00,  0.99873,  1.00,  0.76472,  0.0946
377, 195, -0.03465,  0.02001,  0.30687,  0.00, -1.00,  0.00,  0.00,  0.00,  1.00,  1.00,  0.76442,  0.10961
378, 194, -0.08773,  0.02001,  0.33719,  0.00, -1.00,  0.00, -0.00895,  0.00,  0.99996,  1.00,  0.76949,  0.0941
379, 191, -0.03465,  0.02001,  0.4183,  0.00, -1.00,  0.00,  0.0174,  0.00,  0.99985,  1.00,  0.78723,  0.10961
380, 196, -0.03465,  0.02001,  0.34261,  0.00, -1.00,  0.00,  0.00,  0.00,  1.00,  1.00,  0.77173,  0.10961
381, 197, -0.34346,  0.02001,  0.50114,  0.00, -1.00,  0.00,  0.00,  0.00,  1.00,  1.00,  0.76671,  0.01849
382, 198, -0.14412,  0.02001,  0.51974,  0.00, -1.00,  0.00, -0.00112,  0.00,  1.00,  1.00,  0.77431,  0.07868
383, 199, -0.03631,  0.02001,  0.46598,  0.00, -1.00,  0.00, -0.01832,  0.00,  0.99983,  1.00,  0.76553,  0.10961
384, 197, -0.34346,  0.02001,  0.50114,  0.00, -1.00,  0.00,  0.00,  0.00,  1.00,  1.00,  0.76671,  0.01849
385, 199, -0.03631,  0.02001,  0.46598,  0.00, -1.00,  0.00, -0.01832,  0.00,  0.99983,  1.00,  0.76553,  0.10961
386, 200, -0.34346,  0.02001,  0.42259,  0.00, -1.00,  0.00, -0.01138,  0.00,  0.99994,  1.00,  0.74896,  0.01849
