VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD0.x, in_TEXCOORD0.y
596, 186,  0.33074,  0.12762,  0.25589,  0.14648, -0.03557,  0.98857,  0.62966, -0.7674, -0.12091, -1.00,  0.92336,  0.53094
597, 187,  0.31539,  0.4946,  0.25755,  0.15372,  0.02632,  0.98776,  0.73076,  0.66983, -0.13158, -1.00,  0.88615,  0.00939
598, 188,  0.34263,  0.38204,  0.25644,  0.12971,  0.01068,  0.99149,  0.98899,  0.07048, -0.13014, -1.00,  0.92336,  0.26539
599, 189,  0.33051,  0.50982,  0.25498,  0.15527,  0.02632,  0.98752,  0.69814,  0.70433, -0.12855, -1.00,  0.92336,  0.00939
600, 188,  0.34263,  0.38204,  0.25644,  0.12971,  0.01068,  0.99149,  0.98899,  0.07048, -0.13014, -1.00,  0.92336,  0.26539
601, 187,  0.31539,  0.4946,  0.25755,  0.15372,  0.02632,  0.98776,  0.73076,  0.66983, -0.13158, -1.00,  0.88615,  0.00939
602, 190,  0.32537,  0.38204,  0.25851,  0.12856,  0.01068,  0.99164,  0.9917,  0.00, -0.12856, -1.00,  0.88615,  0.26539
603, 191,  0.11063,  0.52856,  0.27572,  0.07163,  0.02022,  0.99723,  0.00778,  0.99975, -0.02083, -1.00,  0.88615,  0.27199
604, 192,  0.22296,  0.54439,  0.26803,  0.09918,  0.00725,  0.99504,  0.14902,  0.98859, -0.02205, -1.00,  0.92336,  0.53094
605, 193,  0.11059,  0.54847,  0.27534,  0.07153,  0.0206,  0.99723, -0.00183,  0.99979, -0.02052, -1.00,  0.92336,  0.27199
606, 192,  0.22296,  0.54439,  0.26803,  0.09918,  0.00725,  0.99504,  0.14902,  0.98859, -0.02205, -1.00,  0.92336,  0.53094
607, 191,  0.11063,  0.52856,  0.27572,  0.07163,  0.02022,  0.99723,  0.00778,  0.99975, -0.02083, -1.00,  0.88615,  0.27199
608, 194,  0.21957,  0.52478,  0.26839,  0.09518,  0.0042,  0.99545,  0.17003,  0.98523, -0.02041, -1.00,  0.88615,  0.53094
609, 195,  0.00,  0.55177,  0.28266,  0.00,  0.02022,  0.9998,  0.00,  0.9998, -0.02022, -1.00,  0.92336,  0.00939
610, 191,  0.11063,  0.52856,  0.27572,  0.07163,  0.02022,  0.99723,  0.00778,  0.99975, -0.02083, -1.00,  0.88615,  0.27199
611, 193,  0.11059,  0.54847,  0.27534,  0.07153,  0.0206,  0.99723, -0.00183,  0.99979, -0.02052, -1.00,  0.92336,  0.27199
612, 191,  0.11063,  0.52856,  0.27572,  0.07163,  0.02022,  0.99723,  0.00778,  0.99975, -0.02083, -1.00,  0.88615,  0.27199
613, 195,  0.00,  0.55177,  0.28266,  0.00,  0.02022,  0.9998,  0.00,  0.9998, -0.02022, -1.00,  0.92336,  0.00939
614, 196,  0.00,  0.53185,  0.28304,  0.00,  0.0206,  0.99979,  0.00,  0.99979, -0.0206, -1.00,  0.88615,  0.00939
615, 197,  0.0785,  0.12745,  0.28367,  0.06365, -0.02498,  0.99766,  0.00194,  0.99969,  0.02491,  1.00,  0.92336,  0.34628
616, 198,  0.00,  0.10853,  0.28738,  0.00, -0.08325,  0.99653,  0.00,  0.99653,  0.08325,  1.00,  0.88615,  0.53094
617, 199,  0.07847,  0.10853,  0.28323,  0.06489, -0.06828,  0.99555, -0.00262,  0.99764,  0.06859,  1.00,  0.88615,  0.34628
618, 198,  0.00,  0.10853,  0.28738,  0.00, -0.08325,  0.99653,  0.00,  0.99653,  0.08325,  1.00,  0.88615,  0.53094
619, 197,  0.0785,  0.12745,  0.28367,  0.06365, -0.02498,  0.99766,  0.00194,  0.99969,  0.02491,  1.00,  0.92336,  0.34628
620, 200,  0.00,  0.12745,  0.28783,  0.00, -0.02546,  0.99968,  0.00,  0.99968,  0.02546,  1.00,  0.92336,  0.53094
621, 201,  0.21995,  0.10853,  0.27402,  0.12055, -0.02422,  0.99241,  0.00419,  0.99971,  0.02389,  1.00,  0.88615,  0.00939
622, 197,  0.0785,  0.12745,  0.28367,  0.06365, -0.02498,  0.99766,  0.00194,  0.99969,  0.02491,  1.00,  0.92336,  0.34628
623, 199,  0.07847,  0.10853,  0.28323,  0.06489, -0.06828,  0.99555, -0.00262,  0.99764,  0.06859,  1.00,  0.88615,  0.34628
624, 197,  0.0785,  0.12745,  0.28367,  0.06365, -0.02498,  0.99766,  0.00194,  0.99969,  0.02491,  1.00,  0.92336,  0.34628
625, 201,  0.21995,  0.10853,  0.27402,  0.12055, -0.02422,  0.99241,  0.00419,  0.99971,  0.02389,  1.00,  0.88615,  0.00939
626, 202,  0.22003,  0.12745,  0.27445,  0.12111, -0.0247,  0.99233,  0.00445,  0.99969,  0.02434,  1.00,  0.92336,  0.00939
627, 203,  0.00,  0.09714,  0.28588,  0.00, -0.15124,  0.9885, -0.0024,  0.98849,  0.15124,  1.00,  0.85496,  0.53094
628, 199,  0.07847,  0.10853,  0.28323,  0.06489, -0.06828,  0.99555, -0.00262,  0.99764,  0.06859,  1.00,  0.88615,  0.34628
629, 198,  0.00,  0.10853,  0.28738,  0.00, -0.08325,  0.99653,  0.00,  0.99653,  0.08325,  1.00,  0.88615,  0.53094
630, 199,  0.07847,  0.10853,  0.28323,  0.06489, -0.06828,  0.99555, -0.00262,  0.99764,  0.06859,  1.00,  0.88615,  0.34628
631, 203,  0.00,  0.09714,  0.28588,  0.00, -0.15124,  0.9885, -0.0024,  0.98849,  0.15124,  1.00,  0.85496,  0.53094
632, 204,  0.06768,  0.09703,  0.28125,  0.07114, -0.24708,  0.96638, -0.02405,  0.96813,  0.2493,  1.00,  0.85496,  0.37227
633, 205,  0.29588,  0.12785,  0.26224,  0.19531,  0.00381,  0.98073, -0.59174,  0.79793,  0.11474, -1.00,  0.92336,  0.20725
634, 206,  0.21995,  0.10853,  0.27402,  0.12055, -0.02422,  0.99241, -0.0948,  0.99485,  0.0358, -1.00,  0.88615,  0.00939
635, 207,  0.31092,  0.10943,  0.25955,  0.21973,  0.02556,  0.97523, -0.62709,  0.76947,  0.12112, -1.00,  0.88615,  0.20725
636, 206,  0.21995,  0.10853,  0.27402,  0.12055, -0.02422,  0.99241, -0.0948,  0.99485,  0.0358, -1.00,  0.88615,  0.00939
637, 205,  0.29588,  0.12785,  0.26224,  0.19531,  0.00381,  0.98073, -0.59174,  0.79793,  0.11474, -1.00,  0.92336,  0.20725
638, 208,  0.22003,  0.12745,  0.27445,  0.12111, -0.0247,  0.99233,  0.00445,  0.99969,  0.02434, -1.00,  0.92336,  0.00939
639, 207,  0.31092,  0.10943,  0.25955,  0.21973,  0.02556,  0.97523, -0.62709,  0.76947,  0.12112, -1.00,  0.88615,  0.20725
640, 209,  0.30979,  0.13241,  0.25883,  0.19072,  0.00114,  0.98164, -0.62764,  0.76904,  0.12105, -1.00,  0.92336,  0.24084
641, 205,  0.29588,  0.12785,  0.26224,  0.19531,  0.00381,  0.98073, -0.59174,  0.79793,  0.11474, -1.00,  0.92336,  0.20725
642, 209,  0.30979,  0.13241,  0.25883,  0.19072,  0.00114,  0.98164, -0.62764,  0.76904,  0.12105, -1.00,  0.92336,  0.24084
643, 207,  0.31092,  0.10943,  0.25955,  0.21973,  0.02556,  0.97523, -0.62709,  0.76947,  0.12112, -1.00,  0.88615,  0.20725
644, 210,  0.32484,  0.11404,  0.25614,  0.19303,  0.00362,  0.98119, -0.62843,  0.76843,  0.1208, -1.00,  0.88615,  0.24084
645, 210,  0.32484,  0.11404,  0.25614,  0.19303,  0.00362,  0.98119, -0.62843,  0.76843,  0.1208, -1.00,  0.88615,  0.24084
646, 211,  0.31565,  0.14598,  0.25857,  0.15393, -0.02747,  0.9877, -0.62907,  0.76812,  0.1194, -1.00,  0.92336,  0.26695
647, 209,  0.30979,  0.13241,  0.25883,  0.19072,  0.00114,  0.98164, -0.62764,  0.76904,  0.12105, -1.00,  0.92336,  0.24084
648, 211,  0.31565,  0.14598,  0.25857,  0.15393, -0.02747,  0.9877, -0.62907,  0.76812,  0.1194, -1.00,  0.92336,  0.26695
649, 210,  0.32484,  0.11404,  0.25614,  0.19303,  0.00362,  0.98119, -0.62843,  0.76843,  0.1208, -1.00,  0.88615,  0.24084
650, 212,  0.33074,  0.12762,  0.25589,  0.14648, -0.03557,  0.98857, -0.62966,  0.7674,  0.12091, -1.00,  0.88615,  0.26695
651, 213,  0.34613,  0.24212,  0.23718,  0.99663,  0.01278,  0.08105,  0.08107, -0.00114, -0.99671,  1.00,  0.99628,  0.38451
652, 214,  0.34263,  0.38204,  0.25644,  0.99663,  0.01297,  0.08105,  0.08106,  0.00, -0.99671,  1.00,  0.96466,  0.43665
653, 215,  0.34267,  0.24212,  0.25643,  0.98646,  0.00019,  0.16403,  0.16403,  0.00, -0.98646,  1.00,  0.96466,  0.38451
654, 214,  0.34263,  0.38204,  0.25644,  0.99663,  0.01297,  0.08105,  0.08106,  0.00, -0.99671,  1.00,  0.96466,  0.43665
655, 213,  0.34613,  0.24212,  0.23718,  0.99663,  0.01278,  0.08105,  0.08107, -0.00114, -0.99671,  1.00,  0.99628,  0.38451
656, 216,  0.34433,  0.38204,  0.23719,  0.99663,  0.01297,  0.08105,  0.08106,  0.00, -0.99671,  1.00,  0.99628,  0.43665
657, 217,  0.31916,  0.38204,  0.23945, -0.95741,  0.00,  0.28875, -0.28875,  0.00, -0.95741,  1.00,  0.99484,  0.36285
658, 218,  0.32539,  0.24212,  0.2585, -0.95746, -0.00019,  0.28857, -0.28857,  0.00, -0.95746,  1.00,  0.96429,  0.46032
659, 219,  0.32537,  0.38204,  0.25851, -0.95741,  0.00,  0.28875, -0.28875,  0.00, -0.95741,  1.00,  0.96429,  0.36285
660, 218,  0.32539,  0.24212,  0.2585, -0.95746, -0.00019,  0.28857, -0.28857,  0.00, -0.95746,  1.00,  0.96429,  0.46032
661, 217,  0.31916,  0.38204,  0.23945, -0.95741,  0.00,  0.28875, -0.28875,  0.00, -0.95741,  1.00,  0.99484,  0.36285
662, 220,  0.31918,  0.24212,  0.23944, -0.95741, -0.00019,  0.28875, -0.28875,  0.00, -0.95741,  1.00,  0.99484,  0.46032
663, 221,  0.30925,  0.49405,  0.24061, -0.95376, -0.08775,  0.28746, -0.2866, -0.02255, -0.95778,  1.00,  0.99484,  0.33549
664, 222,  0.32537,  0.38204,  0.25851, -0.95371, -0.08774,  0.28764, -0.28868,  0.00, -0.95743,  1.00,  0.96429,  0.41945
665, 223,  0.31539,  0.4946,  0.25755, -0.94436, -0.08049,  0.31892, -0.31763, -0.02866, -0.94778,  1.00,  0.96429,  0.33549
666, 222,  0.32537,  0.38204,  0.25851, -0.95371, -0.08774,  0.28764, -0.28868,  0.00, -0.95743,  1.00,  0.96429,  0.41945
667, 221,  0.30925,  0.49405,  0.24061, -0.95376, -0.08775,  0.28746, -0.2866, -0.02255, -0.95778,  1.00,  0.99484,  0.33549
668, 224,  0.31916,  0.38204,  0.23945, -0.95376, -0.08775,  0.28746, -0.28874,  0.00195, -0.95741,  1.00,  0.99484,  0.41945
669, 225,  0.00,  0.55551,  0.27262,  0.05144,  0.94412,  0.32558,  0.00,  0.32599, -0.94537, -1.00,  0.95507,  0.00939
670, 226,  0.11059,  0.54847,  0.27534,  0.0514,  0.94412,  0.32558,  0.01836,  0.32506, -0.94552, -1.00,  0.92336,  0.27199
671, 227,  0.11082,  0.55222,  0.26086,  0.05561,  0.97095,  0.23272,  0.01448,  0.23227, -0.97254, -1.00,  0.95507,  0.27199
672, 226,  0.11059,  0.54847,  0.27534,  0.0514,  0.94412,  0.32558,  0.01836,  0.32506, -0.94552, -1.00,  0.92336,  0.27199
673, 225,  0.00,  0.55551,  0.27262,  0.05144,  0.94412,  0.32558,  0.00,  0.32599, -0.94537, -1.00,  0.95507,  0.00939
674, 228,  0.00,  0.55177,  0.28266,  0.05145,  0.944,  0.32592, -0.00126,  0.32641, -0.94523, -1.00,  0.92336,  0.00939
675, 227,  0.11082,  0.55222,  0.26086,  0.05561,  0.97095,  0.23272,  0.01448,  0.23227, -0.97254, -1.00,  0.95507,  0.27199
676, 229,  0.22296,  0.54439,  0.26803,  0.05168,  0.97113,  0.23287,  0.05575,  0.23001, -0.97159, -1.00,  0.92336,  0.53094
677, 230,  0.22406,  0.548,  0.24909,  0.05627,  0.9827,  0.17644,  0.05617,  0.17332, -0.98326, -1.00,  0.95507,  0.53094
678, 229,  0.22296,  0.54439,  0.26803,  0.05168,  0.97113,  0.23287,  0.05575,  0.23001, -0.97159, -1.00,  0.92336,  0.53094
679, 227,  0.11082,  0.55222,  0.26086,  0.05561,  0.97095,  0.23272,  0.01448,  0.23227, -0.97254, -1.00,  0.95507,  0.27199
680, 231,  0.11059,  0.54847,  0.27534,  0.05169,  0.97122,  0.23251,  0.01454,  0.23206, -0.97259, -1.00,  0.92336,  0.27199
681, 232,  0.11088,  0.52404,  0.26133, -0.00868, -0.97604,  0.21741, -0.01452,  0.21752,  0.97595,  1.00,  0.96587,  0.26834
682, 233,  0.21957,  0.52478,  0.26839, -0.00877, -0.97604,  0.21741,  0.01185,  0.2173,  0.97603,  1.00,  0.99671,  0.00939
683, 234,  0.11063,  0.52856,  0.27572, -0.01307, -0.96024,  0.27888, -0.0174,  0.27908,  0.96011,  1.00,  0.99671,  0.26834
684, 233,  0.21957,  0.52478,  0.26839, -0.00877, -0.97604,  0.21741,  0.01185,  0.2173,  0.97603,  1.00,  0.99671,  0.00939
685, 232,  0.11088,  0.52404,  0.26133, -0.00868, -0.97604,  0.21741, -0.01452,  0.21752,  0.97595,  1.00,  0.96587,  0.26834
686, 235,  0.21929,  0.52024,  0.24956, -0.00858, -0.97604,  0.21741,  0.01461,  0.21727,  0.976,  1.00,  0.96587,  0.00939
687, 236,  0.34433,  0.38204,  0.23719,  0.98903,  0.08925,  0.11767,  0.11627,  0.02072, -0.993,  1.00,  0.99484,  0.4478
688, 237,  0.33051,  0.50982,  0.25498,  0.98901,  0.08925,  0.11786,  0.09786,  0.20234, -0.97441,  1.00,  0.96429,  0.53176
689, 238,  0.34263,  0.38204,  0.25644,  0.99217,  0.09536,  0.08068,  0.08111,  0.00, -0.99671,  1.00,  0.96429,  0.4478
690, 237,  0.33051,  0.50982,  0.25498,  0.98901,  0.08925,  0.11786,  0.09786,  0.20234, -0.97441,  1.00,  0.96429,  0.53176
691, 236,  0.34433,  0.38204,  0.23719,  0.98903,  0.08925,  0.11767,  0.11627,  0.02072, -0.993,  1.00,  0.99484,  0.4478
692, 239,  0.33228,  0.51356,  0.23855,  0.98903,  0.08925,  0.11767,  0.09564,  0.22007, -0.97079,  1.00,  0.99484,  0.53176
693, 240,  0.22041,  0.10496,  0.25381,  0.03719, -0.98508,  0.16804, -0.01491,  0.16759,  0.98574,  1.00,  0.96587,  0.26903
694, 241,  0.31092,  0.10943,  0.25955,  0.037, -0.98515,  0.16766,  0.02741,  0.16871,  0.98528,  1.00,  0.99671,  0.07117
695, 242,  0.21995,  0.10853,  0.27402,  0.03777, -0.98614,  0.16156, -0.02172,  0.16083,  0.98674,  1.00,  0.99671,  0.26903
696, 241,  0.31092,  0.10943,  0.25955,  0.037, -0.98515,  0.16766,  0.02741,  0.16871,  0.98528,  1.00,  0.99671,  0.07117
697, 240,  0.22041,  0.10496,  0.25381,  0.03719, -0.98508,  0.16804, -0.01491,  0.16759,  0.98574,  1.00,  0.96587,  0.26903
698, 243,  0.31024,  0.10587,  0.24034,  0.03719, -0.98508,  0.16804,  0.03495,  0.16934,  0.98494,  1.00,  0.96587,  0.07117
699, 244,  0.22406,  0.548,  0.24909,  0.14495,  0.97306,  0.17928,  0.04402,  0.17467, -0.98364, -1.00,  0.95507,  0.00939
700, 245,  0.31086,  0.53344,  0.25725,  0.14514,  0.97303,  0.17927, -0.02765,  0.18511, -0.98233, -1.00,  0.92336,  0.20357
701, 246,  0.31026,  0.5372,  0.24062,  0.14268,  0.9698,  0.19781, -0.03761,  0.20503, -0.97803, -1.00,  0.95507,  0.20357
702, 245,  0.31086,  0.53344,  0.25725,  0.14514,  0.97303,  0.17927, -0.02765,  0.18511, -0.98233, -1.00,  0.92336,  0.20357
703, 244,  0.22406,  0.548,  0.24909,  0.14495,  0.97306,  0.17928,  0.04402,  0.17467, -0.98364, -1.00,  0.95507,  0.00939
704, 247,  0.22296,  0.54439,  0.26803,  0.14476,  0.97309,  0.17928,  0.05488,  0.17302, -0.98339, -1.00,  0.92336,  0.00939
705, 248,  0.21929,  0.52024,  0.24956, -0.11557, -0.9646,  0.23705,  0.01625,  0.23678,  0.97143,  1.00,  0.96587,  0.26395
706, 249,  0.29583,  0.51379,  0.25985, -0.11599, -0.96453,  0.23713,  0.02245,  0.23613,  0.97146,  1.00,  0.99671,  0.06977
707, 250,  0.21957,  0.52478,  0.26839, -0.1133, -0.96935,  0.21802,  0.01283,  0.21798,  0.97587,  1.00,  0.99671,  0.26395
708, 249,  0.29583,  0.51379,  0.25985, -0.11599, -0.96453,  0.23713,  0.02245,  0.23613,  0.97146,  1.00,  0.99671,  0.06977
709, 248,  0.21929,  0.52024,  0.24956, -0.11557, -0.9646,  0.23705,  0.01625,  0.23678,  0.97143,  1.00,  0.96587,  0.26395
710, 251,  0.29537,  0.50928,  0.24267, -0.11599, -0.96453,  0.23713,  0.02374,  0.23598,  0.97147,  1.00,  0.96587,  0.06977
711, 252,  0.07874,  0.10496,  0.26639,  0.0155, -0.98677,  0.16136, -0.01573,  0.16112,  0.98681,  1.00,  0.96587,  0.21849
712, 253,  0.21995,  0.10853,  0.27402,  0.01564, -0.9868,  0.16118, -0.02151,  0.16083,  0.98675,  1.00,  0.99671,  0.00939
713, 254,  0.07847,  0.10853,  0.28323,  0.01354, -0.98129,  0.19208, -0.01563,  0.19187,  0.9813,  1.00,  0.99671,  0.21849
714, 253,  0.21995,  0.10853,  0.27402,  0.01564, -0.9868,  0.16118, -0.02151,  0.16083,  0.98675,  1.00,  0.99671,  0.00939
715, 252,  0.07874,  0.10496,  0.26639,  0.0155, -0.98677,  0.16136, -0.01573,  0.16112,  0.98681,  1.00,  0.96587,  0.21849
716, 255,  0.22041,  0.10496,  0.25381,  0.01526, -0.98681,  0.16118, -0.02202,  0.16083,  0.98674,  1.00,  0.96587,  0.00939
717, 256,  0.00,  0.13139,  0.2731,  0.01378,  0.97055,  0.24051,  0.00214,  0.24051, -0.97064,  1.00,  0.95507,  0.53094
718, 257,  0.0785,  0.12745,  0.28367,  0.01373,  0.97055,  0.24052,  0.01571,  0.2403, -0.97057,  1.00,  0.92336,  0.34628
719, 258,  0.07881,  0.13139,  0.26686,  0.01817,  0.97708,  0.21211,  0.01736,  0.2118, -0.97716,  1.00,  0.95507,  0.34628
720, 257,  0.0785,  0.12745,  0.28367,  0.01373,  0.97055,  0.24052,  0.01571,  0.2403, -0.97057,  1.00,  0.92336,  0.34628
721, 256,  0.00,  0.13139,  0.2731,  0.01378,  0.97055,  0.24051,  0.00214,  0.24051, -0.97064,  1.00,  0.95507,  0.53094
722, 259,  0.00,  0.12745,  0.28783,  0.01378,  0.97055,  0.24051,  0.00,  0.24054, -0.97064,  1.00,  0.92336,  0.53094
723, 260,  0.22003,  0.12745,  0.27445,  0.01488,  0.97714,  0.2121,  0.02443,  0.2117, -0.97703,  1.00,  0.92336,  0.00939
724, 258,  0.07881,  0.13139,  0.26686,  0.01817,  0.97708,  0.21211,  0.01736,  0.2118, -0.97716,  1.00,  0.95507,  0.34628
725, 257,  0.0785,  0.12745,  0.28367,  0.01373,  0.97055,  0.24052,  0.01571,  0.2403, -0.97057,  1.00,  0.92336,  0.34628
726, 258,  0.07881,  0.13139,  0.26686,  0.01817,  0.97708,  0.21211,  0.01736,  0.2118, -0.97716,  1.00,  0.95507,  0.34628
727, 260,  0.22003,  0.12745,  0.27445,  0.01488,  0.97714,  0.2121,  0.02443,  0.2117, -0.97703,  1.00,  0.92336,  0.00939
728, 261,  0.22054,  0.13139,  0.25428,  0.01698,  0.98386,  0.17815,  0.02444,  0.17772, -0.98378,  1.00,  0.95507,  0.00939
729, 262,  0.29535,  0.13179,  0.2424,  0.02499,  0.98362,  0.17853, -0.01794,  0.179, -0.98369, -1.00,  0.95507,  0.20725
730, 263,  0.22003,  0.12745,  0.27445,  0.02556,  0.9836,  0.17852,  0.01522,  0.17818, -0.98388, -1.00,  0.92336,  0.00939
731, 264,  0.29588,  0.12785,  0.26224,  0.02594,  0.98335,  0.17987, -0.02675,  0.18054, -0.9832, -1.00,  0.92336,  0.20725
732, 263,  0.22003,  0.12745,  0.27445,  0.02556,  0.9836,  0.17852,  0.01522,  0.17818, -0.98388, -1.00,  0.92336,  0.00939
733, 262,  0.29535,  0.13179,  0.2424,  0.02499,  0.98362,  0.17853, -0.01794,  0.179, -0.98369, -1.00,  0.95507,  0.20725
734, 265,  0.22054,  0.13139,  0.25428,  0.02537,  0.98361,  0.17853,  0.02432,  0.17792, -0.98374, -1.00,  0.95507,  0.00939
735, 266,  0.33425,  0.12763,  0.23826,  0.98144, -0.10032,  0.16345,  0.16462,  0.00347, -0.98635,  1.00,  0.99628,  0.34516
736, 267,  0.34267,  0.24212,  0.25643,  0.98147, -0.10032,  0.16326,  0.16424,  0.00156, -0.98642,  1.00,  0.96466,  0.38451
737, 268,  0.33074,  0.12762,  0.25589,  0.97819, -0.10282,  0.18045,  0.18162,  0.00202, -0.98337,  1.00,  0.96466,  0.34516
738, 267,  0.34267,  0.24212,  0.25643,  0.98147, -0.10032,  0.16326,  0.16424,  0.00156, -0.98642,  1.00,  0.96466,  0.38451
739, 266,  0.33425,  0.12763,  0.23826,  0.98144, -0.10032,  0.16345,  0.16462,  0.00347, -0.98635,  1.00,  0.99628,  0.34516
740, 269,  0.34613,  0.24212,  0.23718,  0.98149, -0.10013,  0.16326,  0.16422,  0.00132, -0.98642,  1.00,  0.99628,  0.38451
741, 270,  0.31918,  0.24212,  0.23944, -0.94977,  0.09862,  0.29701, -0.29858, -0.00126, -0.95438,  1.00,  0.99484,  0.46032
742, 271,  0.31565,  0.14598,  0.25857, -0.9497,  0.0988,  0.29717, -0.29879, -0.00166, -0.95432,  1.00,  0.96429,  0.5339
743, 272,  0.32539,  0.24212,  0.2585, -0.95291,  0.0967,  0.28744, -0.28899, -0.00214, -0.95733,  1.00,  0.96429,  0.46032
744, 271,  0.31565,  0.14598,  0.25857, -0.9497,  0.0988,  0.29717, -0.29879, -0.00166, -0.95432,  1.00,  0.96429,  0.5339
745, 270,  0.31918,  0.24212,  0.23944, -0.94977,  0.09862,  0.29701, -0.29858, -0.00126, -0.95438,  1.00,  0.99484,  0.46032
746, 273,  0.30948,  0.14599,  0.24032, -0.94982,  0.0988,  0.29677, -0.2984, -0.00177, -0.95444,  1.00,  0.99484,  0.5339
747, 274,  0.29583,  0.51379,  0.25985,  0.14076,  0.03128,  0.98955,  0.5877,  0.80171, -0.10894, -1.00,  0.88615,  0.20357
748, 275,  0.22296,  0.54439,  0.26803,  0.09918,  0.00725,  0.99504,  0.24751,  0.96837, -0.03172, -1.00,  0.92336,  0.00939
749, 276,  0.21957,  0.52478,  0.26839,  0.09518,  0.0042,  0.99545,  0.17003,  0.98523, -0.02041, -1.00,  0.88615,  0.00939
750, 275,  0.22296,  0.54439,  0.26803,  0.09918,  0.00725,  0.99504,  0.24751,  0.96837, -0.03172, -1.00,  0.92336,  0.00939
751, 274,  0.29583,  0.51379,  0.25985,  0.14076,  0.03128,  0.98955,  0.5877,  0.80171, -0.10894, -1.00,  0.88615,  0.20357
752, 277,  0.31086,  0.53344,  0.25725,  0.14667,  0.02937,  0.98875,  0.6031,  0.78963, -0.11292, -1.00,  0.92336,  0.20357
753, 274,  0.29583,  0.51379,  0.25985,  0.14076,  0.03128,  0.98955,  0.5877,  0.80171, -0.10894, -1.00,  0.88615,  0.20357
754, 278,  0.32474,  0.52549,  0.25545,  0.15335,  0.02632,  0.98782,  0.63688,  0.7617, -0.11917, -1.00,  0.92336,  0.23645
755, 277,  0.31086,  0.53344,  0.25725,  0.14667,  0.02937,  0.98875,  0.6031,  0.78963, -0.11292, -1.00,  0.92336,  0.20357
756, 278,  0.32474,  0.52549,  0.25545,  0.15335,  0.02632,  0.98782,  0.63688,  0.7617, -0.11917, -1.00,  0.92336,  0.23645
757, 274,  0.29583,  0.51379,  0.25985,  0.14076,  0.03128,  0.98955,  0.5877,  0.80171, -0.10894, -1.00,  0.88615,  0.20357
758, 279,  0.3097,  0.50845,  0.25805,  0.15316,  0.02785,  0.98781,  0.66953,  0.73228, -0.12445, -1.00,  0.88615,  0.23645
759, 279,  0.3097,  0.50845,  0.25805,  0.15316,  0.02785,  0.98781,  0.66953,  0.73228, -0.12445, -1.00,  0.88615,  0.23645
760, 280,  0.33051,  0.50982,  0.25498,  0.15527,  0.02632,  0.98752,  0.67133,  0.73054, -0.12503, -1.00,  0.92336,  0.26187
761, 278,  0.32474,  0.52549,  0.25545,  0.15335,  0.02632,  0.98782,  0.63688,  0.7617, -0.11917, -1.00,  0.92336,  0.23645
762, 280,  0.33051,  0.50982,  0.25498,  0.15527,  0.02632,  0.98752,  0.67133,  0.73054, -0.12503, -1.00,  0.92336,  0.26187
763, 279,  0.3097,  0.50845,  0.25805,  0.15316,  0.02785,  0.98781,  0.66953,  0.73228, -0.12445, -1.00,  0.88615,  0.23645
764, 281,  0.31539,  0.4946,  0.25755,  0.15372,  0.02632,  0.98776,  0.69832,  0.70435, -0.12745, -1.00,  0.88615,  0.26187
765, 282,  0.31539,  0.4946,  0.25755, -0.85115, -0.36434,  0.37789,  0.33818,  0.16997,  0.9256,  1.00,  0.99671,  0.00939
766, 283,  0.30355,  0.50393,  0.24122, -0.85115, -0.36434,  0.37789,  0.3546,  0.13172,  0.92569,  1.00,  0.96587,  0.03689
767, 284,  0.30925,  0.49405,  0.24061, -0.82059, -0.49251,  0.28994,  0.32253,  0.01973,  0.94635,  1.00,  0.96587,  0.00939
768, 283,  0.30355,  0.50393,  0.24122, -0.85115, -0.36434,  0.37789,  0.3546,  0.13172,  0.92569,  1.00,  0.96587,  0.03689
769, 282,  0.31539,  0.4946,  0.25755, -0.85115, -0.36434,  0.37789,  0.33818,  0.16997,  0.9256,  1.00,  0.99671,  0.00939
770, 285,  0.3097,  0.50845,  0.25805, -0.85086, -0.36506,  0.37784,  0.30881,  0.23433,  0.92181,  1.00,  0.99671,  0.03689
771, 286,  0.31086,  0.53344,  0.25725,  0.50845,  0.83038,  0.22791,  0.04248,  0.24016, -0.9698, -1.00,  0.92336,  0.20357
772, 287,  0.32651,  0.52923,  0.23916,  0.50817,  0.83054,  0.22795,  0.04314,  0.2398, -0.96986, -1.00,  0.95507,  0.23645
773, 288,  0.31026,  0.5372,  0.24062,  0.44753,  0.87826,  0.16844, -0.04138,  0.20849, -0.97715, -1.00,  0.95507,  0.20357
774, 287,  0.32651,  0.52923,  0.23916,  0.50817,  0.83054,  0.22795,  0.04314,  0.2398, -0.96986, -1.00,  0.95507,  0.23645
775, 286,  0.31086,  0.53344,  0.25725,  0.50845,  0.83038,  0.22791,  0.04248,  0.24016, -0.9698, -1.00,  0.92336,  0.20357
776, 289,  0.32474,  0.52549,  0.25545,  0.50817,  0.83054,  0.22795,  0.09622,  0.20827, -0.97333, -1.00,  0.92336,  0.23645
777, 290,  0.33074,  0.12762,  0.25589,  0.90524, -0.38968,  0.16938, -0.18603, -0.00509,  0.98253,  1.00,  0.99671,  0.00939
778, 291,  0.32834,  0.11404,  0.23887,  0.90524, -0.38968,  0.16938, -0.186, -0.00502,  0.98254,  1.00,  0.96587,  0.03758
