VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z
608, 608,  0.77249, -0.62994, -0.08018
609, 609,  0.77249, -0.62994, -0.08018
610, 610,  0.84067, -0.51957, -0.15269
611, 611,  0.75336, -0.61434, -0.23458
612, 612,  0.84067, -0.51957, -0.15269
613, 613,  0.81273, -0.5023, -0.29524
614, 614,  0.75336, -0.61434, -0.23458
615, 615,  0.75336, -0.61434, -0.23458
616, 616,  0.81273, -0.5023, -0.29524
617, 617,  0.71902, -0.58633, -0.37314
618, 618,  0.81273, -0.5023, -0.29524
619, 619,  0.77177, -0.47699, -0.42054
620, 620,  0.71902, -0.58633, -0.37314
621, 621,  0.71902, -0.58633, -0.37314
622, 622,  0.77177, -0.47699, -0.42054
623, 623,  0.6753, -0.55068, -0.49063
624, 624,  0.77177, -0.47699, -0.42054
625, 625,  0.72361, -0.44722, -0.52573
626, 626,  0.6753, -0.55068, -0.49063
627, 627,  0.09647, -0.99287, -0.07009
628, 628, -0.03685, -0.99287, -0.11341
629, 629,  0.00, -1.00,  0.00
630, 630,  0.20318, -0.96795, -0.14762
631, 631,  0.06348, -0.97867, -0.19538
632, 632,  0.09647, -0.99287, -0.07009
633, 633,  0.31525, -0.92096, -0.22904
634, 634,  0.17414, -0.94321, -0.2829
635, 635,  0.20318, -0.96795, -0.14762
636, 636,  0.42532, -0.85065, -0.30901
637, 637,  0.28892, -0.88285, -0.37026
638, 638,  0.31525, -0.92096, -0.22904
639, 639,  0.52542, -0.7604, -0.38173
640, 640,  0.39927, -0.79855, -0.45044
641, 641,  0.42532, -0.85065, -0.30901
642, 642,  0.60955, -0.65752, -0.44286
643, 643,  0.49701, -0.69656, -0.51748
644, 644,  0.52542, -0.7604, -0.38173
645, 645,  0.6753, -0.55068, -0.49063
646, 646,  0.57707, -0.58633, -0.56851
647, 647,  0.60955, -0.65752, -0.44286
648, 648,  0.09647, -0.99287, -0.07009
649, 649,  0.06348, -0.97867, -0.19538
650, 650, -0.03685, -0.99287, -0.11341
651, 651,  0.06348, -0.97867, -0.19538
652, 652, -0.07761, -0.96795, -0.23885
653, 653, -0.03685, -0.99287, -0.11341
654, 654,  0.20318, -0.96795, -0.14762
655, 655,  0.17414, -0.94321, -0.2829
656, 656,  0.06348, -0.97867, -0.19538
657, 657,  0.17414, -0.94321, -0.2829
658, 658,  0.02541, -0.94321, -0.33123
659, 659,  0.06348, -0.97867, -0.19538
660, 660,  0.06348, -0.97867, -0.19538
661, 661,  0.02541, -0.94321, -0.33123
662, 662, -0.07761, -0.96795, -0.23885
663, 663,  0.02541, -0.94321, -0.33123
664, 664, -0.12041, -0.92096, -0.3706
665, 665, -0.07761, -0.96795, -0.23885
666, 666,  0.31525, -0.92096, -0.22904
667, 667,  0.28892, -0.88285, -0.37026
668, 668,  0.17414, -0.94321, -0.2829
669, 669,  0.28892, -0.88285, -0.37026
670, 670,  0.1382, -0.89443, -0.42532
671, 671,  0.17414, -0.94321, -0.2829
672, 672,  0.17414, -0.94321, -0.2829
673, 673,  0.1382, -0.89443, -0.42532
674, 674,  0.02541, -0.94321, -0.33123
675, 675,  0.1382, -0.89443, -0.42532
676, 676, -0.0161, -0.88285, -0.46937
677, 677,  0.02541, -0.94321, -0.33123
678, 678,  0.02541, -0.94321, -0.33123
679, 679, -0.0161, -0.88285, -0.46937
680, 680, -0.12041, -0.92096, -0.3706
681, 681, -0.0161, -0.88285, -0.46937
682, 682, -0.16246, -0.85065, -0.49999
683, 683, -0.12041, -0.92096, -0.3706
684, 684,  0.42532, -0.85065, -0.30901
685, 685,  0.39927, -0.79855, -0.45044
686, 686,  0.28892, -0.88285, -0.37026
687, 687,  0.39927, -0.79855, -0.45044
688, 688,  0.25337, -0.81991, -0.51337
689, 689,  0.28892, -0.88285, -0.37026
690, 690,  0.28892, -0.88285, -0.37026
691, 691,  0.25337, -0.81991, -0.51337
692, 692,  0.1382, -0.89443, -0.42532
693, 693,  0.25337, -0.81991, -0.51337
694, 694,  0.09678, -0.81991, -0.56425
695, 695,  0.1382, -0.89443, -0.42532
696, 696,  0.1382, -0.89443, -0.42532
697, 697,  0.09678, -0.81991, -0.56425
698, 698, -0.0161, -0.88285, -0.46937
699, 699,  0.09678, -0.81991, -0.56425
700, 700, -0.05825, -0.79855, -0.5991
701, 701, -0.0161, -0.88285, -0.46937
702, 702, -0.0161, -0.88285, -0.46937
703, 703, -0.05825, -0.79855, -0.5991
704, 704, -0.16246, -0.85065, -0.49999
705, 705, -0.05825, -0.79855, -0.5991
706, 706, -0.20069, -0.7604, -0.61767
707, 707, -0.16246, -0.85065, -0.49999
708, 708,  0.52542, -0.7604, -0.38173
709, 709,  0.49701, -0.69656, -0.51748
710, 710,  0.39927, -0.79855, -0.45044
711, 711,  0.49701, -0.69656, -0.51748
712, 712,  0.3618, -0.72361, -0.58778
713, 713,  0.39927, -0.79855, -0.45044
714, 714,  0.39927, -0.79855, -0.45044
715, 715,  0.3618, -0.72361, -0.58778
716, 716,  0.25337, -0.81991, -0.51337
717, 717,  0.3618, -0.72361, -0.58778
718, 718,  0.21009, -0.73335, -0.64657
719, 719,  0.25337, -0.81991, -0.51337
720, 720,  0.25337, -0.81991, -0.51337
721, 721,  0.21009, -0.73335, -0.64657
722, 722,  0.09678, -0.81991, -0.56425
723, 723,  0.21009, -0.73335, -0.64657
724, 724,  0.05279, -0.72361, -0.68818
725, 725,  0.09678, -0.81991, -0.56425
726, 726,  0.09678, -0.81991, -0.56425
727, 727,  0.05279, -0.72361, -0.68818
728, 728, -0.05825, -0.79855, -0.5991
729, 729,  0.05279, -0.72361, -0.68818
730, 730, -0.09792, -0.69656, -0.71078
731, 731, -0.05825, -0.79855, -0.5991
732, 732, -0.05825, -0.79855, -0.5991
733, 733, -0.09792, -0.69656, -0.71078
734, 734, -0.20069, -0.7604, -0.61767
735, 735, -0.09792, -0.69656, -0.71078
736, 736, -0.23282, -0.65752, -0.71656
737, 737, -0.20069, -0.7604, -0.61767
738, 738,  0.60955, -0.65752, -0.44286
739, 739,  0.57707, -0.58633, -0.56851
740, 740,  0.49701, -0.69656, -0.51748
741, 741,  0.57707, -0.58633, -0.56851
742, 742,  0.4559, -0.61435, -0.644
743, 743,  0.49701, -0.69656, -0.51748
744, 744,  0.49701, -0.69656, -0.51748
745, 745,  0.4559, -0.61435, -0.644
746, 746,  0.3618, -0.72361, -0.58778
747, 747,  0.4559, -0.61435, -0.644
748, 748,  0.31497, -0.62994, -0.7099
749, 749,  0.3618, -0.72361, -0.58778
750, 750,  0.3618, -0.72361, -0.58778
751, 751,  0.31497, -0.62994, -0.7099
752, 752,  0.21009, -0.73335, -0.64657
753, 753,  0.31497, -0.62994, -0.7099
754, 754,  0.16246, -0.62994, -0.75946
755, 755,  0.21009, -0.73335, -0.64657
756, 756,  0.21009, -0.73335, -0.64657
757, 757,  0.16246, -0.62994, -0.75946
758, 758,  0.05279, -0.72361, -0.68818
759, 759,  0.16246, -0.62994, -0.75946
760, 760,  0.00971, -0.61435, -0.78898
761, 761,  0.05279, -0.72361, -0.68818
762, 762,  0.05279, -0.72361, -0.68818
763, 763,  0.00971, -0.61435, -0.78898
764, 764, -0.09792, -0.69656, -0.71078
765, 765,  0.00971, -0.61435, -0.78898
766, 766, -0.13268, -0.58633, -0.79913
767, 767, -0.09792, -0.69656, -0.71078
768, 768, -0.09792, -0.69656, -0.71078
769, 769, -0.13268, -0.58633, -0.79913
770, 770, -0.23282, -0.65752, -0.71656
771, 771, -0.13268, -0.58633, -0.79913
772, 772, -0.25794, -0.55068, -0.79386
773, 773, -0.23282, -0.65752, -0.71656
774, 774,  0.6753, -0.55068, -0.49063
775, 775,  0.63845, -0.47699, -0.60404
776, 776,  0.57707, -0.58633, -0.56851
777, 777,  0.63845, -0.47699, -0.60404
778, 778,  0.53194, -0.5023, -0.68171
779, 779,  0.57707, -0.58633, -0.56851
780, 780,  0.57707, -0.58633, -0.56851
781, 781,  0.53194, -0.5023, -0.68171
782, 782,  0.4559, -0.61435, -0.644
783, 783,  0.53194, -0.5023, -0.68171
784, 784,  0.40501, -0.51957, -0.75234
785, 785,  0.4559, -0.61435, -0.644
786, 786,  0.4559, -0.61435, -0.644
787, 787,  0.40501, -0.51957, -0.75234
788, 788,  0.31497, -0.62994, -0.7099
789, 789,  0.40501, -0.51957, -0.75234
790, 790,  0.26287, -0.52574, -0.80901
791, 791,  0.31497, -0.62994, -0.7099
792, 792,  0.31497, -0.62994, -0.7099
793, 793,  0.26287, -0.52574, -0.80901
794, 794,  0.16246, -0.62994, -0.75946
795, 795,  0.26287, -0.52574, -0.80901
796, 796,  0.11456, -0.51957, -0.84671
797, 797,  0.16246, -0.62994, -0.75946
798, 798,  0.16246, -0.62994, -0.75946
799, 799,  0.11456, -0.51957, -0.84671
800, 800,  0.00971, -0.61435, -0.78898
801, 801,  0.11456, -0.51957, -0.84671
802, 802, -0.02964, -0.5023, -0.86418
803, 803,  0.00971, -0.61435, -0.78898
804, 804,  0.00971, -0.61435, -0.78898
805, 805, -0.02964, -0.5023, -0.86418
806, 806, -0.13268, -0.58633, -0.79913
807, 807, -0.02964, -0.5023, -0.86418
808, 808, -0.16147, -0.47699, -0.86395
809, 809, -0.13268, -0.58633, -0.79913
810, 810, -0.13268, -0.58633, -0.79913
811, 811, -0.16147, -0.47699, -0.86395
812, 812, -0.25794, -0.55068, -0.79386
813, 813, -0.16147, -0.47699, -0.86395
814, 814, -0.27639, -0.44722, -0.85065
815, 815, -0.25794, -0.55068, -0.79386
816, 816, -0.03685, -0.99287, -0.11341
817, 817, -0.11925, -0.99287,  0.00
818, 818,  0.00, -1.00,  0.00
819, 819, -0.07761, -0.96795, -0.23885
820, 820, -0.1662, -0.97867, -0.12075
821, 821, -0.03685, -0.99287, -0.11341
822, 822, -0.12041, -0.92096, -0.3706
823, 823, -0.21524, -0.94321, -0.25304
824, 824, -0.07761, -0.96795, -0.23885
825, 825, -0.16246, -0.85065, -0.49999
826, 826, -0.26286, -0.88285, -0.38919
827, 827, -0.12041, -0.92096, -0.3706
828, 828, -0.20069, -0.7604, -0.61767
829, 829, -0.30501, -0.79855, -0.51892
830, 830, -0.16246, -0.85065, -0.49999
831, 831, -0.23282, -0.65752, -0.71656
832, 832, -0.33857, -0.69656, -0.63259
833, 833, -0.20069, -0.7604, -0.61767
834, 834, -0.25794, -0.55068, -0.79386
835, 835, -0.36237, -0.58633, -0.7245
836, 836, -0.23282, -0.65752, -0.71656
837, 837, -0.03685, -0.99287, -0.11341
838, 838, -0.1662, -0.97867, -0.12075
839, 839, -0.11925, -0.99287,  0.00
840, 840, -0.1662, -0.97867, -0.12075
841, 841, -0.25115, -0.96795,  0.00
842, 842, -0.11925, -0.99287,  0.00
843, 843, -0.07761, -0.96795, -0.23885
844, 844, -0.21524, -0.94321, -0.25304
845, 845, -0.1662, -0.97867, -0.12075
846, 846, -0.21524, -0.94321, -0.25304
847, 847, -0.30717, -0.94321, -0.12652
848, 848, -0.1662, -0.97867, -0.12075
849, 849, -0.1662, -0.97867, -0.12075
850, 850, -0.30717, -0.94321, -0.12652
851, 851, -0.25115, -0.96795,  0.00
852, 852, -0.30717, -0.94321, -0.12652
853, 853, -0.38967, -0.92095,  0.00
854, 854, -0.25115, -0.96795,  0.00
855, 855, -0.12041, -0.92096, -0.3706
856, 856, -0.26286, -0.88285, -0.38919
857, 857, -0.21524, -0.94321, -0.25304
858, 858, -0.26286, -0.88285, -0.38919
859, 859, -0.3618, -0.89443, -0.26286
860, 860, -0.21524, -0.94321, -0.25304
861, 861, -0.21524, -0.94321, -0.25304
862, 862, -0.3618, -0.89443, -0.26286
863, 863, -0.30717, -0.94321, -0.12652
864, 864, -0.3618, -0.89443, -0.26286
865, 865, -0.45138, -0.88285, -0.12973
866, 866, -0.30717, -0.94321, -0.12652
867, 867, -0.30717, -0.94321, -0.12652
868, 868, -0.45138, -0.88285, -0.12973
869, 869, -0.38967, -0.92095,  0.00
870, 870, -0.45138, -0.88285, -0.12973
871, 871, -0.52573, -0.85065,  0.00
872, 872, -0.38967, -0.92095,  0.00
873, 873, -0.16246, -0.85065, -0.49999
874, 874, -0.30501, -0.79855, -0.51892
875, 875, -0.26286, -0.88285, -0.38919
876, 876, -0.30501, -0.79855, -0.51892
877, 877, -0.40995, -0.81991, -0.3996
878, 878, -0.26286, -0.88285, -0.38919
879, 879, -0.26286, -0.88285, -0.38919
880, 880, -0.40995, -0.81991, -0.3996
881, 881, -0.3618, -0.89443, -0.26286
882, 882, -0.40995, -0.81991, -0.3996
883, 883, -0.50673, -0.81991, -0.2664
884, 884, -0.3618, -0.89443, -0.26286
885, 885, -0.3618, -0.89443, -0.26286
886, 886, -0.50673, -0.81991, -0.2664
887, 887, -0.45138, -0.88285, -0.12973
888, 888, -0.50673, -0.81991, -0.2664
889, 889, -0.58778, -0.79855, -0.12973
890, 890, -0.45138, -0.88285, -0.12973
891, 891, -0.45138, -0.88285, -0.12973
892, 892, -0.58778, -0.79855, -0.12973
893, 893, -0.52573, -0.85065,  0.00
894, 894, -0.58778, -0.79855, -0.12973
895, 895, -0.64946, -0.7604,  0.00
896, 896, -0.52573, -0.85065,  0.00
897, 897, -0.20069, -0.7604, -0.61767
898, 898, -0.33857, -0.69656, -0.63259
899, 899, -0.30501, -0.79855, -0.51892
900, 900, -0.33857, -0.69656, -0.63259
901, 901, -0.44721, -0.72361, -0.52573
902, 902, -0.30501, -0.79855, -0.51892
903, 903, -0.30501, -0.79855, -0.51892
904, 904, -0.44721, -0.72361, -0.52573
905, 905, -0.40995, -0.81991, -0.3996
906, 906, -0.44721, -0.72361, -0.52573
907, 907, -0.55001, -0.73335, -0.39961
908, 908, -0.40995, -0.81991, -0.3996
909, 909, -0.40995, -0.81991, -0.3996
910, 910, -0.55001, -0.73335, -0.39961
911, 911, -0.50673, -0.81991, -0.2664
912, 912, -0.55001, -0.73335, -0.39961
913, 913, -0.63819, -0.72361, -0.26286
914, 914, -0.50673, -0.81991, -0.2664
915, 915, -0.50673, -0.81991, -0.2664
916, 916, -0.63819, -0.72361, -0.26286
917, 917, -0.58778, -0.79855, -0.12973
918, 918, -0.63819, -0.72361, -0.26286
919, 919, -0.70626, -0.69656, -0.12652
920, 920, -0.58778, -0.79855, -0.12973
921, 921, -0.58778, -0.79855, -0.12973
922, 922, -0.70626, -0.69656, -0.12652
923, 923, -0.64946, -0.7604,  0.00
924, 924, -0.70626, -0.69656, -0.12652
925, 925, -0.75344, -0.65751,  0.00
926, 926, -0.64946, -0.7604,  0.00
927, 927, -0.23282, -0.65752, -0.71656
928, 928, -0.36237, -0.58633, -0.7245
929, 929, -0.33857, -0.69656, -0.63259
930, 930, -0.36237, -0.58633, -0.7245
931, 931, -0.4716, -0.61434, -0.63259
932, 932, -0.33857, -0.69656, -0.63259
933, 933, -0.33857, -0.69656, -0.63259
934, 934, -0.4716, -0.61434, -0.63259
935, 935, -0.44721, -0.72361, -0.52573
936, 936, -0.4716, -0.61434, -0.63259
937, 937, -0.57783, -0.62994, -0.51893
938, 938, -0.44721, -0.72361, -0.52573
939, 939, -0.44721, -0.72361, -0.52573
940, 940, -0.57783, -0.62994, -0.51893
941, 941, -0.55001, -0.73335, -0.39961
942, 942, -0.57783, -0.62994, -0.51893
943, 943, -0.67209, -0.62994, -0.38919
944, 944, -0.55001, -0.73335, -0.39961
945, 945, -0.55001, -0.73335, -0.39961
946, 946, -0.67209, -0.62994, -0.38919
947, 947, -0.63819, -0.72361, -0.26286
948, 948, -0.67209, -0.62994, -0.38919
949, 949, -0.74737, -0.61434, -0.25304
950, 950, -0.63819, -0.72361, -0.26286
951, 951, -0.63819, -0.72361, -0.26286
952, 952, -0.74737, -0.61434, -0.25304
953, 953, -0.70626, -0.69656, -0.12652
954, 954, -0.74737, -0.61434, -0.25304
955, 955, -0.80102, -0.58633, -0.12075
956, 956, -0.70626, -0.69656, -0.12652
957, 957, -0.70626, -0.69656, -0.12652
958, 958, -0.80102, -0.58633, -0.12075
959, 959, -0.75344, -0.65751,  0.00
960, 960, -0.80102, -0.58633, -0.12075
961, 961, -0.83472, -0.55068,  0.00
962, 962, -0.75344, -0.65751,  0.00
963, 963, -0.25794, -0.55068, -0.79386
964, 964, -0.37718, -0.47699, -0.79386
965, 965, -0.36237, -0.58633, -0.7245
966, 966, -0.37718, -0.47699, -0.79386
967, 967, -0.48397, -0.5023, -0.71657
968, 968, -0.36237, -0.58633, -0.7245
969, 969, -0.36237, -0.58633, -0.7245
970, 970, -0.48397, -0.5023, -0.71657
971, 971, -0.4716, -0.61434, -0.63259
972, 972, -0.48397, -0.5023, -0.71657
973, 973, -0.59037, -0.51957, -0.61767
974, 974, -0.4716, -0.61434, -0.63259
975, 975, -0.4716, -0.61434, -0.63259
976, 976, -0.59037, -0.51957, -0.61767
977, 977, -0.57783, -0.62994, -0.51893
978, 978, -0.59037, -0.51957, -0.61767
979, 979, -0.68819, -0.52574, -0.50
980, 980, -0.57783, -0.62994, -0.51893
981, 981, -0.57783, -0.62994, -0.51893
982, 982, -0.68819, -0.52574, -0.50
983, 983, -0.67209, -0.62994, -0.38919
984, 984, -0.68819, -0.52574, -0.50
985, 985, -0.76987, -0.51957, -0.3706
986, 986, -0.67209, -0.62994, -0.38919
987, 987, -0.67209, -0.62994, -0.38919
988, 988, -0.76987, -0.51957, -0.3706
989, 989, -0.74737, -0.61434, -0.25304
990, 990, -0.76987, -0.51957, -0.3706
991, 991, -0.83105, -0.5023, -0.23885
992, 992, -0.74737, -0.61434, -0.25304
993, 993, -0.74737, -0.61434, -0.25304
994, 994, -0.83105, -0.5023, -0.23885
995, 995, -0.80102, -0.58633, -0.12075
996, 996, -0.83105, -0.5023, -0.23885
997, 997, -0.87156, -0.47698, -0.11341
998, 998, -0.80102, -0.58633, -0.12075
999, 999, -0.80102, -0.58633, -0.12075
1000, 1000, -0.87156, -0.47698, -0.11341
1001, 1001, -0.83472, -0.55068,  0.00
1002, 1002, -0.87156, -0.47698, -0.11341
1003, 1003, -0.89443, -0.44722,  0.00
1004, 1004, -0.83472, -0.55068,  0.00
1005, 1005, -0.93119, -0.35774,  0.07009
1006, 1006, -0.87156, -0.47698,  0.11341
1007, 1007, -0.89443, -0.44722,  0.00
1008, 1008, -0.95663, -0.25115,  0.14762
1009, 1009, -0.90374, -0.3809,  0.19538
1010, 1010, -0.93119, -0.35774,  0.07009
1011, 1011, -0.96471, -0.12989,  0.22904
1012, 1012, -0.92151, -0.26606,  0.2829
1013, 1013, -0.95663, -0.25115,  0.14762
1014, 1014, -0.95106,  0.00,  0.30901
1015, 1015, -0.91886, -0.13641,  0.37026
1016, 1016, -0.96471, -0.12989,  0.22904
1017, 1017, -0.9151,  0.12989,  0.38174
1018, 1018, -0.8928,  0.00,  0.45044
1019, 1019, -0.95106,  0.00,  0.30901
1020, 1020, -0.8607,  0.25115,  0.44286
1021, 1021, -0.84529,  0.13303,  0.51748
1022, 1022, -0.9151,  0.12989,  0.38174
1023, 1023, -0.79455,  0.35774,  0.49063
1024, 1024, -0.7825,  0.25393,  0.56852
1025, 1025, -0.8607,  0.25115,  0.44286
1026, 1026, -0.93119, -0.35774,  0.07009
1027, 1027, -0.90374, -0.3809,  0.19538
1028, 1028, -0.87156, -0.47698,  0.11341
1029, 1029, -0.90374, -0.3809,  0.19538
1030, 1030, -0.83105, -0.5023,  0.23885
1031, 1031, -0.87156, -0.47698,  0.11341
1032, 1032, -0.95663, -0.25115,  0.14762
1033, 1033, -0.92151, -0.26606,  0.2829
1034, 1034, -0.90374, -0.3809,  0.19538
1035, 1035, -0.92151, -0.26606,  0.2829
1036, 1036, -0.85499, -0.39909,  0.33123
1037, 1037, -0.90374, -0.3809,  0.19538
1038, 1038, -0.90374, -0.3809,  0.19538
1039, 1039, -0.85499, -0.39909,  0.33123
1040, 1040, -0.83105, -0.5023,  0.23885
1041, 1041, -0.85499, -0.39909,  0.33123
1042, 1042, -0.76987, -0.51957,  0.3706
1043, 1043, -0.83105, -0.5023,  0.23885
1044, 1044, -0.96471, -0.12989,  0.22904
1045, 1045, -0.91886, -0.13641,  0.37026
1046, 1046, -0.92151, -0.26606,  0.2829
1047, 1047, -0.91886, -0.13641,  0.37026
1048, 1048, -0.8618, -0.2764,  0.42532
1049, 1049, -0.92151, -0.26606,  0.2829
1050, 1050, -0.92151, -0.26606,  0.2829
1051, 1051, -0.8618, -0.2764,  0.42532
1052, 1052, -0.85499, -0.39909,  0.33123
1053, 1053, -0.8618, -0.2764,  0.42532
1054, 1054, -0.78245, -0.40923,  0.46937
1055, 1055, -0.85499, -0.39909,  0.33123
1056, 1056, -0.85499, -0.39909,  0.33123
1057, 1057, -0.78245, -0.40923,  0.46937
1058, 1058, -0.76987, -0.51957,  0.3706
1059, 1059, -0.78245, -0.40923,  0.46937
1060, 1060, -0.68819, -0.52574,  0.50
1061, 1061, -0.76987, -0.51957,  0.3706
1062, 1062, -0.95106,  0.00,  0.30901
1063, 1063, -0.8928,  0.00,  0.45044
1064, 1064, -0.91886, -0.13641,  0.37026
1065, 1065, -0.8928,  0.00,  0.45044
1066, 1066, -0.84666, -0.14006,  0.51337
1067, 1067, -0.91886, -0.13641,  0.37026
1068, 1068, -0.91886, -0.13641,  0.37026
1069, 1069, -0.84666, -0.14006,  0.51337
1070, 1070, -0.8618, -0.2764,  0.42532
1071, 1071, -0.84666, -0.14006,  0.51337
1072, 1072, -0.77663, -0.28012,  0.56425
1073, 1073, -0.8618, -0.2764,  0.42532
1074, 1074, -0.8618, -0.2764,  0.42532
1075, 1075, -0.77663, -0.28012,  0.56425
1076, 1076, -0.78245, -0.40923,  0.46937
1077, 1077, -0.77663, -0.28012,  0.56425
1078, 1078, -0.68819, -0.40923,  0.5991
1079, 1079, -0.78245, -0.40923,  0.46937
1080, 1080, -0.78245, -0.40923,  0.46937
1081, 1081, -0.68819, -0.40923,  0.5991
1082, 1082, -0.68819, -0.52574,  0.50
1083, 1083, -0.68819, -0.40923,  0.5991
1084, 1084, -0.59037, -0.51957,  0.61767
1085, 1085, -0.68819, -0.52574,  0.50
1086, 1086, -0.9151,  0.12989,  0.38174
1087, 1087, -0.84529,  0.13303,  0.51748
1088, 1088, -0.8928,  0.00,  0.45044
1089, 1089, -0.84529,  0.13303,  0.51748
1090, 1090, -0.80902,  0.00,  0.58778
1091, 1091, -0.8928,  0.00,  0.45044
1092, 1092, -0.8928,  0.00,  0.45044
1093, 1093, -0.80902,  0.00,  0.58778
1094, 1094, -0.84666, -0.14006,  0.51337
1095, 1095, -0.80902,  0.00,  0.58778
1096, 1096, -0.74988, -0.14006,  0.64658
1097, 1097, -0.84666, -0.14006,  0.51337
1098, 1098, -0.84666, -0.14006,  0.51337
1099, 1099, -0.74988, -0.14006,  0.64658
1100, 1100, -0.77663, -0.28012,  0.56425
1101, 1101, -0.74988, -0.14006,  0.64658
1102, 1102, -0.67082, -0.2764,  0.68819
1103, 1103, -0.77663, -0.28012,  0.56425
1104, 1104, -0.77663, -0.28012,  0.56425
1105, 1105, -0.67082, -0.2764,  0.68819
1106, 1106, -0.68819, -0.40923,  0.5991
1107, 1107, -0.67082, -0.2764,  0.68819
1108, 1108, -0.57923, -0.3991,  0.71079
1109, 1109, -0.68819, -0.40923,  0.5991
1110, 1110, -0.68819, -0.40923,  0.5991
1111, 1111, -0.57923, -0.3991,  0.71079
1112, 1112, -0.59037, -0.51957,  0.61767
1113, 1113, -0.57923, -0.3991,  0.71079
1114, 1114, -0.48397, -0.5023,  0.71657
1115, 1115, -0.59037, -0.51957,  0.61767
1116, 1116, -0.8607,  0.25115,  0.44286
1117, 1117, -0.7825,  0.25393,  0.56852
1118, 1118, -0.84529,  0.13303,  0.51748
1119, 1119, -0.7825,  0.25393,  0.56852
1120, 1120, -0.75337,  0.13303,  0.644
1121, 1121, -0.84529,  0.13303,  0.51748
1122, 1122, -0.84529,  0.13303,  0.51748
1123, 1123, -0.75337,  0.13303,  0.644
1124, 1124, -0.80902,  0.00,  0.58778
1125, 1125, -0.75337,  0.13303,  0.644
1126, 1126, -0.70429,  0.00,  0.70991
1127, 1127, -0.80902,  0.00,  0.58778
1128, 1128, -0.80902,  0.00,  0.58778
1129, 1129, -0.70429,  0.00,  0.70991
1130, 1130, -0.74988, -0.14006,  0.64658
1131, 1131, -0.70429,  0.00,  0.70991
1132, 1132, -0.63609, -0.13641,  0.75946
1133, 1133, -0.74988, -0.14006,  0.64658
1134, 1134, -0.74988, -0.14006,  0.64658
1135, 1135, -0.63609, -0.13641,  0.75946
1136, 1136, -0.67082, -0.2764,  0.68819
1137, 1137, -0.63609, -0.13641,  0.75946
1138, 1138, -0.55382, -0.26607,  0.78898
1139, 1139, -0.67082, -0.2764,  0.68819
1140, 1140, -0.67082, -0.2764,  0.68819
1141, 1141, -0.55382, -0.26607,  0.78898
1142, 1142, -0.57923, -0.3991,  0.71079
1143, 1143, -0.55382, -0.26607,  0.78898
1144, 1144, -0.46508, -0.3809,  0.79913
1145, 1145, -0.57923, -0.3991,  0.71079
1146, 1146, -0.57923, -0.3991,  0.71079
1147, 1147, -0.46508, -0.3809,  0.79913
1148, 1148, -0.48397, -0.5023,  0.71657
1149, 1149, -0.46508, -0.3809,  0.79913
1150, 1150, -0.37718, -0.47699,  0.79386
1151, 1151, -0.48397, -0.5023,  0.71657
1152, 1152, -0.79455,  0.35774,  0.49063
1153, 1153, -0.71215,  0.35774,  0.60404
1154, 1154, -0.7825,  0.25393,  0.56852
1155, 1155, -0.71215,  0.35774,  0.60404
1156, 1156, -0.68716,  0.25115,  0.68172
1157, 1157, -0.7825,  0.25393,  0.56852
1158, 1158, -0.7825,  0.25393,  0.56852
1159, 1159, -0.68716,  0.25115,  0.68172
1160, 1160, -0.75337,  0.13303,  0.644
1161, 1161, -0.68716,  0.25115,  0.68172
1162, 1162, -0.64584,  0.12989,  0.75234
1163, 1163, -0.75337,  0.13303,  0.644
1164, 1164, -0.75337,  0.13303,  0.644
1165, 1165, -0.64584,  0.12989,  0.75234
1166, 1166, -0.70429,  0.00,  0.70991
1167, 1167, -0.64584,  0.12989,  0.75234
1168, 1168, -0.58779,  0.00,  0.80902
1169, 1169, -0.70429,  0.00,  0.70991
1170, 1170, -0.70429,  0.00,  0.70991
1171, 1171, -0.58779,  0.00,  0.80902
1172, 1172, -0.63609, -0.13641,  0.75946
1173, 1173, -0.58779,  0.00,  0.80902
1174, 1174, -0.51595, -0.12989,  0.84672
1175, 1175, -0.63609, -0.13641,  0.75946
1176, 1176, -0.63609, -0.13641,  0.75946
1177, 1177, -0.51595, -0.12989,  0.84672
1178, 1178, -0.55382, -0.26607,  0.78898
1179, 1179, -0.51595, -0.12989,  0.84672
1180, 1180, -0.43601, -0.25115,  0.86419
1181, 1181, -0.55382, -0.26607,  0.78898
1182, 1182, -0.55382, -0.26607,  0.78898
1183, 1183, -0.43601, -0.25115,  0.86419
1184, 1184, -0.46508, -0.3809,  0.79913
1185, 1185, -0.43601, -0.25115,  0.86419
1186, 1186, -0.35441, -0.35774,  0.86395
1187, 1187, -0.46508, -0.3809,  0.79913
1188, 1188, -0.46508, -0.3809,  0.79913
1189, 1189, -0.35441, -0.35774,  0.86395
1190, 1190, -0.37718, -0.47699,  0.79386
1191, 1191, -0.35441, -0.35774,  0.86395
1192, 1192, -0.27639, -0.44722,  0.85065
1193, 1193, -0.37718, -0.47699,  0.79386
1194, 1194, -0.22109, -0.35774,  0.90727
1195, 1195, -0.16147, -0.47699,  0.86395
1196, 1196, -0.27639, -0.44722,  0.85065
1197, 1197, -0.15521, -0.25115,  0.95542
1198, 1198, -0.09345, -0.3809,  0.91988
1199, 1199, -0.22109, -0.35774,  0.90727
